Operon profiles of Prochlorococcus MED4,,,,,,,,,,,,,,,,,,,,,,,,,
Operon_ID,start,end,strand,length,Num. of genes,sysName,,,,,,,,,,,,,,,,,,,
279,1081504,1081888,+,385,2,HyPMM173,HyPMM174,,,,,,,,,,,,,,,,,,
280,1084931,1084505,-,427,2,HyPMM176,HyPMM177,,,,,,,,,,,,,,,,,,
281,1087629,1087933,+,305,2,HyPMM180,HyPMM181,,,,,,,,,,,,,,,,,,
282,1089194,1094685,+,5492,3,PMM1139,PMM1140,PMM1141,,,,,,,,,,,,,,,,,
283,1094783,1096332,+,1550,2,PMM1142,PMM1143,,,,,,,,,,,,,,,,,,
284,1100323,1096353,-,3971,4,PMM1144,PMM1145,PMM1146,PMM1147,,,,,,,,,,,,,,,,
285,1100456,1102859,+,2404,3,PMM1148,PMM1149,PMM1150,,,,,,,,,,,,,,,,,
286,1103459,1102876,-,584,2,PMM1151,HyPMM182,,,,,,,,,,,,,,,,,,
287,1104646,1103512,-,1135,2,PMM1152,PMM1152a,,,,,,,,,,,,,,,,,,
288,1104668,1106218,+,1551,2,PMM1153,PMM1154,,,,,,,,,,,,,,,,,,
289,1107613,1110055,+,2443,2,PMM1157,PMM1158,,,,,,,,,,,,,,,,,,
290,1110791,1112568,+,1778,2,PMM1160,PMM1161,,,,,,,,,,,,,,,,,,
291,1114500,1115684,+,1185,5,HyPMM183,PMM1163,HyPMM184,HyPMM185,HyPMM186,,,,,,,,,,,,,,,
292,1117144,1115986,-,1159,2,RNA_23,PMM1164,,,,,,,,,,,,,,,,,,
293,1119164,1117277,-,1888,4,PMM1165,PMM1166,PMM1167,HyPMM187,,,,,,,,,,,,,,,,
294,1121553,1120321,-,1233,2,PMM1170,PMM1171,,,,,,,,,,,,,,,,,,
295,1128233,1124366,-,3868,3,PMM1177,PMM1178,PMM1179,,,,,,,,,,,,,,,,,
296,1128287,1133805,+,5519,8,PMM1180,PMM1181,PMM1182,PMM1183,PMM1184,PMM1185,PMM1186,PMM1187,,,,,,,,,,,,
297,1133930,1136293,+,2364,2,PMM1188,PMM1189,,,,,,,,,,,,,,,,,,
298,1136359,1139017,+,2659,2,PMM1190,PMM1191,,,,,,,,,,,,,,,,,,
299,1141786,1143483,+,1698,2,PMM1196,RNA_10,,,,,,,,,,,,,,,,,,
300,1154157,1150171,-,3987,4,PMM1202,PMM1203,PMM1204,PMM1205,,,,,,,,,,,,,,,,
301,1160415,1158248,-,2168,2,PMM1209,PMM1210,,,,,,,,,,,,,,,,,,
302,1163795,1165665,+,1871,2,PMM1214,PMM1215,,,,,,,,,,,,,,,,,,
303,1165667,1169534,+,3868,4,PMM1216,PMM1217,PMM1218,PMM1219,,,,,,,,,,,,,,,,
304,1185213,1188848,+,3636,4,PMM1233,PMM1234,PMM1235,PMM1236,,,,,,,,,,,,,,,,
305,1190636,1193092,+,2457,2,PMM1239,PMM1240,,,,,,,,,,,,,,,,,,
306,1199985,1195494,-,4492,5,PMM1243,PMM1244,PMM1245,PMM1246,PMM1247,,,,,,,,,,,,,,,
307,1204539,1201356,-,3184,4,PMM1249,HyPMM188,PMM1250,PMM1251,,,,,,,,,,,,,,,,
308,1208637,1206280,-,2358,3,PMM1254,PMM1255,RNA_22,,,,,,,,,,,,,,,,,
309,1211578,1213846,+,2269,2,PMM1258,PMM1259,,,,,,,,,,,,,,,,,,
310,1213939,1216288,+,2350,2,PMM1260,PMM1261,,,,,,,,,,,,,,,,,,
311,1221831,1216278,-,5554,6,PMM1262,PMM1263,PMM1264,PMM1265,PMM1266,PMM1267,,,,,,,,,,,,,,
312,1225080,1223093,-,1988,2,PMM1269,PMM1270,,,,,,,,,,,,,,,,,,
313,1226538,1228724,+,2187,3,PMM1273,PMM1274,PMM1275,,,,,,,,,,,,,,,,,
314,1228837,1229205,+,369,2,PMM1276,PMM1277,,,,,,,,,,,,,,,,,,
315,1232440,1229209,-,3232,4,PMM1278,PMM1279,PMM1280,PMM1281,,,,,,,,,,,,,,,,
316,1236761,1234866,-,1896,2,PMM1285,PMM1286,,,,,,,,,,,,,,,,,,
317,1242755,1240108,-,2648,2,PMM1289,PMM1290,,,,,,,,,,,,,,,,,,
318,1245526,1246996,+,1471,3,PMM1293,PMM1294,PMM1295,,,,,,,,,,,,,,,,,
319,1250792,1247716,-,3077,3,PMM1297,PMM1298,PMM1299,,,,,,,,,,,,,,,,,
320,1252993,1255500,+,2508,3,RNA_11,PMM1301,PMM1302,,,,,,,,,,,,,,,,,
321,1258262,1262024,+,3763,5,RNA_12,PMM1305,PMM1306,PMM1307,PMM1308,,,,,,,,,,,,,,,
322,1265560,1270657,+,5098,7,PMM1312,PMM1313,PMM1314,PMM1315,PMM1316,PMM1317,HyPMM190,,,,,,,,,,,,,
323,1271214,1270652,-,563,2,PMM1318,PMM1319,,,,,,,,,,,,,,,,,,
324,1274850,1277373,+,2524,3,PMM1323,PMM1324,PMM1325,,,,,,,,,,,,,,,,,
325,1277408,1279020,+,1613,2,PMM1326,PMM1327,,,,,,,,,,,,,,,,,,
326,1281319,1279010,-,2310,3,PMM1328,PMM1329,PMM1330,,,,,,,,,,,,,,,,,
327,1281470,1283579,+,2110,2,PMM1331,PMM1332,,,,,,,,,,,,,,,,,,
328,1289675,1284211,-,5465,5,PMM1334,PMM1335,PMM1336,PMM1337,PMM1338,,,,,,,,,,,,,,,
329,1290576,1293983,+,3408,2,PMM1340,PMM1341,,,,,,,,,,,,,,,,,,
330,1295895,1293980,-,1916,2,PMM1342,PMM1343,,,,,,,,,,,,,,,,,,
331,1296041,1296751,+,711,2,PMM1344,PMM1345,,,,,,,,,,,,,,,,,,
332,1299765,1301341,+,1577,2,PMM1349,PMM1350,,,,,,,,,,,,,,,,,,
333,1304746,1301351,-,3396,4,PMM1351,PMM1352,PMM1353,PMM1354,,,,,,,,,,,,,,,,
334,1304849,1306207,+,1359,2,PMM1355,PMM1356,,,,,,,,,,,,,,,,,,
335,1306399,1307560,+,1162,2,PMM1357,PMM1358,,,,,,,,,,,,,,,,,,
336,1311566,1311169,-,398,2,HyPMM193,PMM1363,,,,,,,,,,,,,,,,,,
337,1316334,1314269,-,2066,4,HyPMM194,PMM1367,PMM1368,PMM1369,,,,,,,,,,,,,,,,
338,1321009,1321387,+,379,2,HyPMM201,HyPMM202,,,,,,,,,,,,,,,,,,
339,1321721,1322307,+,587,2,HyPMM203,PMM1373,,,,,,,,,,,,,,,,,,
340,1327194,1327494,+,301,2,HyPMM208,HyPMM209,,,,,,,,,,,,,,,,,,
341,1329124,1330737,+,1614,3,HyPMM211,PMM1380,PMM1381,,,,,,,,,,,,,,,,,
342,1333547,1332751,-,797,2,PMM1383,HyPMM214,,,,,,,,,,,,,,,,,,
343,1335037,1335655,+,619,4,HyPMM216,HyPMM217,HyPMM218,HyPMM219,,,,,,,,,,,,,,,,
344,1337265,1338805,+,1541,2,PMM1386,HyPMM224,,,,,,,,,,,,,,,,,,
345,1345674,1344661,-,1014,5,HyPMM226,PMM1396,PMM1397,PMM1398,PMM1399,,,,,,,,,,,,,,,
346,1346847,1346108,-,740,2,PMM1400,HyPMM227,,,,,,,,,,,,,,,,,,
347,1347131,1347623,+,493,2,PMM1401,HyPMM228,,,,,,,,,,,,,,,,,,
348,1352411,1351144,-,1268,4,PMM1406,PMM1407,PMM1408,PMM1409,,,,,,,,,,,,,,,,
349,1355182,1357237,+,2056,4,PMM1413,PMM1414,PMM1415,HyPMM236,,,,,,,,,,,,,,,,
350,1360031,1360814,+,784,2,asRNA_16221,PMM1417,,,,,,,,,,,,,,,,,,
351,1361504,1362117,+,614,2,PMM1419,HyPMM238,,,,,,,,,,,,,,,,,,
352,1363390,1362259,-,1132,3,PMM1420,PMM1421,PMM1422,,,,,,,,,,,,,,,,,
353,1365186,1368140,+,2955,4,PMM1425,PMM1426,PMM1427,PMM1428,,,,,,,,,,,,,,,,
354,1369331,1368721,-,611,2,PMM1430,PMM1431,,,,,,,,,,,,,,,,,,
355,1371609,1373549,+,1941,3,HyPMM241,PMM1434,PMM1435,,,,,,,,,,,,,,,,,
356,1375637,1373640,-,1998,2,PMM1436,PMM1437,,,,,,,,,,,,,,,,,,
357,1375858,1377771,+,1914,2,PMM1438,PMM1439,,,,,,,,,,,,,,,,,,
358,1379901,1377775,-,2127,3,PMM1440,PMM1441,PMM1442,,,,,,,,,,,,,,,,,
359,1379976,1382197,+,2222,2,PMM1443,PMM1444,,,,,,,,,,,,,,,,,,
360,1382194,1384477,+,2284,2,PMM1445,PMM1446,,,,,,,,,,,,,,,,,,
361,1390439,1384483,-,5957,9,PMM1447,PMM1448,PMM1449,PMM1450,PMM1451,PMM1452,PMM1453,PMM1454,PMM1455,,,,,,,,,,,
362,1392124,1395380,+,3257,3,PMM1458,PMM1459,PMM1460,,,,,,,,,,,,,,,,,
363,1395967,1396575,+,609,2,PMM1462,PMM1463,,,,,,,,,,,,,,,,,,
364,1397682,1400403,+,2722,2,PMM1465,PMM1466,,,,,,,,,,,,,,,,,,
365,1403281,1405139,+,1859,2,PMM1468,PMM1469,,,,,,,,,,,,,,,,,,
366,1405129,1407851,+,2723,3,PMM1470,PMM1471,PMM1472,,,,,,,,,,,,,,,,,
367,1408582,1407861,-,722,2,PMM1473,PMM1474,,,,,,,,,,,,,,,,,,
368,1411559,1409390,-,2170,4,PMM1476,PMM1477,PMM1478,PMM1479,,,,,,,,,,,,,,,,
369,1412593,1411678,-,916,2,PMM1480,HyPMM243,,,,,,,,,,,,,,,,,,
370,1423313,1412664,-,10650,5,PMM1481,PMM1482,PMM1483,PMM1484,PMM1485,,,,,,,,,,,,,,,
371,1424646,1423552,-,1095,2,PMM1486,PMM1487,,,,,,,,,,,,,,,,,,
372,1427955,1426052,-,1904,2,PMM1489,PMM1490,,,,,,,,,,,,,,,,,,
373,1428101,1433847,+,5747,4,PMM1491,PMM1492,PMM1493,PMM1494,,,,,,,,,,,,,,,,
374,1440259,1438677,-,1583,2,PMM1499,PMM1500,,,,,,,,,,,,,,,,,,
375,1440558,1442949,+,2392,2,PMM1501,PMM1502,,,,,,,,,,,,,,,,,,
376,1450727,1444352,-,6376,7,PMM1505,PMM1506,PMM1507,PMM1508,PMM1509,PMM1510,PMM1511,,,,,,,,,,,,,
377,1456993,1457893,+,901,2,PMM1515,PMM1516,,,,,,,,,,,,,,,,,,
378,1460348,1459606,-,743,2,PMM1519,PMM1520,,,,,,,,,,,,,,,,,,
379,1466465,1461905,-,4561,2,PMM1523,PMM1524,,,,,,,,,,,,,,,,,,
380,1470888,1469551,-,1338,2,RNA_20,PMM1527,,,,,,,,,,,,,,,,,,
381,1473736,1471482,-,2255,4,PMM1529,PMM1530,PMM1531,PMM1532,,,,,,,,,,,,,,,,
382,1477016,1473853,-,3164,6,PMM1533,PMM1534,PMM1535,PMM1536,PMM1537,PMM1538,,,,,,,,,,,,,,
383,1487615,1477055,-,10561,20,PMM1539,PMM1540,PMM1541,PMM1542,PMM1543,PMM1544,PMM1545,PMM1546,PMM1547,PMM1548,PMM1549,PMM1550,PMM1551,PMM1552,PMM1553,PMM1554,PMM1555,PMM1556,PMM1557,PMM1558
384,1487908,1489378,+,1471,2,PMM1559,PMM1560,,,,,,,,,,,,,,,,,,
385,1489483,1490348,+,866,2,RNA_14,PMM1561,,,,,,,,,,,,,,,,,,
386,1505707,1502288,-,3420,2,PMM1574,PMM1575,,,,,,,,,,,,,,,,,,
387,1508882,1505761,-,3122,3,PMM1576,PMM1577,PMM1578,,,,,,,,,,,,,,,,,
388,1511630,1508995,-,2636,2,PMM1579,PMM1580,,,,,,,,,,,,,,,,,,
389,1516901,1515294,-,1608,2,PMM1585,PMM1586,,,,,,,,,,,,,,,,,,
390,1519220,1517250,-,1971,3,PMM1587,PMM1588,PMM1589,,,,,,,,,,,,,,,,,
391,1522120,1520852,-,1269,2,PMM1591,PMM1592,,,,,,,,,,,,,,,,,,
392,1524069,1522121,-,1949,3,PMM1593,PMM1594,PMM1595,,,,,,,,,,,,,,,,,
393,1530227,1525676,-,4552,4,PMM1597,PMM1598,PMM1599,PMM1600,,,,,,,,,,,,,,,,
394,1533891,1533406,-,486,2,PMM1602,RNA_19,,,,,,,,,,,,,,,,,,
395,1533930,1535078,+,1149,2,RNA_42,PMM1603,,,,,,,,,,,,,,,,,,
396,1538208,1541750,+,3543,3,PMM1608,PMM1609,PMM1610,,,,,,,,,,,,,,,,,
397,1552259,1550453,-,1807,2,PMM1621,PMM1622,,,,,,,,,,,,,,,,,,
398,1554840,1552760,-,2081,2,PMM1624,PMM1625,,,,,,,,,,,,,,,,,,
399,1560155,1557272,-,2884,3,PMM1629,PMM1630,PMM1631,,,,,,,,,,,,,,,,,
400,1562820,1560152,-,2669,3,PMM1632,PMM1633,PMM1634,,,,,,,,,,,,,,,,,
401,1562973,1564496,+,1524,2,PMM1635,PMM1636,,,,,,,,,,,,,,,,,,
402,1564595,1566307,+,1713,2,PMM1637,PMM1638,,,,,,,,,,,,,,,,,,
403,1570637,1569781,-,857,2,PMM1641,PMM1642,,,,,,,,,,,,,,,,,,
404,1571609,1570753,-,857,3,RNA_18,PMM1643,PMM1644,,,,,,,,,,,,,,,,,
405,1580904,1578026,-,2879,2,PMM1649,PMM1650,,,,,,,,,,,,,,,,,,
406,1585980,1581964,-,4017,3,PMM1652,PMM1653,PMM1654,,,,,,,,,,,,,,,,,
407,1586108,1591510,+,5403,4,PMM1655,PMM1656,PMM1657,PMM1658,,,,,,,,,,,,,,,,
408,1594472,1596442,+,1971,4,PMM1661,PMM1662,PMM1663,PMM1664,,,,,,,,,,,,,,,,
409,1596609,1598964,+,2356,2,PMM1665,PMM1666,,,,,,,,,,,,,,,,,,
410,1604716,1599361,-,5356,4,PMM1668,PMM1669,PMM1670,PMM1671,,,,,,,,,,,,,,,,
411,1604745,1610275,+,5531,5,PMM1672,PMM1673,PMM1674,PMM1675,PMM1676,,,,,,,,,,,,,,,
412,1611416,1610228,-,1189,2,HyPMM244,PMM1677,,,,,,,,,,,,,,,,,,
413,1611496,1613264,+,1769,2,PMM1678,PMM1679,,,,,,,,,,,,,,,,,,
414,1617417,1616997,-,421,2,PMM1683,RNA_17,,,,,,,,,,,,,,,,,,
415,1617516,1621267,+,3752,4,PMM1684,PMM1685,PMM1686,PMM1687,,,,,,,,,,,,,,,,
416,1625512,1627495,+,1984,2,PMM1691,PMM1692,,,,,,,,,,,,,,,,,,
417,1635543,1639484,+,3942,2,PMM1700,PMM1701,,,,,,,,,,,,,,,,,,
418,1643498,1644929,+,1432,2,PMM1705,PMM1706,,,,,,,,,,,,,,,,,,
419,1646384,1644933,-,1452,2,PMM1707,HyPMM245,,,,,,,,,,,,,,,,,,
420,1646439,1648051,+,1613,3,PMM1708,PMM1709,PMM1710,,,,,,,,,,,,,,,,,
421,1654209,1649575,-,4635,2,PMM1712,PMM1713,,,,,,,,,,,,,,,,,,
422,1656136,1657817,+,1682,2,PMM1715,PMM1716,,,,,,,,,,,,,,,,,,
