sysName,locus_tag,start,stop,strand,Core/Flexible,ExpressionLevel,name,desc,COG,COGFun,COGDesc,resolved_locus_tag,resolution_method
PMM0615,PMED4_06641,585897.0,586724.0,+,Core,MEG,PMM0615,Possible nitrilase (NCBI),COG388,R,Predicted amidohydrolase,PMM0615,locus_tag:sysName
PMM0616,PMED4_06651,586724.0,587812.0,+,Core,VEG,amiC,Cell wall hydrolase/autolysin (NCBI),COG860,M,N-acetylmuramoyl-L-alanine amidase,PMM0616,locus_tag:sysName
PMM0617,PMED4_06661,587809.0,588603.0,+,Core,VEG,murI,Putative aspartate and glutamate racemases:Glutamate racemase (NCBI),COG796,M,Glutamate racemase,PMM0617,locus_tag:sysName
PMM0618,PMED4_06671,588631.0,589602.0,+,Core,VEG,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds) (NCBI),COG142,H,Geranylgeranyl pyrophosphate synthase,PMM0618,locus_tag:sysName
PMM0619,PMED4_06681,589700.0,591682.0,+,Core,VEG,acs,acetyl-coenzyme A synthetase (NCBI),COG365,I,Acyl-coenzyme A synthetases/AMP-(fatty) acid ligases,PMM0619,locus_tag:sysName
PMM0620,PMED4_06691,591679.0,592401.0,-,Core,VEG,PMM0620,conserved hypothetical protein (NCBI),,,,PMM0620,locus_tag:sysName
PMM0621,PMED4_06701,592537.0,593349.0,+,Core,MEG,dnaQ,"possible DNA polymerase III, epsilon subunit (NCBI)",COG847,L,"DNA polymerase III, epsilon subunit and related 3'-5' exonucleases",PMM0621,locus_tag:sysName
PMM0622,PMED4_06711,593379.0,593792.0,-,Core,MEG,PMM0622,conserved hypothetical protein (NCBI),,,,PMM0622,locus_tag:sysName
PMM0623,PMED4_06721,593891.0,595180.0,+,Core,VEG,hisS,Histidyl-tRNA synthetase (NCBI),COG124,J,Histidyl-tRNA synthetase,PMM0623,locus_tag:sysName
PMM0624,PMED4_06731,595185.0,595439.0,+,Flexible,NEG,PMM0624,possible Hantavirus glycoprotein G2 (NCBI),,,,PMM0624,locus_tag:sysName
PMM0625,PMED4_06741,595466.0,595768.0,+,Flexible,NEG,PMM0625,hypothetical (NCBI),,,,PMM0625,locus_tag:sysName
PMM0626,PMED4_06751,595904.0,596140.0,+,Flexible,VEG,PMM0626,hypothetical (NCBI),,,,PMM0626,locus_tag:sysName
HyPMM59,PMED4_06761,596195.0,596371.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0627,PMED4_06771,596691.0,597749.0,+,Flexible,HEG,pcb,light-harvesting complex protein (NCBI),,,,PMM0627,locus_tag:sysName
PMM0628,PMED4_06781,597856.0,599229.0,+,Flexible,LEG,PMM0628,"possible sodium:solute symporter, ESS family (NCBI)",COG786,E,Na+/glutamate symporter,PMM0628,locus_tag:sysName
PMM0629,PMED4_06791,599268.0,599525.0,+,Flexible,HEG,PMM0629,conserved hypothetical protein (NCBI),,,,PMM0629,locus_tag:sysName
PMM0630,PMED4_06801,599522.0,600181.0,-,Core,VEG,PMM0630,Glutathione S-transferase N terminus (NCBI),COG625,O,Glutathione S-transferase,PMM0630,locus_tag:sysName
PMM0631,PMED4_06811,600256.0,600798.0,+,Flexible,MEG,PMM0631,possible NADH-Ubiquinone/plastoquinone  (NCBI),,,,PMM0631,locus_tag:sysName
PMM0632,PMED4_06821,600795.0,601502.0,-,Core,LEG,PMM0632,Short-chain dehydrogenase/reductase (SDR) superfamily (Katherine Huang),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),PMM0632,locus_tag:sysName
PMM0633,PMED4_06831,601515.0,602798.0,-,Core,VEG,crtL2,putative lycopene epsilon cyclase (NCBI),COG644,C,Dehydrogenases (flavoproteins),PMM0633,locus_tag:sysName
PMM0634,PMED4_06841,603027.0,604028.0,+,Core,VEG,"por, pcr",possible light-dependent protochlorophyllide oxido-reductase (NCBI),COG1028,IQR,Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases),PMM0634,locus_tag:sysName
PMM0635,PMED4_06851,603999.0,605030.0,-,Core,VEG,mscS,"small mechanosensitive ion channel, MscS family (NCBI)",COG668,M,Small-conductance mechanosensitive channel,PMM0635,locus_tag:sysName
PMM0636,PMED4_06861,605104.0,605661.0,-,Flexible,VEG,pncA,Isochorismatase hydrolase family (NCBI),COG1335,Q,Amidases related to nicotinamidase,PMM0636,locus_tag:sysName
PMM0637,PMED4_06871,605813.0,606265.0,+,Core,HEG,fur,Ferric uptake regulator family (NCBI),COG735,P,Fe2+/Zn2+ uptake regulation proteins,PMM0637,locus_tag:sysName
PMM0638,PMED4_06881,606272.0,607204.0,-,Core,MEG,PMM0638,Predicted Fe-S oxidoreductases  (Katherine Huang),COG535,R,Predicted Fe-S oxidoreductases,PMM0638,locus_tag:sysName
PMM0639,PMED4_06891,607233.0,608444.0,-,Core,VEG,stpA,putative glucosylglycerolphosphate phosphatase (NCBI),,,,PMM0639,locus_tag:sysName
PMM0640,PMED4_06901,608596.0,610122.0,+,Core,MEG,PMM0640,conserved hypothetical protein (NCBI),,,,PMM0640,locus_tag:sysName
PMM0641,PMED4_06911,610226.0,610885.0,+,Core,VEG,PMM0641,conserved hypothetical protein (NCBI),,,,PMM0641,locus_tag:sysName
PMM0642,PMED4_06921,610958.0,612286.0,+,Core,HEG,MET17,putative O-Acetyl homoserine sulfhydrylase (NCBI),COG2873,E,O-acetylhomoserine sulfhydrylase,PMM0642,locus_tag:sysName
PMM0643,PMED4_06931,612301.0,613191.0,+,Core,MEG,metA,putative homoserine O-succinyltransferase (NCBI),COG1897,E,Homoserine trans-succinylase,PMM0643,locus_tag:sysName
PMM0644,PMED4_06941,613198.0,614766.0,-,Core,MEG,PMM0644,putative sulfate transporter (NCBI),COG659,P,Sulfate permease and related transporters (MFS superfamily),PMM0644,locus_tag:sysName
PMM0645,PMED4_06951,614798.0,616075.0,-,Core,LEG,PMM0645,"FAD linked oxidase, N-terminal (NCBI)",COG277,C,FAD/FMN-containing dehydrogenases,PMM0645,locus_tag:sysName
PMM0646,PMED4_06961,616042.0,617265.0,+,Core,MEG,PMM0646,Uncharacterized conserved protein (Katherine Huang),COG2138,S,Uncharacterized conserved protein,PMM0646,locus_tag:sysName
PMM0647,PMED4_06971,617617.0,617874.0,+,Core,VEG,PMM0647,conserved hypothetical protein (NCBI),,,,PMM0647,locus_tag:sysName
PMM0648,PMED4_06981,617861.0,619507.0,-,Core,VEG,PMM0648,Glucose-methanol-choline (GMC) oxidoreductase:NAD binding site (NCBI),COG2303,E,Choline dehydrogenase and related flavoproteins,PMM0648,locus_tag:sysName
PMM0649,PMED4_06991,619616.0,620089.0,+,Core,VEG,PMM0649,Pentapeptide repeats (NCBI),COG1357,S,Uncharacterized low-complexity proteins,PMM0649,locus_tag:sysName
PMM0650,PMED4_07001,620091.0,620507.0,-,Flexible,VEG,PMM0650,possible LEM domain (NCBI),,,,PMM0650,locus_tag:sysName
PMM0651,PMED4_07011,620479.0,620976.0,-,Flexible,VEG,PMM0651,possible VHS domain (NCBI),,,,PMM0651,locus_tag:sysName
PMM0652,PMED4_07021,621167.0,621544.0,-,Flexible,LEG,PMM0652,"possible 5'-3' exonuclease, C-terminal SAM fol (NCBI)",,,,PMM0652,locus_tag:sysName
Yfr13,--,621601.0,621701.0,-,,--,Other non-coding RNA,,,,,,unresolved
HyPMM60,PMED4_07031,621735.0,621887.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0653,PMED4_07041,621890.0,622279.0,-,Flexible,MEG,gloA,Glyoxalase I (Katherine Huang),COG346,E,Lactoylglutathione lyase and related lyases,PMM0653,locus_tag:sysName
PMM0654,PMED4_07051,622370.0,622804.0,+,Core,VEG,PMM0654,conserved hypothetical protein (NCBI),,,,PMM0654,locus_tag:sysName
PMM0655,PMED4_07061,622839.0,623135.0,-,Flexible,VEG,PMM0655,hypothetical (NCBI),,,,PMM0655,locus_tag:sysName
PMM0656,PMED4_07071,623165.0,623617.0,-,Flexible,NEG,PMM0656,possible 7TM chemoreceptor (NCBI),,,,PMM0656,locus_tag:sysName
HyPMM61,PMED4_07081,623818.0,624018.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM62,PMED4_07082,623897.0,624037.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
HyPMM63,PMED4_07091,624090.0,624326.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0657,PMED4_07101,624356.0,624646.0,+,Flexible,VEG,PMM0657,possible Vanadium/alternative nitrogenase delt (NCBI),,,,PMM0657,locus_tag:sysName
PMM0658,PMED4_07111,624955.0,625677.0,+,Core,VEG,rsuA,putative pseudouridylate synthase specific to ribosomal small subunit (NCBI),COG1187,J,16S rRNA uridine-516 pseudouridylate synthase and related pseudouridylate synthases,PMM0658,locus_tag:sysName
RNA_28,--,625757.0,625846.0,-,,--,tRNAThr3,tRNA-Thr (RefSeq),,,,,unresolved
PMM0659,PMED4_07121,626013.0,626762.0,+,Flexible,MEG,PMM0659,NAD-dependent DNA ligase N-terminus (NCBI),,,,PMM0659,locus_tag:sysName
HyPMM64,PMED4_07131,626920.0,627024.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM65,PMED4_07141,627256.0,627405.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM66,--,627531.0,627690.0,+,Flexible,VEG,pseudo,Pseudogene of VIMSS1214415 with 0 gaps (VIMSS-AUTO),,,,,unresolved
Yfr6,--,627729.0,627972.0,-,,--,Other non-coding RNA,,,,,,unresolved
Yfr14,--,627811.0,628062.0,+,,--,Other non-coding RNA,,,,,,unresolved
HyPMM67,PMED4_07151,628178.0,628378.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0660,PMED4_07161,628383.0,628646.0,-,Flexible,HEG,PMM0660,possible RNA recognition motif.  (NCBI),,,,PMM0660,locus_tag:sysName
PMM0661,PMED4_07171,628726.0,631134.0,-,Core,HEG,nrdJ,ribonucleotide reductase (Class II) (NCBI),,,,PMM0661,locus_tag:sysName
PMM0662,PMED4_07181,631192.0,631887.0,+,Core,MEG,PMM0662,Methylase involved in ubiquinone/menaquinone biosynthesis  (Katherine Huang),COG2226,H,Methylase involved in ubiquinone/menaquinone biosynthesis,PMM0662,locus_tag:sysName
PMM0663,PMED4_07191,631917.0,633554.0,+,Core,VEG,prfC,peptide-chain-release factor RF-3 (NCBI),COG4108,J,Peptide chain release factor RF-3,PMM0663,locus_tag:sysName
PMM0664,PMED4_07201,633606.0,634280.0,+,Core,MEG,PMM0664,conserved hypothetical protein (NCBI),,,,PMM0664,locus_tag:sysName
PMM0665,PMED4_07211,634282.0,635184.0,-,Flexible,VEG,hsp33,Hsp33 protein (NCBI),COG1281,O,Disulfide bond chaperones of the HSP33 family,PMM0665,locus_tag:sysName
PMM0666,PMED4_07221,635174.0,635821.0,-,Core,LEG,PMM0666,"possible ABC transporter, ATP-binding component (NCBI)",COG1124,EP,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",PMM0666,locus_tag:sysName
PMM0667,PMED4_07231,635907.0,636350.0,+,Core,VEG,PMM0667,conserved hypothetical protein (NCBI),,,,PMM0667,locus_tag:sysName
PMM0668,PMED4_07241,636360.0,637133.0,+,Core,VEG,PMM0668,Uncharacterized protein conserved in bacteria (Katherine Huang),COG1385,S,Uncharacterized protein conserved in bacteria,PMM0668,locus_tag:sysName
PMM0669,PMED4_07251,637138.0,637881.0,+,Core,VEG,PMM0669,Predicted membrane protein (Katherine Huang),COG1836,S,Predicted membrane protein,PMM0669,locus_tag:sysName
PMM0670,PMED4_07261,637899.0,638543.0,-,Core,VEG,tesA,Lysophospholipase L1 and related esterases  (Katherine Huang),COG2755,E,Lysophospholipase L1 and related esterases,PMM0670,locus_tag:sysName
PMM0671,PMED4_07271,638594.0,640096.0,-,Core,VEG,PMM0671,putative phosphonate ABC transporter (NCBI),COG3639,P,"ABC-type phosphate/phosphonate transport system, permease component",PMM0671,locus_tag:sysName
PMM0672,PMED4_07281,640101.0,640838.0,-,Core,VEG,PMM0672,Putative phosphonate ABC transporter (NCBI),COG3638,P,"ABC-type phosphate/phosphonate transport system, ATPase component",PMM0672,locus_tag:sysName
PMM0673,PMED4_07291,640835.0,641740.0,-,Core,VEG,PMM0673,Putative phosphonate binding protein for ABC transporter (NCBI),COG3221,P,"ABC-type phosphate/phosphonate transport system, periplasmic component",PMM0673,locus_tag:sysName
PMM0674,PMED4_07301,641741.0,642922.0,-,Core,MEG,aspC,Aminotransferases class-I (NCBI),COG436,E,Aspartate/tyrosine/aromatic aminotransferase,PMM0674,locus_tag:sysName
PMM0675,PMED4_07311,643157.0,643660.0,+,Core,VEG,PMM0675,Uracil-DNA glycosylase (NCBI),COG1573,L,Uracil-DNA glycosylase,PMM0675,locus_tag:sysName
PMM0676,PMED4_07321,643694.0,644911.0,+,Core,MEG,gcpE,GcpE protein (NCBI),COG821,I,Enzyme involved in the deoxyxylulose pathway of isoprenoid biosynthesis,PMM0676,locus_tag:sysName
PMM0677,PMED4_07331,645013.0,646302.0,+,Core,VEG,PMM0677,carboxyl-terminal processing protease (NCBI),COG793,M,Periplasmic protease,PMM0677,locus_tag:sysName
PMM0678,PMED4_07341,646299.0,647213.0,-,Core,MEG,nadA,Quinolinate synthetase A protein (NCBI),COG379,H,Quinolinate synthase,PMM0678,locus_tag:sysName
PMM0679,PMED4_07351,647295.0,648164.0,+,Core,VEG,PMM0679,putative transcripton factor (NCBI),,,,PMM0679,locus_tag:sysName
PMM0680,PMED4_07361,648173.0,648970.0,-,Core,VEG,PMM0680,conserved hypothetical protein (NCBI),,,,PMM0680,locus_tag:sysName
PMM0681,PMED4_07371,649003.0,650193.0,+,Core,LEG,PMM0681,Uncharacterized conserved protein (Katherine Huang),COG1565,S,Uncharacterized conserved protein,PMM0681,locus_tag:sysName
PMM0682,PMED4_07381,650190.0,651281.0,-,Core,VEG,aroB,3-dehydroquinate synthase (NCBI),COG337,E,3-dehydroquinate synthetase,PMM0682,locus_tag:sysName
PMM0683,PMED4_07391,651412.0,652602.0,+,Core,VEG,purK,phosphoribosylaminoimidazole carboxylase (NCBI),COG26,F,Phosphoribosylaminoimidazole carboxylase (NCAIR synthetase),PMM0683,locus_tag:sysName
Yfr7,--,652625.0,652844.0,+,,--,Other non-coding RNA,,,,,,unresolved
PMM0684,PMED4_07401,652890.0,653243.0,+,Core,HEG,PMM0684,"possible Zinc finger, C2H2 type (NCBI)",,,,PMM0684,locus_tag:sysName
asRNA_07401,--,653119.0,653401.0,-,,--,Antisense RNA,,,,,,unresolved
HyPMM68,PMED4_07411,653240.0,653377.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0685,PMED4_07421,653377.0,653607.0,+,Flexible,VEG,PMM0685,hypothetical protein (NCBI),,,,PMM0685,locus_tag:sysName
HyPMM69,PMED4_07431,653669.0,653791.0,+,Flexible,HEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM70,PMED4_07432,653818.0,653964.0,-,Flexible,HEG,Protein-coding gene,,,,,,unresolved
PMM0686,PMED4_07441,654112.0,654294.0,+,Flexible,VEG,PMM0686,conserved hypothetical protein (NCBI),,,,PMM0686,locus_tag:sysName
Yfr15,--,654301.0,654562.0,-,,--,Other non-coding RNA,,,,,,unresolved
Yfr3,--,654511.0,654604.0,+,,--,Other non-coding RNA,,,,,,unresolved
HyPMM71,PMED4_07451,654709.0,654840.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM72,PMED4_07461,655057.0,655233.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0687,PMED4_07471,655346.0,655672.0,-,Flexible,MEG,PMM0687,conserved hypothetical (NCBI),,,,PMM0687,locus_tag:sysName
asRNA_07481,--,655649.0,656062.0,+,,--,Antisense RNA,,,,,,unresolved
HyPMM73,PMED4_07481,655765.0,655920.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM74,PMED4_07491,655989.0,656198.0,-,Flexible,MEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0688,PMED4_07501,656275.0,656592.0,-,Flexible,HEG,PMM0688,possible Elongation factor Tu domain 2 (NCBI),,,,PMM0688,locus_tag:sysName
asRNA_07511,--,656732.0,656919.0,+,,--,Antisense RNA,,,,,,unresolved
HyPMM75,PMED4_07511,656770.0,656943.0,-,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM76,PMED4_07521,657049.0,657258.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
Yfr16,--,657392.0,657529.0,-,,--,Other non-coding RNA,,,,,,unresolved
HyPMM77,PMED4_07522,657730.0,657891.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
HyPMM78,PMED4_07531,657956.0,658111.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0689,PMED4_07541,658635.0,658889.0,-,Flexible,VEG,hli22,possible high light inducible protein (NCBI),,,,PMM0689,locus_tag:sysName
PMM0690,PMED4_07551,658894.0,659028.0,-,Flexible,VEG,hli21,possible high light inducible protein (NCBI),,,,PMM0690,locus_tag:sysName
HyPMM79,PMED4_07561,659198.0,659317.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM80,PMED4_07571,659400.0,659561.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0691,PMED4_07581,659755.0,659961.0,-,Core,VEG,PMM0691,conserved hypothetical protein (NCBI),,,,PMM0691,locus_tag:sysName
PMM0692,PMED4_07591,660182.0,660397.0,-,Flexible,VEG,PMM0692,possible DDT domain (NCBI),,,,PMM0692,locus_tag:sysName
HyPMM81,PMED4_07601,660394.0,660585.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
HyPMM82,PMED4_07611,660634.0,660837.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0693,PMED4_07621,660841.0,661104.0,-,Flexible,LEG,PMM0693,possible Hepatitis C virus envelope glycoprote (NCBI),,,,PMM0693,locus_tag:sysName
PMM0694,PMED4_07631,661208.0,661873.0,+,Core,VEG,PMM0694,Short-chain dehydrogenase/reductase (SDR) superfamily (NCBI),COG300,R,Short-chain dehydrogenases of various substrate specificities,PMM0694,locus_tag:sysName
HyPMM83,PMED4_07632,661987.0,662130.0,+,Flexible,VEG,Protein-coding gene,,,,,,unresolved
PMM0695,PMED4_07641,662186.0,662914.0,-,Flexible,LEG,PMM0695,Glutamine amidotransferase class-I (NCBI),COG518,F,GMP synthase - Glutamine amidotransferase domain,PMM0695,locus_tag:sysName
PMM0696,PMED4_07651,663181.0,663435.0,-,Flexible,VEG,PMM0696,hypothetical (NCBI),,,,PMM0696,locus_tag:sysName
PMM0697,PMED4_07661,663435.0,663662.0,-,Flexible,MEG,PMM0697,possible D12 class N6 adenine-specific DNA met (NCBI),,,,PMM0697,locus_tag:sysName
HyPMM84,PMED4_07671,663762.0,663917.0,-,Flexible,VEG,Protein-coding gene,protein family PM-16  (Katherine Huang),,,,,unresolved
PMM0698,PMED4_07681,663940.0,664191.0,-,Flexible,MEG,PMM0698,possible DnaJ central domain (4 repeats) (NCBI),,,,PMM0698,locus_tag:sysName
HyPMM85,PMED4_07691,664508.0,664648.0,-,Flexible,NEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
Yfr17,--,664667.0,664930.0,+,,--,Other non-coding RNA,,,,,,unresolved
PMM0699,PMED4_07701,665181.0,665417.0,+,Flexible,VEG,PMM0699,conserved hypothetical (NCBI),,,,PMM0699,locus_tag:sysName
PMM0700,PMED4_07711,665432.0,665674.0,+,Core,VEG,PMM0700,conserved hypothetical protein (NCBI),,,,PMM0700,locus_tag:sysName
HyPMM86,PMED4_07721,665689.0,665880.0,-,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0701,PMED4_07731,665979.0,666290.0,-,Flexible,VEG,PMM0701,possible LysM domain (NCBI),,,,PMM0701,locus_tag:sysName
PMM0702,PMED4_07741,666574.0,666960.0,+,Flexible,VEG,PMM0702,possible DUP family (NCBI),,,,PMM0702,locus_tag:sysName
HyPMM87,PMED4_07751,667052.0,667189.0,+,Flexible,VEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0703,PMED4_07761,667306.0,667659.0,+,Core,VEG,PMM0703,conserved hypothetical protein (NCBI),,,,PMM0703,locus_tag:sysName
HyPMM88,PMED4_07771,667745.0,667876.0,+,Flexible,HEG,Protein-coding gene,Conserved hypothetical protein (Katherine Huang),,,,,unresolved
PMM0704,PMED4_07781,668058.0,669113.0,+,Core,VEG,PMM0704,"putative potassium channel, VIC family (NCBI)",COG569,P,"K+ transport systems, NAD-binding component",PMM0704,locus_tag:sysName
PMM0705,PMED4_07791,669400.0,670128.0,+,Flexible,VEG,phoB,"two-component response regulator, phosphate (NCBI)",COG745,TK,Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain,PMM0705,locus_tag:sysName
PMM0706,PMED4_07801,670125.0,671273.0,+,Flexible,VEG,phoR,"two-component sensor histidine kinase, phosphate sensing (NCBI)",COG5002,T,Signal transduction histidine kinase,PMM0706,locus_tag:sysName
PMM0707,PMED4_07811,671290.0,671616.0,-,Flexible,MEG,PMM0707,possible Lipoprotein (NCBI),,,,PMM0707,locus_tag:sysName
PMM0708,PMED4_07821,671693.0,673975.0,-,Flexible,MEG,phoA,Alkaline phosphatase (VIMSS_AUTO),COG4222,S,Uncharacterized protein conserved in bacteria,PMM0708,locus_tag:sysName
PMM0709,PMED4_07831,674137.0,675495.0,-,Core,MEG,phoE,possible porin (NCBI),,,,PMM0709,locus_tag:sysName
PMM0710,PMED4_07841,675854.0,676825.0,+,Core,HEG,PMM0710,"ABC transporter, substrate binding protein, phosphate (NCBI)",COG226,P,"ABC-type phosphate transport system, periplasmic component",PMM0710,locus_tag:sysName
PMM0711,PMED4_07851,676875.0,678101.0,-,Flexible,VEG,chrA,"putative chromate transporter, CHR family (NCBI)",COG2059,P,Chromate transport protein ChrA,PMM0711,locus_tag:sysName
PMM0712,PMED4_07861,678132.0,679391.0,-,Flexible,MEG,mfs,"multidrug efflux transporter, MFS family (NCBI)",,,,PMM0712,locus_tag:sysName
PMM0713,PMED4_07871,679403.0,680425.0,-,Flexible,VEG,gap1,Putative glyceraldehyde 3-phosphate dehydrogenase (NCBI),COG57,G,Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase,PMM0713,locus_tag:sysName
PMM0714,PMED4_07881,680482.0,680862.0,+,Flexible,VEG,arsR,"Bacterial regulatory proteins, ArsR family (NCBI)",COG640,K,Predicted transcriptional regulators,PMM0714,locus_tag:sysName
HyPMM89,PMED4_07891,680881.0,680994.0,-,Flexible,VEG,Protein-coding gene,Hypothetical protein (Katherine Huang),,,,,unresolved
PMM0715,PMED4_07901,681244.0,681411.0,+,Flexible,VEG,PMM0715,possible chorismate binding enzyme (NCBI),,,,PMM0715,locus_tag:sysName
PMM0716,PMED4_07911,681401.0,682366.0,-,Flexible,LEG,arsA,"putative arsenite transporter, ACR3 family (NCBI)",COG798,P,Arsenite efflux pump ACR3 and related permeases,PMM0716,locus_tag:sysName
PMM0717,PMED4_07921,682455.0,682685.0,-,Flexible,VEG,PMM0717,conserved hypothetical protein (NCBI),,,,PMM0717,locus_tag:sysName
PMM0718,PMED4_07931,682867.0,683403.0,+,Flexible,NEG,ptrA,"possible Bacterial regulatory proteins, crp fa (NCBI)",COG664,T,cAMP-binding proteins - catabolite gene activator and regulatory subunit of cAMP-dependent protein kinases,PMM0718,locus_tag:sysName
