Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GnM.D,log2FC.GmM.D,log2FC.GmM.L,extracted_gn
E4PF59,4,4,18.043,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2175 PE=3 SV=1,113978.0,82117.1,137032.0,47604.4,120481.0,365182.0,708701.0,36126.6,261663.0,295033.0,240096.0,312943.0,11000000.0,40452.6,119110.0,39586.5,88955.0,42663.7,127487.0,78123.7,42667.8,56934.0,47670.6,91658.3,1196378.0,696546.0,273714.0,0.00014,8.2e-05,7.6e-05,0.00036,3.4e-05,6.9e-05,0.00022,9.7e-05,0.00447,4.5e-05,8.4e-05,7.7e-05,9.2e-05,6.8e-05,7.1e-05,0.00115,0.00111,0.00044,Glyceraldehyde-3-phosphate dehydrogenase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2175 PE=3 SV=1,9.9e-05,0.00015,0.00159,6.9e-05,7.7e-05,0.0009,1.56,16.08,1.12,13.07,0.31,0.18,0.3,0.01,0.6415460290875237,0.16349873228287956,3.7081872360207084,4.007195501404204,HP15_2175
E4PLY8,4,4,26.4649,50S ribosomal protein L3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplC PE=3 SV=1,284018.0,333850.0,343950.0,146394.0,508341.0,434135.0,1227064.0,353310.0,1718136.0,5620085.0,5677476.0,22000000.0,6685302.0,140812.0,309785.0,108622.0,447185.0,248611.0,572464.0,305030.0,656572.0,215935.0,729363.0,354287.0,614390.0,1690675.0,173438.0,0.00035,0.0002,0.00032,0.00043,0.00033,0.00045,0.00416,0.00676,0.00282,0.00016,0.00023,0.00045,0.00036,0.00026,0.00027,0.00059,0.0027,0.00028,50S ribosomal protein L3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplC PE=3 SV=1,0.00029,0.00041,0.00458,0.00028,0.0003,0.00119,1.39,15.72,1.06,4.25,0.06,0.01,0.43,0.15,0.47508488294878265,0.08406426478847455,2.0874628412503395,3.974529312483882,rplC
E4PFQ8,3,3,15.5395,Malonyl CoA-acyl carrier protein transacylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2214 PE=3 SV=1,69845.1,25365.8,17853.5,2731.27,74109.1,9086.39,357579.0,29462.3,138212.0,1740578.0,226647.0,1700619.0,877212.0,2650.34,12319.2,52015.2,5140.86,4306.72,216536.0,9301.38,88930.7,1889.98,46142.9,5010.25,169700.0,231817.0,139765.0,8.6e-05,1.1e-05,4.7e-05,9e-06,2.8e-05,3.7e-05,0.00129,0.00053,0.00037,3e-06,0.00011,7.8e-06,1.1e-05,2.3e-06,3.9e-06,0.00016,0.00037,0.00023,Malonyl CoA-acyl carrier protein transacylase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2214 PE=3 SV=1,4.8e-05,2.4e-05,0.00073,4.1e-05,5.7e-06,0.00025,0.51,15.27,0.14,6.23,0.19,0.04,0.19,0.02,-0.9714308478032291,-2.8365012677171206,2.6392321632492775,3.9326281570221266,HP15_2214
E4PMT9,8,8,32.2624,Phosphomethylpyrimidine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=thiC PE=3 SV=1,265510.0,423293.0,672303.0,204410.0,895090.0,305215.0,1278533.0,1786140.0,7780204.0,13000000.0,8877692.0,19000000.0,9073479.0,283512.0,1949644.0,131100.0,313181.0,470952.0,3179892.0,304609.0,796705.0,989172.0,2274696.0,182510.0,11000000.0,3240233.0,2960299.0,0.00033,0.0004,0.00057,0.0003,0.00169,0.00206,0.0099,0.00585,0.00383,0.00032,0.00028,0.00085,0.00036,0.00118,0.00014,0.01062,0.00517,0.00478,Phosphomethylpyrimidine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=thiC PE=3 SV=1,0.00043,0.00135,0.00653,0.00048,0.00056,0.00685,3.13,15.17,1.16,14.19,0.08,0.01,0.42,0.01,1.6461626571578936,0.21412480535284734,3.8268026842858265,3.9231491804723087,thiC
E4PL81,6,6,28.864,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucD PE=3 SV=1,1506127.0,2207669.0,2098889.0,869031.0,2811130.0,2190892.0,9423829.0,1141408.0,5789330.0,36000000.0,27000000.0,81000000.0,49000000.0,591417.0,2233225.0,298558.0,1731604.0,920379.0,5091775.0,1550565.0,6594732.0,921634.0,3677974.0,1691791.0,40000000.0,13000000.0,12000000.0,0.00185,0.00125,0.00178,0.00217,0.00108,0.00153,0.0268,0.02525,0.02067,0.00066,0.00064,0.00167,0.00183,0.0011,0.00131,0.03853,0.02046,0.01956,Succinate--CoA ligase [ADP-forming] subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucD PE=3 SV=1,0.00162,0.00159,0.02424,0.00099,0.00141,0.02618,0.98,14.92,1.43,26.5,0.47,0.0,0.18,0.01,-0.029146345659516508,0.5160151470036647,4.727920454563199,3.899175630480513,sucD
E4PF74,2,2,6.41907,Glutamine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glnS PE=3 SV=1,8285.76,6491.63,10753.0,5628.47,5297.6,2035.94,14125.0,94.3421,90348.9,378279.0,21371.2,9517.18,11279.8,2498.34,1717.18,1136.32,0.0,1476.82,18477.8,769.308,5808.5,0.0,9531.3,1523.72,27906.2,9477.28,34411.7,1e-05,6.4e-06,3.3e-06,2e-06,8.9e-08,2.4e-05,0.00028,3e-06,4.8e-06,2.8e-06,2.4e-06,2.7e-06,9.1e-07,0.0,1.2e-06,2.7e-05,1.5e-05,5.6e-05,Glutamine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glnS PE=3 SV=1,6.6e-06,8.7e-06,9.6e-05,2.6e-06,7e-07,3.3e-05,1.31,14.45,0.26,12.37,0.4,0.19,0.0,0.03,0.3895668117627256,-1.9434164716336324,3.628773595201645,3.8529975876133165,glnS
E4PN90,7,7,47.6621,"Porin, LamB type OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2959 PE=3 SV=1",620063.0,471772.0,411027.0,230575.0,570153.0,652739.0,1320771.0,273907.0,1135309.0,7413891.0,1845735.0,6496302.0,26000000.0,283384.0,2062706.0,169249.0,296104.0,255373.0,388271.0,1304788.0,1519096.0,345691.0,2137414.0,511183.0,1977243.0,6473288.0,13000000.0,0.00076,0.00024,0.00036,0.00065,0.00026,0.0003,0.00549,0.00202,0.01105,0.00032,0.00036,0.00046,0.00154,0.00041,0.0004,0.0019,0.01033,0.02079,"Porin, LamB type OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2959 PE=3 SV=1",0.00046,0.0004,0.00618,0.00038,0.00078,0.01101,0.88,13.58,2.06,28.97,0.4,0.05,0.17,0.06,-0.18442457113742744,1.0426443374084937,4.856487779495678,3.763411574470007,HP15_2959
E4PF67,2,2,6.58825,Lon protease OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lon PE=2 SV=1,1.43363,0.0,1988.39,15.7168,9658.6,16546.7,1352.73,15807.8,57158.8,5472.16,10703.8,12371.7,201315.0,10273.7,7481.41,2199.84,0.0,6565.35,3764.42,2128.35,0.0,2252.7,2997.37,1.8364,0.0,5427.21,24754.3,1.8e-09,1.2e-06,6.1e-06,1.6e-05,1.5e-05,1.5e-05,4.1e-06,3.8e-06,8.5e-05,1.1e-05,4.7e-06,1.2e-05,2.5e-06,2.7e-06,1.4e-09,0.0,8.7e-06,4e-05,Lon protease OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=lon PE=2 SV=1,2.4e-06,1.5e-05,3.1e-05,9.3e-06,1.7e-06,1.6e-05,6.37,12.75,0.19,1.73,0.0,0.18,0.02,0.3,2.6712933724815757,-2.395928676331139,0.7907720378619999,3.6724253419714956,lon
E4PF70,4,4,14.5636,Trigger factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tig PE=3 SV=1,183990.0,283048.0,126033.0,67958.0,75325.6,272375.0,464813.0,88041.1,247389.0,1550850.0,539065.0,1388904.0,6625202.0,42720.6,168425.0,37812.7,91949.5,33145.2,319107.0,70384.9,149601.0,45691.2,40346.8,124630.0,475462.0,523190.0,1088859.0,0.00023,7.5e-05,4.8e-05,0.00027,8.3e-05,6.5e-05,0.00115,0.00043,0.0028,4.8e-05,8.1e-05,6e-05,8.3e-05,5.5e-05,9.6e-05,0.00046,0.00083,0.00176,Trigger factor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tig PE=3 SV=1,0.00012,0.00014,0.00146,6.3e-05,7.8e-05,0.00102,1.2,12.57,1.24,16.19,0.4,0.06,0.19,0.03,0.2630344058337938,0.3103401206121505,4.0170310805278415,3.651912744645783,tig
E4PP01,3,3,12.4488,Translation initiation factor IF-2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infB PE=3 SV=1,58716.1,29606.0,129077.0,42367.3,57225.7,198127.0,443997.0,45112.4,152969.0,2013645.0,323793.0,662873.0,1463189.0,16538.3,61120.5,14193.2,36008.2,14975.2,270909.0,35865.6,127254.0,36563.0,96706.2,47992.5,358273.0,204713.0,259263.0,7.2e-05,7.7e-05,3.6e-05,0.0002,4.3e-05,4e-05,0.00149,0.00021,0.00062,1.8e-05,3e-05,2.7e-05,4.2e-05,4.4e-05,3.7e-05,0.00034,0.00033,0.00042,Translation initiation factor IF-2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=infB PE=3 SV=1,6.2e-05,9.3e-05,0.00077,2.5e-05,4.1e-05,0.00036,1.51,12.51,1.62,14.37,0.29,0.07,0.01,0.0,0.5945485495503542,0.6959938131099002,3.8449881566826116,3.645009884391095,infB
E4PL80,9,9,32.6237,Succinate--CoA ligase [ADP-forming] subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucC PE=3 SV=1,465421.0,733776.0,433120.0,316934.0,538870.0,851340.0,2512375.0,399047.0,929067.0,8927833.0,4065191.0,8622727.0,11000000.0,208248.0,696904.0,179810.0,416040.0,293400.0,636788.0,286173.0,1687524.0,392132.0,744226.0,474639.0,7573455.0,3419319.0,2388358.0,0.00057,0.00026,0.00034,0.00084,0.00038,0.00025,0.00661,0.00268,0.00472,0.00023,0.00038,0.00053,0.00034,0.00047,0.00037,0.00729,0.00546,0.00385,Succinate--CoA ligase [ADP-forming] subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=sucC PE=3 SV=1,0.00039,0.00049,0.00467,0.00038,0.00039,0.00553,1.25,11.98,1.02,14.47,0.33,0.01,0.47,0.0,0.32192809488736235,0.02856915219677092,3.854993016757,3.582556003014061,sucC
E4PLZ1,2,2,13.3408,50S ribosomal protein L2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplB PE=3 SV=1,271717.0,781141.0,1112662.0,278769.0,1603526.0,490763.0,2455499.0,566416.0,1219686.0,4348280.0,12000000.0,57000000.0,7732859.0,247668.0,2289811.0,123478.0,376616.0,486400.0,487765.0,561932.0,319349.0,385534.0,903486.0,599763.0,5342084.0,1116913.0,1266606.0,0.00033,0.00066,0.00101,0.00049,0.00053,0.00032,0.00322,0.01754,0.00327,0.00028,0.00026,0.00088,0.00066,0.00046,0.00046,0.00514,0.00178,0.00204,50S ribosomal protein L2 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplB PE=3 SV=1,0.00067,0.00045,0.00801,0.00047,0.00053,0.00299,0.67,11.96,1.12,6.31,0.17,0.1,0.4,0.04,-0.5777669993169522,0.16349873228287956,2.657640005207824,3.5801454844233804,rplB
E4PH84,7,7,35.3876,Acyl-CoA thiolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2423 PE=3 SV=1,69842.0,116219.0,13128.7,31445.7,195846.0,71849.8,276906.0,48691.2,290855.0,1603820.0,333313.0,614790.0,2797608.0,13360.9,105403.0,10222.6,108495.0,31128.3,133735.0,27941.5,175799.0,34274.4,158121.0,42241.8,138666.0,519847.0,659720.0,8.6e-05,7.8e-06,0.00012,7.1e-05,4.6e-05,7.7e-05,0.00119,0.00019,0.00118,1.5e-05,2.2e-05,5.6e-05,3.3e-05,4.1e-05,3.3e-05,0.00013,0.00083,0.00106,Acyl-CoA thiolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2423 PE=3 SV=1,7.2e-05,6.5e-05,0.00085,3.1e-05,3.6e-05,0.00068,0.89,11.78,1.15,21.77,0.42,0.04,0.37,0.04,-0.16812275880832692,0.2016338611696504,4.444269502413482,3.5582676340557358,HP15_2423
E4PK67,8,8,36.5653,Transcription termination factor Rho OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rho PE=3 SV=1,162983.0,310553.0,184744.0,121533.0,100030.0,295620.0,623054.0,231161.0,517518.0,2814907.0,451600.0,1923050.0,2923771.0,52229.6,225082.0,98760.6,271725.0,85046.7,223220.0,115310.0,276669.0,58011.2,121211.0,218428.0,808474.0,587556.0,177792.0,0.0002,0.00011,6.3e-05,0.00029,0.00022,0.00014,0.00208,0.0006,0.00124,5.8e-05,0.00021,0.00015,0.00014,6.9e-05,0.00017,0.00078,0.00094,0.00029,Transcription termination factor Rho OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rho PE=3 SV=1,0.00012,0.00022,0.00131,0.00014,0.00012,0.00067,1.74,10.49,0.88,4.73,0.1,0.03,0.39,0.03,0.7990873060740036,-0.18442457113742744,2.2418401835646704,3.3909427728025427,rho
E4PN86,4,4,18.455,ATP-binding component of ABC transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2955 PE=4 SV=1,339987.0,223082.0,438443.0,86645.4,171177.0,870516.0,1687136.0,312394.0,407329.0,9149227.0,1101127.0,1905567.0,1833046.0,66720.7,347855.0,68704.9,96966.6,91350.4,528218.0,480288.0,178814.0,109755.0,76775.7,389955.0,895440.0,425927.0,1036532.0,0.00042,0.00026,0.00011,0.00086,0.00029,0.00011,0.00677,0.00059,0.00077,7.4e-05,0.00015,0.00017,0.00057,0.00013,0.0003,0.00086,0.00068,0.00167,ATP-binding component of ABC transporter OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2955 PE=4 SV=1,0.00026,0.00042,0.00271,0.00013,0.00033,0.00107,1.61,10.35,2.59,8.32,0.27,0.15,0.1,0.02,0.6870606883398924,1.372952097911829,3.0565835283663674,3.371558862611963,HP15_2955
E4PGE5,3,3,16.7446,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,186205.0,430973.0,744285.0,296332.0,257873.0,159231.0,374285.0,48160.9,110705.0,5012536.0,2430666.0,5348928.0,7705473.0,114154.0,157091.0,39534.3,58277.4,76612.2,1073217.0,66231.8,179264.0,26637.4,224703.0,536543.0,2046277.0,2220278.0,680611.0,0.00023,0.00044,0.00016,0.00016,4.5e-05,2.9e-05,0.00371,0.00166,0.00326,0.00013,8.4e-05,0.00014,7.8e-05,3.2e-05,0.00041,0.00197,0.00354,0.0011,Purine-binding chemotaxis protein CheW OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2292 PE=4 SV=1,0.00028,7.7e-05,0.00288,0.00012,0.00017,0.0022,0.28,10.34,1.5,18.87,0.05,0.01,0.33,0.02,-1.8365012677171204,0.5849625007211562,4.238022517825721,3.37016428054021,HP15_2292
E4PRA8,4,4,17.9024,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,18908.7,105673.0,84947.3,46434.6,59611.8,106174.0,373515.0,62864.9,45829.2,1142404.0,96062.4,168098.0,569198.0,19100.1,33455.9,28895.8,29841.3,23394.0,295532.0,64789.1,108856.0,61117.7,78723.6,28817.4,180233.0,482822.0,252875.0,2.3e-05,5.1e-05,3.8e-05,0.00011,5.9e-05,1.2e-05,0.00085,5.2e-05,0.00024,2.1e-05,6.2e-05,4.2e-05,7.7e-05,7.3e-05,2.2e-05,0.00017,0.00077,0.00041,PrpE protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2053 PE=3 SV=1,3.7e-05,5.9e-05,0.00038,4.2e-05,5.7e-05,0.00045,1.58,10.22,1.37,10.79,0.24,0.11,0.25,0.04,0.6599245584023783,0.45417589318580215,3.431622959713292,3.3533232911628965,HP15_2053
E4PF62,2,2,5.82816,6-phosphogluconolactonase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pgl PE=3 SV=1,16819.0,8976.17,20387.9,5296.27,27492.9,60807.8,88866.1,4969.1,67674.2,455485.0,12030.2,36286.6,346985.0,5127.52,19083.2,4423.71,20049.6,8056.45,361576.0,21685.2,116154.0,9382.13,17463.6,14822.5,28590.2,26305.6,508139.0,2.1e-05,1.2e-05,1.7e-05,6e-05,4.7e-06,1.8e-05,0.00034,1.1e-05,0.00015,5.7e-06,9.4e-06,1.5e-05,2.6e-05,1.1e-05,1.1e-05,2.8e-05,4.2e-05,0.00082,6-phosphogluconolactonase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pgl PE=3 SV=1,1.7e-05,2.8e-05,0.00017,9.9e-06,1.6e-05,0.0003,1.65,9.87,1.62,29.89,0.28,0.1,0.16,0.17,0.722466024471091,0.6959938131099002,4.90159099190337,3.303050084681673,pgl
E4PJH3,9,9,33.9222,Chaperone protein HtpG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=htpG PE=3 SV=1,167800.0,343747.0,320708.0,209586.0,583616.0,206714.0,3521284.0,236640.0,1397554.0,3496517.0,2572398.0,11000000.0,3437994.0,409964.0,654825.0,66708.1,315752.0,116071.0,714978.0,303229.0,3256026.0,189676.0,734481.0,504839.0,2757187.0,1185600.0,2303012.0,0.00021,0.00019,0.00037,0.0002,0.00022,0.00037,0.00259,0.00344,0.00145,0.00046,0.00014,0.00021,0.00036,0.00023,0.00039,0.00265,0.00189,0.00372,Chaperone protein HtpG OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=htpG PE=3 SV=1,0.00026,0.00027,0.00249,0.00027,0.00033,0.00275,1.04,9.77,1.21,10.21,0.45,0.01,0.32,0.0,0.056583528366367514,0.27500704749986976,3.351910961103077,3.2883585621936606,htpG
E4PFZ8,8,8,33.2198,Phosphoenolpyruvate carboxykinase (ATP) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pckA PE=3 SV=1,198068.0,137839.0,218149.0,113785.0,132461.0,186859.0,632795.0,146982.0,479521.0,1665188.0,797987.0,2370136.0,5636990.0,100769.0,196359.0,98888.9,127211.0,106280.0,589134.0,152475.0,284743.0,116826.0,133762.0,153456.0,508961.0,388030.0,486125.0,0.00024,0.00013,8.4e-05,0.00019,0.00014,0.00013,0.00123,0.00074,0.00238,0.00011,0.00021,0.00019,0.00018,0.00014,0.00012,0.00049,0.00062,0.00078,Phosphoenolpyruvate carboxykinase (ATP) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pckA PE=3 SV=1,0.00015,0.00015,0.00145,0.00017,0.00015,0.00063,0.99,9.53,0.85,3.67,0.49,0.03,0.25,0.0,-0.014499569695115089,-0.23446525363702297,1.875780063068488,3.2524762141352173,pckA
E4PKB8,4,4,21.3412,"ABC-type uncharacterized transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1451 PE=4 SV=1",179163.0,292949.0,376978.0,96090.5,528389.0,243719.0,844291.0,297356.0,960188.0,5900078.0,1655359.0,2995496.0,4538026.0,54709.2,552289.0,71813.1,205421.0,158075.0,1519377.0,176901.0,1501025.0,174913.0,354078.0,137099.0,1705924.0,1337959.0,1671068.0,0.00022,0.00022,0.00033,0.00024,0.00028,0.00025,0.00437,0.00093,0.00192,6.1e-05,0.00015,0.00029,0.00021,0.00021,0.00011,0.00164,0.00213,0.0027,"ABC-type uncharacterized transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1451 PE=4 SV=1",0.00026,0.00026,0.0024,0.00017,0.00017,0.00216,1.0,9.27,1.05,12.93,0.49,0.05,0.46,0.0,0.0,0.070389327891398,3.6926503700355298,3.212569338850806,HP15_1451
E4PLZ3,2,2,11.086,50S ribosomal protein L22 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplV PE=3 SV=1,74984.2,112793.0,41000.3,12021.1,107420.0,122659.0,706142.0,13922.6,85544.2,1617374.0,312431.0,504702.0,833817.0,17693.9,60089.5,11773.5,94717.6,11066.5,189377.0,24885.1,98938.7,40755.4,91176.9,15161.6,206010.0,535598.0,437000.0,9.2e-05,2.4e-05,6.8e-05,0.00012,1.3e-05,2.3e-05,0.0012,0.00016,0.00035,2e-05,2.5e-05,2e-05,2.9e-05,4.9e-05,1.2e-05,0.0002,0.00085,0.00071,50S ribosomal protein L22 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplV PE=3 SV=1,6.1e-05,5.2e-05,0.00057,2.2e-05,3e-05,0.00059,0.85,9.26,1.39,27.09,0.42,0.09,0.24,0.02,-0.23446525363702297,0.47508488294878265,4.759688488427289,3.211012193485512,rplV
E4PRL6,2,2,5.64786,FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3349 PE=3 SV=1,6386.55,3503.89,5809.24,1926.99,1517.52,4422.21,26633.0,168.26,0.07835,266.497,56502.4,286251.0,55460.9,1398.22,1955.22,712.469,84396.7,267.788,8855.44,1618.59,106798.0,823.704,87.0884,1169.74,75502.2,115820.0,33440.7,7.8e-06,3.5e-06,9.6e-07,4.4e-06,1.6e-07,2.1e-11,2e-07,8.9e-05,2.3e-05,1.6e-06,1.5e-06,4.9e-07,1.9e-06,9.9e-07,9e-07,7.3e-05,0.00018,5.4e-05,FAD-dependent pyridine nucleotide-disulfide oxidoreductase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3349 PE=3 SV=1,4.1e-06,1.5e-06,3.7e-05,1.2e-06,1.3e-06,0.0001,0.37,9.18,1.07,87.41,0.18,0.14,0.44,0.03,-1.434402824145775,0.09761079662642233,6.449726433253184,3.1984941536390834,HP15_3349
E4PQI2,2,2,4.78823,50S ribosomal protein L19 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplS PE=3 SV=1,16185.4,33817.0,43613.9,30081.5,22719.6,10384.5,40148.1,47600.8,11913.6,70798.3,84720.4,1130911.0,304678.0,14166.7,25957.1,10807.8,17583.7,21355.2,35783.2,20638.4,12675.1,30363.0,30710.7,57002.5,833322.0,2203187.0,375532.0,2e-05,2.6e-05,1.4e-05,1e-05,4.5e-05,3.2e-06,5.2e-05,0.00035,0.00013,1.6e-05,2.3e-05,3.9e-05,2.4e-05,3.6e-05,4.4e-05,0.0008,0.00352,0.00061,50S ribosomal protein L19 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplS PE=3 SV=1,2e-05,1.9e-05,0.00018,2.6e-05,3.5e-05,0.00164,0.97,8.84,1.35,63.48,0.48,0.08,0.18,0.08,-0.043943347587597055,0.43295940727610627,5.988230223060457,3.144046369616707,rplS
E4PH91,3,3,14.4334,UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=murA PE=3 SV=1,23235.6,14006.0,61935.0,7683.03,120845.0,1117279.0,175611.0,22749.2,214287.0,1094391.0,49243.7,251301.0,854245.0,12027.0,30459.3,7077.71,13420.6,4011.79,2730687.0,19863.0,2481317.0,10841.5,25381.4,12846.4,14644.8,62391.9,99237.6,2.9e-05,3.7e-05,7.6e-05,0.00111,2.1e-05,5.7e-05,0.00081,7.8e-05,0.00036,1.3e-05,1.5e-05,7.3e-06,2.3e-05,1.3e-05,9.9e-06,1.4e-05,0.0001,0.00016,UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=murA PE=3 SV=1,4.7e-05,0.00039,0.00042,1.2e-05,1.5e-05,9.1e-05,8.36,8.81,1.3,7.65,0.19,0.08,0.25,0.07,3.063502942306158,0.37851162325372983,2.9354597478052895,3.139142019145689,murA
E4PF75,4,4,24.6831,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,52050.4,47552.6,64353.0,50155.7,161136.0,28416.0,213767.0,73669.9,218190.0,1698423.0,65349.0,790953.0,544082.0,30275.0,178257.0,44285.6,39205.7,73303.0,171585.0,83031.7,161188.0,60746.8,164328.0,76122.1,153543.0,380005.0,421688.0,6.4e-05,3.8e-05,0.0001,2.8e-05,7e-05,5.8e-05,0.00126,0.00025,0.00023,3.4e-05,9.5e-05,0.00013,9.8e-05,7.3e-05,5.9e-05,0.00015,0.00061,0.00068,Peptidyl-prolyl cis-trans isomerase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppiB PE=3 SV=1,6.8e-05,5.2e-05,0.00058,8.7e-05,7.7e-05,0.00048,0.76,8.49,0.88,5.49,0.25,0.1,0.38,0.04,-0.3959286763311392,-0.18442457113742744,2.456806149230474,3.085764553778314,ppiB
