Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light 4,Light 5,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu nM 4,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Light Glu mM 4,Darkness 1,Darkness 2,Darkness 3,Darkness 4,Darkness 5,Darkness 6,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu nM 4,Darkness Glu nM 5,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 3.1,Light 5.1,Light Glu nM 1.1,Light Glu nM 3.1,Light Glu nM 4.1,Light Glu mM 1.1,Light Glu mM 3.1,Light Glu mM 4.1,Darkness 1.1,Darkness 3.1,Darkness 5.1,Darkness Glu nM 1.1,Darkness Glu nM 3.1,Darkness Glu nM 5.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_SS120,Light avg,Light G nM avg,Light G mM avg,Darkness avg,Darkness G nM,Darkness G mM,FC G nM/L,FC GmM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GnM.D,log2FC.GmM.D,log2FC.GmM.L,extracted_gn
E4PFQ6,2,2,13.0717,Acyl carrier protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acpP PE=3 SV=1,702353.0,718906.0,465808.0,194854.0,178234.0,818530.0,2319072.0,305110.0,577543.0,3833640.0,995458.0,2554370.0,6945240.0,58660.0,374838.0,120714.0,146497.0,198127.0,270427.0,436368.0,614478.0,94468.4,182064.0,333834.0,798047.0,1459424.0,548998.0,0.00086,0.00028,0.00011,0.00081,0.00029,0.00015,0.00284,0.00079,0.00293,6.5e-05,0.00026,0.00036,0.00052,0.00011,0.00026,0.00077,0.00233,0.00089,Acyl carrier protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acpP PE=3 SV=1,0.00042,0.00042,0.00219,0.00023,0.0003,0.00133,1.0,5.25,1.3,5.84,0.5,0.04,0.33,0.05,0.0,0.37851162325372983,2.5459683691052923,2.3923174227787602,acpP
E4PND4,2,2,7.52335,Energy-dependent translational throttle protein EttA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=yjjK PE=3 SV=1,596.523,5965.93,14779.9,6181.83,26042.6,2417.1,23150.9,8486.56,25264.8,30266.3,23321.4,18454.1,238402.0,1438.42,3101.58,1221.78,4606.92,1014.93,8984.04,5054.61,13596.8,4649.98,4742.33,5887.82,14880.5,5981.59,1656.62,7.3e-07,8.8e-06,1.6e-05,2.4e-06,8e-06,6.7e-06,2.2e-05,5.7e-06,0.0001,1.6e-06,2.6e-06,1.8e-06,6e-06,5.6e-06,4.5e-06,1.4e-05,9.5e-06,2.7e-06,Energy-dependent translational throttle protein EttA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=yjjK PE=3 SV=1,8.7e-06,5.7e-06,4.3e-05,2e-06,5.4e-06,8.8e-06,0.66,4.96,2.66,4.39,0.29,0.16,0.0,0.06,-0.5994620704162712,1.411426245726465,2.1342209397606333,2.3103401206121505,yjjK
E4PF66,3,3,12.0412,Histone-like bacterial DNA-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2182 PE=3 SV=1,811671.0,368126.0,293958.0,106367.0,316443.0,1456876.0,3019442.0,224497.0,611374.0,7283539.0,428223.0,2283079.0,1200514.0,73285.1,57835.0,65028.5,119428.0,107994.0,425003.0,128887.0,497286.0,133041.0,154818.0,241655.0,702121.0,702670.0,4809406.0,0.001,0.00017,0.0002,0.00144,0.00021,0.00016,0.00539,0.00071,0.00051,8.2e-05,0.00014,0.0002,0.00015,0.00016,0.00019,0.00068,0.00112,0.00776,Histone-like bacterial DNA-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2182 PE=3 SV=1,0.00046,0.00061,0.0022,0.00014,0.00017,0.00319,1.32,4.82,1.2,22.97,0.39,0.17,0.24,0.13,0.4005379295837288,0.2630344058337938,4.521678951603199,2.269033146455237,HP15_2182
E4PMG5,3,3,13.8056,Transketolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tkt1 PE=3 SV=1,78185.9,344518.0,159470.0,47539.0,58755.3,80390.7,545480.0,95561.0,427621.0,150349.0,405770.0,1061939.0,1463580.0,46173.2,275185.0,22255.7,85700.8,43895.3,2043352.0,89538.3,320910.0,73909.6,46243.1,103149.0,409624.0,416174.0,314649.0,9.6e-05,9.5e-05,3.7e-05,8e-05,9e-05,0.00011,0.00011,0.00033,0.00062,5.1e-05,4.7e-05,8e-05,0.00011,8.8e-05,8e-05,0.00039,0.00066,0.00051,Transketolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tkt1 PE=3 SV=1,7.6e-05,9.4e-05,0.00035,5.9e-05,9.1e-05,0.00052,1.24,4.65,1.53,8.77,0.22,0.07,0.03,0.0,0.3103401206121505,0.6135316529179271,3.1325768426700082,2.2172307162206693,tkt1
E4PND6,5,5,20.641,Serine hydroxymethyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyA PE=3 SV=1,343433.0,483840.0,363964.0,180324.0,473053.0,653615.0,1323731.0,217319.0,2721205.0,2328985.0,2152602.0,2632578.0,4271479.0,76482.8,115652.0,48787.1,248846.0,130411.0,15000000.0,311433.0,563450.0,56623.1,208391.0,236780.0,1499442.0,1453319.0,1175558.0,0.00042,0.00022,0.0003,0.00065,0.00021,0.00072,0.00172,0.00082,0.0018,8.5e-05,0.0001,0.00024,0.00037,6.8e-05,0.00018,0.00144,0.00232,0.0019,Serine hydroxymethyltransferase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glyA PE=3 SV=1,0.00031,0.00052,0.00145,0.00014,0.00021,0.00189,1.68,4.64,1.45,13.29,0.14,0.01,0.28,0.0,0.7484612330040356,0.5360529002402097,3.7322691995014496,2.2141248053528475,glyA
E4PNX8,4,4,26.5297,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,568507.0,1025537.0,1797570.0,729910.0,1695606.0,810731.0,1962486.0,1677472.0,2421413.0,2900771.0,1726190.0,3633622.0,23000000.0,469642.0,3271640.0,411785.0,325259.0,697389.0,9648214.0,984298.0,7926313.0,768077.0,1657359.0,1241607.0,2008469.0,3036220.0,1082255.0,0.0007,0.00107,0.00107,0.0008,0.00158,0.00064,0.00215,0.00113,0.00981,0.00052,0.00088,0.00126,0.00116,0.00092,0.00096,0.00193,0.00484,0.00175,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,0.00095,0.00101,0.00436,0.00089,0.00101,0.00284,1.07,4.61,1.14,3.2,0.43,0.14,0.31,0.06,0.09761079662642233,0.18903382439001687,1.6780719051126378,2.2047667506546134,HP15_3044
E4PMP0,8,8,39.1418,DNA-directed RNA polymerase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoA PE=3 SV=1,926909.0,686679.0,458762.0,87372.6,972451.0,958766.0,3860246.0,205206.0,1684593.0,6303925.0,2240327.0,3800091.0,7946035.0,108788.0,1003204.0,56150.6,319479.0,61510.6,1650444.0,138025.0,754640.0,110288.0,371338.0,220557.0,1769619.0,2066774.0,2008093.0,0.00114,0.00027,0.00061,0.00095,0.00019,0.00045,0.00467,0.00118,0.00336,0.00012,0.00012,0.00011,0.00016,0.00013,0.00017,0.0017,0.0033,0.00324,DNA-directed RNA polymerase subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpoA PE=3 SV=1,0.00068,0.00053,0.00307,0.00012,0.00016,0.00275,0.78,4.54,1.32,23.38,0.34,0.04,0.02,0.0,-0.3584539709124763,0.4005379295837288,4.547203024756931,2.18269229751619,rpoA
E4PQ15,2,2,6.12408,Citrate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1931 PE=3 SV=1,7312.93,47613.9,2919.18,1146.3,43784.5,14961.1,30274.7,4722.21,3566.05,23358.8,28463.2,7273.27,354100.0,1202.78,6054.2,4.27107,4855.02,1056.9,0.0,5890.06,6026.45,117.741,5877.65,165.421,1062.77,37129.1,12577.5,9e-06,1.7e-06,2.8e-05,1.5e-05,4.5e-06,9.4e-07,1.7e-05,2.3e-06,0.00015,1.3e-06,9.1e-09,1.9e-06,7e-06,1.4e-07,1.3e-07,1e-06,5.9e-05,2e-05,Citrate synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1931 PE=3 SV=1,1.3e-05,6.7e-06,5.6e-05,1.1e-06,2.4e-06,2.7e-05,0.53,4.41,2.21,24.68,0.26,0.21,0.3,0.1,-0.9159357352115255,1.144046369616707,4.625270489374693,2.140778655782796,HP15_1931
E4PI65,3,3,15.9443,L-ectoine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ectC PE=3 SV=1,210151.0,119091.0,131840.0,30076.5,178705.0,387367.0,1767436.0,111477.0,527496.0,1152684.0,231214.0,3407668.0,144391.0,34464.5,44773.1,45150.4,86986.5,27419.7,66685.4,87286.2,215360.0,55291.3,239166.0,65645.0,367528.0,253418.0,1777990.0,0.00026,7.8e-05,0.00011,0.00038,0.00011,0.00014,0.00085,0.00106,6.1e-05,3.8e-05,9.6e-05,5e-05,0.0001,6.6e-05,5.1e-05,0.00035,0.0004,0.00287,L-ectoine synthase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ectC PE=3 SV=1,0.00015,0.00021,0.00066,6.1e-05,7.3e-05,0.00121,1.4,4.39,1.19,19.67,0.3,0.09,0.32,0.12,0.48542682717024166,0.25096157353321874,4.297925052503806,2.1342209397606333,ectC
E4PMV8,5,5,14.3546,"Malate dehydrogenase (Oxaloacetate-decarboxylating), NADP(+) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_472 PE=3 SV=1",7043.61,67750.3,33539.7,10686.2,78179.0,10585.6,16977.5,18671.6,46611.6,148173.0,16089.4,412356.0,238027.0,9536.16,31024.8,2407.29,33681.6,11384.3,63784.7,6654.26,13382.7,4657.34,37996.0,14843.1,4487.0,83115.6,711778.0,8.6e-06,2e-05,4.9e-05,1e-05,1.8e-05,1.2e-05,0.00011,0.00013,0.0001,1.1e-05,5.1e-06,2.1e-05,7.9e-06,5.6e-06,1.1e-05,4.3e-06,0.00013,0.00115,"Malate dehydrogenase (Oxaloacetate-decarboxylating), NADP(+) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_472 PE=3 SV=1",2.6e-05,1.3e-05,0.00011,1.2e-05,8.3e-06,0.00043,0.52,4.33,0.68,35.33,0.18,0.0,0.24,0.16,-0.9434164716336325,-0.5563933485243852,5.142821844115928,2.114367024952,HP15_472
E4PPB0,2,2,7.36208,3-isopropylmalate dehydratase small subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuD PE=3 SV=1,29702.5,45473.1,70437.6,20197.1,21114.3,37929.7,26956.5,30047.1,20764.7,216517.0,64001.1,39863.9,513040.0,11092.9,309384.0,6783.66,17867.9,19731.9,25542.4,42078.3,20266.1,17704.5,19877.5,47983.3,122838.0,130141.0,35679.5,3.6e-05,4.2e-05,1.3e-05,3.8e-05,2.8e-05,5.5e-06,0.00016,1.2e-05,0.00022,1.2e-05,1.4e-05,3.6e-05,5e-05,2.1e-05,3.7e-05,0.00012,0.00021,5.8e-05,3-isopropylmalate dehydratase small subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=leuD PE=3 SV=1,3.1e-05,2.4e-05,0.00013,2.1e-05,3.6e-05,0.00013,0.78,4.25,1.72,6.13,0.31,0.09,0.12,0.04,-0.3584539709124763,0.7824085649273732,2.6158870739160567,2.0874628412503395,leuD
E4PLX7,2,2,5.71697,50S ribosomal protein L11 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplK PE=3 SV=1,62445.0,127738.0,24156.1,6057.36,9020.01,178165.0,232893.0,12929.5,26936.6,88485.3,595884.0,343298.0,532677.0,7318.05,6126.58,7822.44,12906.0,12673.1,141501.0,5025.94,49447.5,17186.3,6678.99,10180.3,110695.0,768677.0,10587.1,7.7e-05,1.4e-05,5.7e-06,0.00018,1.2e-05,7.1e-06,6.6e-05,0.00011,0.00023,8.1e-06,1.7e-05,2.3e-05,5.9e-06,2.1e-05,7.9e-06,0.00011,0.00123,1.7e-05,50S ribosomal protein L11 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplK PE=3 SV=1,3.2e-05,6.5e-05,0.00013,1.6e-05,1.1e-05,0.00045,2.02,4.11,0.72,28.23,0.31,0.07,0.26,0.16,1.01435529297707,-0.4739311883324124,4.819157223674968,2.0391383939069585,rplK
E4PHG9,4,4,12.4194,DNA gyrase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrB PE=3 SV=1,141306.0,156499.0,196420.0,65780.9,258084.0,50983.4,1574886.0,73810.8,185150.0,462712.0,1089834.0,3853785.0,713741.0,90506.9,194648.0,29562.5,64606.1,44861.5,774450.0,76179.3,731117.0,59710.5,89226.4,139203.0,2634035.0,404752.0,177750.0,0.00017,0.00012,0.00016,5e-05,7e-05,4.9e-05,0.00034,0.0012,0.0003,0.0001,6.3e-05,8.1e-05,9e-05,7.1e-05,0.00011,0.00253,0.00065,0.00029,DNA gyrase subunit B OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=gyrB PE=3 SV=1,0.00015,5.6e-05,0.00061,8.2e-05,9e-05,0.00116,0.37,4.06,1.1,14.14,0.0,0.09,0.31,0.1,-1.434402824145775,0.13750352374993502,3.821710215034674,2.0214797274104512,gyrB
E4PJE4,13,13,63.3238,30S ribosomal protein S1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1366 PE=3 SV=1,926689.0,2641538.0,1829291.0,522165.0,2650162.0,1695850.0,7303642.0,939599.0,8358010.0,12000000.0,2329033.0,11000000.0,7339971.0,420944.0,4706967.0,312665.0,2307116.0,661244.0,6574795.0,1047798.0,8492484.0,585381.0,2983688.0,1135865.0,2223877.0,3751802.0,3637240.0,0.00114,0.00109,0.00168,0.00168,0.00089,0.00221,0.0088,0.00349,0.0031,0.00047,0.00067,0.0012,0.00124,0.0007,0.00088,0.00214,0.00599,0.00587,30S ribosomal protein S1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1366 PE=3 SV=1,0.0013,0.00159,0.00513,0.00078,0.00094,0.00467,1.22,3.95,1.21,5.99,0.27,0.05,0.29,0.02,0.28688114778816154,0.27500704749986976,2.582556003014061,1.9818526532897407,HP15_1366
E4PNY9,11,11,69.9001,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,4649911.0,4140557.0,3905075.0,1415547.0,5268224.0,3555854.0,17000000.0,2311514.0,4470567.0,30000000.0,7900554.0,18000000.0,39000000.0,562375.0,3687291.0,591981.0,1675041.0,591367.0,2647177.0,1795060.0,2373919.0,1169307.0,2376360.0,1392431.0,9533602.0,6001641.0,5089326.0,0.00571,0.00232,0.00333,0.00352,0.00218,0.00118,0.02232,0.00548,0.01647,0.00063,0.00126,0.00107,0.00212,0.0014,0.00108,0.00917,0.00958,0.00821,High-affinity leucine-specific leucine-specific-binding periplasmic protein of high-affinity branched-chain amino acid ABC transporter transport system periplasmic binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3055 PE=3 SV=1,0.00379,0.0023,0.01476,0.00099,0.00153,0.00899,0.61,3.9,1.55,9.1,0.14,0.05,0.1,0.0,-0.7131188522118385,0.632268215499513,3.1858665453113337,1.9634741239748859,HP15_3055
E4PP91,4,4,23.1663,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1814 PE=3 SV=1,169823.0,69420.2,95747.6,36425.5,14423.7,185071.0,709176.0,106319.0,302949.0,58233.5,120270.0,44343.3,2286669.0,5490.31,13375.9,11322.1,61387.5,6681.18,136651.0,18033.3,48011.2,20901.1,35435.8,22914.8,180555.0,82180.5,18664.1,0.00021,5.7e-05,9.1e-06,0.00018,0.0001,8e-05,4.3e-05,1.4e-05,0.00097,6.1e-06,2.4e-05,1.2e-05,2.1e-05,2.5e-05,1.8e-05,0.00017,0.00013,3e-05,Phospho-2-dehydro-3-deoxyheptonate aldolase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1814 PE=3 SV=1,9.1e-05,0.00012,0.00034,1.4e-05,2.1e-05,0.00011,1.33,3.73,1.51,7.9,0.34,0.24,0.14,0.04,0.41142624572646497,0.5945485495503542,2.9818526532897405,1.899175630480513,HP15_1814
E4PN64,4,4,15.2919,"Serine protein kinase, PrkA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2933 PE=4 SV=1",183564.0,81678.6,92660.8,9948.91,10091.5,42589.1,192549.0,15627.6,28403.4,1220972.0,1205.27,519838.0,3274.12,29540.2,26897.2,7148.03,3310.47,5775.26,299118.0,91434.7,33792.4,17220.2,13491.7,28354.7,7419.12,54238.1,97347.6,0.00023,5.5e-05,6.4e-06,4.2e-05,1.5e-05,7.5e-06,0.0009,0.00016,1.4e-06,3.3e-05,1.5e-05,1e-05,0.00011,2.1e-05,2.2e-05,7.1e-06,8.7e-05,0.00016,"Serine protein kinase, PrkA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2933 PE=4 SV=1",9.6e-05,2.1e-05,0.00036,2e-05,5e-05,8.4e-05,0.22,3.72,2.57,4.28,0.17,0.21,0.18,0.11,-2.1844245711374275,1.3617683594191534,2.097610796626422,1.8953026213333068,HP15_2933
E4PNB1,3,3,10.173,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2980 PE=3 SV=1,256470.0,760913.0,405446.0,215088.0,755437.0,384838.0,2492547.0,359240.0,1856033.0,3841739.0,994868.0,205221.0,2047500.0,88487.8,637215.0,97355.6,434285.0,233505.0,656236.0,207367.0,905982.0,147679.0,716121.0,285578.0,1353561.0,1063075.0,1812580.0,0.00031,0.00024,0.00048,0.00038,0.00034,0.00049,0.00284,6.4e-05,0.00087,9.9e-05,0.00021,0.00042,0.00024,0.00018,0.00022,0.0013,0.0017,0.00292,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2980 PE=3 SV=1,0.00034,0.0004,0.00126,0.00024,0.00021,0.00197,1.17,3.65,0.88,8.12,0.26,0.17,0.39,0.01,0.22650852980867975,-0.18442457113742744,3.0214797274104512,1.8678964639926547,HP15_2980
E4PQV4,7,7,34.6879,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,3392870.0,4422605.0,1872909.0,836515.0,3371266.0,5590549.0,20000000.0,1214382.0,4860928.0,18000000.0,4205655.0,8013479.0,27000000.0,541306.0,1905648.0,434382.0,894069.0,430811.0,1494078.0,1002796.0,2887633.0,819691.0,1720460.0,1027911.0,5675321.0,7790585.0,4806171.0,0.00416,0.00111,0.00213,0.00554,0.00115,0.00129,0.0131,0.00249,0.01139,0.0006,0.00093,0.00078,0.00118,0.00098,0.00079,0.00546,0.01243,0.00776,Twin-arginine translocation pathway signal OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3247 PE=3 SV=1,0.00247,0.00266,0.00899,0.00077,0.00099,0.00855,1.08,3.64,1.28,11.1,0.46,0.06,0.11,0.01,0.11103131238874395,0.35614381022527536,3.4724877714627436,1.8639384504239715,HP15_3247
E4PHE5,2,2,5.92794,ATP synthase subunit delta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpH PE=3 SV=1,21010.4,12420.4,11225.5,12879.4,4567.9,71920.5,14687.0,4598.5,5012.26,160524.0,0.0,0.0,18039.8,3066.93,89.0364,4089.23,3167.84,1898.23,3039.61,4283.8,13112.5,8003.76,8544.92,0.0,0.0,37855.1,56136.2,2.6e-05,6.7e-06,2.9e-06,7.1e-05,4.3e-06,1.3e-06,0.00012,0.0,7.6e-06,3.4e-06,8.7e-06,3.4e-06,5.1e-06,9.6e-06,0.0,0.0,6e-05,9.1e-05,ATP synthase subunit delta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=atpH PE=3 SV=1,1.2e-05,2.6e-05,4.2e-05,5.2e-06,4.9e-06,5e-05,2.18,3.58,0.94,9.69,0.3,0.24,0.46,0.08,1.1243281350022019,-0.08926733809708741,3.2764966656403565,1.8399595874895318,atpH
E4PHB1,5,5,15.9706,Ribonucleoside-diphosphate reductase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3648 PE=3 SV=1,163977.0,312050.0,277272.0,100647.0,305385.0,276685.0,1423905.0,78273.3,520759.0,777811.0,550922.0,1186770.0,2394827.0,23971.0,62133.3,95470.5,601964.0,63626.5,610260.0,355052.0,817396.0,338625.0,855153.0,41363.8,551137.0,560494.0,396749.0,0.0002,0.00016,0.00019,0.00027,7.4e-05,0.00014,0.00058,0.00037,0.00101,2.7e-05,0.0002,0.00012,0.00042,0.00041,3.2e-05,0.00053,0.00089,0.00064,Ribonucleoside-diphosphate reductase subunit beta OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3648 PE=3 SV=1,0.00019,0.00016,0.00065,0.00012,0.00029,0.00069,0.87,3.5,2.48,5.97,0.35,0.04,0.14,0.0,-0.2009126939259964,1.3103401206121505,2.5777309314900805,1.8073549220576042,HP15_3648
E4PG98,3,3,10.698,Phenylalanine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pheT PE=3 SV=1,26180.2,30718.9,67402.7,11604.8,55648.2,3834.31,103500.0,12753.5,25622.3,86042.8,83747.3,79637.3,660320.0,7313.17,17415.1,2406.88,15644.2,13227.3,14850.5,11616.1,7331.43,8674.15,47440.6,7352.81,113592.0,164419.0,200547.0,3.2e-05,4e-05,3.5e-05,3.8e-06,1.2e-05,6.8e-06,6.4e-05,2.5e-05,0.00028,8.1e-06,5.1e-06,2.4e-05,1.4e-05,1e-05,5.7e-06,0.00011,0.00026,0.00032,Phenylalanine--tRNA ligase beta subunit OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pheT PE=3 SV=1,3.6e-05,7.5e-06,0.00012,1.2e-05,9.9e-06,0.00023,0.21,3.42,0.8,18.66,0.0,0.17,0.36,0.01,-2.2515387669959646,-0.3219280948873623,4.221877081077034,1.7739963251111732,pheT
E4PK62,4,4,15.3411,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,558353.0,483483.0,857898.0,265861.0,1099296.0,581206.0,2320024.0,549875.0,2157011.0,4150725.0,1412510.0,2405551.0,6111508.0,368206.0,1068343.0,339257.0,770234.0,424996.0,2018397.0,593069.0,3291753.0,629690.0,1717020.0,835794.0,2042917.0,2069725.0,1613627.0,0.00069,0.00051,0.0007,0.00058,0.00052,0.00057,0.00307,0.00075,0.00258,0.00041,0.00072,0.00077,0.0007,0.00075,0.00065,0.00197,0.0033,0.0026,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,0.00063,0.00056,0.00213,0.00063,0.0007,0.00262,0.88,3.39,1.1,4.13,0.15,0.05,0.3,0.0,-0.18442457113742744,0.13750352374993502,2.0461417816447205,1.7612852733616193,trxA
E4PNM5,3,3,13.5023,Electron transfer flavoprotein subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=etfA PE=3 SV=1,195040.0,93473.1,52110.9,20002.9,116352.0,110174.0,603442.0,27275.3,407552.0,33535.1,182604.0,515884.0,2308064.0,18128.0,54393.7,6573.76,75096.0,39212.1,459413.0,17078.9,55861.9,18244.6,280245.0,59175.1,509252.0,99040.0,92439.2,0.00024,3.1e-05,7.4e-05,0.00011,2.6e-05,0.00011,2.5e-05,0.00016,0.00098,2e-05,1.4e-05,7.1e-05,2e-05,2.2e-05,4.6e-05,0.00049,0.00016,0.00015,Electron transfer flavoprotein subunit alpha OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=etfA PE=3 SV=1,0.00011,8.1e-05,0.00039,3.5e-05,2.9e-05,0.00027,0.71,3.37,0.83,7.57,0.33,0.21,0.39,0.06,-0.4941090702700427,-0.2688167584278,2.920293300211007,1.752748591407134,etfA
E4PLW6,4,4,21.6914,Tyrosine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tyrS PE=3 SV=1,199400.0,106822.0,304245.0,59798.6,356352.0,81693.0,398090.0,222753.0,521063.0,1040565.0,2459804.0,1707467.0,1949038.0,44421.2,313248.0,42638.6,100278.0,96989.1,154236.0,64388.1,247288.0,110525.0,329730.0,215053.0,3788242.0,932102.0,453241.0,0.00024,0.00018,0.00023,8.1e-05,0.00021,0.00014,0.00077,0.00053,0.00082,4.9e-05,9.1e-05,0.00018,7.6e-05,0.00013,0.00017,0.00365,0.00149,0.00073,Tyrosine--tRNA ligase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=tyrS PE=3 SV=1,0.00022,0.00014,0.00071,0.00011,0.00012,0.00195,0.66,3.26,1.18,18.54,0.08,0.0,0.35,0.05,-0.5994620704162712,0.23878685958711648,4.212569338850806,1.7048719644563528,tyrS
E4PR40,10,10,55.4432,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,1569894.0,6303918.0,5760550.0,2516558.0,2498069.0,2826842.0,8695932.0,5142265.0,11000000.0,12000000.0,3626169.0,11000000.0,19000000.0,2492781.0,7441412.0,1577945.0,1003391.0,3224739.0,7668841.0,4432372.0,3746851.0,1336736.0,1753606.0,4806701.0,2995010.0,2373159.0,4010170.0,0.00193,0.00343,0.00158,0.0028,0.00485,0.00293,0.00923,0.00341,0.00794,0.00277,0.00337,0.00585,0.00523,0.0016,0.00371,0.00288,0.00379,0.00647,Acetyl-coenzyme A synthetase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acsA PE=3 SV=1,0.00231,0.00353,0.00686,0.004,0.00352,0.00438,1.53,2.97,0.88,1.1,0.12,0.04,0.38,0.4,0.6135316529179271,-0.18442457113742744,0.13750352374993502,1.5704629310260412,acsA
