Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q066V6,,3,3,0.000463722,0.00024659,0.000146134,0.000296455,0.000205334,0.000113811,0.000310943,0.000250021,0.000124271,0.000305937,3.3435e-05,0.000154469,0.000516717,0.000137722,7.0857e-05,0.000503089,0.00021991,0.000117238,0.000285482,0.0002052,0.000228412,0.000164614,0.000241765,0.000280079,0.248402143,0.718783428,0.313576539,0.800090923,0.327081377,1.468682901,0.227531056,1.70143049,Flavin prenyltransferase UbiX OS=Synechococcus sp. BL107 OX=313625 GN=ubiX PE=3 SV=1,-0.4763709478895721,-0.3217641365029251,0.5545229414779304,0.7667482128481977,BL107_13225,multi:Description
Q064V4,,3,3,0.010503742,0.011275099,0.017634272,0.010658263,0.007213996,0.006069599,0.006817738,0.003678701,0.015949236,0.006572102,0.00875828,0.003516988,0.007522604,0.0045249,0.01692978,0.002341824,0.003642002,0.012826909,0.013137705,0.007980619,0.008815225,0.006282457,0.009659095,0.006270245,0.061593873,0.607459175,0.186750342,0.670986705,0.224841863,1.537470864,0.498739433,0.998056119,Ferredoxin (2Fe-2S) OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16490 PE=4 SV=1,-0.7191406409082937,-0.5756439138875232,0.6205590707699283,-0.0028071567529204,BL107_16490,locus_tag:Description
Q05ZA8,,3,3,4.6719e-05,0.000265821,0.000327001,1.0602e-05,0.000279828,0.000120176,5.3151e-05,0.000168056,0.000155913,1.0648e-05,2.8645e-05,0.000122119,8.794e-06,6.0637e-05,0.000137856,2.8144e-05,6.7134e-05,0.000124532,0.00021318,0.000136869,0.000125707,5.3804e-05,6.9096e-05,7.327e-05,0.272520807,0.642033596,0.19907668,0.589672928,0.389592692,1.284208307,0.342081875,1.361793036,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase OS=Synechococcus sp. BL107 OX=313625 GN=pebA PE=3 SV=1",-0.6392793029689943,-0.7620131336199913,0.3608792360280715,0.4455074606005748,BL107_08891,multi:Description
Q060A7,,3,3,0.000185582,4.0087e-05,0.000111381,0.000176907,6.0274e-05,0.000191674,8.883e-05,6.0813e-05,3.047e-05,0.000177542,0.00017427,3.6144e-05,0.000206144,0.0001618,4.2281e-05,5.5537e-05,0.000115648,3.1101e-05,0.00011235,0.000142952,6.0037e-05,0.000129319,0.000136742,6.7428e-05,0.315927016,1.272376876,0.156033073,0.534375842,0.458908774,1.057399245,0.153633538,0.521412544,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11276 PE=4 SV=1,0.3475260578897247,-0.9040733067883324,0.0805202017244898,-0.939502803634716,BL107_11276,locus_tag:Description
Q062J5,,3,3,0.00053607,0.000646692,0.000229502,0.000317173,0.000279203,0.000105122,0.000497988,8.5063e-05,4.9064e-05,0.000298402,5.1026e-05,0.000154984,0.000510695,0.000124646,7.0195e-05,0.000642205,0.000356758,0.000251955,0.000470755,0.000233832,0.000210705,0.000168137,0.000235179,0.000416973,0.083894609,0.496718146,0.122038667,0.447590307,0.344849092,1.398730913,0.071630136,2.479953695,4-hydroxythreonine-4-phosphate dehydrogenase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06489 PE=3 SV=1,-1.0095006429259403,-1.159749301188,0.4841184444040809,1.3103131832663693,BL107_06489,locus_tag:Description
Q05YT5,,2,2,2.4416e-05,2.274e-06,3.751e-06,0.000179435,0.000243973,0.000161342,0.001252336,0.001467909,0.000430954,2.3111e-05,1.495e-06,1.4036e-05,0.00027948,0.000121263,7.04e-07,0.001100845,0.000823056,0.000394695,1.0147e-05,0.000194917,0.001050399,1.288e-05,0.000133816,0.000772865,0.001047215,19.20988024,0.015079359,#############,0.104775788,10.3890504,0.010431083,60.00295652,DNA topoisomerase 1 OS=Synechococcus sp. BL107 OX=313625 GN=topA PE=3 SV=1,4.263776619736889,,3.376991887164151,5.9069616831361405,BL107_09756,tier1:Description
Q064F4,,2,2,3.6132e-05,6.9949e-05,0.000112781,2.8637e-05,0.000332356,1.9138e-05,0.000171665,0.002893845,8.6942e-05,2.7735e-05,1.7224e-05,4.6926e-05,3.2256e-05,1.3161e-05,3.3796e-05,9.7733e-05,0.000104643,7.7084e-05,7.2954e-05,0.00012671,0.001050818,3.0628e-05,2.6404e-05,9.3153e-05,0.318170324,1.736850466,0.174359239,14.40382961,0.359527785,0.862092891,0.003240805,3.041399886,Phosphoglucomutase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17240 PE=3 SV=1,0.7964735506823353,3.8483805332784033,-0.2140847659850834,1.6047355156850218,BL107_17240,locus_tag:Description
Q061K4,,2,2,0.000239202,0.000118582,0.000180137,0.000167105,0.000207974,6.2038e-05,0.003831409,0.001100635,0.001447064,7.1543e-05,6.0832e-05,0.000118162,0.000194403,5.7908e-05,0.000130596,0.000776684,0.000275189,0.001242854,0.000179307,0.000145706,0.002126369,8.3512e-05,0.000127636,0.000764909,0.28941833,0.812603352,0.043031199,11.85881392,0.182308946,1.528348176,0.035837824,9.159254504,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07694 PE=4 SV=1,-0.2993767791692069,3.5678878183207594,0.6119732440070998,3.1952301783275834,BL107_07694,locus_tag:Description
Q060D2,,2,2,4.0745e-05,3.3977e-05,0.000103968,6.3375e-05,0.000123506,6.4333e-05,0.000443364,0.000973856,0.000130496,1.7897e-05,4.5653e-05,0.000103052,9.0704e-05,4.2804e-05,9.7464e-05,0.000436435,0.000177165,0.0001142,5.9563e-05,8.3738e-05,0.000515905,5.5534e-05,7.699e-05,0.0002426,0.231860163,1.405861698,0.069282512,8.661451015,0.259678569,1.386369426,0.069914643,4.368517882,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11151 PE=4 SV=1,0.4914546759015487,3.114608733588054,0.4713117437967052,2.1271438959795703,BL107_11151,locus_tag:Description
Q05YI2,,2,2,0.000316201,0.000260048,0.000204072,0.000505897,0.00028841,0.000212276,0.003148424,0.001764838,0.001486906,0.0002782,0.000379505,0.00017736,0.000661199,0.000270397,0.000309512,0.002058016,0.000507557,0.000978051,0.000260107,0.000335528,0.00213339,0.000278355,0.000413703,0.001181208,0.233083491,1.289958968,0.010996111,8.201959984,0.189996571,1.486241296,0.061375829,4.243532594,Inorganic pyrophosphatase OS=Synechococcus sp. BL107 OX=313625 GN=ppa PE=3 SV=1,0.3673251760327201,3.0359687050129,0.5716683610192703,2.085265758643392,,ambiguous
Q060U4,,2,2,0.000387363,0.000336993,0.00062066,0.000852821,0.000388367,0.00057012,0.001238144,0.003069076,0.004377075,0.000446112,0.000322471,0.000414243,0.00042306,0.000470329,0.000485788,0.001328947,0.001261311,0.002029079,0.000448339,0.00060377,0.002894765,0.000394275,0.000459726,0.001539779,0.194396174,1.346681073,0.027753592,6.456644398,0.095326824,1.166002359,0.004958963,3.905339368,DNA-directed RNA polymerase subunit alpha OS=Synechococcus sp. BL107 OX=313625 GN=rpoA PE=3 SV=1,0.4294082257963747,2.69078457232776,0.2215707073327135,1.9654479218005652,BL107_08494,multi:Description
Q05YR2,,2,2,8.1116e-05,8.5972e-05,5.0043e-05,6.5685e-05,6.2189e-05,2.9742e-05,0.000174992,0.000594358,0.000106387,4.3471e-05,3.7067e-05,5.5929e-05,8.1691e-05,2.848e-05,1.7609e-05,0.000483841,8.5396e-05,0.000106564,7.2377e-05,5.2539e-05,0.000291912,4.5489e-05,4.2594e-05,0.000225267,0.14203307,0.725901174,0.112234436,4.033213783,0.44740555,0.936350736,0.118762369,4.952126267,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=ispD PE=3 SV=1,-0.462154945405981,2.0119298787166846,-0.0948790626139992,2.3080481001847164,BL107_09871,tier1:Description
Q066A1,,2,2,9.628e-05,0.000172181,0.000164437,0.000108423,0.000223822,0.000173655,0.00090445,0.000362258,0.000289363,9.0207e-05,0.000170149,0.000101765,9.0379e-05,0.000281907,0.000123946,0.000304007,0.000143203,0.000101844,0.0001443,0.000168633,0.00051869,0.000120707,0.00016541,0.000183018,0.293268637,1.168633032,0.064012271,3.594538129,0.261984558,1.370348106,0.200954092,1.516217789,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14250 PE=4 SV=1,0.2248219734723362,1.845806407157157,0.4545424238477317,0.6004769966113571,BL107_14250,locus_tag:Description
Q067W6,,2,2,8.9647e-05,0.000108666,8.7547e-05,3.8753e-05,6.705e-05,3.8073e-05,0.00039563,0.000285063,0.000300304,8.9408e-05,5.4428e-05,3.5107e-05,6.273e-05,4.0174e-05,3.4428e-05,0.000155655,3.7977e-05,0.000155467,9.5286e-05,4.7959e-05,0.000326999,5.9648e-05,4.5777e-05,0.000116366,0.00771111,0.503311805,0.001384871,3.431751503,0.242952846,0.76745962,0.125493178,1.950892307,Transcription termination/antitermination protein NusA OS=Synechococcus sp. BL107 OX=313625 GN=nusA PE=3 SV=1,-0.9904756587548564,1.7789450894431833,-0.381837250017964,0.964134140609538,BL107_16095,tier1:Description
Q066V2,,2,2,4.3397e-05,5.1069e-05,2.3302e-05,4.4009e-05,4.9917e-05,3.6863e-05,0.000123072,0.00019152,4.3516e-05,1.7596e-05,3.5395e-05,2.2636e-05,3.4794e-05,2.5643e-05,1.3428e-05,5.4282e-05,2.5143e-05,8.757e-05,3.9256e-05,4.3596e-05,0.00011937,2.5209e-05,2.4622e-05,5.5665e-05,0.329131258,1.110551603,0.069864956,3.040771238,0.473005581,0.976713381,0.090235169,2.208146951,Putative modulator of DNA gyrase TldD OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13245 PE=4 SV=1,0.151276430852051,1.6044372842354937,-0.0339928330784075,1.1428361858952356,BL107_13245,locus_tag:Description
Q061E6,,2,2,5.6746e-05,0.000122731,3.1907e-05,7.1009e-05,0.000193927,4.3101e-05,0.000260598,0.000249701,9.9161e-05,5.0983e-05,3.2757e-05,7.7105e-05,5.4284e-05,8.9109e-05,2.9016e-05,0.000239665,8.4684e-05,9.6842e-05,7.0461e-05,0.000102679,0.000203153,5.3615e-05,5.747e-05,0.000140397,0.290345772,1.457241173,0.043351124,2.883189853,0.433689788,1.071903268,0.083290178,2.618627012,Thymidylate synthase complementing protein ThyX OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07984 PE=4 SV=1,0.5432396627816962,1.527665838901319,0.1001747182271761,1.3888105819263137,BL107_07984,locus_tag:Description
Q066N2,,2,2,6.211e-06,1.0033e-05,5.593e-06,1.015e-06,4.0374e-05,4.5248e-05,1.3123e-05,2.6279e-05,2.3089e-05,7.723e-06,6.545e-06,2.0874e-05,1.0287e-05,2.876e-06,2.4402e-05,1.332e-05,1.5822e-05,1.2098e-05,7.279e-06,2.8879e-05,2.083e-05,1.1714e-05,1.2522e-05,1.3747e-05,0.099788776,3.967434684,0.016021114,2.861714052,0.461286872,1.068959638,0.34449447,1.173535264,GTP-binding protein TypA OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13595 PE=4 SV=1,1.9882064721228516,1.5168795223889864,0.0962073805078348,0.2308611945952378,BL107_13595,locus_tag:Description
Q063R3,,2,2,9.0751e-05,0.000128543,0.000827708,3.9568e-05,0.000250452,0.000101033,0.00195427,0.000507166,0.000498782,8.4361e-05,0.000201415,0.000278928,0.000201194,0.000115045,0.00055444,0.000703535,0.000217539,0.000571011,0.000349001,0.000130351,0.000986739,0.000188234,0.000290226,0.000497362,0.213578337,0.373496903,0.151458112,2.827325056,0.261432718,1.541835837,0.059019166,2.642247035,Putative glutathione S-transferase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_04899 PE=4 SV=1,-1.4208318145102417,1.4994377585565424,0.6246491661907796,1.4017653566333417,BL107_04899,locus_tag:Description
Q065T1,,2,2,0.000197927,0.000488057,0.000593768,0.00058252,0.000929043,0.000497984,0.001453427,0.001150927,0.000969296,0.000252672,0.000304082,0.000202979,0.000307879,0.000395895,0.000583448,0.001073111,0.000507127,0.000670323,0.000426584,0.000669849,0.001191217,0.000253244,0.000429074,0.000750187,0.120850349,1.570262213,0.007127421,2.792454461,0.055700078,1.694310411,0.021815772,2.962308632,YjgF-like protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14600 PE=4 SV=1,0.6510054902048029,1.4815337536091564,0.7606982119693958,1.5667219575274898,BL107_14600,locus_tag:Description
Q060P9,,2,2,0.000313512,0.000336926,0.000753471,0.000222981,0.000535647,0.000373778,0.001438654,0.000966768,0.001505166,0.000216841,0.000140535,0.000260487,0.000332046,0.000375864,0.000946675,0.000992373,0.000335866,0.001172439,0.00046797,0.000377468,0.001303529,0.000205954,0.000551528,0.000833559,0.310379631,0.806609074,0.009809554,2.785500255,0.080389222,2.67791592,0.035388717,4.047303548,Ribulose-bisphosphate carboxylase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10566 PE=4 SV=1,-0.3100584593628062,1.477936448066728,1.4211106642830944,2.016961055276568,BL107_10566,locus_tag:Description
Q067S4,,2,2,6.9934e-05,0.00010275,0.000295878,4.8263e-05,6.577e-05,5.8225e-05,0.000572401,0.000147765,0.000543115,4.7493e-05,6.9433e-05,0.000137162,5.7492e-05,8.5292e-05,4.352e-05,0.000249461,4.8119e-05,0.000333665,0.000156187,5.742e-05,0.000421094,8.4696e-05,6.2101e-05,0.000210415,0.117376394,0.367633276,0.080261265,2.696081676,0.244230091,0.733225048,0.115117805,2.484359828,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15720 PE=3 SV=1,-1.4436607380877975,1.4308642026678786,-0.4476720236738597,1.3128741447642056,BL107_15720,locus_tag:Description
Q065G9,,2,2,2.7738e-05,5.876e-06,4.9874e-05,2.2211e-05,3.973e-05,1.6314e-05,0.000128377,6.3323e-05,2.8596e-05,9.431e-06,9.555e-06,1.5791e-05,2.5892e-05,7.205e-06,2.0092e-05,6.1878e-05,2.9076e-05,2.758e-05,2.7829e-05,2.6085e-05,7.3432e-05,1.1593e-05,1.773e-05,3.9511e-05,0.455075371,0.937316588,0.112931918,2.638649895,0.178778317,1.529406012,0.03515223,3.408318369,Possible nucleotide sugar epimerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15160 PE=4 SV=1,-0.0933916800928779,1.3997999417006917,0.6129714503496155,1.7690601031473474,BL107_15160,locus_tag:Description
Q060I9,,2,2,7.5903e-05,0.00012184,4.7293e-05,3.96e-07,3.3139e-05,1.87e-06,0.000365832,0.000185012,9.4348e-05,4.5983e-05,0.000403916,1.668e-06,6.879e-06,1.59e-07,3.6487e-05,0.000349185,1.3195e-05,4.2717e-05,8.1679e-05,1.1802e-05,0.000215064,0.000150523,1.4508e-05,0.000135032,0.022326889,0.144489266,0.091031534,2.633050189,0.173641269,0.096385231,0.465194959,0.897091442,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10866 PE=4 SV=1,-2.790965774921077,1.3967350210920342,-3.375044088915045,-0.1566730459790121,BL107_10866,locus_tag:Description
Q062J4,,2,2,0.000334435,0.000704804,0.000916515,0.00058097,0.000564132,0.001083882,0.000870063,0.002637674,0.001580509,0.000405069,0.001027859,0.001078837,0.000363662,0.001147105,0.000787431,0.000520054,0.000402184,0.0006548,0.000651918,0.000742995,0.001696082,0.000837255,0.000766066,0.000525679,0.362266827,1.139705394,0.062894366,2.601678834,0.415703486,0.914973448,0.122250065,0.627860577,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06494 PE=4 SV=1,0.1886609458429021,1.379442878584045,-0.1281982170584807,-0.6714838657102576,BL107_06494,locus_tag:Description
Q062K4,,2,2,7.6044e-05,1.2195e-05,3.6915e-05,1.2923e-05,4.0188e-05,1.8887e-05,7.3227e-05,8.9902e-05,0.00012226,6.23e-05,1.6202e-05,1.1333e-05,3.9447e-05,1.6518e-05,1.1966e-05,0.000124555,6.2369e-05,0.000212797,4.1718e-05,2.3999e-05,9.513e-05,2.9945e-05,2.2644e-05,0.000133241,0.216490419,0.575274891,0.042771276,2.280298353,0.355362571,0.75616315,0.045391059,4.449468354,Soluble hydrogenase small subunit OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06444 PE=3 SV=1,-0.7976765925433921,1.1892225981766555,-0.4032305505180946,2.1536329655467497,BL107_06444,locus_tag:Description
Q05ZK1,,2,2,1.6524e-05,1.1286e-05,9.5404e-05,1.6109e-05,3.7067e-05,3.1656e-05,0.00017929,7.1222e-05,2.5565e-05,2.977e-06,3.885e-06,5.669e-05,1.4313e-05,2.0658e-05,5.3338e-05,0.000112867,4.6924e-05,4.6572e-05,4.1071e-05,2.8277e-05,9.2026e-05,2.1184e-05,2.9436e-05,6.8788e-05,0.335308552,0.688492893,0.195731288,2.240636454,0.360204866,1.389538206,0.083931122,3.247156973,Acid phosphatase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12056 PE=3 SV=1,-0.5384863327371086,1.16390858880445,0.4746055026557514,1.6991771286014377,BL107_12056,locus_tag:Description
Q063L2,,2,2,3.386e-05,0.000122225,0.000110197,2.2647e-05,0.000107565,2.2095e-05,7.6893e-05,0.000330049,0.000174262,3.3302e-05,4.082e-05,1.068e-05,1.8055e-05,1.7121e-05,6.352e-05,2.1949e-05,2.5543e-05,0.000113806,8.8761e-05,5.0769e-05,0.000193735,2.8267e-05,3.2898e-05,5.3766e-05,0.196112563,0.571977105,0.126685462,2.182661358,0.403742135,1.163827689,0.230989231,1.902037536,NAD(P)H-quinone oxidoreductase subunit M OS=Synechococcus sp. BL107 OX=313625 GN=ndhM PE=3 SV=1,-0.8059706946739458,1.1260883121738114,0.2188774752333138,0.9275457175269236,BL107_05154,multi:Description
Q065B6,,2,2,1.1986e-05,4.0645e-05,0.000123617,1.3648e-05,2.5144e-05,1.5016e-05,0.000112356,0.000168458,9.8094e-05,1.114e-05,4.3407e-05,5.0434e-05,1.86e-05,6.263e-06,1.4569e-05,0.000113693,4.7569e-05,3.7049e-05,5.8749e-05,1.7936e-05,0.000126303,3.4994e-05,1.3144e-05,6.6104e-05,0.146063359,0.305293698,0.082311134,2.149852086,0.079359094,0.375603832,0.155656339,1.889000027,2-isopropylmalate synthase OS=Synechococcus sp. BL107 OX=313625 GN=leuA PE=3 SV=1,-1.7117302857487815,1.1042374030077131,-1.4127163131012246,0.9176227223471222,BL107_15425,multi:Description
Q067Q9,,2,2,3.0501e-05,7.5469e-05,0.000123885,1.7296e-05,8.9654e-05,6.5671e-05,0.000189381,0.000186061,9.2828e-05,2.6779e-05,1.1565e-05,4.532e-05,6.1502e-05,4.4117e-05,2.547e-05,0.000169127,0.000100336,4.883e-05,7.6618e-05,5.754e-05,0.00015609,2.7888e-05,4.3696e-05,0.000106098,0.30410439,0.750999016,0.064260237,2.037237223,0.164962114,1.566851546,0.048376777,3.804405976,3-phosphoshikimate 1-carboxyvinyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=aroA PE=3 SV=1,-0.4131170774445534,1.0266139825222969,0.6478684957036577,1.927671207373609,BL107_12210,tier1:Description
Q060W6,,2,2,1.473e-05,2.9039e-05,1.2982e-05,1.3716e-05,1.5265e-05,2.2287e-05,1.2058e-05,7.7069e-05,2.3707e-05,6.897e-06,1.9489e-05,2.7962e-05,1.2273e-05,3.538e-05,2.545e-05,6.2637e-05,8.891e-06,2.0685e-05,1.8917e-05,1.709e-05,3.7611e-05,1.8116e-05,2.4368e-05,3.0738e-05,0.382856666,0.903401259,0.208247213,1.988248499,0.264227621,1.345116007,0.254406497,1.696732117,Possible porin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08384 PE=3 SV=1,-0.1465611705387755,0.9914980817845834,0.4277306006677426,0.7627588076722185,BL107_08384,locus_tag:Description
Q062T2,,2,2,7.2209e-05,6.7722e-05,2.2011e-05,3.7388e-05,2.8329e-05,2.7212e-05,0.000240652,5.6664e-05,1.9703e-05,9.8262e-05,3.2381e-05,4.7566e-05,7.4557e-05,3.0828e-05,5.126e-06,0.000260627,8.4398e-05,2.3661e-05,5.3981e-05,3.0976e-05,0.000105673,5.9403e-05,3.6837e-05,0.000122895,0.116176821,0.573838789,0.251138063,1.957603123,0.235785945,0.620118927,0.219062771,2.068842899,Single-stranded DNA-binding protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06054 PE=3 SV=1,-0.801282603590564,0.9690883080895126,-0.6893831714207049,1.048824095928286,BL107_06054,locus_tag:Description
Q061C4,,2,2,0.000106681,6.4199e-05,6.6848e-05,7.9337e-05,3.9646e-05,2.2148e-05,0.000110823,7.3837e-05,0.000272158,0.000112264,8.727e-06,5.1828e-05,0.000161575,3.2629e-05,6.365e-06,0.00029465,8.1192e-05,0.000174313,7.9243e-05,4.7044e-05,0.000152273,5.7607e-05,6.6856e-05,0.000183385,0.106821972,0.593665472,0.153473758,1.921600497,0.439041447,1.160565523,0.070539199,3.183395527,Aspartate carbamoyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=pyrB PE=3 SV=1,-0.7522778874956778,0.9423084292928118,0.2148279763994512,1.6705664184852345,BL107_08094,tier1:Description
Q063T3,,2,2,8.171e-06,3.7757e-05,1.5842e-05,8.054e-06,3.302e-06,1.103e-06,4.0757e-05,1.3517e-05,5.7908e-05,8.185e-06,5.265e-06,9.598e-06,2.865e-06,2.912e-06,1.2559e-05,4.7294e-05,4.879e-06,3.8931e-05,2.059e-05,4.153e-06,3.7394e-05,7.683e-06,6.112e-06,3.0368e-05,0.072569467,0.201705014,0.171999011,1.816151428,0.336990853,0.795552067,0.078371801,3.952722348,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15765 PE=4 SV=1,-2.309681147857526,0.8608844974067902,-0.329971740265003,1.982846619151524,BL107_15765,locus_tag:Description
Q067B9,,2,2,6.6151e-05,8.3092e-05,2.5711e-05,1.8877e-05,4.1895e-05,4.65e-06,7.0575e-05,0.000186495,1.4572e-05,2.8934e-05,4.54e-06,9.616e-06,5.3797e-05,3.312e-06,1.0806e-05,1.5013e-05,5.1692e-05,2.1639e-05,5.8318e-05,2.1807e-05,9.0547e-05,1.4363e-05,2.2639e-05,2.9448e-05,0.072379535,0.373938672,0.289382841,1.552642738,0.329551021,1.576147302,0.163393526,2.050240082,Leucine--tRNA ligase OS=Synechococcus sp. BL107 OX=313625 GN=leuS PE=3 SV=1,-1.419126415299792,0.6347259047992303,0.6564023710469815,1.0357928584284932,BL107_12910,tier1:Description
Q064S9,,2,2,0.00064065,0.000697504,0.000793713,0.00091483,0.001187273,0.00049331,0.000821361,0.001084167,0.001165751,0.000498152,0.000893555,0.000515462,0.00081309,0.000522565,0.000450675,0.000777343,0.000590617,0.000768942,0.000710622,0.000865138,0.00102376,0.000635723,0.000595444,0.000712301,0.248192455,1.21743712,0.025198849,1.440652479,0.412198746,0.936640168,0.309941182,1.1204576,Probable 30S ribosomal protein PSRP-3 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16615 PE=3 SV=1,0.2838472597763113,0.5267223637642354,-0.0944331852597561,0.1640880558745337,BL107_16615,locus_tag:Description
Q066E1,,2,2,0.000891181,0.000895268,0.001011014,0.001016116,0.001202071,0.000655862,0.001134061,0.001120755,0.0015433,0.00069098,0.000949275,0.000798326,0.001139238,0.000603293,0.000491252,0.000881997,0.000922955,0.00078441,0.000932488,0.000958017,0.001266038,0.00081286,0.000744594,0.000863121,0.44229265,1.027377066,0.040832793,1.35769947,0.382597488,0.916017748,0.29400043,1.061831369,Superoxide dismutase [Cu-Zn] OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14050 PE=3 SV=1,0.0389657740696911,0.4411641709498612,-0.1265525438320274,0.0865546678139203,BL107_14050,locus_tag:Description
Q05YJ0,,2,2,0.000902109,0.000756439,0.000510028,0.000584971,0.000427161,0.000601413,0.000278847,0.002058325,0.000537917,0.001025952,0.000279224,0.000736186,0.00067962,0.000437971,0.000214033,0.000290307,0.000919877,0.00046422,0.000722858,0.000537848,0.000958363,0.000680454,0.000443874,0.000558135,0.109737837,0.744057787,0.349528005,1.325796397,0.203499997,0.652321034,0.346043301,0.820238837,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10257 PE=4 SV=1,-0.4265134227733694,0.4068592372967271,-0.6163459461174299,-0.2858840402970713,BL107_10257,locus_tag:Description
Q063N0,,2,2,3.1228e-05,0.000115945,0.000111741,4.9881e-05,0.000297142,7.0307e-05,9.0336e-05,9.0645e-05,0.00014678,1.3337e-05,5.1e-06,1.1859e-05,4.7888e-05,2.1505e-05,9.4825e-05,5.2509e-05,5.4238e-05,4.0188e-05,8.6304e-05,0.00013911,0.000109254,1.0098e-05,5.4739e-05,4.8978e-05,0.281611016,1.611856458,0.264568984,1.265911895,0.053760996,5.420565701,0.0007939,4.850101544,"Two component transcriptional regulator, winged helix family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05064 PE=4 SV=1",0.6887232720592761,0.3401769994979035,2.438443421955376,2.278014952555777,BL107_05064,locus_tag:Description
Q063G2,,2,2,0.000166945,0.000102643,3.9868e-05,0.000109001,9.1123e-05,1.1156e-05,0.000215711,5.9949e-05,0.000113759,0.000202853,7.4027e-05,8.9766e-05,0.000166687,3.5472e-05,2.5113e-05,0.000111674,8.6827e-05,5.6764e-05,0.000103152,7.0427e-05,0.000129806,0.000122215,7.5757e-05,8.5088e-05,0.26412372,0.682746859,0.336360452,1.258398798,0.244396404,0.619868618,0.221073987,0.696215248,Imidazoleglycerol-phosphate dehydratase OS=Synechococcus sp. BL107 OX=313625 GN=hisB PE=3 SV=1,-0.5505773230488287,0.331589197830424,-0.6899656281709378,-0.5223946836222517,BL107_05404,tier1:Description
Q067G8,,2,2,0.000122556,0.000340352,0.000572038,5.659e-05,0.00014827,0.000322221,0.000426753,0.000197195,0.000640682,0.000101592,3.0868e-05,0.000219035,3.8516e-05,0.000261379,0.000198002,0.001232827,0.000496365,0.000229572,0.000344982,0.000175694,0.000421543,0.000117165,0.000165965,0.000652921,0.163001987,0.50928353,0.348051605,1.221928727,0.300500587,1.41650565,0.076906939,5.572653128,Protein Thf1 OS=Synechococcus sp. BL107 OX=313625 GN=thf1 PE=3 SV=1,-0.9734590330054054,0.2891601376915038,0.5023363561888139,2.4783643550868155,,unresolved
Q05ZJ3,,2,2,5.1328e-05,2.2855e-05,4.4908e-05,4.1701e-05,2.7922e-05,4.045e-05,3.8309e-05,7.21e-05,2.3279e-05,0.000108423,3.9102e-05,5.1727e-05,4.865e-05,4.773e-05,1.8052e-05,2.5668e-05,3.5186e-05,1.4395e-05,3.9697e-05,3.6691e-05,4.4563e-05,6.6418e-05,3.8144e-05,2.5083e-05,0.385836839,0.924281414,0.393343902,1.122565916,0.148227443,0.574309022,0.06770265,0.377656093,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_12096 PE=4 SV=1,-0.1135959220665827,0.1668001611305802,-0.8001008692379065,-1.4048550317692905,BL107_12096,locus_tag:Description
