Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q067V1,,8,8,0.022928751,0.023387447,0.014889903,0.015984406,0.017066614,0.018850313,0.032886794,0.024856514,0.020963805,0.017618628,0.017220551,0.013583029,0.019940461,0.018793945,0.011181844,0.026628635,0.021392327,0.022142839,0.020402034,0.017300444,0.026235705,0.016140736,0.01663875,0.023387934,0.171283259,0.84797645,0.130710486,1.285935741,0.438780755,1.030854488,0.012603139,1.44900042,Thioredoxin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15460 PE=3 SV=1,-0.2379038960658594,0.3628185521084067,0.0438407010313708,0.5350580130672573,BL107_15460,locus_tag:Description
Q064A1,,8,8,0.011850641,0.009142071,0.009255459,0.01136897,0.006184542,0.005694,0.008041958,0.006032843,0.012328741,0.006888606,0.00561627,0.004847183,0.008882662,0.006701149,0.004849006,0.011211597,0.006874266,0.010753645,0.010082724,0.007749171,0.008801181,0.00578402,0.006810939,0.00961317,0.156098622,0.768559272,0.283485211,0.872897156,0.238282237,1.177544238,0.03150672,1.662022313,Histone-like DNA-binding protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16210 PE=3 SV=1,-0.3797715687084414,-0.1961164081219992,0.2357812600455931,0.732939750723397,BL107_16210,locus_tag:Description
Q066X0,,8,8,0.00926106,0.01232755,0.010049323,0.010343841,0.015767869,0.022971859,0.006824487,0.012612881,0.006972616,0.00785942,0.014873694,0.023218493,0.008390742,0.024691261,0.013022005,0.007914313,0.010083481,0.005798775,0.010545978,0.01636119,0.008803328,0.015317202,0.015368003,0.00793219,0.098968112,1.551415167,0.228178956,0.834756923,0.497102515,1.003316556,0.092152501,0.517861526,Thioredoxin peroxidase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13155 PE=4 SV=1,0.6335848109533233,-0.260571941655753,0.0047768619003946,-0.9493617160108824,BL107_13155,locus_tag:Description
Q064T4,,8,8,0.000921262,0.000440188,0.003359429,7.0307e-05,0.000261231,0.000198296,0.000357385,0.000550254,0.000484218,0.000658993,0.000597574,0.001149049,0.000134952,0.000144513,0.000760642,0.00047288,0.000304974,0.000399399,0.001573626,0.000176611,0.000463952,0.000801872,0.000346703,0.000392417,0.09884893,0.112232147,0.143786124,0.294829987,0.083998888,0.432366771,0.043314963,0.489376755,60 kDa chaperonin OS=Synechococcus sp. BL107 OX=313625 GN=groL PE=3 SV=1,-3.155442124157208,-1.7620448272520923,-1.2096724440525977,-1.030982518690056,BL107_09846,tier1:Description
Q060E3,,7,7,0.000641486,0.000476122,0.000643475,0.00108025,0.001191159,0.001509945,0.002650926,0.003715213,0.001492291,0.000914505,0.000461405,0.001172172,0.001653337,0.001537184,0.0009891,0.002972047,0.002271412,0.001239713,0.000587028,0.001260452,0.002619477,0.000849361,0.001393207,0.002161058,0.004316019,2.147175553,0.017181287,4.462271338,0.067871789,1.640300714,0.036786089,2.544334842,Dihydrolipoyl dehydrogenase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11096 PE=3 SV=1,1.1024401507162858,2.157778242422269,0.7139603263229863,1.347288546056405,BL107_11096,locus_tag:Description
Q064Q2,,7,7,0.005429776,0.006621348,0.004734785,0.00402763,0.006723433,0.002359106,0.01119919,0.012596056,0.010885837,0.006751627,0.005348851,0.0022,0.004280429,0.002116401,0.003413693,0.008399413,0.009277302,0.01192515,0.005595303,0.004370056,0.011560361,0.006050239,0.003270175,0.009867288,0.213258054,0.781022268,0.000716874,2.06608306,0.03178455,0.540503347,0.039968661,1.63089225,"Allophycocyanin, beta subunit OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16750 PE=3 SV=1",-0.3565644127490587,1.046898254126194,-0.8876245431895066,0.7056614690358789,BL107_16750,locus_tag:Description
Q05Z30,,7,7,0.001005362,0.000577566,0.000679335,0.000758757,0.000704699,0.000485435,0.000634521,0.003045438,0.000756631,0.001081822,0.000596224,0.000694593,0.00136679,0.000535493,0.000249281,0.001430756,0.000754139,0.000527096,0.000754088,0.00064963,0.001478863,0.00079088,0.000717188,0.000903997,0.267051826,0.861478118,0.206658113,1.961128618,0.425218723,0.906822932,0.366524771,1.143026851,Delta-aminolevulinic acid dehydratase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09281 PE=3 SV=1,-0.2151139431891025,0.9716841558594332,-0.1411072200588215,0.192859294496872,BL107_09281,locus_tag:Description
Q060X4,,7,7,0.002132988,0.002637455,0.001500699,0.002079234,0.002272271,0.003234775,0.003807,0.004212907,0.002733807,0.002629883,0.002577159,0.005538397,0.003688916,0.004086761,0.001409876,0.005264416,0.004933269,0.002569413,0.002090381,0.00252876,0.003584572,0.003581813,0.003061851,0.004255699,0.208874019,1.209712786,0.026622839,1.714793788,0.353285731,0.854832847,0.315152769,1.188141071,Thioredoxin-disulfide reductase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08344 PE=4 SV=1,0.2746645587401978,0.7780350959800104,-0.2262857501868433,0.2487061411464801,BL107_08344,locus_tag:Description
Q066N9,,7,7,0.003069121,0.003679158,0.00234704,0.002844145,0.003439021,0.002948268,0.005982581,0.004360639,0.0041536,0.003455224,0.003519342,0.001952057,0.003425397,0.003275047,0.00376762,0.005075143,0.00332953,0.004574357,0.003031773,0.003077145,0.004832273,0.002975541,0.003489355,0.004326343,0.460197262,1.014965342,0.030284898,1.593877055,0.194581471,1.172678954,0.068771644,1.45396846,Ribulose-phosphate 3-epimerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13560 PE=3 SV=1,0.0214304645745818,0.6725403501674699,0.2298080987305548,0.539995974143948,BL107_13560,locus_tag:Description
Q066P2,,7,7,0.000194325,0.000262676,0.000594754,3.8809e-05,0.000191066,0.000142153,0.000780438,0.000174891,0.000389586,0.000183269,0.000128,0.000389209,6.7011e-05,0.00012434,0.000386636,0.000320056,0.000340264,0.000271806,0.000350585,0.00012401,0.000448305,0.000233493,0.000192663,0.000310708,0.080066841,0.353721537,0.337304536,1.27873401,0.38149962,0.825132826,0.199919913,1.330698837,Glucose-1-phosphate adenylyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=glgC PE=3 SV=1,-1.4993140319775708,0.3547161998236361,-0.2773017185749283,0.4121840982751663,BL107_13545,tier1:Description
Q064Q3,,7,7,0.007529374,0.01870236,0.033845951,0.009103184,0.024029098,0.001671063,0.014121972,0.024841979,0.033524575,0.006867012,0.006284211,0.004303458,0.00652068,0.00136394,0.01675016,0.008261202,0.002771773,0.033093608,0.020025895,0.011601115,0.024162842,0.005818227,0.008211593,0.014708861,0.224899236,0.579305691,0.342350266,1.206579875,0.314710475,1.411356655,0.19799047,2.528065888,Allophycocyanin alpha chain OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16745 PE=3 SV=1,-0.7876032570187635,0.2709234244239898,0.4970826083325572,1.3380340644058923,BL107_16745,locus_tag:Description
Q05ZG2,,7,7,0.000251851,0.000187299,0.000563286,0.000337615,0.000261703,0.000257924,0.000358578,0.000394673,0.00017653,0.00018572,0.000172247,0.000298011,0.000284835,0.000194287,0.00013642,0.000506025,0.000334242,0.000183657,0.000334145,0.000285747,0.000309927,0.000218659,0.00020518,0.000341308,0.352456964,0.855159757,0.432821594,0.927523124,0.414931266,0.938356811,0.146320345,1.560912453,50S ribosomal protein L2 OS=Synechococcus sp. BL107 OX=313625 GN=rplB PE=3 SV=1,-0.2257341320798882,-0.1085448449983812,-0.0917914817660517,0.6423896230527352,BL107_08621,tier1:Description
Q05ZX4,,7,7,0.002535948,0.000583122,0.003574139,9.9981e-05,0.000296203,0.000465359,0.002449959,0.001669413,0.000647131,0.001494059,0.000877007,0.002793494,0.000210635,0.000420192,0.000434924,0.001315699,0.000597167,0.000327267,0.00223107,0.000287181,0.001588834,0.00172152,0.00035525,0.000746711,0.04626623,0.12871885,0.281624849,0.712139977,0.037204932,0.206358457,0.100398096,0.433750985,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11441 PE=4 SV=1,-2.9577047529823863,-0.4897672521850931,-2.2767755306788398,-1.205061060993578,BL107_11441,locus_tag:Description
Q066A2,,6,6,0.001879614,0.002695153,0.002461461,0.002447772,0.002236254,0.002053438,0.008486398,0.002739105,0.004530903,0.001368663,0.001371307,0.001411058,0.002254785,0.001581549,0.001299634,0.004391377,0.005131277,0.004153568,0.002345409,0.002245821,0.005252135,0.001383676,0.001711989,0.004558741,0.36447437,0.957539092,0.082678046,2.23932552,0.155760882,1.237275821,0.000210433,3.294658045,Putative redox protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14245 PE=4 SV=1,-0.0625967079194405,1.1630642610866295,0.3071671504610805,1.720128734616114,BL107_14245,locus_tag:Description
Q065I8,,6,6,0.000925912,0.002282416,0.000398759,0.001280484,0.002455675,0.003231354,0.001865937,0.002992723,0.000945089,0.000975195,0.000605221,0.00374539,0.001282273,0.002697333,0.000283677,0.001012697,0.005149681,0.000831315,0.001202362,0.002322504,0.001934583,0.001775269,0.001421094,0.002331231,0.116476545,1.931617424,0.210056771,1.608984849,0.39243269,0.800495144,0.381585299,1.313170664,Fructose-bisphosphate aldolase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15065 PE=3 SV=1,0.9498093823967702,0.6861507409926966,-0.3210354438614675,0.3930544258318932,BL107_15065,locus_tag:Description
Q05ZT2,,6,6,0.001646142,0.003287141,0.003678242,0.000700934,0.005229435,0.001257432,0.002006215,0.003282149,0.007747928,0.001448625,0.004158238,0.001354224,0.0007894,0.00116613,0.00092503,0.000941097,0.0012415,0.002098178,0.002870509,0.002395934,0.004345431,0.002320362,0.000960187,0.001426925,0.387775841,0.834672124,0.234821347,1.513819073,0.107880757,0.413808901,0.207306459,0.614958005,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11651 PE=4 SV=1,-0.2607185056527045,0.5981927891523475,-1.272963417088065,-0.7014402015848825,BL107_11651,locus_tag:Description
Q066M1,,6,6,0.00179977,0.002556619,0.001892155,0.00145196,0.00265136,0.001205138,0.003430949,0.003004678,0.002745285,0.001321007,0.001636581,0.001380179,0.001632435,0.001364568,0.00101046,0.003439952,0.002284789,0.002696863,0.002082848,0.001769486,0.003060304,0.001445923,0.001335821,0.002807201,0.284732434,0.84955128,0.017389845,1.469288356,0.309441319,0.923853939,0.008984076,1.941460258,Elongation factor Ts OS=Synechococcus sp. BL107 OX=313625 GN=tsf PE=3 SV=1,-0.2352270619347871,0.55511756059564,-0.1142633148228557,0.9571421753519042,BL107_13650,tier1:Description
Q064P4,,6,6,0.007469424,0.010752255,0.009403271,0.011501862,0.007631869,0.013749977,0.015241925,0.00971475,0.015483079,0.0056463,0.013242901,0.012190671,0.009811355,0.016657785,0.006798151,0.010997337,0.007595448,0.013672552,0.009208317,0.010961236,0.013479918,0.010359957,0.011089097,0.010755112,0.217741663,1.190362609,0.05652668,1.463885149,0.427890501,1.070380591,0.450059654,1.038142538,"Nitrogen regulatory protein P-II (GlnB, GlnK) OS=Synechococcus sp. BL107 OX=313625 GN=BL107_16790 PE=3 SV=1",0.2514011151460388,0.5498023695591976,0.0981238612247489,0.0540045407554103,BL107_16790,locus_tag:Description
Q066K4,,6,6,0.000741786,0.001509003,0.001450264,0.000413407,0.000872036,0.000748859,0.001632623,0.001157107,0.002135236,0.000923728,0.000850553,0.000850845,0.00044087,0.000662387,0.00167909,0.001547265,0.000738494,0.002026275,0.001233684,0.0006781,0.001641655,0.000875042,0.000927449,0.001437344,0.06010348,0.549654708,0.168821617,1.330693028,0.448753626,1.059891139,0.104840583,1.642600724,Phycobilisome core component-allophycocyanin beta-18 subunit OS=Synechococcus sp. BL107 OX=313625 GN=BL107_13735 PE=3 SV=1,-0.8634024898719892,0.4121778003559439,0.0839160937601657,0.7159818390772195,BL107_13735,locus_tag:Description
Q065U6,,6,6,0.003651996,0.002908003,0.001063753,0.002583084,0.00288145,0.001764882,0.004398935,0.001538213,0.002509057,0.003425358,0.001405749,0.00115265,0.003501314,0.001482436,0.000675106,0.003103255,0.00285735,0.002959671,0.002541251,0.002409805,0.002815401,0.001994586,0.001886285,0.002973426,0.441521202,0.948275408,0.410812509,1.107880338,0.463356989,0.945702857,0.123511006,1.490748415,Dihydroorotase OS=Synechococcus sp. BL107 OX=313625 GN=pyrC PE=3 SV=1,-0.0766219724179251,0.1478020645127058,-0.0805411397295468,0.5760368028544157,BL107_14525,tier1:Description
Q060B0,,5,5,0.000268636,0.000231735,0.00038311,0.000308327,0.000297937,0.000130335,0.001585447,0.000695817,0.000539354,0.000169057,0.000115955,8.7237e-05,0.000270198,0.000106794,0.000149899,0.001486194,0.000284279,0.001013246,0.000294493,0.000245533,0.000940206,0.000124083,0.00017563,0.000927906,0.270908363,0.833746477,0.06056731,3.192622205,0.198708433,1.415424633,0.041742781,7.478106344,5'-nucleotidase SurE OS=Synechococcus sp. BL107 OX=313625 GN=surE PE=3 SV=1,-0.2623193346925292,1.674741843474811,0.5012349322235918,2.902672987493292,BL107_11261,tier1:Description
Q061P8,,5,5,0.002763739,0.002629325,0.002931793,0.002402722,0.002261228,0.004316958,0.011997143,0.006611039,0.00414788,0.00337464,0.00523386,0.003019738,0.003900243,0.005270037,0.002618388,0.007171262,0.005725096,0.003827775,0.002774952,0.002993636,0.007585354,0.00387608,0.003929556,0.005574711,0.380017041,1.07880631,0.053369014,2.733507776,0.480510526,1.01379651,0.112810277,1.438234442,50S ribosomal protein L7/L12 OS=Synechococcus sp. BL107 OX=313625 GN=rplL PE=3 SV=1,0.1094358651168964,1.4507534795728656,0.01976810256305,0.5242988640543457,BL107_07474,tier1:Description
Q062X3,,5,5,0.000335357,0.000306806,0.000227471,0.000178172,0.000489727,9.8011e-05,0.000530521,0.000965013,0.000709481,0.000391067,0.000105951,0.000204056,0.000192762,0.000141548,0.000208459,0.000441264,0.000212493,0.000361169,0.000289878,0.000255303,0.000735005,0.000233692,0.000180923,0.000338309,0.396902374,0.88072578,0.013385544,2.535565622,0.286405632,0.774195267,0.19212841,1.447672718,Transketolase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05849 PE=3 SV=1,-0.1832351988024798,1.3423076127239608,-0.3692306070666198,0.5337354826096854,BL107_05849,locus_tag:Description
Q05Z37,,5,5,0.000423172,0.00070875,0.000412669,0.000409841,0.000707659,0.000216255,0.001365413,0.001236181,0.000839752,0.000251847,0.000200908,0.000232046,0.000354451,0.000289642,0.000243912,0.001503975,0.000512975,0.001367351,0.000514864,0.000444585,0.001147115,0.000228267,0.000296002,0.001128101,0.352458534,0.863500269,0.013538214,2.227997875,0.063837798,1.296734174,0.022089555,4.942019823,Putative glycerol kinase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09246 PE=3 SV=1,-0.2117314677007302,1.1557478566777544,0.3748827624285198,2.305100797491149,BL107_09246,locus_tag:Description
Q060U0,,5,5,2.39e-05,0.000122987,0.000355433,0.000152698,0.000138368,0.000232064,0.000341425,0.00020014,0.000566261,2.0019e-05,3.5627e-05,8.6064e-05,7.3001e-05,0.000235646,0.000205331,0.000145622,0.000264386,0.000323894,0.00016744,0.000174377,0.000369275,4.7237e-05,0.000171326,0.000244634,0.474642603,1.041426289,0.118133706,2.20541694,0.04110713,3.626982852,0.012214575,5.178902625,Adenylate kinase OS=Synechococcus sp. BL107 OX=313625 GN=adk PE=3 SV=1,0.0585607306339871,1.1410514269426764,1.858769924411296,2.3726464328170347,BL107_08514,multi:Description
Q063N2,,5,5,0.002940131,0.003872321,0.002232691,0.003995985,0.003316163,0.002099704,0.00560636,0.00847213,0.003086528,0.002173171,0.001101927,0.002260872,0.004424368,0.002128096,0.000797281,0.007646007,0.003953217,0.002454263,0.003015048,0.003137284,0.005721673,0.001845323,0.002449915,0.004684496,0.437582533,1.040542096,0.085724399,1.897705424,0.309432496,1.327634542,0.074063199,2.538577197,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05054 PE=4 SV=1,0.0573353316873265,0.9242560638462716,0.4088580706269367,1.344020132447158,BL107_05054,locus_tag:Description
Q064H3,,5,5,0.000606666,0.000823433,0.001167559,0.000551095,0.000970792,0.000632132,0.000505545,0.00146791,0.001292466,0.000401508,0.000353881,0.000326727,0.000323047,0.000414927,0.000395138,0.000407735,0.000437828,0.000484865,0.000865886,0.000718006,0.001088641,0.000360705,0.000377704,0.000443476,0.258013859,0.829215377,0.272929799,1.25725649,0.328331285,1.047127087,0.028725754,1.22946962,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17145 PE=4 SV=1,-0.2701812248028554,0.3302790006759131,0.0664365489143731,0.2980360866079745,BL107_17145,locus_tag:Description
Q05Z25,,5,5,0.000613342,0.001451487,0.001671943,1.4302e-05,0.000330328,5.193e-05,0.003509698,0.000340214,0.000770449,0.000511965,0.000978616,0.00022993,4.5124e-05,2.3815e-05,0.00029646,0.000166015,9.1652e-05,0.000282263,0.001245591,0.000132186,0.00154012,0.000573504,0.000121799,0.000179977,0.014983392,0.106123498,0.395891523,1.236457641,0.063601946,0.212377457,0.077768479,0.313819521,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09306 PE=4 SV=1,-3.236183959891484,0.3062128162211722,-2.235297456807068,-1.67199299760383,BL107_09306,locus_tag:Description
Q05ZF9,,5,5,0.002370812,0.001349397,0.001807076,0.001353832,0.001067432,0.001236752,0.00071267,0.001999703,0.001244336,0.001736932,0.000578209,0.002038642,0.001861373,0.001143089,0.00054148,0.001868759,0.002920493,0.001197319,0.001842428,0.001219339,0.001318903,0.001451261,0.001181981,0.001995524,0.056073098,0.661810698,0.166621397,0.715850226,0.334928284,0.814451087,0.2312519,1.375027643,50S ribosomal protein L3 OS=Synechococcus sp. BL107 OX=313625 GN=rplC PE=3 SV=1,-0.5955094822535261,-0.4822703241715664,-0.2961000366049288,0.4594606222868554,BL107_08636,tier1:Description
Q064C0,,4,4,0.000163231,0.00010352,0.000254129,0.000482306,0.000282457,0.000799692,0.002849232,0.003550676,0.001806452,0.000150835,7.8385e-05,0.000328931,0.000520551,0.000832568,0.00050012,0.002421022,0.001284409,0.001293009,0.000173627,0.000521485,0.002735453,0.000186051,0.000617746,0.001666147,0.045403503,3.003481314,0.003648834,15.75479151,0.014966732,3.320313265,0.009172864,8.955342765,DNA-directed RNA polymerase subunit beta OS=Synechococcus sp. BL107 OX=313625 GN=rpoB PE=3 SV=1,1.5866356882414785,3.97771875755895,1.7313193634219632,3.1627486523007944,BL107_16040,tier1:Description
Q05ZQ3,,4,4,0.00019152,0.000235579,0.000360248,0.000130582,0.000420048,0.00025096,0.000619498,0.004411006,0.000548133,0.00034835,0.000240129,0.000304117,0.00031321,0.000254043,0.00012386,0.001061862,0.000612545,0.000353522,0.000262449,0.000267197,0.001859545,0.000297532,0.000230371,0.000675976,0.481838816,1.018090429,0.139594226,7.085361991,0.177096559,0.774273377,0.072427067,2.271946066,ATPase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11796 PE=3 SV=1,0.0258657104074643,2.824841562286503,-0.3690850582236696,1.1839285869385887,BL107_11796,locus_tag:Description
Q062N4,,4,4,0.000240615,0.000275779,0.000361447,0.000318228,0.000325854,0.00031109,0.00316383,0.00091457,0.000669632,0.000154682,8.4223e-05,0.000331766,0.000398143,0.000257419,0.000196499,0.001557742,0.000517758,0.000349681,0.000292614,0.000318391,0.001582677,0.000190224,0.00028402,0.000808394,0.257515566,1.088092607,0.089885961,5.408762227,0.189240171,1.493087206,0.091773201,4.24970223,4-hydroxy-tetrahydrodipicolinate synthase OS=Synechococcus sp. BL107 OX=313625 GN=dapA PE=3 SV=1,0.1218013488437865,2.4352984769944883,0.5782984307032343,2.087361757402723,BL107_06294,tier1:Description
Q060Q1,,4,4,0.002866145,0.001921144,0.001481836,0.005198151,0.004967064,0.01263203,0.013207262,0.012351459,0.003608987,0.002333337,0.002182648,0.006198331,0.002644878,0.011408303,0.003564712,0.010042321,0.004360232,0.002853326,0.002089708,0.007599082,0.009722569,0.003571439,0.005872631,0.00575196,0.048427832,3.636432081,0.034580086,4.652596883,0.24795418,1.64433205,0.220595227,1.61054418,"Carboxysome shell peptide, CsoS1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10556 PE=4 SV=1",1.8625236307973116,2.218036192448503,0.717501660647723,0.6875482368726515,BL107_10556,locus_tag:Description
Q060D8,,4,4,0.001031745,0.001335311,0.001947557,0.00105782,0.00153399,0.000975369,0.008478962,0.007215801,0.002890155,0.000789555,0.001274407,0.000898241,0.000958295,0.001014852,0.000814271,0.006972904,0.002618313,0.001793264,0.001438205,0.00118906,0.006194973,0.000987401,0.000929139,0.003794827,0.240307457,0.826766562,0.025008518,4.307434997,0.365956061,0.940994895,0.078421534,3.843248037,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11121 PE=3 SV=1,-0.2744480537441007,2.106829025071617,-0.0877411986903638,1.9423260886053333,BL107_11121,locus_tag:Description
Q062T9,,4,4,0.000234206,0.000199422,0.000474361,0.000140669,0.000350932,0.000997264,0.001242145,0.001966212,0.000442924,0.000112871,0.000101905,0.00064247,0.000220863,0.000767469,0.000651439,0.000682141,0.000517873,0.000515961,0.000302663,0.000496289,0.001217094,0.000285748,0.00054659,0.000571992,0.257820627,1.639740843,0.055493155,4.021285906,0.172519543,1.912838326,0.100001704,2.001733028,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06019 PE=4 SV=1,0.7134678184635305,2.0076569127373536,0.9357149415696469,1.0012495741420693,BL107_06019,locus_tag:Description
Q05Z91,,4,4,0.000519215,0.000751676,0.000991349,0.000905116,0.00088422,0.002301266,0.001299821,0.002574159,0.00230538,0.000431735,0.001744445,0.001570243,0.000532464,0.002575806,0.001889889,0.002718035,0.001155543,0.001112824,0.00075408,0.001363534,0.002059787,0.001248807,0.001666053,0.001662134,0.140035324,1.808209415,0.016826999,2.731523507,0.29860038,1.334115596,0.285219285,1.330977145,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08976 PE=4 SV=1,0.8545617709424898,1.4497058386633646,0.4158836759308616,0.41248579808808,BL107_08976,locus_tag:Description
Q060Y9,,4,4,0.001579436,0.001072693,0.000921219,0.001081447,0.001390262,0.001076427,0.002723955,0.003912444,0.002581266,0.000818645,0.000197026,0.000790526,0.000714166,0.000922329,0.00072547,0.001375064,0.001737488,0.001992544,0.001191116,0.001182712,0.003072555,0.000602066,0.000787322,0.001701699,0.48596297,0.992944107,0.007848954,2.579558831,0.217406182,1.307700575,0.00764228,2.826434089,30S ribosomal protein S7 OS=Synechococcus sp. BL107 OX=313625 GN=rpsG PE=3 SV=1,-0.0102155844080341,1.367124349853287,0.3870322438833291,1.498983054473765,BL107_08269,tier1:Description
Q061I3,,4,4,8.241e-05,0.000244252,0.000298922,4.4248e-05,0.000143139,2.5232e-05,0.00097344,0.000417444,0.000206067,4.8875e-05,8.1663e-05,1.838e-06,5.3372e-05,2.6194e-05,0.000102184,0.000873601,6.0768e-05,0.000274448,0.000208528,7.0873e-05,0.000532317,4.4126e-05,6.0583e-05,0.000402939,0.069324217,0.339873288,0.122567417,2.552739961,0.317622195,1.372976312,0.107976437,9.13163997,"Two component transcriptional regulator, LuxR family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07799 PE=4 SV=1",-1.556931115721198,1.352046582757536,0.4573067348404876,3.190873980047196,BL107_07799,locus_tag:Description
Q065Z5,,4,4,0.000176189,0.000273236,9.0729e-05,0.000265142,0.00025334,0.00026154,0.000334644,0.000358706,0.000616084,0.000128579,0.000160607,0.000199904,0.00012866,0.000289373,0.000211783,0.000173516,0.000278695,0.000544939,0.000180052,0.000260007,0.000436478,0.00016303,0.000209938,0.000332383,0.102381663,1.444070947,0.034958904,2.424180927,0.203947899,1.287729411,0.10324153,2.03878599,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14280 PE=4 SV=1,0.530141623368217,1.2774973773359497,0.3648294735609853,1.027710344569892,BL107_14280,locus_tag:Description
Q05ZA6,,4,4,9.0246e-05,6.5071e-05,0.000428281,2.8657e-05,6.9414e-05,9.2214e-05,0.000302367,0.000700601,0.000341651,4.0774e-05,0.000320206,0.000171333,0.000106529,7.1821e-05,0.000285912,0.000727833,0.000323217,0.000270967,0.000194533,6.3428e-05,0.000448206,0.000177437,0.000154754,0.000440673,0.165431274,0.326052841,0.107713831,2.304013406,0.419377487,0.872159744,0.093359864,2.483537683,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08901 PE=4 SV=1,-1.6168223044462762,1.204149111187105,-0.1973356929474,1.3123966371173217,BL107_08901,locus_tag:Description
Q066D9,,4,4,0.000222057,0.000533908,0.002505745,0.00016015,0.000211009,0.001255333,0.00165061,0.001071661,0.00371323,0.000127592,0.000222181,0.000548761,0.000286505,0.000727395,0.001834347,0.001693932,0.001108246,0.002198832,0.001087237,0.000542164,0.002145167,0.000299511,0.000949416,0.001667003,0.266303839,0.498662305,0.190215067,1.973044588,0.122669904,3.169882323,0.00791576,5.565743239,RNA-binding region RNP-1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14060 PE=4 SV=1,-1.003864944310559,0.9804235592848014,1.6644292835269696,2.476574355244148,BL107_14060,locus_tag:Description
Q062Z8,,4,4,1.4468e-05,2.9275e-05,0.000543711,4.2532e-05,0.000162185,0.000196299,0.000435684,0.000156365,0.000393031,1.0788e-05,1.4531e-05,3.5489e-05,2.8948e-05,0.000215698,0.000270688,7.4853e-05,0.000106834,0.000142125,0.000195818,0.000133672,0.00032836,2.0269e-05,0.000171778,0.000107937,0.373738456,0.682633974,0.266479285,1.676864865,0.054248245,8.474758094,0.006869342,5.325130618,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05724 PE=4 SV=1,-0.5508158771959584,0.7457664298385799,3.0831721881230294,2.412816913062368,BL107_05724,locus_tag:Description
Q05ZY7,,4,4,0.000234362,0.000404219,0.000173879,0.000206833,0.00026449,0.000235642,0.000282399,0.000577489,0.000468581,0.000218764,0.000220546,0.000158234,0.000261989,0.000316318,0.000336861,0.000435667,0.000288864,0.000473088,0.00027082,0.000235655,0.000442823,0.000199181,0.000305056,0.000399206,0.323024324,0.870153842,0.097027695,1.635120148,0.012518111,1.531550002,0.014376959,2.004236491,Ornithine carbamoyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11376 PE=3 SV=1,-0.2006576048807616,0.7093966482953771,0.6149924687715738,1.0030527501813258,BL107_11376,locus_tag:Description
Q05YU4,,4,4,0.001008287,0.000943762,0.00087707,0.000843334,0.000743251,0.000642527,0.001759043,0.001246064,0.00141549,0.000675741,0.000615346,0.000844947,0.001044602,0.000905555,0.0004625,0.002070598,0.001332554,0.001312825,0.00094304,0.000743038,0.001473532,0.000712011,0.000804219,0.001571992,0.022321394,0.787917432,0.013517338,1.562534372,0.325153803,1.129503094,0.014624674,2.207818919,Thioredoxin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09711 PE=3 SV=1,-0.3438836412024049,0.6438879259465836,0.1756882226498488,1.1426218499359213,BL107_09711,locus_tag:Description
