Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession.1,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q7VE79,Pro_0134,7,7,0.000118931,0.000108606,9.42884e-05,8.21237e-05,9.08152e-05,8.27501e-05,0.000320408,0.000111784,0.000131517,7.60063e-05,8.8415e-05,8.26746e-05,8.16774e-05,7.20326e-05,0.000100814,8.92462e-05,0.000152357,6.09736e-05,0.000107275,8.52297e-05,0.000187903,8.23653e-05,8.48413e-05,0.000100859,0.022666358,0.794496472,0.147210797,1.751598386,0.400426448,1.030061288,0.26728143,1.224533722,Q7VE79,Uroporphyrin-III synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemD PE=4 SV=1,-0.3318872816564315,0.8086720255409792,0.0427301794115516,0.2922325043161643,Pro0134,tier1:KEGG
Q7VAS6,Pro_1378,3,3,1.64522e-05,9.16228e-06,7.05798e-06,9.69328e-06,1.13352e-05,8.79755e-06,2.83117e-05,6.31677e-06,1.04437e-07,1.13798e-05,9.66197e-06,5.14905e-06,1.21872e-05,1.11354e-05,5.13876e-06,1.0761e-06,1.42274e-05,1.44995e-06,1.08908e-05,9.94202e-06,1.15776e-05,8.73027e-06,9.48714e-06,5.58449e-06,0.381599823,0.912880841,0.471474615,1.063062993,0.402711156,1.086695064,0.270185647,0.639670221,Q7VAS6,Cytosine deaminase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ssnA PE=4 SV=1,-0.1315015384211993,0.0882270879283479,0.1199471644928741,-0.6445997728176275,Pro1378,tier1:KEGG
Q7VCZ5,Pro_0594,5,5,0.000209291,0.000107636,0.000132751,9.1982e-05,0.000274306,9.48737e-05,0.000387527,8.27034e-05,5.29256e-05,0.000164249,0.000140721,0.000124867,0.000159539,0.000139269,0.000179049,5.85291e-05,0.000103165,0.000649619,0.000149893,0.00015372,0.000174385,0.000143279,0.000159286,0.000270438,0.478783177,1.02553524,0.418229675,1.163399645,0.189663343,1.111715142,0.270365598,1.887490347,Q7VCZ5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0594 PE=4 SV=1,0.0363770673416314,0.2183467690543134,0.152787169472741,0.9164692662279996,Pro0594,tier1:KEGG
Q7VE57,Pro_0156,15,15,0.002598461,0.002182194,0.002263155,0.002443315,0.002995293,0.002354449,0.00132014,0.001191764,0.001786204,0.001317591,0.001660535,0.001717898,0.001558304,0.001760511,0.001727843,0.001362227,0.001827067,0.001940367,0.002347937,0.002597686,0.001432703,0.001565342,0.001682219,0.001709887,0.176185248,1.106369352,0.007182971,0.610196376,0.225100154,1.074665812,0.270521741,1.092341008,Q7VE57,Two-component response regulator OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ompR PE=4 SV=1,0.145833097456046,-0.712654483214572,0.1038880957900233,0.1274233084103353,Pro0156,tier1:KEGG
Q7V9I7,Pro_1846,4,4,0.001663607,0.001539521,0.001344798,0.0014831,0.002307172,0.001695161,0.003366286,0.001772202,0.001261595,0.001339635,0.001745592,0.001588908,0.001515927,0.002101151,0.001315151,0.001570263,0.001817462,0.000355877,0.001515975,0.001828478,0.002133361,0.001558045,0.001644076,0.001247867,0.15095158,1.206139734,0.194869082,1.407253301,0.380315117,1.055217449,0.271398492,0.800918458,Q7V9I7,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1846 PE=4 SV=1,0.2703970563846475,0.4928820323455377,0.0775403262009892,-0.3202727264448043,Pro1846,tier1:KEGG
Q7VD18,Pro_0571,10,10,0.00025047,0.000331529,0.000327166,0.00034256,0.000372938,0.000278682,0.000503151,0.000482594,0.000326217,0.000385806,0.000353762,0.000330394,0.000357968,0.000377188,0.000341064,0.000491052,0.000200283,0.000177458,0.000303055,0.000331393,0.000437321,0.000356654,0.00035874,0.000289598,0.250043901,1.093509321,0.047688127,1.443042519,0.459268857,1.005847482,0.273805401,0.811984063,Q7VD18,Dihydroorotase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pyrC PE=3 SV=1,0.1289655178740389,0.5291138092169972,0.0084115639469662,-0.3004766833100414,Pro0571,tier1:KEGG
Q7VC93,Pro_0849,10,10,0.000174774,0.000249599,0.000185132,0.000218743,0.000248062,0.000207009,0.000176936,0.000100714,0.000194243,0.000183974,0.000129763,0.000139191,0.000134223,0.000140687,0.000161663,0.000176132,0.000115725,0.000236992,0.000203168,0.000224605,0.000157298,0.000150976,0.000145524,0.000176283,0.231172583,1.105510531,0.141737405,0.774223063,0.392351362,0.963891161,0.274890234,1.167623635,Q7VC93,Uracil phosphoribosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=upp PE=4 SV=1,0.1447127682107752,-0.3691788107909184,-0.0530578429864431,0.2235753192349207,Pro0849,tier1:KEGG
Q7V9J7,Pro_1836,2,2,5.91125e-10,3.61009e-06,3.57302e-06,2.61152e-06,3.15852e-06,4.6844e-06,1.63341e-07,1.96196e-06,3.14745e-07,2.60277e-06,1.94994e-06,2.79201e-06,1.92153e-06,3.37437e-06,1.90526e-06,1.74479e-05,1.56408e-07,8.13614e-07,2.39457e-06,3.48481e-06,8.13348e-07,2.44824e-06,2.40039e-06,6.13929e-06,0.232026123,1.455298541,0.14986688,0.339663758,0.467411617,0.9804548,0.275054451,2.507635057,Q7V9J7,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mnmG PE=3 SV=1,0.5413151390028058,-1.5578208034969472,-0.0284769726993575,1.3263274040546056,Pro1836,tier1:KEGG
Q7VC97,Pro_0845,6,6,0.000203724,0.000166737,0.00016448,0.00022176,0.000237854,0.000170773,0.000568675,0.000289291,0.000307641,0.000238254,0.000195334,0.000188941,0.000201635,0.000216644,0.000213199,9.27704e-05,0.000107118,0.001025138,0.000178314,0.000210129,0.000388536,0.00020751,0.000210493,0.000408342,0.126871002,1.178421823,0.041144978,2.17894446,0.431152641,1.014376124,0.275469677,1.967824247,Q7VC97,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0845 PE=4 SV=1,0.236856052766061,1.123629423482842,0.0205926933815794,0.9766013744859728,Pro0845,tier1:KEGG
Q7VD79,Pro_0504,2,2,7.21836e-06,6.31097e-06,4.00148e-06,7.89557e-06,2.48214e-06,1.01799e-05,2.94463e-06,7.76691e-06,2.77248e-09,6.10596e-06,6.33146e-06,8.18644e-06,7.72496e-06,6.98486e-06,1.09087e-05,8.09377e-06,5.43257e-06,4.72579e-06,5.8436e-06,6.85253e-06,3.57144e-06,6.87462e-06,8.53951e-06,6.08404e-06,0.352217399,1.172655615,0.203744447,0.611170481,0.145905066,1.242179713,0.275984106,0.885000609,Q7VD79,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cutA PE=4 SV=1,0.2297793855055801,-0.7103532307403871,0.3128739113183711,-0.176249646922261,Pro0504,tier1:KEGG
Q7VBW4,Pro_0978,19,19,0.030422799,0.032419582,0.029773644,0.032589594,0.037045874,0.026960145,0.018160937,0.04807428,0.009203549,0.030799311,0.03149161,0.03118676,0.034988357,0.031986983,0.028566837,0.046099098,0.014609079,0.011437221,0.030872008,0.032198538,0.025146255,0.031159227,0.031847393,0.024048466,0.34181248,1.042968679,0.326162482,0.814532529,0.365475151,1.022085462,0.277723398,0.771792767,Q7VBW4,"Peroxiredoxin, AhpC/TSA family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ahpC PE=4 SV=1",0.0606958334762206,-0.2959557798199448,0.0315158327224425,-0.3737145714307494,Pro0978,tier1:KEGG
Q7VCL3,Pro_0727,24,24,0.001899204,0.002202897,0.002046989,0.002059031,0.00202662,0.002109816,0.00269992,0.003151731,0.001314623,0.001937164,0.00215689,0.002122408,0.002220363,0.002037955,0.002359491,0.002521816,0.001831098,0.002272759,0.002049697,0.002065156,0.002388758,0.002072154,0.002205936,0.002208558,0.436647454,1.007542183,0.288637076,1.165420374,0.155452377,1.064562006,0.278532684,1.065827077,Q7VCL3,Glycosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaA PE=4 SV=1,0.010840241662355,0.2208504373628558,0.0902599828042559,0.0919733898876497,Pro0727,tier1:KEGG
Q7VB05,Pro_1296,9,9,0.00061434,0.000513214,0.00072285,0.000585073,0.000453626,0.000578249,0.000849077,0.000162132,0.001188826,0.000816086,0.000542589,0.000416194,0.000671495,0.000586853,0.000508084,0.000111142,0.001211879,0.001182094,0.000616801,0.000538983,0.000733345,0.000591623,0.00058881,0.000835038,0.176413256,0.873835041,0.362176563,1.188948726,0.491702296,0.995246008,0.278723945,1.41143664,Q7VB05,Periplasmic serine protease (ClpP class) OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sppA PE=4 SV=1,-0.1945671355193875,0.2496864994901632,-0.0068749153078926,0.4971643670380782,Pro1296,tier1:KEGG
Q7VBH4,Pro_1118,6,6,6.23396e-05,0.000202096,0.000181571,0.000101736,0.000147844,0.000168424,0.000495692,3.4851e-05,0.00012988,0.000145567,0.000171907,0.000175507,0.000139718,0.000173042,0.000188913,4.31984e-05,0.000371128,0.000264312,0.000148669,0.000139335,0.000220141,0.000164327,0.000167225,0.000226213,0.427379896,0.937213791,0.326216314,1.480745833,0.437555267,1.017630512,0.279130259,1.376597776,Q7VBH4,Ribose-phosphate pyrophosphokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=prs PE=3 SV=1,-0.0935499114279667,0.5663240262182101,0.0252138332537288,0.4611070842819024,Pro1118,tier1:KEGG
Q7VAN4,Pro_1424,6,6,0.000128786,0.000151431,0.000140076,7.59213e-05,6.92564e-05,0.000137996,0.000444924,3.84484e-05,7.94765e-05,0.000151817,0.000156528,0.000150627,0.000122541,0.000152955,0.000150235,6.5864e-05,0.000173814,0.000416163,0.000140097,9.43911e-05,0.000187616,0.000152991,0.00014191,0.000218614,0.057995987,0.67375337,0.365991624,1.339183436,0.162461775,0.92757396,0.280412969,1.428935004,Q7VAN4,Circadian clock protein KaiB OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=kaiB PE=3 SV=1,-0.5697075108884476,0.421353588804028,-0.1084657754491382,0.5149402960422491,Pro1424,tier1:KEGG
Q7VDM7,Pro_0349,17,16,0.003772069,0.004002691,0.003392293,0.004192778,0.003694406,0.003815221,0.00674134,0.004236125,0.00358023,0.003498431,0.003617414,0.004001109,0.003851477,0.003944967,0.004463084,0.00482352,0.00321538,0.004006213,0.003722351,0.003900801,0.004852565,0.003705652,0.004086509,0.004015037,0.243046258,1.047940213,0.156398207,1.303629014,0.096257374,1.102777572,0.280419073,1.08349028,Q7VDM7,S-adenosylmethionine synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=metK PE=3 SV=1,0.0675564107027939,0.3825333666460848,0.14114183160709,0.1156862110608457,Pro0349,tier1:KEGG
Q7V9T6,Pro_1738,4,4,4.46826e-06,5.67488e-06,5.78087e-06,5.67867e-06,7.27229e-06,5.87971e-06,3.09624e-06,2.20404e-06,1.32408e-06,8.04181e-06,7.82519e-06,6.386e-06,5.59394e-06,9.81215e-06,6.38631e-06,1.7346e-06,1.1637e-05,2.88563e-06,5.308e-06,6.27689e-06,2.20812e-06,7.41767e-06,7.26413e-06,5.41907e-06,0.106428221,1.18253324,0.004727814,0.415998305,0.458825358,0.979301858,0.281278918,0.730563008,Q7V9T6,Predicted dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1738 PE=4 SV=1,0.2418807370607915,-1.2653504448216588,-0.0301744731425283,-0.4529193900870704,Pro1738,tier1:KEGG
Q7VD94,Pro_0489,12,12,0.000107881,0.000260142,0.000229292,0.000238399,0.000142898,0.00021595,0.000389026,0.000125832,4.77814e-05,4.00127e-05,9.7803e-05,0.000109612,0.000103592,7.55406e-05,0.000123775,7.3359e-05,5.93341e-05,7.32803e-05,0.000199105,0.000199082,0.000187546,8.2476e-05,0.000100969,6.86578e-05,0.499845162,0.999886586,0.461794502,0.941946442,0.25541534,1.224226755,0.2820342,0.83245754,Q7VD94,"Putative GTPase, G3E family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0489 PE=4 SV=1",-0.0001636310945712,-0.0862830627113415,0.2918708031411446,-0.264551406359475,Pro0489,tier1:KEGG
Q7V9S5,Pro_1752,20,20,0.000506379,0.000683778,0.000739364,0.000547092,0.000347929,0.000720266,0.001169377,0.000379829,0.000515582,0.000698757,0.000703293,0.000660799,0.000627377,0.000707299,0.000730759,0.000561386,0.000823343,0.000852131,0.000643174,0.000538429,0.000688263,0.000687616,0.000688478,0.00074562,0.230342449,0.837144038,0.433775337,1.070103985,0.490513664,1.001253544,0.284244047,1.084354499,Q7V9S5,Isocitrate dehydrogenase [NADP] OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=icd PE=4 SV=1,-0.2564522223744499,0.0977509941542026,0.0018073491530129,0.1168364820983936,Pro1752,tier1:KEGG
Q7VBZ6,Pro_0946,24,23,0.001533072,0.002019662,0.001647274,0.001924923,0.00151704,0.001705225,0.001829978,0.001555185,0.00221389,0.001636419,0.001606151,0.001653291,0.001887939,0.001765413,0.001551805,0.001623504,0.002198594,0.001480689,0.001733336,0.001715729,0.001866351,0.001631954,0.001735052,0.001767596,0.465008662,0.98984238,0.30517564,1.076739355,0.178629517,1.063174947,0.285310477,1.083116399,Q7VBZ6,Glucose-6-phosphate isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pgi PE=3 SV=1,-0.0147292825198555,0.1066690606917986,0.0883790139924243,0.1151882930260081,Pro0946,tier1:KEGG
Q7VDL0,Pro_0366,6,6,6.14679e-05,0.000102341,0.000131844,8.01238e-05,8.17571e-05,0.000108642,7.24116e-05,9.29788e-05,7.62748e-05,9.47982e-05,8.54917e-05,0.000119262,0.00010845,0.000138629,0.000100478,0.000143065,3.58288e-05,5.75383e-05,9.85509e-05,9.01743e-05,8.05551e-05,9.98506e-05,0.000115852,7.88109e-05,0.36371377,0.91500232,0.223444399,0.817395113,0.178387575,1.160255455,0.286102577,0.789287534,Q7VDL0,Periplasmic protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=prc PE=3 SV=1,-0.1281526935144509,-0.2908944770141604,0.2144424804281199,-0.3413771313945763,Pro0366,tier1:KEGG
Q7VBT5,Pro_1007,4,3,2.5902e-05,3.21191e-05,4.34262e-05,3.39572e-05,2.47607e-05,3.68371e-05,9.35697e-06,2.84544e-05,1.60955e-05,3.47865e-05,4.34226e-05,3.37724e-05,3.73289e-05,4.11094e-05,3.81212e-05,4.63783e-05,3.38713e-05,4.04061e-05,3.38158e-05,3.18516e-05,1.79689e-05,3.73272e-05,3.88532e-05,4.02186e-05,0.385233564,0.941917081,0.052513663,0.531378008,0.332557454,1.040881512,0.287207597,1.077461096,Q7VBT5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1007 PE=4 SV=1,-0.0863280330274836,-0.9121895742585742,0.057805849829291,0.1076357787147045,Pro1007,tier1:KEGG
Q7VAH5,Pro_1487,8,8,0.000539676,0.000482935,0.000515986,0.000517238,0.000506941,0.000480419,0.001061906,0.000612169,0.000499663,0.000579917,0.000634663,0.000502585,0.000745091,0.000717805,0.0006757,0.000423667,0.00137527,0.000484118,0.000512866,0.000501533,0.000724579,0.000572388,0.000712865,0.000761018,0.29861728,0.977902072,0.143553908,1.412804709,0.015777429,1.245422673,0.287862073,1.329548987,Q7VAH5,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1487 PE=4 SV=1,-0.0322380952657773,0.4985620567340857,0.316635448923065,0.4109369340214393,Pro1487,tier1:KEGG
Q7V9Y6,Pro_1688,5,5,0.000475917,0.00039718,0.000532827,0.000556354,0.000463083,0.000463581,0.001007325,0.000360035,0.000749006,0.000382552,0.000534801,0.000594469,0.000577066,0.000420744,0.000538893,0.000243786,0.000937828,0.000717377,0.000468641,0.000494339,0.000705455,0.000503941,0.000512234,0.000632997,0.317448808,1.054834983,0.142676191,1.505319306,0.460574787,1.01645777,0.289703369,1.256095199,Q7V9Y6,50S ribosomal protein L17 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplQ PE=3 SV=1,0.0770173232659119,0.5900695416839162,0.0235502778711235,0.3289458097076237,Pro1688,tier1:KEGG
Q7V9R5,Pro_1763,3,3,0.000114712,0.000111159,9.04479e-05,5.40274e-05,2.83457e-05,8.897e-05,1.24101e-05,2.54596e-05,8.2891e-05,0.000136574,0.000109275,8.96589e-05,0.000111299,8.74023e-05,9.60943e-05,0.000148968,0.00018091,6.98416e-05,0.000105439,5.71144e-05,4.02536e-05,0.000111836,9.82651e-05,0.00013324,0.032458275,0.541679698,0.023375469,0.381769805,0.212477565,0.878652549,0.290589111,1.191384458,Q7V9R5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1763 PE=4 SV=1,-0.884488074862218,-1.3892250935059822,-0.1866353105549878,0.2526390438881088,Pro1763,tier1:KEGG
Q7VEJ3,Pro_0020,6,6,0.000381378,0.000370161,0.000364993,0.000442429,0.000224626,0.000317636,2.57931e-05,0.000253506,0.000288529,0.000385653,0.000409205,0.000354133,0.000336207,0.00033135,0.000346833,0.00047123,0.000185595,0.000341775,0.000372177,0.000328231,0.000189276,0.000382997,0.00033813,0.000332867,0.262811513,0.881920402,0.045467021,0.508564775,0.026947884,0.882852587,0.291613305,0.869110438,Q7VEJ3,Nucleoid-associated protein Pro_0020 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0020 PE=3 SV=1,-0.1812796441181401,-0.9754965555740984,-0.1797555287671549,-0.2023885827135587,Pro0020,tier1:KEGG
Q7VCK0,Pro_0740,2,2,4.1419e-05,4.49913e-05,3.83354e-05,3.51307e-05,4.72805e-05,3.50371e-05,2.58815e-05,7.28476e-07,1.66395e-08,1.9758e-06,2.77126e-06,3.21444e-06,1.87757e-06,5.07399e-06,2.95431e-06,3.22965e-07,1.33394e-05,1.61648e-06,4.15819e-05,3.91494e-05,8.87555e-06,2.65383e-06,3.30195e-06,5.09294e-06,0.308663152,0.941501902,0.009967883,0.213447379,0.277330693,1.244221274,0.29439875,1.919089592,Q7VCK0,Peptide methionine sulfoxide reductase MsrA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=msrA PE=3 SV=1,-0.0869640855463229,-2.228047647583695,0.3152430791297425,0.9404220647990408,Pro0740,tier1:KEGG
Q7VDV8,Pro_0260,3,3,0.000263867,0.00018547,0.000153712,0.000158053,0.000195527,0.000173286,7.84911e-05,0.000404913,0.000470789,0.000226098,0.000265486,0.000231277,0.000243085,0.00024984,0.000187721,0.000407467,0.00042647,8.28654e-05,0.000201017,0.000175622,0.000318064,0.000240954,0.000226882,0.000305601,0.251236905,0.873668923,0.202114432,1.582279092,0.28872612,0.941599634,0.297658071,1.268296921,Q7VDV8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0260 PE=4 SV=1,-0.194841421152452,0.6620040935729105,-0.0868143352867991,0.3428925343636653,Pro0260,tier1:KEGG
Q7VA81,Pro_1584,4,4,0.000113241,0.000135489,0.000139754,9.1523e-05,8.20387e-05,0.000210432,0.000127828,4.61295e-05,0.000117984,0.000150056,6.64026e-05,8.09814e-05,5.95352e-05,8.94339e-05,0.000104736,0.00010309,0.000121269,0.000118752,0.000129495,0.000127998,9.73138e-05,9.91465e-05,8.45683e-05,0.00011437,0.486675073,0.988439951,0.149820076,0.751487838,0.32087558,0.852963058,0.297665275,1.153547004,Q7VA81,DNA-directed RNA polymerase subunit omega OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpoZ PE=3 SV=1,-0.0167747718524256,-0.4121783389813424,-0.2294448354004379,0.2060767912390093,Pro1584,tier1:KEGG
Q7VBM9,Pro_1063,7,7,0.000148655,0.000200595,0.000158292,0.000144961,0.000148268,0.000183298,0.000541046,0.000125394,0.000395843,0.000145402,0.000119988,8.89008e-05,9.30477e-05,0.000112398,8.49926e-05,6.57281e-05,0.000250353,0.000134417,0.000169181,0.000158842,0.000354094,0.000118097,9.68128e-05,0.000150166,0.317233759,0.938889554,0.103334677,2.092991532,0.154152642,0.819774894,0.299695261,1.271551551,Q7VBM9,Tryptophan--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=trpS PE=3 SV=1,-0.0909726380392708,1.065566474629303,-0.2867002874669065,0.3465899526803488,Pro1063,tier1:KEGG
Q7VEG0,Pro_0053,3,3,3.01821e-06,4.11406e-06,4.57643e-06,3.03165e-06,3.52349e-06,7.66279e-06,0.000343435,1.73857e-07,3.32518e-06,4.56778e-07,7.81326e-07,1.19075e-06,6.28129e-07,1.04349e-06,3.76134e-07,3.20383e-08,8.86245e-07,3.11341e-06,3.9029e-06,4.73931e-06,0.000115645,8.09618e-07,6.82584e-07,1.3439e-06,0.307900776,1.214305545,0.191056104,29.63049398,0.340974197,0.843094208,0.300585918,1.659917569,Q7VEG0,Dephospho-CoA kinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=coaE PE=3 SV=1,0.2801314799076547,4.8890107730446655,-0.2462342468509726,0.7311115995555125,Pro0053,tier1:KEGG
Q7VBR7,Pro_1025,2,2,0.000118529,0.000125344,9.21075e-05,0.000142626,9.65276e-05,0.000140619,0.000621267,8.56385e-05,9.88714e-05,8.51759e-05,0.000126987,0.000126923,8.27243e-05,0.000127982,0.00010756,0.000122212,0.000260611,5.93777e-05,0.000111993,0.000126591,0.000268592,0.000113029,0.000106089,0.0001474,0.233030329,1.13034499,0.212741061,2.398286887,0.367422888,0.938597128,0.301746601,1.304093579,Q7VBR7,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1025 PE=4 SV=1,0.1767631614910349,1.26200424661539,-0.091422048996465,0.383047398031601,Pro1025,tier1:KEGG
Q7V9I1,Pro_1852,21,21,0.0007458,0.00087778,0.000850995,0.000798016,0.000604131,0.000855811,0.002433468,0.002001986,0.001824387,0.000900799,0.000949622,0.000924158,0.000896789,0.000876822,0.000900847,0.000702012,0.000979363,0.001473429,0.000824858,0.000752653,0.002086614,0.00092486,0.000891486,0.001051601,0.224466336,0.912463025,0.001214855,2.529663191,0.052149947,0.963915177,0.302459079,1.137038545,Q7V9I1,Aspartate--tRNA(Asp/Asn) ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=aspS PE=3 SV=1,-0.1321619959853429,1.3389453117888646,-0.0530218977118367,0.1852811616512585,Pro1852,tier1:KEGG
Q7VAT9,Pro_1365,9,9,3.169e-05,4.24916e-05,4.9242e-05,2.99269e-05,2.72375e-05,4.55977e-05,2.69303e-05,5.11675e-06,8.20257e-05,1.94299e-05,2.35687e-05,2.28532e-05,1.78352e-05,2.23431e-05,2.33209e-05,1.0736e-05,2.11775e-05,5.77004e-05,4.11412e-05,3.4254e-05,3.80242e-05,2.19506e-05,2.11664e-05,2.98713e-05,0.210121057,0.832596314,0.450333332,0.924236777,0.364977528,0.964276391,0.3045089,1.360845644,Q7VAT9,tRNA-specific 2-thiouridylase MnmA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=mnmA PE=3 SV=1,-0.2643109233725892,-0.1136655968784036,-0.0524813687921545,0.4445034362286427,Pro1365,tier1:KEGG
Q7VEI6,Pro_0027,6,6,0.001582128,0.001613725,0.001584809,0.001799358,0.001882888,0.001750168,0.002940469,0.003603247,0.002156356,0.000998818,0.001566193,0.002270761,0.001744931,0.001501368,0.001732508,0.003415821,0.001501867,0.00121015,0.001593554,0.001810804,0.002900024,0.001611924,0.001659603,0.002042613,0.002796904,1.136330686,0.017706186,1.819846533,0.452646483,1.029578743,0.305885741,1.267189265,Q7VEI6,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=accB PE=4 SV=1,0.1843827376838483,0.8638167936024743,0.0420541726523461,0.3416320187838975,Pro0027,tier1:KEGG
Q7VE77,Pro_0136,21,21,0.002005729,0.001724799,0.001654324,0.001817134,0.001795137,0.001844901,0.003147738,0.003059508,0.002834577,0.002115036,0.001914858,0.001734881,0.002138757,0.001858543,0.001961537,0.003979944,0.001473869,0.001653552,0.00179495,0.001819057,0.003013941,0.001921591,0.001986279,0.002369122,0.417375505,1.013430328,0.000508115,1.679122078,0.330630651,1.033663514,0.305966795,1.232895663,Q7VE77,Zeta-carotene desaturase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=crtQ PE=3 SV=1,0.0192469088305032,0.7477071230222515,0.0477666250260558,0.302050713088969,Pro0136,tier1:KEGG
Q7VEK3,Pro_0009,5,5,9.30041e-05,0.000115384,9.22874e-05,6.48286e-05,9.25289e-05,0.000102831,5.81348e-05,2.27018e-05,5.45942e-05,5.19922e-05,5.17787e-05,5.7448e-05,4.14588e-05,6.28408e-05,6.6104e-05,1.87601e-05,7.14679e-05,4.62908e-05,0.000100225,8.67296e-05,4.51436e-05,5.37397e-05,5.68012e-05,4.55063e-05,0.189351536,0.865348552,0.007700996,0.450422269,0.359853724,1.056970522,0.309882954,0.846790912,Q7VEK3,Transcription antitermination protein NusB OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nusB PE=3 SV=1,-0.2086467448472848,-1.150649938469088,0.0799351417561294,-0.239922308870731,Pro0009,tier1:KEGG
Q7VDN1,Pro_0341,3,3,2.65227e-06,3.48061e-06,4.26168e-06,4.64295e-06,2.97739e-06,4.60071e-06,3.59007e-06,1.36116e-07,1.03379e-07,2.50045e-06,1.09778e-06,1.37808e-06,1.64574e-06,2.82705e-06,1.27449e-06,1.59736e-07,1.66181e-06,2.01377e-06,3.46485e-06,4.07368e-06,1.27652e-06,1.65877e-06,1.91576e-06,1.27844e-06,0.222316118,1.175716339,0.077023044,0.368419862,0.353120298,1.154926491,0.310746604,0.77071249,Q7VDN1,Possible bilin biosynthesis protein CpeY OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cpeY PE=4 SV=1,0.2335400281321543,-1.4405772537716888,0.2078010296113162,-0.3757353237340785,Pro0341,tier1:KEGG
