Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession.1,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
Q7V9K3,Pro_1830,4,4,0.000485707,0.000491658,0.000615046,0.000492931,0.00040904,0.000481525,0.000313528,0.0002565,0.00026891,0.000803803,0.000821254,0.000731507,0.000869918,0.0007808,0.000574292,0.000253242,0.000154257,0.000538437,0.000530804,0.000461166,0.000279646,0.000785521,0.00074167,0.000315312,0.116776915,0.868805863,0.002644916,0.526834811,0.328840624,0.944175508,0.008258863,0.401404618,Q7V9K3,Glycine cleavage system H protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gcvH PE=3 SV=1,-0.2028942559111973,-0.9245774190009548,-0.082873035102867,-1.316870880460438,Pro1830,tier1:KEGG
Q7VAT7,Pro_1367,7,7,0.000849538,0.000788298,0.000940874,0.000958211,0.001178998,0.000610506,0.001978852,0.001158394,0.001347112,0.000814399,0.000924776,0.000923815,0.000901943,0.00082797,0.001198081,0.001404573,0.001726517,0.002155392,0.00085957,0.000915905,0.001494786,0.000887663,0.000975998,0.001762161,0.379378275,1.065538651,0.032660286,1.738992917,0.249328032,1.099513923,0.008301987,1.985168111,Q7VAT7,Peptidyl-prolyl cis-trans isomerase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=fkpA PE=3 SV=1,0.0915829259171195,0.7982520564916623,0.1368658729658473,0.9892611850188427,Pro1367,tier1:KEGG
Q7V9Q2,Pro_1777,3,3,9.13512e-05,5.89905e-05,6.69276e-05,8.36343e-05,8.24009e-05,7.10316e-05,0.000104284,0.000902628,0.000660989,7.51741e-05,8.11777e-05,6.35091e-05,6.52602e-05,6.85082e-05,6.7318e-05,0.000999472,0.000433381,0.000966522,7.24231e-05,7.90223e-05,0.000555967,7.3287e-05,6.70288e-05,0.000799791,0.282445175,1.0911196,0.055221053,7.676654663,0.150485248,0.914607625,0.008348579,10.91314612,Q7V9Q2,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1777 PE=4 SV=1,0.1258092472801775,2.940477749416299,-0.1287751480759306,3.4479951669803253,Pro1777,tier1:KEGG
Q7VA48,Pro_1619,19,19,0.000772072,0.000912435,0.000932339,0.000704929,0.000782303,0.000941783,0.001966722,0.000895996,0.00117633,0.000672997,0.000720546,0.001060201,0.000881821,0.000841137,0.000913088,0.001456781,0.001275809,0.001658644,0.000872282,0.000809672,0.00134635,0.000817914,0.000878682,0.001463744,0.25359483,0.928222214,0.108923584,1.543479537,0.324471946,1.074296028,0.008595688,1.789605642,Q7VA48,Adenylosuccinate lyase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=purB PE=3 SV=1,-0.1074578707210456,0.6261863562511802,0.1033915904186057,0.8396417098291765,Pro1619,tier1:KEGG
Q7V9G3,Pro_1870,2,2,1.29217e-05,6.96407e-06,4.19969e-06,1.36988e-05,4.39033e-06,5.50583e-06,2.63312e-05,2.52634e-06,3.75221e-06,3.97249e-06,4.40337e-06,2.42805e-06,2.56849e-06,2.35618e-06,2.7922e-06,1.16254e-06,1.1045e-06,1.44806e-06,8.0285e-06,7.86499e-06,1.08699e-05,3.6013e-06,2.57229e-06,1.23837e-06,0.484296427,0.979633801,0.372548831,1.353916677,0.084189481,0.714266454,0.008920125,0.343866371,Q7V9G3,FAD dependent oxidoreductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1870 PE=4 SV=1,-0.0296855417962218,0.4371389550297489,-0.4854657291008882,-1.5400800629535236,Pro1870,tier1:KEGG
Q7VDE6,Pro_0432,20,19,0.000185114,0.000191741,0.000145994,0.000201008,0.000149886,0.000176462,0.000650911,0.001393857,0.001407939,0.000126323,0.000154284,9.30708e-05,0.000147931,0.000182952,0.000108884,0.0019304,0.002045192,0.000840281,0.000174283,0.000175785,0.001150902,0.000124559,0.000146589,0.001605291,0.472592224,1.008620626,0.008773119,6.603646029,0.235931947,1.17686419,0.009130954,12.88778729,Q7VDE6,DNA topoisomerase 1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=topA PE=3 SV=1,0.0123836334057423,2.723262790467299,0.2349478431305136,3.687932682887236,Pro0432,tier1:KEGG
Q7V9V9,Pro_1715,6,6,2.91637e-05,4.84995e-05,2.77801e-05,2.9837e-05,5.13953e-05,3.89776e-05,5.65471e-05,0.000124064,9.08908e-05,3.89477e-05,3.08965e-05,3.01847e-05,5.08703e-05,3.71389e-05,4.50805e-05,7.88513e-05,5.94319e-05,9.96117e-05,3.51477e-05,4.007e-05,9.05006e-05,3.3343e-05,4.43633e-05,7.92983e-05,0.309606763,1.140044189,0.027438708,2.57486191,0.043247496,1.330513183,0.009151475,2.378261302,Q7V9V9,HAD superfamily hydrolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1715 PE=4 SV=1,0.1890897454563518,1.3644950625481906,0.4119828049520169,1.249907234170733,Pro1715,tier1:KEGG
Q9K4U6,Pro_1749,5,5,3.02029e-05,2.99669e-05,2.1495e-05,2.98721e-05,1.31798e-05,2.75446e-05,2.394e-05,2.90605e-05,0.000104428,1.33783e-05,2.86281e-05,1.92116e-05,2.50081e-05,2.78289e-05,1.9876e-05,4.48059e-05,6.47676e-05,8.1159e-05,2.72216e-05,2.35322e-05,5.24763e-05,2.0406e-05,2.42377e-05,6.35775e-05,0.284511761,0.86446662,0.194633092,1.92774436,0.243732448,1.187771946,0.009691145,3.115626057,Q9K4U6,"15,16-dihydrobiliverdin:ferredoxin oxidoreductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pebA PE=3 SV=1",-0.2101178373127016,0.9469137471003796,0.2482578631098328,1.6395220889562576,Pro1749,tier1:KEGG
Q7VCL9,Pro_0721,2,2,5.02309e-05,3.59526e-05,3.13764e-05,4.19345e-05,6.55485e-05,3.00987e-05,0.000136196,0.000131599,0.000316315,1.19599e-05,5.78491e-06,3.85932e-06,2.41926e-06,3.98997e-06,8.77224e-06,6.73469e-05,0.000138882,7.45217e-05,3.91866e-05,4.58605e-05,0.000194703,7.20137e-06,5.06049e-06,9.35835e-05,0.301930838,1.170310294,0.031790169,4.968608283,0.263997544,0.702712479,0.009748707,12.99523781,Q7VCL9,Uncharacterized conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0721 PE=4 SV=1,0.2268910941368277,2.3128418066395544,-0.5089935762436973,3.699911129941681,Pro0721,tier1:KEGG
Q7VC04,Pro_0938,8,8,4.49387e-05,7.58636e-05,6.81652e-05,6.30892e-05,3.09368e-05,6.25612e-05,0.000150805,6.51938e-05,5.36988e-05,2.81366e-05,2.95041e-05,2.4479e-05,1.58552e-05,1.68575e-05,3.9456e-05,0.00010614,0.000248567,0.000222851,6.29892e-05,5.21957e-05,8.98991e-05,2.73732e-05,2.40562e-05,0.000192519,0.243628879,0.828646337,0.223938153,1.427214455,0.347173597,0.878822311,0.00983405,7.033121352,Q7VC04,Chaperone protein dnaK1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dnaK1 PE=3 SV=1,-0.2711715983803065,0.5132021322340904,-0.1863565984073864,2.8141651102985974,Pro0938,tier1:KEGG
Q7VDS4,Pro_0294,5,5,4.31139e-05,3.49352e-05,4.12999e-05,3.69179e-05,4.34425e-05,3.62217e-05,0.000103778,1.69082e-05,7.67223e-06,2.97573e-05,2.6217e-05,2.32329e-05,2.41849e-05,2.35776e-05,2.78e-05,4.25374e-05,3.92739e-05,5.48443e-05,3.9783e-05,3.88607e-05,4.27861e-05,2.64024e-05,2.51875e-05,4.55519e-05,0.399291883,0.976817286,0.463405242,1.075486421,0.312692316,0.953985228,0.009944942,1.725292602,Q7VDS4,Sugar fermentation stimulation protein homolog OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sfsA PE=3 SV=1,-0.0338393640483103,0.1049893095311896,-0.0679611679187791,0.7868410573436627,Pro0294,tier1:KEGG
Q7VAY1,Pro_1322,17,17,0.000376144,0.000415213,0.000380231,0.000372894,0.000282849,0.000400423,0.001147652,0.000374569,0.000724066,0.000360517,0.000377885,0.000295405,0.000372406,0.000388799,0.000348044,0.000461827,0.00058672,0.000639878,0.000390529,0.000352055,0.000748762,0.000344602,0.00036975,0.000562808,0.18205721,0.901482875,0.09239288,1.917301538,0.208086743,1.072974889,0.01011348,1.633210845,Q7VAY1,ADP-heptose synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rfaE PE=4 SV=1,-0.1496280090946801,0.9390772504993428,0.1016163128706812,0.7077110526265779,Pro1322,tier1:KEGG
Q7VA22,Pro_1647,20,19,0.00132141,0.001804137,0.001551372,0.001689485,0.002027368,0.001534447,0.003053539,0.00130433,0.001560336,0.00134516,0.00118204,0.00129981,0.001240923,0.00135234,0.001411277,0.001654242,0.002116484,0.00172763,0.001558973,0.001750433,0.001972735,0.00127567,0.001334847,0.001832785,0.197933073,1.122811789,0.251561153,1.265406732,0.221843857,1.046388635,0.010612541,1.4367235,Q7VA22,Transcription termination/antitermination protein NusA OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=nusA PE=3 SV=1,0.1671161166675184,0.3396011761646874,0.0654187766843169,0.5227824392751728,Pro1647,tier1:KEGG
Q7TVA2,Pro_1204,3,3,0.000322512,0.000397183,0.000305206,0.000357269,0.000531322,0.000323168,0.000199527,0.000398785,0.000133579,0.000349076,0.000304858,0.000310382,0.000348093,0.000299386,0.000297051,8.89983e-05,0.00010679,0.00023605,0.000341634,0.00040392,0.000243963,0.000321439,0.000314843,0.000143946,0.213028441,1.182318577,0.156200355,0.714108618,0.388102514,0.979481497,0.010707862,0.447818299,Q7TVA2,MIF/Phenylpyruvate tautomerase family protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1204 PE=4 SV=1,0.2416188236130341,-0.4857845658264293,-0.0299098555220903,-1.1590146132864845,Pro1204,tier1:KEGG
Q7V9L6,Pro_1816,8,7,0.000247875,0.000320019,0.000320858,0.000337565,0.000311741,0.00032511,0.000295611,0.000306556,0.00022642,0.000306949,0.0002998,0.000321143,0.000304079,0.000374432,0.000312945,0.000237234,0.000107683,0.000169272,0.000296251,0.000324805,0.000276196,0.000309297,0.000330485,0.000171396,0.161178898,1.096387274,0.297899305,0.932304522,0.204476835,1.068503808,0.011029595,0.554147634,Q7V9L6,ATP-dependent Clp protease proteolytic subunit 3 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=clpP3 PE=3 SV=1,0.1327574877056922,-0.1011268303285516,0.0955920495727601,-0.8516577098312674,Pro1816,tier1:KEGG
Q7VBE5,Pro_1150,13,13,0.00055449,0.000480664,0.000585786,0.000428992,0.000388038,0.000541954,0.000360718,0.000119958,0.000417574,0.000525621,0.000491326,0.000636238,0.00047576,0.000493848,0.000662885,0.00031966,0.000352497,0.000415496,0.000540313,0.000452995,0.000299417,0.000551062,0.000544164,0.000362551,0.095638726,0.838392431,0.033416182,0.554153785,0.465067904,0.987483495,0.011116562,0.657913661,Q7VBE5,Homoserine dehydrogenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thrA PE=3 SV=1,-0.2543024025922186,-0.8516416961060399,-0.0181714600071155,-0.6040298255468022,Pro1150,tier1:KEGG
Q7VDK1,Pro_0375,3,3,0.000139379,7.19805e-05,6.26595e-05,7.65044e-05,2.78825e-05,6.54591e-05,0.000618968,0.000171565,0.000185106,5.62496e-05,4.62978e-05,5.88493e-05,6.34921e-05,5.8922e-05,5.35045e-05,0.000138625,0.00020161,0.00011201,9.13397e-05,5.66153e-05,0.000325213,5.37989e-05,5.86395e-05,0.000150748,0.143530603,0.619832824,0.095679745,3.5604834,0.184780616,1.089976041,0.011256819,2.802073716,Q7VDK1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0375 PE=4 SV=1,-0.6900489382721582,1.832073126427172,0.1242964231578179,1.4864949101972522,Pro0375,tier1:KEGG
Q7VCA7,Pro_0834,18,17,0.00025218,0.000419632,0.000439714,0.000236454,0.000293055,0.000461676,0.001379779,0.001293746,0.001404857,0.000175666,0.000194635,0.00033906,0.000163629,0.000290499,0.000354397,0.001571511,0.000806177,0.000942409,0.000370509,0.000330395,0.001359461,0.000236454,0.000269508,0.001106699,0.339523145,0.891733639,6.61646e-05,3.669172623,0.3433871,1.139792629,0.01131218,4.680400146,Q7VCA7,Predicted membrane GTPase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=typA PE=4 SV=1,-0.165315253665528,1.8754547804348127,0.188771367962758,2.226631876811197,Pro0834,tier1:KEGG
Q7VB55,Pro_1243,8,8,0.000166291,0.000120011,0.00010718,0.00012139,9.70077e-05,9.48574e-05,0.000286909,0.000464761,0.000277479,5.55658e-05,0.000124209,0.000124388,9.18283e-05,9.01337e-05,0.000108854,0.000181618,0.000289662,0.000281325,0.000131161,0.000104418,0.000343049,0.000101388,9.69387e-05,0.000250868,0.124743797,0.796111967,0.014465064,2.615492228,0.430051543,0.956118285,0.011437209,2.474347671,Q7VB55,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1243 PE=4 SV=1,-0.3289567459327105,1.3870824830181965,-0.0647389843940486,1.3070482278757778,Pro1243,tier1:KEGG
Q7VDL1,Pro_0365,6,6,4.05068e-05,4.15851e-05,4.75911e-05,4.74284e-05,4.45108e-05,4.39105e-05,0.000413563,0.000379758,0.00032909,5.02615e-05,5.30079e-05,4.34648e-05,3.92799e-05,4.09952e-05,3.85049e-05,0.000363301,0.000226017,0.000171413,4.32276e-05,4.52832e-05,0.000374137,4.89114e-05,3.95934e-05,0.000253577,0.224943229,1.047552661,8.89886e-05,8.655049515,0.0167684,0.809492108,0.011572727,5.18441288,Q7VDL1,HD superfamily phosphohydrolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0365 PE=4 SV=1,0.0670227707541225,3.113542073184128,-0.3049110795908542,2.374180617182618,Pro0365,tier1:KEGG
Q7VDZ7,Pro_0218,2,2,1.28436e-06,1.33216e-06,1.19588e-06,5.4195e-07,2.05947e-06,2.08989e-06,0.0,6.51546e-05,5.03078e-05,1.21702e-07,4.17673e-07,2.03514e-07,1.17304e-07,6.22709e-07,2.13199e-07,0.000157381,0.000204347,0.000388122,1.2708e-06,1.56377e-06,3.84875e-05,2.4763e-07,3.17737e-07,0.00024995,0.299091132,1.230536607,0.066049847,30.28598419,0.357143582,1.28311418,0.011934445,1009.370415,Q7VDZ7,ATPase components of various ABC-type transport systems OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0218 PE=4 SV=1,0.2992875768954599,4.9205783896512365,0.3596495567021903,9.979239991134373,Pro0218,tier1:KEGG
Q7VA09,Pro_1660,6,6,0.00018181,0.000193381,0.000186799,0.00023085,0.00021582,0.000182558,9.81399e-05,0.000238474,0.000488628,0.000123017,8.87836e-05,0.000126372,0.000101729,0.000111988,0.000144963,0.000329314,0.000374867,0.000200952,0.00018733,0.000209742,0.000275081,0.000112724,0.00011956,0.000301711,0.100472631,1.119641286,0.24264196,1.468427002,0.359720038,1.060642724,0.012041416,2.676541238,Q7VA09,Prephenate dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pheA PE=4 SV=1,0.1630365913886588,0.554271548624823,0.0849387683013558,1.420369880711856,Pro1660,tier1:KEGG
Q7VDV3,Pro_0265,3,3,4.21207e-05,3.41161e-05,3.9383e-05,0.000140018,6.83641e-05,4.96795e-05,0.000294146,8.27518e-05,9.24986e-05,3.71035e-05,3.78534e-05,4.5535e-05,4.56785e-05,4.49929e-05,2.7135e-05,0.000144364,0.00013371,0.000255565,3.85399e-05,8.60206e-05,0.000156465,4.0164e-05,3.92688e-05,0.00017788,0.080434591,2.23198615,0.081162438,4.059826405,0.449645829,0.977713009,0.012159113,4.428844316,Q7VDV3,Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit C OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gatC PE=3 SV=1,1.1583280749321945,2.0214180402183444,-0.0325170461247836,2.146930284086544,Pro0265,tier1:KEGG
Q7VBL6,Pro_1076,2,2,4.07924e-05,3.33493e-05,3.80834e-05,4.36449e-05,4.83763e-05,3.27378e-05,0.000282554,9.85571e-05,0.000105938,3.94167e-05,4.85152e-05,3.3191e-05,2.45825e-05,3.71442e-05,3.2901e-05,0.000192359,0.000212936,0.000393639,3.74084e-05,4.15864e-05,0.00016235,4.03743e-05,3.15426e-05,0.000266312,0.229972016,1.111686615,0.053242595,4.339939707,0.100621797,0.78125424,0.012169613,6.596065148,Q7VBL6,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1076 PE=4 SV=1,0.1527501489376046,2.117675000039267,-0.3561359804519963,2.7216056480525737,Pro1076,tier1:KEGG
Q7VEC9,Pro_0084,13,13,0.000344649,0.000481356,0.0003922,0.000312433,0.000329896,0.000420307,0.000550258,0.000149358,0.000362536,0.000308377,0.000241425,0.000313646,0.000286676,0.000350015,0.000343111,0.000511175,0.000437929,0.000666237,0.000406069,0.000354212,0.000354051,0.000287816,0.000326601,0.000538447,0.188297358,0.872296395,0.346524696,0.871899352,0.137576086,1.134755276,0.012225989,1.870803642,Q7VEC9,ABC-type transport system involved in Fe-S cluster assembly permease component OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sufB PE=4 SV=1,-0.1971096675220215,-0.1977664882693476,0.1823811960452185,0.903658142448829,Pro0084,tier1:KEGG
Q7VED0,Pro_0083,14,13,0.000272816,0.000397146,0.000356555,0.000315094,0.000211046,0.000380163,0.000933618,0.000433642,0.000460193,0.000177302,0.000375596,0.000385788,0.000224692,0.000338134,0.000314047,0.000553922,0.000583253,0.000532464,0.000342172,0.000302101,0.000609151,0.000312895,0.000292291,0.000556547,0.274689006,0.882891391,0.092034734,1.780246543,0.400026899,0.934149062,0.012348704,1.778697954,Q7VED0,Cysteine desulfurase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=csdB PE=3 SV=1,-0.1796921194178119,0.8320770511541229,-0.0982753159915613,0.830821543059766,Pro0083,tier1:KEGG
Q7V9Y4,Pro_1690,6,6,0.000549789,0.000382893,0.000383489,0.000272615,0.000482531,0.000381126,0.001777903,0.00058509,0.001264089,0.000443915,0.000436895,0.00042831,0.000449231,0.000322429,0.000417108,0.000899022,0.001632548,0.001897378,0.000438724,0.000378757,0.001209027,0.000436373,0.000396256,0.001476316,0.253060475,0.86331546,0.046239352,2.755780684,0.177156878,0.90806692,0.012649076,3.383151258,Q7V9Y4,30S ribosomal protein S11 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsK PE=3 SV=1,-0.2120402708050243,1.4624610771947142,-0.1391294740291005,1.7583676803208517,Pro1690,tier1:KEGG
Q7VE98,Pro_0115,7,7,0.000196731,0.000188336,0.000203424,0.000220705,0.000223855,0.000264749,0.000508758,0.000587869,0.000343148,0.000190791,0.000183047,0.000213675,0.000214636,0.000235069,0.000205532,0.00081258,0.000736912,0.00039117,0.000196164,0.000236436,0.000479925,0.000195838,0.000218413,0.000646887,0.026673281,1.205300082,0.008562759,2.44655239,0.074826919,1.115272685,0.012807717,3.30317787,Q7VE98,Inositol monophosphatase family protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0115 PE=4 SV=1,0.2693923770910651,1.2907501766944889,0.157396493284459,1.7238546581665062,Pro0115,tier1:KEGG
Q7VB23,Pro_1277,3,3,3.34965e-05,3.22295e-05,2.40167e-05,2.93968e-05,1.77983e-05,4.24439e-05,4.5186e-05,4.07779e-05,1.48417e-05,2.60899e-05,2.78375e-05,2.04358e-05,3.10758e-05,3.77312e-05,2.09866e-05,4.78628e-05,9.75765e-05,8.15071e-05,2.99142e-05,2.98797e-05,3.36018e-05,2.47877e-05,2.99312e-05,7.56488e-05,0.498320219,0.998844901,0.364490737,1.123272443,0.195619213,1.207501654,0.013234172,3.051865524,Q7VB23,SAM-dependent methyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=smtA PE=4 SV=1,-0.0016674188014346,0.1677078872175409,0.2720251652233371,1.6096913933216597,Pro1277,tier1:KEGG
Q7VAY8,Pro_1315,14,14,0.000595955,0.000632922,0.000524094,0.000588595,0.000528755,0.000573039,0.000608144,0.000904231,0.000840089,0.00056788,0.000581875,0.000611321,0.00067299,0.000649741,0.00059762,0.000459599,0.000404759,0.000252278,0.000584323,0.000563463,0.000784155,0.000587025,0.000640117,0.000372212,0.299763012,0.964299767,0.052189683,1.341987612,0.053865187,1.090441383,0.013739327,0.634064205,Q7VAY8,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=4 SV=1,-0.0524463953853356,0.4243713539608568,0.1249122195631489,-0.6572991606028069,Pro1315,tier1:KEGG
P59880,Pro_1428,2,2,6.03772e-06,8.13448e-06,5.11951e-06,8.01165e-06,6.83235e-06,7.66236e-06,8.81268e-07,0.0,1.19114e-06,5.39627e-06,4.42707e-06,2.89616e-06,3.08571e-06,4.2685e-06,3.76457e-06,2.20371e-06,0.0,0.0,6.43057e-06,7.50212e-06,6.90801e-07,4.23983e-06,3.70626e-06,7.34569e-07,0.163061952,1.166633756,0.001973452,0.107424587,0.271704053,0.874152593,0.013766578,0.173254377,P59880,tRNA pseudouridine synthase B OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=truB PE=3 SV=1,0.2223517235719129,-3.2186038642888666,-0.1940429548080904,-2.529036294637842,Pro1428,tier1:KEGG
Q7VAM9,Pro_1431,7,7,0.025870194,0.010035521,0.017327446,0.023222622,0.017881684,0.011625646,0.003496965,0.009678394,0.003357541,0.015599196,0.013542263,0.016097159,0.013095241,0.013715765,0.016127019,0.010838251,0.002411669,0.00212668,0.017744387,0.017576651,0.005510967,0.015079539,0.014312675,0.005125533,0.488911812,0.990547083,0.035873495,0.310575216,0.280484407,0.949145372,0.014153942,0.339899849,Q7VAM9,Secreted pentapeptide repeats protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1431 PE=4 SV=1,-0.0137025435017931,-1.6869853880871826,-0.0752990261850913,-1.5568183739227517,Pro1431,tier1:KEGG
Q7VB99,Pro_1198,8,8,0.000139155,0.000138959,0.000120601,0.000121114,0.000123842,0.000134659,0.000225705,0.000316749,0.000278405,0.000116856,0.00013176,0.000113345,0.000125288,0.00016066,0.000127214,0.000381398,0.000200589,0.000308234,0.000132905,0.000126538,0.00027362,0.000120654,0.000137721,0.000296741,0.219429907,0.952094945,0.003274452,2.058761812,0.126571383,1.141455322,0.014496589,2.459439376,Q7VB99,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1198 PE=4 SV=1,-0.0708226454606325,1.0417769273359347,0.1908743917654362,1.298329493759311,Pro1198,tier1:KEGG
Q7VD68,Pro_0515,14,14,0.00020764,0.000359275,0.000284085,0.000288005,0.000250803,0.000383756,0.001735908,0.000192432,0.000696832,0.000348449,0.000320764,0.000316596,0.000322983,0.000365558,0.000337436,0.000470833,0.000800919,0.000685826,0.000283667,0.000307522,0.000875057,0.000328603,0.000341992,0.000652526,0.353398185,1.084095108,0.132424401,3.084808569,0.224946044,1.040747429,0.014539992,1.985758898,Q7VD68,Phosphoglycerate mutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=gpmB PE=3 SV=1,0.1164913303273512,1.625180964213135,0.0576199945352712,0.9896904678938384,Pro0515,tier1:KEGG
Q7VDQ2,Pro_0316,11,10,0.000385376,0.000437131,0.0004725,0.000399672,0.000527683,0.000352361,0.001185942,0.000912299,0.000745219,0.000701488,0.000534007,0.000430355,0.000445716,0.000432243,0.000497284,0.000861724,0.000925752,0.001212509,0.000431669,0.000426572,0.00094782,0.000555283,0.000458415,0.000999995,0.467187025,0.988192192,0.008463643,2.195710133,0.150014596,0.825550888,0.014599221,1.800874092,Q7VDQ2,DegT/DnrJ/EryC1/StrS aminotransferase family enzyme OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wecE PE=3 SV=1,-0.0171364382189,1.1346876093131073,-0.2765709474623712,0.8486973188360966,Pro0316,tier1:KEGG
Q7V9X6,Pro_1698,9,9,0.001368971,0.001901641,0.001568181,0.001625083,0.001973499,0.001641042,0.001071834,0.000844916,0.002078614,0.001650051,0.001696915,0.001344253,0.001548221,0.001533071,0.001645787,0.000993539,0.000882738,0.001256384,0.001612931,0.001746541,0.001331788,0.00156374,0.001575693,0.00104422,0.262885146,1.082836937,0.265153774,0.825694108,0.461467988,1.0076442,0.014704541,0.667771272,Q7V9X6,50S ribosomal protein L6 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplF PE=3 SV=1,0.1148160057407255,-0.2763206844368665,0.010986311942855,-0.5825740659287337,Pro1698,tier1:KEGG
Q7VCC8,Pro_0812,2,2,2.64853e-06,8.86355e-06,5.41911e-06,8.59713e-07,6.82577e-06,5.83443e-06,1.08197e-05,2.8086e-06,4.22544e-07,9.01521e-06,7.77415e-06,1.05882e-05,2.62737e-06,9.38964e-06,6.45457e-06,9.71215e-07,6.19928e-06,3.05002e-06,5.64373e-06,4.50664e-06,4.68362e-06,9.12586e-06,6.15719e-06,3.40684e-06,0.340890161,0.798521056,0.402024552,0.829880088,0.117036293,0.674696975,0.014729119,0.373316962,Q7VCC8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0812 PE=4 SV=1,-0.3245976446882112,-0.2690252029405026,-0.5676884013508795,-1.4215270345792377,Pro0812,tier1:KEGG
Q7VBV4,Pro_0988,21,21,0.00038069,0.000230402,0.000191985,0.000283036,0.000289143,0.000189513,0.001396483,0.000683875,0.000657552,0.000321384,0.000242502,0.000182723,0.000241105,0.000248055,0.000174327,0.000979255,0.000558724,0.001250446,0.000267693,0.000253897,0.000912637,0.00024887,0.000221162,0.000929475,0.422310466,0.948465934,0.030269949,3.409272251,0.291779844,0.888666483,0.014732399,3.734782383,Q7VBV4,Exoribonuclease R OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=vacB PE=3 SV=1,-0.076332137520358,1.7694638119989574,-0.1702860184657066,1.9010241830109664,Pro0988,tier1:KEGG
