Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Accession,Description
Q7VEG5,Pro_0048,17,17,0.000143293,0.000234115,0.000238541,0.000176063,0.000202515,0.000183799,0.001118837,0.000293214,0.000241097,8.74687E-05,9.99061E-05,0.000108749,6.35969E-05,0.000129772,0.00011929,0.000235046,0.000316813,0.000272151,0.000205316,0.000187459,0.00055105,9.87079E-05,0.00010422,0.00027467,0.303371684,0.913024783,0.146629869,2.68390372,0.404915482,1.055837713,0.000984738,2.782653292,Q7VEG5,Alanine--tRNA ligase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=alaS PE=3 SV=1
Q7VAE3,Pro_1521,3,3,1.93959E-05,2.01756E-05,1.4757E-05,2.02813E-05,1.78832E-05,1.5484E-05,7.24571E-06,7.76045E-05,0.00016551,1.16943E-05,4.88678E-06,4.68638E-06,2.59E-05,6.34873E-06,7.63947E-06,0.00010827,0.000118025,0.000163369,1.81095E-05,1.78828E-05,8.34534E-05,7.08915E-06,1.32961E-05,0.000129888,0.461199492,0.987482715,0.113458976,4.608264046,0.203972863,1.875551897,0.001002689,18.32204382,Q7VAE3,Uncharacterized YdiU family conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1521 PE=4 SV=1
Q7VD22,Pro_0562,4,4,0.000308226,0.000198615,0.000205465,0.000132534,0.00022269,0.000186877,0.000424848,0.000924366,0.001310868,0.000175591,0.000201744,0.000187176,0.000138647,0.000196761,0.000180261,0.00063912,0.000893039,0.000694231,0.000237436,0.0001807,0.000886694,0.00018817,0.000171889,0.00074213,0.133775454,0.761049946,0.033108863,3.734462031,0.218496384,0.913479403,0.001012577,3.943930769,Q7VD22,ATP phosphoribosyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hisG PE=3 SV=1
Q7V9Q1,Pro_1778,5,5,0.000665523,0.000456224,0.000742272,0.000456747,0.000391073,0.000816471,0.000211261,0.000661034,0.000451319,0.0008519,0.000760571,0.000695646,0.000528193,0.000602545,0.000573098,0.000281954,0.000366427,0.000180636,0.00062134,0.000554764,0.000441205,0.000769372,0.000567945,0.000276339,0.347072243,0.892850979,0.155613976,0.710085731,0.007988471,0.738193298,0.001086778,0.359174327,Q7V9Q1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1778 PE=4 SV=1
Q7VEC8,Pro_0085,11,10,0.000442802,0.000727478,0.000638338,0.000394613,0.000576683,0.000671927,0.000948305,0.000238216,0.00020725,0.000397884,0.000469621,0.000417225,0.00036306,0.000494909,0.000375877,0.000239717,0.000193185,0.000256633,0.000602873,0.000547741,0.00046459,0.000428243,0.000411282,0.000229845,0.33100222,0.908551545,0.30901442,0.770627254,0.368564224,0.960392786,0.00113661,0.536716247,Q7VEC8,ABC-type transport system involved in Fe-S cluster assembly ATPase component OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=sufC PE=4 SV=1
Q7VCE0,Pro_0800,27,27,0.037246506,0.048031199,0.039677925,0.037373658,0.046345381,0.042686452,0.01749606,0.027321819,0.012632229,0.052666022,0.048778371,0.051199304,0.048967237,0.043311927,0.049687582,0.026866934,0.01202521,0.013867725,0.041651877,0.042135164,0.019150036,0.050881232,0.047322249,0.017586623,0.45673592,1.011603006,0.007102811,0.459764057,0.099333454,0.930053116,0.001139613,0.34564067,Q7VCE0,O-acetylhomoserine sulfhydrylase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=MET17 PE=3 SV=1
Q7VB64,Pro_1234,24,23,0.000286945,0.000256585,0.000249483,0.00024743,0.000257727,0.000285299,0.000893309,0.000472469,0.000317317,9.19491E-05,0.000102925,0.00012474,9.81107E-05,0.000101163,0.000127897,0.000730469,0.000718101,0.000488454,0.000264338,0.000263486,0.000561032,0.000106538,0.000109057,0.000645675,0.480188691,0.996776899,0.080234267,2.122404962,0.430561677,1.023642005,0.001221274,6.060513572,Q7VB64,DNA polymerase I OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=polA PE=3 SV=1
Q7VA20,Pro_1649,45,45,0.000948302,0.000798581,0.000933269,0.001008932,0.000939749,0.001031063,0.001881065,0.001371423,0.00132337,0.000499705,0.000725685,0.000658879,0.000667809,0.000705513,0.000668652,0.002063937,0.002824718,0.002119018,0.000893384,0.000993248,0.001525286,0.00062809,0.000680658,0.002335891,0.071722384,1.111781749,0.013368004,1.707312273,0.241823007,1.083695661,0.001272973,3.719039819,Q7VA20,Translation initiation factor IF-2 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=infB PE=3 SV=1
Q7VEE9,Pro_0064,8,7,7.51565E-05,7.26083E-05,9.32335E-05,7.86057E-05,5.39363E-05,7.6513E-05,9.79359E-05,0.000209462,0.000130127,5.25226E-05,6.54E-05,5.91938E-05,4.7619E-05,6.02253E-05,6.283E-05,0.000216006,0.000284509,0.000327321,8.03328E-05,6.9685E-05,0.000145842,5.90388E-05,5.68914E-05,0.000275945,0.178223902,0.867454029,0.062197771,1.815471778,0.369054203,0.963627425,0.001329525,4.673962689,Q7VEE9,GDP-L-fucose synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=3 SV=1
Q7VBR8,Pro_1024,2,2,1.46771E-06,2.58244E-06,2.29856E-06,2.0615E-06,8.08358E-06,2.33604E-06,2.39253E-06,2.4834E-05,3.51305E-06,1.17086E-06,1.43465E-06,9.98311E-07,1.54319E-06,1.7889E-06,1.25722E-06,1.82593E-05,1.2048E-05,1.96416E-05,2.11624E-06,4.16038E-06,1.02465E-05,1.20127E-06,1.52977E-06,1.66496E-05,0.181350143,1.965931166,0.164149459,4.841858165,0.087278912,1.27345536,0.001360864,13.85998417,Q7VBR8,Ribosomal RNA small subunit methyltransferase E OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1024 PE=3 SV=1
Q7V9M2,Pro_1808,13,13,0.00020022,0.00027242,0.000274685,0.000189405,0.000240377,0.000310525,0.000261562,0.000424098,0.000467463,0.000136606,0.000171537,0.000182352,0.000141786,0.000245926,0.000172019,0.000427824,0.000325522,0.000407099,0.000249108,0.000246769,0.000384374,0.000163498,0.000186577,0.000386815,0.479509127,0.99060888,0.057349571,1.542999501,0.266525175,1.141154861,0.001411527,2.365861577,Q7V9M2,Aspartokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=lysC PE=4 SV=1
Q7V9S7,Pro_1750,4,4,0.00015778,0.000135426,0.000163868,0.000186364,0.000157012,0.00014743,0.001768616,0.00018259,0.000168312,0.000108658,0.000113832,9.07988E-05,0.000103081,0.000109311,9.06103E-05,0.000220536,0.000231212,0.000181668,0.000152358,0.000163602,0.000706506,0.00010443,0.000101001,0.000211139,0.241510837,1.073796783,0.177852582,4.63713568,0.359582742,0.967168412,0.001503137,2.021829933,Q7V9S7,Heme oxygenase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ho1 PE=4 SV=1
Q7VC87,Pro_0855,25,25,0.014012532,0.016188532,0.020985942,0.014219223,0.012069763,0.019513735,0.007305741,0.00649647,0.00553369,0.016413732,0.017183046,0.021702196,0.015871125,0.015660363,0.019958726,0.008335875,0.006419687,0.007158013,0.017062335,0.015267574,0.0064453,0.018432992,0.017163405,0.007304525,0.292301133,0.894811482,0.003740417,0.377750178,0.294378289,0.931124196,0.001539,0.396274532,Q7VC87,"Fructose-1,6-bisphosphate aldolase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=cbbA PE=3 SV=1"
Q7VBU8,Pro_0994,2,2,0.000232747,0.000179666,0.000240159,0.000231071,0.000219552,0.000228335,4.44071E-05,5.69628E-05,0.000165561,0.000137566,0.0001531,0.000158932,0.000128969,0.000179672,0.00014779,6.00394E-05,8.25149E-05,9.13134E-05,0.000217524,0.000226319,8.89771E-05,0.000149866,0.000152144,7.79559E-05,0.336620486,1.040432621,0.020072078,0.409044775,0.447201387,1.015200883,0.001555526,0.520171265,Q7VBU8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0994 PE=4 SV=1
Q7VAF8,Pro_1505,4,4,4.01793E-05,3.77481E-05,3.18382E-05,4.82236E-05,3.57857E-05,3.33026E-05,0.000172069,1.72526E-05,3.4675E-05,3.46657E-05,4.3038E-05,3.22461E-05,3.8223E-05,3.52187E-05,3.09948E-05,0.000102148,8.70312E-05,7.6093E-05,3.65885E-05,3.91039E-05,7.46656E-05,3.66499E-05,3.48122E-05,8.84241E-05,0.328083491,1.068748572,0.240349812,2.040684582,0.330378937,0.94985614,0.001631609,2.412668948,Q7VAF8,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1505 PE=4 SV=1
Q7VDA1,Pro_0482,24,24,0.005763932,0.006910012,0.007414106,0.0055753,0.004598321,0.007004785,0.005115296,0.003640316,0.003694565,0.006991543,0.007150157,0.008396055,0.006851217,0.006549433,0.008811204,0.004593812,0.003326606,0.003887522,0.006696017,0.005726136,0.004150059,0.007512585,0.007403951,0.00393598,0.159370398,0.855155536,0.010348675,0.619780235,0.451476097,0.985539728,0.001709947,0.523918191,Q7VDA1,"Glutamate-1-semialdehyde 2,1-aminomutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=hemL PE=3 SV=1"
Q7VAV5,Pro_1348,9,9,0.000153981,0.000168064,0.00016387,0.000156444,0.000169509,0.000186802,0.000312125,0.000283168,0.000286525,0.000167126,0.000202165,0.000202224,0.000181423,0.000211296,0.000159229,0.000403079,0.000372291,0.000316312,0.000161972,0.000170918,0.000293939,0.000190505,0.000183983,0.000363894,0.204996376,1.055234448,9.72113E-05,1.814754891,0.374855741,0.965761299,0.001719122,1.910152005,Q7VAV5,Thiamine-phosphate synthase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=thiE PE=3 SV=1
Q7V9K7,Pro_1826,24,24,0.004259138,0.006005164,0.00586198,0.004859125,0.004306777,0.005751345,0.004962486,0.00303818,0.003394453,0.006386902,0.005936846,0.006334393,0.005495082,0.005894943,0.006509942,0.003904158,0.003735197,0.004736181,0.005375427,0.004972416,0.003798373,0.00621938,0.005966656,0.004125179,0.297879977,0.925027071,0.062374345,0.706617904,0.241723343,0.959364993,0.001771335,0.663278122,Q7V9K7,NAD dependent epimerase/dehydratase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=wcaG PE=4 SV=1
Q7TVA6,Pro_0448,41,41,0.015683378,0.017094938,0.019227224,0.016598766,0.015286106,0.018803739,0.008442123,0.006343584,0.008329478,0.015030305,0.015651309,0.018105293,0.014272224,0.015952357,0.017918973,0.006726442,0.009842096,0.008295569,0.01733518,0.016896203,0.007705061,0.016262302,0.016047852,0.008288036,0.388887261,0.974677119,0.000729815,0.444475418,0.4432907,0.986813013,0.00179047,0.509647135,Q7TVA6,60 kDa chaperonin 1 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=groL1 PE=3 SV=1
Q7VE96,Pro_0117,4,4,1.8694E-05,1.72038E-05,2.45095E-05,1.7329E-05,9.56475E-06,1.50719E-05,0.000131152,4.42982E-05,6.28987E-05,4.03699E-06,1.57194E-05,1.12219E-05,1.11593E-05,3.08246E-06,5.35638E-06,3.11647E-05,3.91572E-05,3.75504E-05,2.01358E-05,1.39885E-05,7.94498E-05,1.03261E-05,6.53271E-06,3.59574E-05,0.063866456,0.694710357,0.044383791,3.945702986,0.207020699,0.632640106,0.001803487,3.482188559,Q7VE96,Fe-S oxidoreductase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0117 PE=4 SV=1
Q7VD78,Pro_0505,5,4,0.000101175,8.35714E-05,0.000102364,0.000100517,0.000102811,9.54195E-05,8.08495E-05,3.8478E-05,5.0255E-05,8.621E-05,8.88207E-05,9.99595E-05,7.19703E-05,9.56388E-05,7.95915E-05,5.21953E-05,4.1854E-05,5.95343E-05,9.57035E-05,9.95827E-05,5.65275E-05,9.16634E-05,8.24002E-05,5.11946E-05,0.290177129,1.040532507,0.024513046,0.590651917,0.159601423,0.898942899,0.001831659,0.558505744,Q7VD78,"Sugar kinase, ribokinase family OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rbsK PE=4 SV=1"
Q7VCB0,Pro_0831,20,19,0.000243692,0.000317629,0.000321288,0.000296826,0.000235579,0.000316784,0.001042436,0.000334929,0.000437665,0.000268659,0.000312974,0.000352164,0.000307545,0.000295989,0.000318592,0.000463186,0.000456101,0.000498093,0.000294203,0.000283063,0.00060501,0.000311265,0.000307375,0.00047246,0.383592125,0.96213608,0.117183107,2.056438478,0.441912238,0.987502049,0.002083742,1.517869524,Q7VCB0,Glycine--tRNA ligase beta subunit OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=glyS PE=3 SV=1
Q7VDQ8,Pro_0310,21,21,0.000634316,0.000754079,0.000788301,0.000589149,0.000475741,0.000721515,0.001877678,0.000700992,0.001051165,0.000540729,0.000623828,0.000594413,0.000624005,0.000718201,0.000768833,0.001301593,0.001400228,0.001034026,0.000725566,0.000595468,0.001209945,0.000586323,0.00070368,0.001245282,0.10028758,0.820695206,0.120376286,1.667588893,0.037206532,1.200156435,0.002090422,2.12388294,Q7VDQ8,Phosphomannomutase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=manB PE=3 SV=1
Q7VCB2,Pro_0829,2,2,1.05677E-05,1.08868E-05,1.23926E-05,1.0901E-05,1.19584E-05,1.17859E-05,2.8519E-06,5.47665E-06,2.35458E-07,1.08072E-05,1.22268E-05,1.26878E-05,1.0712E-05,1.46176E-05,1.14899E-05,3.12976E-07,0,5.06461E-06,1.12824E-05,1.15484E-05,2.85467E-06,1.19073E-05,1.22732E-05,1.79253E-06,0.351867068,1.023583173,0.003212031,0.253020338,0.397748808,1.030729286,0.002149832,0.150540506,Q7VCB2,D-alanyl-D-alanine dipeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ddpX PE=3 SV=1
Q7TV92,Pro_1590,7,7,0.019391666,0.019007522,0.019559137,0.02374447,0.027034537,0.015663044,0.008180047,0.011676932,0.004111346,0.023205142,0.019668166,0.020095077,0.02210313,0.019740233,0.019943442,0.010596078,0.004297831,0.003130437,0.019319442,0.02214735,0.007989442,0.020989462,0.020595602,0.006008116,0.225073191,1.146376306,0.003329641,0.413544123,0.392252168,0.981235356,0.002165365,0.286244385,Q7TV92,10 kDa chaperonin OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=groS PE=3 SV=1
Q7VBU6,Pro_0996,13,13,0.000157769,0.000242711,0.000223633,0.00016231,0.000161609,0.000229684,0.000506078,0.000283198,0.000565429,0.000119713,0.000117671,0.000125944,0.000101311,0.000165937,0.000135634,0.000493057,0.000533383,0.000756719,0.000208038,0.000184535,0.000451568,0.000121109,0.000134294,0.000594386,0.265028098,0.887023965,0.026616727,2.170606298,0.261226565,1.108865897,0.002240302,4.90784593,Q7VBU6,Predicted inactivated Zn-dependent protease OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=pmbA PE=4 SV=1
Q7VCB5,Pro_0826,16,16,0.005312548,0.004221978,0.003971942,0.005015548,0.003920838,0.004157527,0.002441448,0.002466327,0.001583594,0.00397024,0.004553274,0.004044955,0.00490529,0.004176014,0.004299847,0.002459177,0.002125257,0.002915441,0.004502156,0.004364637,0.00216379,0.00418949,0.004460384,0.002499958,0.40388735,0.969454912,0.004854621,0.480611862,0.201833446,1.064660414,0.002251554,0.596721419,Q7VCB5,Elongation factor Ts OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=tsf PE=3 SV=1
Q7VA06,Pro_1663,7,7,0.001007398,0.001673001,0.001724176,0.001261264,0.002106557,0.001597538,0.000432538,0.000697906,0.000611348,0.001286051,0.001130242,0.001103449,0.001198769,0.001592671,0.000955555,0.000735957,0.000528772,0.000435842,0.001468192,0.00165512,0.000580597,0.001173247,0.001248998,0.000566857,0.304411361,1.127318556,0.010966148,0.395450523,0.35815622,1.064565251,0.002263154,0.483151951,Q7VA06,30S ribosomal protein S10 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsJ PE=3 SV=1
Q7V9L5,Pro_1817,12,11,0.000177283,0.000258903,0.000204022,0.000257906,0.000278209,0.000219659,0.000727573,0.000881815,0.002106266,6.33458E-05,6.10901E-05,7.39719E-05,6.50555E-05,7.7616E-05,8.62828E-05,0.000729634,0.001268439,0.000898786,0.000213403,0.000251925,0.001238551,6.61359E-05,7.63181E-05,0.00096562,0.131000288,1.180513144,0.039387989,5.803823379,0.118597568,1.153958035,0.002413513,14.60053357,Q7V9L5,ATP-dependent Clp protease ATP-binding subunit ClpX OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=clpX PE=3 SV=1
Q7VBM4,Pro_1068,26,25,0.000337184,0.000360211,0.000345412,0.000314278,0.000283001,0.000352407,0.001715059,0.000415138,0.000534873,0.000321622,0.000299787,0.000337755,0.000311054,0.000354991,0.000312434,0.000565784,0.000674665,0.000780895,0.000347602,0.000316562,0.000888357,0.000319721,0.00032616,0.000673782,0.108223835,0.910701494,0.131183266,2.555671268,0.370270578,1.020137976,0.002473363,2.107402107,Q7VBM4,Zn-dependent oligopeptidase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=dcp PE=3 SV=1
Q7VCG5,Pro_0775,4,4,4.81966E-05,3.26379E-05,3.21074E-05,4.69188E-05,2.71711E-05,3.37182E-05,9.80409E-05,0.000189055,0.00022981,2.49403E-05,4.40432E-05,4.26447E-05,4.29364E-05,4.18359E-05,3.53361E-05,0.000241109,0.000165337,0.000279575,3.76473E-05,3.5936E-05,0.000172302,3.72094E-05,4.00361E-05,0.000228674,0.41902014,0.954545473,0.013318614,4.576747613,0.345013868,1.075968225,0.002476872,6.145593628,Q7VCG5,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0775 PE=4 SV=1
Q7V9X5,Pro_1699,7,7,0.001502356,0.00202237,0.002066139,0.001880429,0.001605555,0.001910187,0.00031161,0.00046684,0.000673994,0.001730945,0.001511676,0.002050169,0.001560489,0.001655182,0.002081138,0.000405461,0.000649686,0.000845907,0.001863622,0.001798723,0.000484148,0.001764263,0.001765603,0.000633685,0.383917347,0.965176209,0.001372349,0.259788907,0.497755357,1.000759256,0.002486432,0.359178023,Q7V9X5,30S ribosomal protein S8 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsH PE=3 SV=1
Q7VC81,Pro_0861,23,22,0.010516733,0.00910615,0.009471226,0.010004803,0.008473105,0.00910259,0.009640918,0.01748941,0.019118483,0.009795698,0.010822908,0.010539504,0.011155444,0.009963894,0.010966629,0.018145378,0.023057381,0.017956686,0.009698036,0.009193499,0.01541627,0.010386037,0.010695322,0.019719815,0.228487954,0.947975292,0.062591136,1.589628012,0.277276294,1.029778999,0.002666804,1.898685334,Q7VC81,Phosphoribulokinase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=prk PE=3 SV=1
Q7VAQ6,Pro_1401,7,7,0.034071999,0.024166282,0.018610986,0.041123241,0.05125458,0.024852367,0.001377466,0.000743144,0.000704201,0.033244954,0.025606488,0.017727123,0.034718301,0.032207748,0.023056779,0.000677678,0.000998439,0.001090718,0.025616422,0.03907673,0.000941604,0.025526188,0.029994276,0.000922278,0.102918522,1.525456173,0.002752138,0.036757809,0.238894273,1.175039367,0.002681514,0.036130672,Q7VAQ6,Bacterial nucleoid DNA-binding protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=himA PE=3 SV=1
Q7VDL6,Pro_0360,9,8,0.000321213,0.000253861,0.000191905,0.0002693,0.000295282,0.000248737,0.000132819,6.03919E-05,1.04676E-05,0.00022438,0.00019015,0.000160685,0.000193879,0.000201453,0.00016593,8.04019E-05,5.78501E-05,9.23226E-05,0.00025566,0.000271106,6.78927E-05,0.000191738,0.000187087,7.68582E-05,0.358497643,1.060418131,0.010947765,0.265558844,0.419071507,0.975743508,0.002715117,0.40084959,Q7VDL6,Putative translation factor (SUA5) OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=SUA5 PE=3 SV=1
Q7VE05,Pro_0210,6,6,0.000100914,0.00017641,0.00012465,0.000131311,0.000224292,0.000148353,0.000429706,0.000238059,0.000183295,0.000176258,0.000112194,0.000125017,0.000152997,0.00017535,0.000158976,0.00029133,0.000397722,0.000326573,0.000133991,0.000167985,0.000283687,0.000137823,0.000162441,0.000338542,0.200689528,1.253703682,0.063617189,2.117201592,0.149844568,1.1786227,0.002774109,2.456353252,Q7VE05,Inactivated Zn-dependent hydrolase of the beta-lactamase fold OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0210 PE=4 SV=1
Q7VAB6,Pro_1548,5,5,0.000206034,0.000178282,0.000233938,0.000180622,0.000148377,0.000264484,0.000190961,0.001136787,0.000826231,0.000102175,0.000103691,0.000116632,0.000108047,7.83849E-05,0.000125284,0.001158568,0.000860363,0.000661201,0.000206085,0.000197828,0.000717993,0.000107499,0.000103905,0.000893377,0.419620725,0.959932918,0.070120837,3.483968208,0.407873696,0.966566583,0.002780734,8.310535142,Q7VAB6,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_1548 PE=4 SV=1
Q7VC27,Pro_0915,5,5,0.001444056,0.001114821,0.001436805,0.001562105,0.001583033,0.001252156,0.00045168,0.000848712,0.000192168,0.001781131,0.002083526,0.001761288,0.001882049,0.001714775,0.001697766,0.000961123,0.000215563,0.000346935,0.001331894,0.001465765,0.00049752,0.001875315,0.001764863,0.000507874,0.214670328,1.100511438,0.009557937,0.373543065,0.204181989,0.94110246,0.002809675,0.270820564,Q7VC27,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0915 PE=4 SV=1
Q7VCD4,Pro_0806,5,5,1.75585E-05,1.99423E-05,1.82684E-05,1.12975E-05,1.50826E-05,1.42469E-05,3.91372E-05,1.28164E-05,2.97106E-05,2.7891E-06,2.36031E-06,5.02272E-06,2.22556E-06,2.38149E-06,1.46668E-05,1.85246E-05,3.27307E-05,2.77818E-05,1.85897E-05,1.35423E-05,2.72214E-05,3.39071E-06,6.42461E-06,2.63457E-05,0.010025509,0.728485159,0.163395093,1.464325614,0.255174488,1.894768651,0.002830335,7.769960165,Q7VCD4,Uncharacterized CbiX family conserved protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0806 PE=4 SV=1
Q7V9X1,Pro_1703,6,6,0.000718878,0.000576933,0.000609479,0.000737301,0.000580259,0.000688808,5.69854E-05,0.000183206,0.000198225,0.000608325,0.000619024,0.000654814,0.000592676,0.000582853,0.000521162,0.000230782,0.000405021,0.000205581,0.000635097,0.000668789,0.000146139,0.000627388,0.000565564,0.000280461,0.311188625,1.053051149,0.000700633,0.230104665,0.039722803,0.901457995,0.0028483,0.447030044,Q7V9X1,30S ribosomal protein S17 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rpsQ PE=3 SV=1
Q7VA86,Pro_1579,5,5,0.00022019,0.000430727,0.000421017,0.000279025,0.000355166,0.000453182,0.000262531,0.000271071,0.000122237,0.000365532,0.000296635,0.000348383,0.000360969,0.000401706,0.000371979,0.000224286,0.000165335,0.000182293,0.000357311,0.000362458,0.000218613,0.00033685,0.000378218,0.000190638,0.477349898,1.014403571,0.086791803,0.611827969,0.080048342,1.122807836,0.002864998,0.565943323,Q7VA86,GTP cyclohydrolase I OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=folE PE=4 SV=1
Q7VE17,Pro_0197,14,14,0.000174539,0.000231302,0.000188933,0.000224581,0.000206451,0.000188201,0.000644985,0.0002982,0.00032544,0.000198904,0.000192366,0.000185637,0.000191228,0.000205632,0.000166006,0.000309128,0.000352784,0.000276076,0.000198258,0.000206411,0.000422875,0.000192302,0.000187622,0.000312663,0.352298874,1.041122305,0.058436918,2.132953164,0.360351533,0.975661314,0.002963734,1.625891329,Q7VE17,NAD(P)H-quinone oxidoreductase subunit H OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=ndhH PE=3 SV=1
Q7VCE1,Pro_0799,13,13,0.000310566,0.000399354,0.00028559,0.000346728,0.000430393,0.000311552,0.000433457,0.000471651,0.000312034,8.64726E-05,0.000130497,0.000147087,0.000110897,0.000110491,0.000131828,0.000552998,0.000376634,0.000618625,0.000331837,0.000362891,0.000405714,0.000121352,0.000117739,0.000516086,0.281604414,1.093582383,0.140136511,1.22263099,0.430691766,0.97022622,0.003044289,4.252796717,Q7VCE1,Uncharacterized protein OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=Pro_0799 PE=4 SV=1
Q7V9R3,Pro_1765,15,15,0.000136685,0.000132704,0.000122314,0.000155476,0.000167167,0.000156754,0.000715158,0.000213566,0.000537152,0.00014404,0.000134141,0.000100523,0.0001178,0.000146091,0.000114966,0.000283578,0.000385064,0.000282905,0.000130568,0.000159799,0.000488625,0.000126234,0.000126286,0.000317182,0.003342841,1.223881324,0.03568955,3.742317067,0.498828008,1.00040845,0.003159685,2.51264356,Q7V9R3,Mannose-1-phosphate guanylyltransferase OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=manC PE=3 SV=1
Q7V9X4,Pro_1700,9,9,0.00132009,0.001698551,0.001692638,0.001375436,0.00167928,0.001679243,0.001728799,0.002619891,0.004683594,0.001379391,0.001482489,0.001867302,0.001486634,0.00176588,0.001556194,0.002551629,0.003064378,0.003318137,0.001570426,0.001577986,0.003010761,0.001576394,0.001602903,0.002978048,0.482401188,1.004814013,0.089284463,1.917161601,0.442004104,1.016815996,0.003274927,1.889151922,Q7V9X4,50S ribosomal protein L5 OS=Prochlorococcus marinus (strain SARG / CCMP1375 / SS120) OX=167539 GN=rplE PE=3 SV=1
