Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
A5GHN7,SynWH7803_0026,2,2,0.000354687,0.000117017,0.00014715,0.00039398,0.000146135,0.000179524,0.000302423,0.000225682,0.00026312,0.000350921,0.000119961,0.000163974,0.000358629,9.05479E-05,0.000170268,0.000357077,0.000268346,0.000280897,0.000206285,0.00023988,0.000263742,0.000211619,0.000206482,0.000302107,0.003941163,1.162858013,0.202570872,1.278532975,0.356713941,0.975723275,0.085405838,1.427596979,Nucleoid-associated protein SynWH7803_0026 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0026 PE=3 SV=1
A5GPH9,SynWH7803_2418,2,2,0.00025212,0.000611119,0.000554807,0.000308271,0.000481658,0.000381439,0.000362827,0.000449983,0.000936192,0.000243825,0.000579482,0.000205274,0.000253162,0.000558928,0.000350445,0.000457766,0.000284828,0.000895478,0.000472682,0.000390456,0.000583,0.00034286,0.000387512,0.000546024,0.181444508,0.826044202,0.277077552,1.233388893,0.236793767,1.130231684,0.274536208,1.592553827,50S ribosomal protein L9 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplI PE=3 SV=1
A5GPE4,SynWH7803_2383,2,2,4.49456E-05,1.863E-05,7.5045E-05,4.45048E-05,2.87908E-05,2.33524E-05,5.64222E-05,2.29292E-05,8.95118E-05,5.58227E-06,5.17876E-05,1.40045E-05,4.58679E-05,4.23474E-05,1.78234E-05,4.83295E-05,5.11739E-05,0.000126542,4.62068E-05,3.2216E-05,5.62877E-05,2.37915E-05,3.53462E-05,7.53485E-05,0.270015206,0.697213193,0.03954338,1.218168964,0.259180805,1.485667503,0.129107097,3.167039728,Arginine biosynthesis bifunctional protein ArgJ OS=Synechococcus sp. (strain WH7803) OX=32051 GN=argJ PE=3 SV=1
A5GPC1,SynWH7803_2360,2,2,3.76345E-05,3.65141E-05,7.35698E-05,6.64325E-05,4.06463E-05,7.37913E-05,5.01888E-05,6.66084E-05,6.19317E-05,4.00024E-05,1.17602E-05,1.79943E-05,6.4558E-05,1.36361E-05,1.64686E-05,7.30439E-05,3.15992E-05,4.08861E-05,4.92395E-05,6.029E-05,5.95763E-05,2.32523E-05,3.15542E-05,4.85097E-05,0.171061164,1.224425177,0.241441175,1.209930548,0.208617508,1.357035125,0.012032731,2.086230122,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2360 PE=4 SV=1
A5GPD1,SynWH7803_2370,2,2,3.91093E-05,1.15606E-05,1.15863E-05,4.19724E-05,1.29172E-05,8.55825E-06,2.61678E-05,2.03526E-05,2.73492E-05,1.98222E-05,4.03309E-06,5.18771E-06,2.13656E-05,3.29252E-06,3.0976E-06,2.50372E-05,1.05262E-05,1.46926E-06,2.07521E-05,2.11493E-05,2.46232E-05,9.68099E-06,9.25189E-06,1.23442E-05,0.421507955,1.019140761,0.349049072,1.186543025,0.362454244,0.95567678,0.247117454,1.27509794,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2370 PE=4 SV=1
A5GP99,SynWH7803_2338,2,2,0.000132041,0.000177452,0.000112522,0.000185012,0.00010811,5.33849E-05,6.36744E-05,0.000315486,0.000120403,0.000145853,0.000131095,6.8382E-05,6.34678E-05,0.000107654,7.8286E-05,0.000108207,0.000333228,8.65298E-05,0.000140672,0.000115502,0.000166521,0.00011511,8.31359E-05,0.000175988,0.293213908,0.821075177,0.354859135,1.183756707,0.178861854,0.722230589,0.24457267,1.528871503,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2338 PE=4 SV=1
A5GKT6,SynWH7803_1125,2,2,6.51199E-05,6.03822E-05,3.75502E-05,4.59785E-05,6.77832E-05,3.67631E-05,5.24183E-05,8.17648E-05,5.78331E-05,4.33464E-05,8.23928E-05,7.78353E-05,3.59697E-05,5.98387E-05,0.000141124,6.61244E-05,7.63844E-05,0.000149263,5.43508E-05,5.01749E-05,6.40054E-05,6.78581E-05,7.89776E-05,9.72572E-05,0.323913192,0.923168717,0.239469355,1.177635172,0.357530965,1.163862616,0.161485293,1.433242831,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1125 PE=4 SV=1
A5GJH7,SynWH7803_0666,2,2,3.35956E-05,2.51327E-05,2.07723E-05,3.2711E-05,2.52038E-05,1.75199E-05,4.28284E-05,3.21498E-05,1.47041E-05,2.55042E-05,1.66459E-05,1.42792E-05,1.47935E-05,1.36651E-05,3.97169E-06,2.15868E-05,5.83143E-05,1.50237E-05,2.65002E-05,2.51449E-05,2.98941E-05,1.88098E-05,1.08101E-05,3.16416E-05,0.151847329,0.948857561,0.275433379,1.128070972,0.043037127,0.574707984,0.234519029,1.682192217,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0666 PE=4 SV=1
A5GJS0,SynWH7803_0759,2,2,0.001374191,0.001204111,0.001527065,0.00163245,0.000793315,0.001375514,0.000943803,0.000789541,0.002844766,0.001648843,0.001106228,0.002867727,0.001337678,0.001222067,0.003237016,0.001577627,0.00190509,0.00352108,0.001368455,0.001267093,0.001526037,0.001874266,0.001932254,0.002334599,0.32731825,0.925929126,0.405679719,1.115152601,0.398875706,1.03093892,0.11462286,1.245606954,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0759 PE=4 SV=1
A5GJK3,SynWH7803_0692,2,2,0.000359127,0.00030099,0.00054225,0.000345067,0.000414235,0.000496817,0.00040363,0.000542624,0.000383785,0.000356229,0.000301657,0.000469017,0.000310461,0.000732179,0.000605473,0.000363704,0.000531992,0.000353065,0.000400789,0.000418706,0.000443347,0.000375634,0.000549371,0.000416254,0.373667625,1.044705332,0.3739389,1.106185254,0.168547451,1.462515823,0.363643408,1.108135621,Putative translation initiation inhibitor OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0692 PE=4 SV=1
A5GNJ8,SynWH7803_2087,2,2,0.000624448,0.00037194,0.000368607,0.000665548,0.000327274,0.000295509,0.000483814,0.000597365,0.00035593,0.000808353,0.000474066,0.000561269,0.000576624,0.000929676,0.000851937,0.000728477,0.000629771,0.000549773,0.000454998,0.000429444,0.000479036,0.000614563,0.000786079,0.000636007,0.267073343,0.943835679,0.42173754,1.05283144,0.247393921,1.279086081,0.394106102,1.034893179,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2087 PE=4 SV=1
A5GLC0,SynWH7803_1309,2,2,0.000103028,8.64892E-05,7.08785E-05,0.000102826,7.02469E-05,6.3471E-05,0.000117674,4.61308E-05,0.000100976,8.11529E-05,3.98593E-05,0.000117962,7.40662E-05,6.1245E-05,6.14502E-05,0.000105137,8.14969E-05,0.000101976,8.67987E-05,7.88479E-05,8.82602E-05,7.96579E-05,6.55871E-05,9.62031E-05,0.114318204,0.908400453,0.475860325,1.016837852,0.299698472,0.823359333,0.217054259,1.207702969,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1309 PE=4 SV=1
A5GMK7,SynWH7803_1746,2,2,3.39594E-05,8.30201E-06,2.40928E-05,5.8783E-05,1.85521E-05,1.44216E-05,3.47962E-05,5.97508E-06,2.39277E-05,3.32466E-05,4.30859E-06,4.13306E-06,3.35776E-05,8.65886E-06,3.37278E-05,3.37242E-05,1.6374E-06,4.97454E-06,2.21181E-05,3.05856E-05,2.15663E-05,1.38961E-05,2.53214E-05,1.34454E-05,0.243103183,1.38283201,0.307200165,0.975054697,0.169237447,1.822197519,0.362605919,0.967564677,UDP-N-acetylglucosamine 1-carboxyvinyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=murA PE=3 SV=1
A5GID8,SynWH7803_0277,2,2,8.73656E-05,8.01143E-05,8.16084E-05,6.01077E-05,5.21509E-05,6.01344E-05,7.29994E-05,7.67108E-05,8.34112E-05,5.77843E-05,4.78925E-05,0.000117372,7.13623E-05,5.71352E-05,0.000119542,8.00609E-05,0.000148272,0.000129241,8.30294E-05,5.74644E-05,7.77071E-05,7.43495E-05,8.26798E-05,0.000119191,0.003201753,0.692096273,0.19010266,0.935898415,0.064566339,1.112042362,0.124806805,1.603123186,dITP/XTP pyrophosphatase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0277 PE=3 SV=1
A5GJQ8,SynWH7803_0747,2,2,2.29165E-05,1.56023E-05,2.89588E-05,1.87357E-05,2.58787E-05,2.57967E-05,2.2401E-05,1.68317E-05,2.33367E-05,1.82636E-05,4.61296E-05,3.144E-05,1.65739E-05,4.22193E-05,2.35501E-05,2.09057E-05,9.41917E-06,1.00863E-05,2.24925E-05,2.34704E-05,2.08565E-05,3.19444E-05,2.74478E-05,1.34704E-05,0.426594545,1.043472805,0.254779451,0.927262558,0.065689199,0.85923667,0.124008181,0.421682814,6-pyruvoyl tetrahydropterin synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0747 PE=4 SV=1
A5GMM1,SynWH7803_1760,2,2,2.62836E-05,6.15796E-06,1.2257E-05,1.39936E-05,8.95155E-06,1.19451E-05,1.68201E-05,1.23148E-05,1.17592E-05,1.57733E-05,1.48538E-07,7.28245E-06,1.41653E-05,1.33254E-05,5.0617E-06,1.27358E-05,4.13878E-06,1.07857E-05,1.48995E-05,1.16301E-05,1.36313E-05,7.73476E-06,1.08508E-05,9.22011E-06,0.275414446,0.780567255,0.40281364,0.914882495,0.299499074,1.402861046,0.289720658,1.192034557,3-methyl-2-oxobutanoate hydroxymethyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=panB PE=3 SV=1
A5GL85,SynWH7803_1274,2,2,0.000191235,0.00012432,0.000195893,0.000188821,0.000118202,0.000206773,0.000162647,6.76078E-05,0.000232853,0.000188963,0.000109328,9.85587E-05,8.82649E-05,1.66716E-05,6.56907E-05,0.000309543,7.41275E-05,0.000280778,0.000170483,0.000171265,0.000154369,0.000132283,5.68757E-05,0.000221483,0.446695979,1.004589989,0.310096357,0.905484968,0.035964889,0.429953626,0.150962383,1.674305024,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1274 PE=4 SV=1
A5GIK3,SynWH7803_0342,2,2,0.001349422,0.001313562,0.002484973,0.001350257,0.001724675,0.001810988,0.001319458,0.001734745,0.001604873,0.00215306,0.002379205,0.000575973,0.001584921,0.002678755,0.000888097,0.001690629,0.001703295,0.001472721,0.001715986,0.00162864,0.001553025,0.001702746,0.001717258,0.001622215,0.404184927,0.949098847,0.355423864,0.905033846,0.482401051,1.008522426,0.442572861,0.95270544,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0342 PE=4 SV=1
A5GJN4,SynWH7803_0723,2,2,8.81411E-05,6.22232E-05,9.16998E-05,9.09893E-05,6.17478E-05,7.37975E-05,6.05168E-05,8.04877E-05,7.7702E-05,8.48331E-05,4.57711E-05,6.44003E-05,8.69757E-05,6.28829E-05,6.10938E-05,0.000123418,4.81407E-05,8.16246E-05,8.0688E-05,7.55116E-05,7.29021E-05,6.50015E-05,7.03175E-05,8.43945E-05,0.252783122,0.935845972,0.312456843,0.903506384,0.237818994,1.081782363,0.103159682,1.298346783,Conserved hpothetical protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0723 PE=4 SV=1
A5GJG8,SynWH7803_0657,2,2,6.93348E-05,4.4042E-05,8.18787E-06,4.94068E-05,2.54442E-05,2.87383E-05,4.43622E-05,1.83813E-05,4.66793E-05,3.55419E-05,3.54855E-05,4.48271E-05,5.86689E-05,1.28509E-05,6.97293E-05,3.03349E-05,3.01024E-05,2.2989E-05,4.05216E-05,3.45298E-05,3.64743E-05,3.86182E-05,4.70831E-05,2.78088E-05,0.347992664,0.852133137,0.433327061,0.900120258,0.320466866,1.219194136,0.094518492,0.720095058,Possible short chain dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0657 PE=3 SV=1
A5GJG4,SynWH7803_0653,2,2,0.000118827,0.000123171,8.217E-05,4.81695E-05,6.52171E-05,9.31113E-05,7.97914E-05,0.000145111,6.44775E-05,1.43169E-05,9.85942E-05,9.88137E-05,5.13268E-05,0.000152204,5.58066E-05,8.86685E-05,0.000122231,7.12124E-05,0.000108056,6.88326E-05,9.64599E-05,7.0575E-05,8.64457E-05,9.40373E-05,0.130926902,0.637007582,0.29141996,0.892683129,0.323923699,1.224877916,0.254473815,1.332445144,Creatininase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0653 PE=4 SV=1
A5GNP7,SynWH7803_2136,2,2,0.000138644,4.34995E-05,0.000146228,0.000108724,6.87842E-05,9.03541E-05,0.000153089,1.95352E-05,0.000120462,0.00021052,7.89134E-05,0.000145076,0.00019708,3.66669E-05,0.000171842,0.0003062,4.98769E-05,0.000223285,0.000109457,8.92873E-05,9.76955E-05,0.000144837,0.000135196,0.000193121,0.244019662,0.815728784,0.232214132,0.892545867,0.338780085,0.933438765,0.170596832,1.333370203,HIT family hydrolase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2136 PE=4 SV=1
A5GJQ5,SynWH7803_0744,2,2,4.1741E-06,3.54049E-06,1.52398E-05,3.21755E-06,8.7699E-06,1.04751E-05,1.28377E-05,7.39847E-06,0,2.41271E-06,4.18367E-06,7.60083E-06,6.99386E-06,6.1449E-06,9.53477E-06,9.06055E-06,3.95479E-06,5.53312E-06,7.65147E-06,7.48753E-06,6.74537E-06,4.7324E-06,7.55785E-06,6.18282E-06,0.480111822,0.978573499,0.456283357,0.881578741,0.042242695,1.597042211,0.31967459,1.306487018,Predicted Zn-dependent protease OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0744 PE=4 SV=1
A5GK28,SynWH7803_0867,2,2,5.95284E-05,1.04718E-05,3.70832E-05,7.27178E-05,3.39788E-05,4.25761E-05,5.43042E-05,5.55307E-06,3.34565E-05,4.06187E-05,3.88961E-05,1.21045E-05,6.98504E-05,2.23831E-05,2.89515E-05,2.03436E-05,2.2712E-05,8.95878E-06,3.56945E-05,4.97576E-05,3.11046E-05,3.05398E-05,4.0395E-05,1.73381E-05,0.05726201,1.393985498,0.005594148,0.871412555,0.272785269,1.322702599,0.062498343,0.567722781,Possible zeta-carotene desaturase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0867 PE=4 SV=1
A5GNA4,SynWH7803_1993,2,2,0.000160652,0.000872383,0.000628131,0.000219437,0.000536501,0.00048658,0.000292779,0.000500659,0.000624577,0.000136391,0.000459019,0.000616791,0.000174667,0.000460832,0.0005128,0.000288596,0.000373869,0.000595847,0.000553722,0.000414172,0.000472672,0.000404067,0.000382767,0.000419437,0.172662323,0.747979069,0.322085229,0.853626474,0.333553418,0.947285148,0.42422154,1.038038946,"Ferredoxin-thioredoxin reductase, variable chain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ftrV PE=4 SV=1"
A5GI56,SynWH7803_0195,2,2,0.000938607,0.00136766,0.000427276,0.001031961,0.001389543,0.00098071,0.000859407,0.000579375,0.000817977,0.001162403,0.00125606,0.000778647,0.000816592,0.000688956,0.000978285,0.000801806,0.000585938,0.000694092,0.000911181,0.001134072,0.000752253,0.001065703,0.000827944,0.000693946,0.156335835,1.244617524,0.344189819,0.825580431,0.203125292,0.776899541,0.079513748,0.651162111,Transketolase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cbbT PE=3 SV=1
A5GKB2,SynWH7803_0951,2,2,0.002123238,0.001426981,0.002751664,0.001711349,0.001089643,0.002263967,0.001474389,0.001710325,0.001731764,0.002203723,0.00231335,0.002010161,0.001561772,0.003416857,0.002780122,0.001960494,0.002291118,0.002350607,0.002100628,0.00168832,0.001638826,0.002175745,0.00258625,0.002200739,0.005450854,0.803721566,0.177880853,0.78016021,0.261541635,1.188673705,0.448337882,1.011487999,Superoxide dismutase [Cu-Zn] OS=Synechococcus sp. (strain WH7803) OX=32051 GN=sodC PE=4 SV=1
A5GLP3,SynWH7803_1432,2,2,0.000641501,0.00076931,0.000997338,0.000649512,0.001092779,0.000868021,0.000622417,0.000655596,0.000598095,0.000713015,0.001082161,0.000382262,0.000617034,0.000723478,0.000412632,0.001068862,0.000616255,0.000327463,0.000802716,0.000870104,0.00062537,0.000725813,0.000584381,0.00067086,0.332518436,1.083949561,0.130410179,0.779066829,0.171224098,0.805140768,0.419175167,0.924287773,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1432 PE=4 SV=1
A5GNZ5,SynWH7803_2234,2,2,0.000156979,0.000170755,0.000137555,7.61773E-05,0.000103432,0.00011479,0.000114774,0.000112379,0.000102146,8.41782E-05,7.01981E-05,0.000198151,8.94476E-05,0.000149558,0.000185336,8.62505E-05,0.00015357,8.79833E-05,0.000155096,9.81332E-05,0.000109766,0.000117509,0.000141447,0.000109268,0.041562389,0.632723479,0.010921198,0.707728415,0.24266489,1.203713092,0.448347853,0.929868333,Cysteine synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cysK PE=3 SV=1
A5GLT6,SynWH7803_1475,2,2,2.40986E-05,2.93698E-05,4.10832E-05,2.40261E-05,2.76528E-05,4.06254E-05,2.645E-05,7.28108E-06,3.28396E-05,2.49576E-05,2.77362E-05,3.94972E-05,1.70781E-05,3.61346E-05,3.72922E-05,3.18846E-05,1.58944E-05,1.83756E-05,3.15172E-05,3.07681E-05,2.21902E-05,3.07303E-05,3.01683E-05,2.20515E-05,0.135213859,0.976230597,0.159093398,0.704067628,0.458489143,0.98171113,0.201577532,0.717581296,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ispG PE=3 SV=1
A5GP83,SynWH7803_2322,2,2,0.000111076,1.74947E-05,7.06807E-05,0.000131569,2.39123E-05,4.50694E-05,9.71859E-05,1.89398E-05,1.98188E-05,0.000162775,3.76028E-05,1.95252E-05,0.000134373,4.73626E-05,4.82617E-05,0.000168718,8.37135E-06,7.81924E-05,6.64172E-05,6.68504E-05,4.53148E-05,7.33011E-05,7.66658E-05,8.50941E-05,0.488774735,1.006522774,0.153513943,0.68227631,0.429895961,1.045902752,0.344823113,1.160883714,Glutaredoxin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2322 PE=3 SV=1
A5GMU5,SynWH7803_1834,2,2,8.3821E-05,3.38482E-05,0.000166012,8.77272E-05,6.06844E-05,6.72297E-05,7.17156E-05,1.89461E-05,8.65863E-05,0.000236172,8.5139E-05,5.22669E-05,8.03127E-05,2.94833E-05,2.20652E-05,0.00031852,1.01695E-05,7.92058E-05,9.45603E-05,7.18804E-05,5.90827E-05,0.000124526,4.39537E-05,0.000135965,0.308259384,0.760154613,0.123994597,0.624815303,0.085228424,0.35296859,0.413535175,1.091862507,50S ribosomal protein L19 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplS PE=3 SV=1
A5GPH3,SynWH7803_2412,2,2,5.98555E-05,1.8583E-05,2.59473E-05,7.93478E-05,1.9582E-05,2.86321E-05,3.88248E-05,7.80343E-06,1.7374E-05,5.0271E-05,2.18027E-05,7.40759E-06,6.97123E-05,1.53028E-05,2.47634E-05,4.28037E-05,1.71486E-05,6.17639E-05,3.47953E-05,4.25207E-05,2.13341E-05,2.64938E-05,3.65928E-05,4.05721E-05,0.160416058,1.22202375,0.036276814,0.613131127,0.174379728,1.381186472,0.278581357,1.531381568,Glycine dehydrogenase (decarboxylating) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gcvP PE=3 SV=1
A5GL15,SynWH7803_1204,2,2,3.98825E-05,2.14694E-05,6.22291E-06,1.31382E-05,6.38927E-06,1.61162E-05,2.63271E-05,7.51348E-06,7.14885E-06,7.05986E-06,3.35631E-05,3.61184E-05,4.38001E-05,7.48977E-06,4.70581E-05,3.57479E-05,1.62439E-05,4.95645E-06,2.25249E-05,1.18812E-05,1.36631E-05,2.55804E-05,3.27827E-05,1.89827E-05,0.214245304,0.527469316,0.105979782,0.606577948,0.365461989,1.281552423,0.375137688,0.742080833,3-dehydroquinate synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=aroB PE=3 SV=1
A5GKZ3,SynWH7803_1182,2,2,0.000283535,0.000425625,0.000746002,0.000304506,0.000488349,0.000767762,0.000269406,0.000354228,0.000239537,0.000376137,0.000653003,0.00078388,0.000271055,0.000893307,0.000562623,0.000266712,0.000491156,0.000306066,0.000485054,0.000520206,0.000287724,0.00060434,0.000575662,0.000354644,0.06276571,1.072469572,0.166007646,0.593178448,0.42762002,0.952546025,0.08109678,0.586829054,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1182 PE=4 SV=1
A5GPF1,SynWH7803_2390,2,2,0.000102006,3.33087E-05,7.03939E-05,0.000100279,2.54949E-05,5.30815E-05,7.51636E-05,2.19666E-05,1.63035E-05,0.000140448,5.4281E-05,3.52098E-05,7.85749E-05,3.2074E-05,1.26009E-05,6.04295E-05,1.47999E-05,1.38116E-05,6.85697E-05,5.96184E-05,3.78112E-05,7.66463E-05,4.10832E-05,2.96803E-05,0.093548897,0.869457401,0.066450042,0.551428056,0.056964282,0.536010942,0.05673075,0.38723754,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2390 PE=4 SV=1
A5GNJ9,SynWH7803_2088,2,2,2.81975E-05,2.57597E-05,4.79856E-05,1.96453E-05,1.82844E-05,2.87634E-05,1.76002E-05,1.55258E-05,2.04662E-05,1.48291E-05,2.36467E-05,3.67837E-05,2.97175E-05,1.84186E-05,3.21605E-05,1.81537E-05,1.26789E-05,1.02906E-05,3.39809E-05,2.2231E-05,1.7864E-05,2.50865E-05,2.67656E-05,1.37077E-05,0.044250134,0.654220823,0.052849495,0.525708,0.41156744,1.066930222,0.158615419,0.546418689,Probable aspartoacylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2088 PE=3 SV=1
A5GKQ4,SynWH7803_1093,2,2,3.52991E-05,3.17177E-05,3.09397E-05,4.8986E-05,6.06746E-05,4.84488E-05,2.30918E-05,9.20444E-06,1.28451E-05,5.13229E-05,5.229E-05,2.77609E-05,2.30697E-05,9.22225E-05,2.89591E-06,2.1312E-05,2.32106E-06,2.43806E-06,3.26522E-05,5.27031E-05,1.50471E-05,4.37913E-05,3.93961E-05,8.69036E-06,0.024283228,1.61407725,0.013783883,0.460830615,0.430634103,0.899632919,0.021675311,0.198449719,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1093 PE=4 SV=1
A5GKI3,SynWH7803_1022,2,2,3.04275E-05,2.81263E-05,3.47016E-05,2.64598E-05,2.73221E-05,3.19478E-05,2.00481E-05,1.37086E-05,6.49072E-06,1.21585E-05,1.5091E-05,1.0001E-05,2.98492E-05,1.91234E-05,8.96804E-06,2.24326E-05,4.17834E-06,6.54779E-06,3.10851E-05,2.85766E-05,1.34158E-05,1.24168E-05,1.93135E-05,1.10529E-05,0.056290679,0.919300166,0.041008544,0.43158274,0.171355459,1.555431816,0.423203325,0.890155534,"1,4-dihydroxy-2-naphthoyl-CoA synthase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=menB PE=3 SV=1"
A5GLT4,SynWH7803_1473,2,2,1.63238E-05,3.89829E-05,2.52366E-05,1.94341E-05,1.90055E-05,2.1174E-05,1.01019E-05,1.92216E-05,4.34501E-06,1.80382E-05,2.83866E-06,1.51838E-05,2.06073E-05,3.63842E-05,2.43592E-05,1.69679E-05,2.14886E-05,6.85243E-06,2.68478E-05,1.98712E-05,1.12228E-05,1.20202E-05,2.71169E-05,1.5103E-05,0.207019824,0.740143607,0.040092657,0.418016784,0.125088716,2.255936334,0.369477195,1.256464721,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1473 PE=4 SV=1
A5GHT2,SynWH7803_0071,2,2,1.16472E-05,2.31489E-05,1.507E-05,9.97897E-06,2.59298E-05,1.35924E-05,8.14003E-06,5.63651E-06,1.41757E-06,9.78217E-06,3.19276E-05,2.61717E-05,5.11781E-06,2.36865E-05,8.30067E-06,9.22566E-06,2.63712E-06,2.09283E-05,1.6622E-05,1.65004E-05,5.0647E-06,2.26272E-05,1.23683E-05,1.09304E-05,0.470445489,0.992683494,0.054772476,0.304698296,0.060718425,0.546613535,0.159634784,0.483064069,Trigger factor OS=Synechococcus sp. (strain WH7803) OX=32051 GN=tig PE=3 SV=1
A5GIK0,SynWH7803_0339,2,2,8.58272E-05,6.25085E-05,0.000289975,5.8067E-05,3.50236E-05,2.92338E-05,3.40406E-05,6.40015E-05,3.4627E-05,0.000439259,0.001545898,2.98315E-05,9.8194E-05,0.000131436,4.15017E-05,0.000101634,4.86041E-05,4.37165E-05,0.000146104,4.07748E-05,4.4223E-05,0.000671663,9.03773E-05,6.46515E-05,0.15402282,0.279081366,0.161366952,0.302682601,0.154026474,0.134557637,0.157521727,0.096255972,Possible amidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0339 PE=4 SV=1
A5GJR5,SynWH7803_0754,2,2,8.45908E-06,8.41366E-06,5.88852E-06,1.51686E-05,1.06064E-05,6.21334E-06,4.48093E-06,9.33874E-07,1.01463E-06,1.03481E-05,1.0579E-06,2.13613E-06,1.19098E-05,2.99822E-06,1.39258E-06,3.67179E-06,0,0,7.58708E-06,1.06628E-05,2.14314E-06,4.51404E-06,5.43352E-06,1.22393E-06,0.123045898,1.405387788,0.017630869,0.282472615,0.193653703,1.203694413,0.098069577,0.271138756,Nucleoside-diphosphate-sugar epimerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0754 PE=4 SV=1
A5GI93,SynWH7803_0232,2,2,1.88706E-05,2.14837E-06,7.70467E-06,2.0058E-05,3.05538E-06,7.71943E-06,1.61694E-06,6.17587E-07,4.53399E-06,1.14241E-05,6.14393E-06,1.46672E-07,5.63574E-06,4.67933E-06,3.382E-06,4.50987E-06,7.91802E-07,1.22832E-06,9.57454E-06,1.02776E-05,2.25617E-06,5.90491E-06,4.56569E-06,2.17667E-06,0.092529102,1.073430216,0.140080915,0.23564276,0.329215752,0.773202678,0.133526946,0.368619663,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0232 PE=4 SV=1
