 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A1860,ppk2,45.32,17.87,15.7,0.39,0.35,0.88,polyphosphate kinase 2 Ppk2,Central intermediary metabolism,Phosphorus compounds,Phosphorus metabolism ,Cytoplasm,,SYNPCC7002_A1860,locus_tag: Locus tag
SYNPCC7002_A0250,ppsA,120.85,35.74,34.53,0.3,0.29,0.97,phosphoenolpyruvate synthase PpsA,Energy metabolism,Glycolysis/gluconeogenesis,Pyruvate dehydrogenase anaplerotic reactions,Cytoplasm,,SYNPCC7002_A0250,locus_tag: Locus tag
SYNPCC7002_A0425,pratA,8.09,17.87,21.98,2.22,2.7,1.23,periplasmic tetratricopeptide repeat protein involved in photosystem II biogenesis PratA,Protein fate,Protein folding and stabilization,Photosystem II,Thylakoid Lumen,,SYNPCC7002_A0425,locus_tag: Locus tag
SYNPCC7002_A2665,prk,562.19,280.84,379.86,0.5,0.68,1.35,phosphoribulokinase Prk,Energy metabolism,CO2 fixation,,Cytoplasm,,SYNPCC7002_A2665,locus_tag: Locus tag
SYNPCC7002_A1599,prmC,16.19,35.74,28.25,2.22,1.75,0.79,SAM-dependent methyltransferase PrmC,Protein fate,Protein modification and repair,Initiation factors,Cytoplasm,,SYNPCC7002_A1599,locus_tag: Locus tag
SYNPCC7002_A1919,proC,14.03,51.06,32.96,3.7,2.33,0.65,pyrroline-5-carboxylate reductase ProC,Amino acid biosynthesis,Glutamate family,Arginine degradation (L-arginine deiminase pathway),Cytoplasm,,SYNPCC7002_A1919,locus_tag: Locus tag
SYNPCC7002_A1656,proS,15.65,91.91,37.67,5.88,2.38,0.41,prolyl-tRNA synthetase ProS,Protein synthesis,tRNA aminoacylation,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1656,locus_tag: Locus tag
SYNPCC7002_A2585,prpJ2,14.57,33.19,23.54,2.27,1.61,0.71,serine/threonine protein phosphatase PrpJ2,Regulatory functions,Protein interactions,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2585,locus_tag: Locus tag
SYNPCC7002_A1393,psaE,9610.6,2080.8,5435.75,0.22,0.56,2.61,photosystem I reaction center subunit IV PsaE,Energy metabolism,Photosynthesis,Photosystem I,Cytoplasm,,SYNPCC7002_A1393,locus_tag: Locus tag
SYNPCC7002_A1009,psaJ,6340.52,14716.26,7785.54,2.33,1.23,0.53,photosystem I reaction centre subunit IX PsaJ,Energy metabolism,Photosynthesis,Photosystem I,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A1009,locus_tag: Locus tag
SYNPCC7002_A2401,psaK2,1117.36,520.84,671.82,0.47,0.6,1.29,alternative photosystem I reaction center subunit X PsaK2,Energy metabolism,Photosynthesis,Photosystem I,Thylakoid Membrane (2 transmembrane spans),,SYNPCC7002_A2401,locus_tag: Locus tag
SYNPCC7002_A1418,psbA,7998.49,2701.21,5975.72,0.34,0.75,2.21,photosystem II protein D1 PsbA,Energy metabolism,Photosynthesis,Photosystem II,Thylakoid Membrane (6 transmembrane spans),,SYNPCC7002_A1418,locus_tag: Locus tag
SYNPCC7002_A1559,psbC,2883.23,7748.76,4263.21,2.7,1.47,0.55,photosystem II 44 kDa subunit reaction center protein PsbC,Energy metabolism,Photosynthesis,Photosystem II,Thylakoid Membrane (7 transmembrane spans),,SYNPCC7002_A1559,locus_tag: Locus tag
SYNPCC7002_A1560,psbD,801.2,347.23,516.42,0.43,0.65,1.49,photosystem II reaction center D2 protein PsbD,Energy metabolism,Photosynthesis,Photosystem II,Thylakoid Membrane (6 transmembrane spans),,SYNPCC7002_A1560,locus_tag: Locus tag
SYNPCC7002_A0230,psbE,795.8,370.2,486.6,0.47,0.61,1.31,cytochrome b559 alpha subunit PsbE,Energy metabolism,Photosynthesis,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0230,locus_tag: Locus tag
SYNPCC7002_A0231,psbF,426.77,53.62,351.61,0.13,0.83,6.56,cytochrome b559 beta subunit PsbF,Energy metabolism,Photosynthesis,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0231,locus_tag: Locus tag
SYNPCC7002_A0233,psbJ,2682.53,970.19,1605.77,0.36,0.6,1.66,photosystem II reaction center protein PsbJ,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),NtcB,SYNPCC7002_A0233,locus_tag: Locus tag
SYNPCC7002_A0232,psbL,781.77,342.12,580.78,0.44,0.74,1.7,photosystem II reaction center protein PsbL,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),NtcB,SYNPCC7002_A0232,locus_tag: Locus tag
SYNPCC7002_A0809,psbN,53.95,120.0,69.07,2.22,1.28,0.58,photosystem II reaction center protein PsbN,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0809,locus_tag: Locus tag
SYNPCC7002_A0269,psbO,1081.21,525.95,910.41,0.49,0.84,1.73,photosystem II manganese-stabilizing protein PsbO,Energy metabolism,Electron transport,Photosystem II,Thylakoid Lumen,,SYNPCC7002_A0269,locus_tag: Locus tag
SYNPCC7002_A0957,psbT,13443.94,4010.97,5721.43,0.3,0.43,1.43,photosystem II reaction center protein PsbT,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0957,locus_tag: Locus tag
SYNPCC7002_A1347,psbY,1415.72,582.11,910.41,0.41,0.64,1.56,photosystem II protein PsbY,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A1347,locus_tag: Locus tag
SYNPCC7002_A0813,pspA,40.46,168.51,80.05,4.17,1.96,0.48,membrane-associated 30 kD protein PpsA,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0813,locus_tag: Locus tag
SYNPCC7002_A1895,pstB,73.92,17.87,47.09,0.24,0.64,2.63,ABC-type phosphate uptake system ATPase component PstB,Transport and binding proteins,Anions,Phosphate homeostasis,Cytoplasm,,SYNPCC7002_A1895,locus_tag: Locus tag
SYNPCC7002_A2285,pstC,14.03,28.08,9.42,2.0,0.67,0.34,phosphate ABC transporter permease component PstC,Transport and binding proteins,Anions,Phosphate homeostasis,Inner Membrane (6 transmembrane span),,SYNPCC7002_A2285,locus_tag: Locus tag
SYNPCC7002_A2653,purB,47.48,127.66,100.46,2.7,2.13,0.79,adenylosuccinate lyase PurB,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2653,locus_tag: Locus tag
SYNPCC7002_A2826,purE,5.4,2.55,7.85,0.47,1.45,3.07,phosphoribosylaminoimidazole carboxylase catalytic subunit PurE,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2826,locus_tag: Locus tag
SYNPCC7002_A0550,purF,139.74,68.93,92.61,0.49,0.66,1.34,amidophosphoribosyltransferase PurF,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0550,locus_tag: Locus tag
SYNPCC7002_A2030,purT,8.09,17.87,15.7,2.22,1.92,0.88,phosphoribosylglycinamide formyltransferase 2 PurT,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2030,locus_tag: Locus tag
SYNPCC7002_A1006,purU,4.32,10.21,21.98,2.38,5.0,2.15,formyltetrahydrofolate deformylase PurU,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A1006,locus_tag: Locus tag
SYNPCC7002_A2070,pyrC,10.25,2.55,6.28,0.25,0.61,2.46,dihydroorotase PyrC,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2070,locus_tag: Locus tag
SYNPCC7002_A2097,pyrC,7.01,22.98,9.42,3.23,1.35,0.41,dihydroorotase PyrC,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A2097,locus_tag: Locus tag
SYNPCC7002_A1206,pyrE,10.25,5.11,7.85,0.5,0.76,1.54,orotate phosphoribosyltransferase PyrE,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A1206,locus_tag: Locus tag
SYNPCC7002_A0547,pyrF,7.01,2.55,9.42,0.36,1.35,3.69,orotidine 5'-phosphate decarboxylase PyrF,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0547,locus_tag: Locus tag
SYNPCC7002_A0610,pyrFE,11.87,35.74,34.53,3.03,2.94,0.97,bifunctional orotidine 5'-phosphate decarboxylase/orotate phosphoribosyltransferase protein PyrFE,"Purines, pyrimidines, nucleosides, and nucleotides",Pyrimidine ribonucleotide biosynthesis,,Cytoplasm,,SYNPCC7002_A0610,locus_tag: Locus tag
SYNPCC7002_A0953,pyrH,53.41,107.23,75.34,2.0,1.41,0.7,uridylate kinase PyrH,"Purines, pyrimidines, nucleosides, and nucleotides",Nucleotide and nucleoside interconversions,,Cytoplasm,,SYNPCC7002_A0953,locus_tag: Locus tag
SYNPCC7002_A0498,pyrR,4.32,15.32,14.13,3.57,3.23,0.92, 5-amino-6-(5-phosphoribosylamino)uracil reductase PyrR,"Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD",Riboflavin (B2) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0498,locus_tag: Locus tag
SYNPCC7002_A1200,queA,7.01,30.64,18.84,4.35,2.7,0.61,S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1200,locus_tag: Locus tag
SYNPCC7002_A0281,queC,22.66,104.68,36.1,4.55,1.59,0.34,queuosine biosynthesis ATPase QueC,Protein synthesis,tRNA and rRNA base modification,Transfer RNA biogenesis,Cytoplasm,,SYNPCC7002_A0281,locus_tag: Locus tag
SYNPCC7002_A1563,queF,7.55,20.43,29.82,2.7,4.0,1.46,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1563,locus_tag: Locus tag
SYNPCC7002_A1957,queG,46.94,15.32,29.82,0.33,0.64,1.95,epoxyqueuosine (oQ) reductase QueG,Protein synthesis,tRNA and rRNA base modification,Transfer RNA Biogenesis,Cytoplasm,,SYNPCC7002_A1957,locus_tag: Locus tag
SYNPCC7002_A0978,radA,4.86,0.12,4.71,0.03,0.97,38.28,DNA repair protein RadA,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A0978,locus_tag: Locus tag
SYNPCC7002_A0220,radC,13.49,0.12,7.85,0.01,0.58,63.81,DNA repair protein RadC,DNA metabolism,"DNA replication, recombination, and repair",Stress response,Cytoplasm,,SYNPCC7002_A0220,locus_tag: Locus tag
SYNPCC7002_A1796,rbcS,3366.11,18645.53,7805.95,5.56,2.33,0.42,ribulose bisphosphate carboxylase small subunit RbcS,Energy metabolism,Photosynthesis,CO2 fixation,Carboxysome Lumen,,SYNPCC7002_A1796,locus_tag: Locus tag
SYNPCC7002_A1797,rbcX,914.5,4153.95,4526.92,4.55,5.0,1.09,rubisco chaperone RbcX,Protein fate,Protein and peptide secretion and trafficking,CO2 fixation,Carboxysome Lumen,,SYNPCC7002_A1797,locus_tag: Locus tag
SYNPCC7002_A0072,rbgA,5.93,0.12,9.42,0.02,1.59,76.57,50S ribosomal subunit maturation GTPase YlqF,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0072,locus_tag: Locus tag
SYNPCC7002_A0601,rdgB,10.25,5.11,14.13,0.5,1.37,2.77,non-canonical purine NTP pyrophosphatase RdgB,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_A0601,locus_tag: Locus tag
SYNPCC7002_A0426,recA,26.98,66.38,47.09,2.44,1.75,0.71,recombinase A RecA,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,LexA,SYNPCC7002_A0426,locus_tag: Locus tag
SYNPCC7002_A0451,recN,9.71,2.55,10.99,0.26,1.14,4.3,DNA repair protein RecN,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A0451,locus_tag: Locus tag
SYNPCC7002_A0757,recO,9.17,43.4,29.82,4.76,3.23,0.69,DNA recombination and repair protein RecO,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A0757,locus_tag: Locus tag
SYNPCC7002_A1744,recR,26.98,74.04,42.38,2.78,1.56,0.57,recombination protein RecR,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A1744,locus_tag: Locus tag
SYNPCC7002_A2066,rfbM,104.13,43.4,58.08,0.42,0.56,1.34,bifunctional mannose-1-phosphate guyanyltranferase / mannose-6-phosphate isomerase RfbM,Central intermediary metabolism,Sugars,Fructose and mannose metabolism,Cytoplasm,,SYNPCC7002_A2066,locus_tag: Locus tag
SYNPCC7002_A2730,rfrC,206.1,676.58,1106.61,3.33,5.26,1.64,pentapeptide repeat protein RfrC,Unknown function,General,,Extracellular,,SYNPCC7002_A2730,locus_tag: Locus tag
SYNPCC7002_A2026,rfrF,8.09,0.12,7.85,0.02,0.97,63.81,pentapeptide repeat-containing protein RfrF,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2026,locus_tag: Locus tag
SYNPCC7002_A1220,rfrM,83.63,22.98,42.38,0.27,0.51,1.84,pentapeptide repeat protein RfrM,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1220,locus_tag: Locus tag
SYNPCC7002_A0783,rfrN,24.28,10.21,25.11,0.42,1.03,2.46,pentapeptide repeat-containing protein RfrN,Unknown function,General,,Thylakoid Lumen,,SYNPCC7002_A0783,locus_tag: Locus tag
SYNPCC7002_A0427,ribAB,22.12,53.62,37.67,2.44,1.69,0.7,"bifunctional 3,4-dihydroxy-2-butanone 4-phosphate synthase/GTP cyclohydrolase II/unknown domain fusion protein RibAB","Biosynthesis of cofactors, prosthetic groups, and carriers","Riboflavin, FMN, and FAD",Riboflavin (B2) biosynthesis and salvage,Cytoplasm,,SYNPCC7002_A0427,locus_tag: Locus tag
SYNPCC7002_A0096,rimI,8.09,17.87,15.7,2.22,1.92,0.88,ribosomal-protein-alanine acetyltransferase RimI,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0096,locus_tag: Locus tag
SYNPCC7002_A1184,rlmI,3.78,7.66,6.28,2.04,1.67,0.82,23S rRNA (cytosine1962-C5)-methyltransferase RlmI,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A1184,locus_tag: Locus tag
SYNPCC7002_A2542,rnc,7.55,25.53,18.84,3.33,2.5,0.74,ribonuclease III Rnc,Transcription,RNA processing,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2542,locus_tag: Locus tag
SYNPCC7002_A1574,rnd1a,11.33,5.11,7.85,0.45,0.69,1.54,RND type export system MFP component Rnd1a,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,SYNPCC7002_A1574,locus_tag: Locus tag
SYNPCC7002_A1461,rnd2a,11.87,66.38,42.38,5.56,3.57,0.64,RND type export system MFP component Rnd2a,Transport and binding proteins,Unknown substrate,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1461,locus_tag: Locus tag
SYNPCC7002_A0587,rnd3b,70.14,1003.38,365.73,14.29,5.26,0.36,RND-type export system permease component heavy metal efflux (HME) family Rnd3b,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane span),,SYNPCC7002_A0587,locus_tag: Locus tag
SYNPCC7002_A0788,rne,56.11,150.63,76.91,2.7,1.37,0.51,ribonuclease E Rne,Transcription,Degradation of RNA,,Cytoplasm,,SYNPCC7002_A0788,locus_tag: Locus tag
SYNPCC7002_A2472,rnhB,23.2,10.21,15.7,0.44,0.68,1.54,ribonuclease HII RnhB,DNA metabolism,"DNA replication, recombination, and repair",,Cytoplasm,,SYNPCC7002_A2472,locus_tag: Locus tag
SYNPCC7002_A1308,rpaA,137.04,298.72,216.61,2.17,1.59,0.73,osmotic stress-responsive two component signal transduction system response regulator of energy transfer from phycobilisomes to photosystems RpaA,Signal transduction,Two-component systems,Osmotic stress response,Cytoplasm,,SYNPCC7002_A1308,locus_tag: Locus tag
SYNPCC7002_A0486,rpaB,2.7,15.32,9.42,5.56,3.45,0.61,two component signal transduction system response regulator RpaB,Signal transduction,Two-component systems,,Cytoplasm,,SYNPCC7002_A0486,locus_tag: Locus tag
SYNPCC7002_A2077,rph,11.33,0.12,7.85,0.01,0.69,63.81,ribonuclease PH Rph,Transcription,RNA processing,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2077,locus_tag: Locus tag
SYNPCC7002_A1269,rpiA,11.87,0.12,17.27,0.01,1.45,140.38,ribose-5-phosphate isomerase A RpiA,Energy metabolism,Pentose phosphate pathway,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1269,locus_tag: Locus tag
SYNPCC7002_A1028,rplA,256.81,602.54,381.43,2.33,1.49,0.63,50S ribosomal protein L1 RplA,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1028,locus_tag: Locus tag
SYNPCC7002_A1062,rplB,187.22,385.52,282.54,2.04,1.52,0.73,50S ribosomal protein L2 RplB,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1062,locus_tag: Locus tag
SYNPCC7002_A1051,rplF,241.17,656.16,560.37,2.7,2.33,0.85,50S ribosomal protein L6 RplF,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1051,locus_tag: Locus tag
SYNPCC7002_A1048,rplO,365.8,1608.47,860.18,4.35,2.33,0.53,50S ribosomal protein L15 RplO,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1048,locus_tag: Locus tag
SYNPCC7002_A1033,rplS,570.82,1922.51,1232.19,3.33,2.17,0.64,50S ribosomal protein L19 RplS,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1033,locus_tag: Locus tag
SYNPCC7002_A0490,rplU,250.34,599.99,552.52,2.38,2.22,0.92,50S ribosomal protein L21 RplU,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0490,locus_tag: Locus tag
SYNPCC7002_A0883,rplY,306.45,120.0,222.89,0.39,0.73,1.86,50S ribosomal protein L25 RplY,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0883,locus_tag: Locus tag
SYNPCC7002_A1057,rpmC,261.67,112.34,161.68,0.43,0.62,1.44,50S ribosomal protein L29 RpmC,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1057,locus_tag: Locus tag
SYNPCC7002_A1893,rpmF,471.01,222.12,434.8,0.47,0.93,1.96,50S ribosomal protein L32 RpmF,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A1893,locus_tag: Locus tag
SYNPCC7002_A0988,rpmH,1372.56,245.1,627.87,0.18,0.46,2.56,50S ribosomal protein L34 RpmH,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0988,locus_tag: Locus tag
SYNPCC7002_A2043,rpoC2,169.95,423.82,291.96,2.5,1.72,0.69,DNA-directed RNA polymerase delta subunit RpoC2,Transcription,DNA-dependent RNA polymerase,,Cytoplasm,,SYNPCC7002_A2043,locus_tag: Locus tag
SYNPCC7002_A0614,rpoZ,18.88,0.12,17.27,0.01,0.92,140.38,DNA-directed RNA polymerase omega subunit RpoZ,Transcription,DNA-dependent RNA polymerase,,Cytoplasm,,SYNPCC7002_A0614,locus_tag: Locus tag
SYNPCC7002_A0955,rpsA,329.65,740.41,362.59,2.22,1.1,0.49,30S ribosomal protein S1 RpsA,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A0955,locus_tag: Locus tag
SYNPCC7002_A2060,rpsJ,738.07,1789.75,1001.45,2.44,1.35,0.56,30S ribosomal protein S10 RpsJ,Protein synthesis,Ribosomal proteins: synthesis and modification,Ribosome,Cytoplasm,,SYNPCC7002_A2060,locus_tag: Locus tag
SYNPCC7002_A0507,rsmB,12.41,30.64,18.84,2.44,1.52,0.61,16S rRNA (cytosine967-C5)-methyltransferase RsmB ,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0507,locus_tag: Locus tag
SYNPCC7002_A0020,rsmD,13.49,2.55,17.27,0.19,1.28,6.76,rRNA small subunit methyltransferase RsmD,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A0020,locus_tag: Locus tag
SYNPCC7002_A1677,rsmH,8.09,2.55,3.14,0.32,0.39,1.23,16S rRNA (cytosine1402-N4)-methyltransferase RsmH,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A1677,locus_tag: Locus tag
SYNPCC7002_A2357,rsuA,15.65,250.21,117.72,16.67,7.69,0.47,16S rRNA pseudouridylate 516 synthase RsuA,Protein synthesis,tRNA and rRNA base modification,Ribosome biogenesis,Cytoplasm,,SYNPCC7002_A2357,locus_tag: Locus tag
SYNPCC7002_A0228,rubA,21.58,0.12,20.41,0.01,0.94,165.9,photosystem I assembly protein membrane-associated rubredoxin RubA,Energy metabolism,Electron transport,Photosystem II,Thylakoid Membrane (1 transmembrane span),,SYNPCC7002_A0228,locus_tag: Locus tag
SYNPCC7002_A1474,sakR1,20.5,74.04,48.66,3.57,2.38,0.66,methylglyoxal reductase SakR1,Cellular processes,Detoxification,Oxidative stress,Cytoplasm,,SYNPCC7002_A1474,locus_tag: Locus tag
SYNPCC7002_A1971,sapG,81.47,25.53,47.09,0.31,0.58,1.84,putative SigG anti-sigma factor SapG,Regulatory functions,Protein interactions,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1971,locus_tag: Locus tag
SYNPCC7002_A1344,sat,28.06,10.21,28.25,0.36,1.01,2.77,dissimilatory sulfate adenylyltransferase Sat,Energy metabolism,Sulfur metabolism,,Cytoplasm,,SYNPCC7002_A1344,locus_tag: Locus tag
SYNPCC7002_A2627,sbcC,8.09,2.55,6.28,0.32,0.78,2.46,DNA double-strand break repair ATPase sbcC,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A2627,locus_tag: Locus tag
SYNPCC7002_A2342,sbcD,22.66,10.21,17.27,0.45,0.76,1.69,exonuclease SbcD,DNA metabolism,"DNA replication, recombination, and repair",Double strand breaks repair,Cytoplasm,,SYNPCC7002_A2342,locus_tag: Locus tag
SYNPCC7002_A0470,sbtA,1107.11,3209.29,3465.82,2.94,3.13,1.08,high-affinity low-flux HCO3-: Na+ symporter SbtA,Transport and binding proteins,Oxoanions,CO2 fixation,Inner Membrane (10 transmembrane span),CcmR,SYNPCC7002_A0470,locus_tag: Locus tag
