 Locus tag,Gene abbreviation,"RPKM1 ,             Syn 7002_ax   High light, high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,resolved_locus_tag,resolution_method
SYNPCC7002_A2535,,32.91,5.11,17.27,0.155,0.524,3.38,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2535,locus_tag: Locus tag
SYNPCC7002_G0120,,22.12,5.11,17.27,0.231,0.781,3.38,membrane protein of unknown function DUF4386,Unknown function,General,,Inner Membrane (6 transmembrane span),,SYNPCC7002_G0120,locus_tag: Locus tag
SYNPCC7002_B0002,,86.32,43.4,150.69,0.503,1.754,3.47,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0381,,16.19,7.66,26.68,0.474,1.639,3.48,hypothetical thylakoid membrane protein,Unknown function,General,,Thylakoid Membrane (3 transmembrane spans),,SYNPCC7002_A0381,locus_tag: Locus tag
SYNPCC7002_F0052,,21.58,7.66,26.68,0.355,1.235,3.48,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0052,locus_tag: Locus tag
SYNPCC7002_A0225,,61.51,15.32,54.94,0.249,0.893,3.59,TPR repeat-containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0225,locus_tag: Locus tag
SYNPCC7002_A0211,,51.79,5.11,18.84,0.099,0.364,3.69,protein with nuclease-related domain (NERD),Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0211,locus_tag: Locus tag
SYNPCC7002_A1099,,10.79,2.55,9.42,0.236,0.87,3.69,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1099,locus_tag: Locus tag
SYNPCC7002_A1454,,4.86,2.55,9.42,0.526,1.923,3.69,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1454,locus_tag: Locus tag
SYNPCC7002_A1853,,6.47,2.55,9.42,0.394,1.449,3.69,protein of unknown function TIGR03492,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1853,locus_tag: Locus tag
SYNPCC7002_A1976,,19.42,5.11,18.84,0.263,0.971,3.69,family 4 glycosyl transferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1976,locus_tag: Locus tag
SYNPCC7002_A2322,,5.93,2.55,9.42,0.431,1.587,3.69,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2322,locus_tag: Locus tag
SYNPCC7002_A0995,,49.64,10.21,39.24,0.206,0.794,3.84,SH3 domain protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0995,locus_tag: Locus tag
SYNPCC7002_A0143,,25.36,7.66,29.82,0.302,1.176,3.89,membrane protein of unknown function DUF3611,Unknown function,General,,Inner Membrane (5 transmembrane span),,SYNPCC7002_A0143,locus_tag: Locus tag
SYNPCC7002_E0022,,24.82,7.66,29.82,0.309,1.205,3.89,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_E0022,locus_tag: Locus tag
SYNPCC7002_A0107,,62.05,5.11,20.41,0.082,0.329,4.0,conserved hypothetical protein,Unknown function,General,Heat shock response,Cytoplasm,HrcA,SYNPCC7002_A0107,locus_tag: Locus tag
SYNPCC7002_A0927,,41.54,5.11,20.41,0.123,0.49,4.0,FHA domain containing protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0927,locus_tag: Locus tag
SYNPCC7002_A2493,,32.91,25.53,103.6,0.775,3.125,4.06,Mo-dependent nitrogenase C-terminal domain protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2493,locus_tag: Locus tag
SYNPCC7002_A2323,,51.79,7.66,31.39,0.148,0.606,4.1,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2323,locus_tag: Locus tag
SYNPCC7002_A1596,ycf52,64.2,10.21,42.38,0.159,0.662,4.15,N-acetyltransferase GNAT family Ycf52,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1596,locus_tag: Locus tag
SYNPCC7002_A0570,,8.63,2.55,10.99,0.296,1.266,4.3,conserved hypothetical lipoprotein,Unknown function,General,,Inner Membrane Lipoprotein,,SYNPCC7002_A0570,locus_tag: Locus tag
SYNPCC7002_A1122,,6.47,2.55,10.99,0.394,1.695,4.3,protein of unknown function DUF1092,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1122,locus_tag: Locus tag
SYNPCC7002_A1283,,18.34,2.55,10.99,0.139,0.599,4.3,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1283,locus_tag: Locus tag
SYNPCC7002_A1894,,8.09,2.55,10.99,0.315,1.351,4.3,protein of unknown function DUF389,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A1894,locus_tag: Locus tag
SYNPCC7002_A2290,,29.13,5.11,21.98,0.175,0.752,4.3,protein of unknown function DUF3181,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2290,locus_tag: Locus tag
SYNPCC7002_A2515,,15.65,2.55,10.99,0.163,0.704,4.3,protein of unknown function UPF0027,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2515,locus_tag: Locus tag
SYNPCC7002_A2773,,12.41,2.55,10.99,0.206,0.885,4.3,COG2187 family uncharacterized protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2773,locus_tag: Locus tag
SYNPCC7002_F0018,,17.26,2.55,10.99,0.148,0.637,4.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0018,locus_tag: Locus tag
SYNPCC7002_F0051,,10.79,2.55,10.99,0.236,1.02,4.3,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0051,locus_tag: Locus tag
SYNPCC7002_A0419,,33.99,7.66,34.53,0.225,1.02,4.51,protein of unknown function DUF29,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0419,locus_tag: Locus tag
SYNPCC7002_A0071,,13.49,5.11,25.11,0.379,1.852,4.92,protein of unknown function DUF2805,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0071,locus_tag: Locus tag
SYNPCC7002_A0261,,6.47,2.55,12.56,0.394,1.923,4.92,membrane protein of unknown function DUF3120,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A0261,locus_tag: Locus tag
SYNPCC7002_A0895,,14.57,5.11,25.11,0.351,1.724,4.92,putative peptidoglycan-binding protein Spor superfamily,Unknown function,General,,Periplasm,,SYNPCC7002_A0895,locus_tag: Locus tag
SYNPCC7002_A1357,,5.4,2.55,12.56,0.474,2.326,4.92,protein of unknown function DUF88,Unknown function,General,Phosphate homeostasis,Cytoplasm,SphR,SYNPCC7002_A1357,locus_tag: Locus tag
SYNPCC7002_A2582,,10.79,2.55,12.56,0.236,1.163,4.92,PsiE family phosphate starvation-inducible membrane protein,Unknown function,General,Phosphorus metabolism ,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2582,locus_tag: Locus tag
SYNPCC7002_A2867,,10.25,2.55,12.56,0.249,1.22,4.92,protein of unknown function DUF2892 with N-terminal rhodanase domain,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2867,locus_tag: Locus tag
SYNPCC7002_A0042,,56.65,7.66,39.24,0.135,0.694,5.12,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0042,locus_tag: Locus tag
SYNPCC7002_A0277,,50.18,7.66,42.38,0.153,0.847,5.53,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0277,locus_tag: Locus tag
SYNPCC7002_A1556,,19.42,2.55,14.13,0.131,0.73,5.53,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A1556,locus_tag: Locus tag
SYNPCC7002_A2482,,57.19,5.11,29.82,0.089,0.521,5.84,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2482,locus_tag: Locus tag
SYNPCC7002_A1014,,24.28,5.11,31.39,0.211,1.299,6.15,periplasmic GerMN domain protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1014,locus_tag: Locus tag
SYNPCC7002_A1333,,24.28,2.55,15.7,0.105,0.645,6.15,protein of unknown function DUF1625,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A1333,locus_tag: Locus tag
SYNPCC7002_A1575,,25.36,2.55,15.7,0.101,0.617,6.15,membrane protein of unknown function DUF20,Unknown function,General,,Inner Membrane (7 transmembrane span),,SYNPCC7002_A1575,locus_tag: Locus tag
SYNPCC7002_A2020,,8.63,2.55,15.7,0.296,1.818,6.15,conserved hypothetical protein,Unknown function,General,,Inner Membrane (3 transmembrane span),,SYNPCC7002_A2020,locus_tag: Locus tag
SYNPCC7002_A0604,ycf51,14.57,2.55,17.27,0.175,1.19,6.76,protein of unknown function DUF2518 Ycf51,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A0604,locus_tag: Locus tag
SYNPCC7002_A1231,,42.08,2.55,17.27,0.061,0.41,6.76,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1231,locus_tag: Locus tag
SYNPCC7002_A0509,,18.34,2.55,18.84,0.139,1.031,7.38,metallo-beta-lactamase domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0509,locus_tag: Locus tag
SYNPCC7002_A1651,,26.44,2.55,20.41,0.097,0.769,7.99,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1651,locus_tag: Locus tag
SYNPCC7002_C0010,,10.25,5.11,53.37,0.498,5.263,10.45,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_C0010,locus_tag: Locus tag
SYNPCC7002_F0088,,100.89,5.11,53.37,0.051,0.529,10.45,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0088,locus_tag: Locus tag
SYNPCC7002_A2656,,41.0,2.55,29.82,0.062,0.73,11.68,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A2656,locus_tag: Locus tag
SYNPCC7002_A1290,,44.78,0.12,1.57,0.003,0.035,12.76,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1290,locus_tag: Locus tag
SYNPCC7002_A1491,,8.63,0.12,1.57,0.014,0.182,12.76,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A1491,locus_tag: Locus tag
SYNPCC7002_A0086,yedY,10.25,0.12,3.14,0.012,0.306,25.52,putative sulfite oxidase subunit YedY,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0086,locus_tag: Locus tag
SYNPCC7002_A0647,,9.17,0.12,3.14,0.013,0.342,25.52,protein of unknown function DUF2358,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0647,locus_tag: Locus tag
SYNPCC7002_A2681,,6.47,0.12,3.14,0.019,0.485,25.52,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2681,locus_tag: Locus tag
SYNPCC7002_A2837,,19.42,0.12,3.14,0.006,0.162,25.52,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2837,locus_tag: Locus tag
SYNPCC7002_F0078,,8.63,0.12,3.14,0.014,0.364,25.52,conserved hypothetical protein,Unknown function,General,,Outer Membrane,,SYNPCC7002_F0078,locus_tag: Locus tag
SYNPCC7002_A0356,,8.63,0.12,4.71,0.014,0.546,38.28,phosphoribosyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0356,locus_tag: Locus tag
SYNPCC7002_A0704,,7.55,0.12,4.71,0.016,0.625,38.28,alpha/beta hydrolase fold protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0704,locus_tag: Locus tag
SYNPCC7002_A0875,,8.63,0.12,4.71,0.014,0.546,38.28,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0875,locus_tag: Locus tag
SYNPCC7002_A1407,,5.93,0.12,4.71,0.021,0.794,38.28,inner membrane protein,Unknown function,General,,Inner Membrane (8 transmembrane span),,SYNPCC7002_A1407,locus_tag: Locus tag
SYNPCC7002_A1883,,6.47,0.12,4.71,0.019,0.73,38.28,bacteriophage hypothetical protein,Unknown function,General,Bacteriophage,Cytoplasm,,SYNPCC7002_A1883,locus_tag: Locus tag
SYNPCC7002_A1913,,6.47,0.12,4.71,0.019,0.73,38.28,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1913,locus_tag: Locus tag
SYNPCC7002_A1931,,4.86,0.12,4.71,0.025,0.971,38.28,protein of unknown function DUF72,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1931,locus_tag: Locus tag
SYNPCC7002_A2050,,7.01,0.12,4.71,0.018,0.671,38.28,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A2050,locus_tag: Locus tag
SYNPCC7002_A2436,,10.79,0.12,4.71,0.011,0.437,38.28,GCN5-related N-acetyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2436,locus_tag: Locus tag
SYNPCC7002_A0146,,9.71,0.12,6.28,0.013,0.645,51.05,protein with fibronectin-binding N-terminal domain and C-terminal domain of unknown function DUF814,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0146,locus_tag: Locus tag
SYNPCC7002_A0179,,8.09,0.12,6.28,0.015,0.775,51.05,glutaredoxin 2,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0179,locus_tag: Locus tag
SYNPCC7002_A0185,,10.79,0.12,6.28,0.011,0.581,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A0392,,11.33,0.12,6.28,0.011,0.556,51.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0392,locus_tag: Locus tag
SYNPCC7002_A1380,,15.11,0.12,6.28,0.008,0.415,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1380,locus_tag: Locus tag
SYNPCC7002_A1716,,6.47,0.12,6.28,0.019,0.971,51.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1716,locus_tag: Locus tag
SYNPCC7002_A2006,,5.93,0.12,6.28,0.021,1.053,51.05,protein of unknown function DUF3110,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2006,locus_tag: Locus tag
SYNPCC7002_A2251,,5.93,0.12,6.28,0.021,1.053,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2251,locus_tag: Locus tag
SYNPCC7002_A2439,,26.44,0.12,6.28,0.005,0.238,51.05,hypothetical protein,Unknown function,General,,Extracellular,,SYNPCC7002_A2439,locus_tag: Locus tag
SYNPCC7002_F0069,,11.87,0.12,6.28,0.01,0.529,51.05,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0069,locus_tag: Locus tag
SYNPCC7002_G0048,,14.57,0.12,6.28,0.008,0.431,51.05,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0048,locus_tag: Locus tag
SYNPCC7002_A0088,,8.63,0.12,7.85,0.014,0.909,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0088,locus_tag: Locus tag
SYNPCC7002_A0762,,6.47,0.12,7.85,0.019,1.22,63.81,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A0762,locus_tag: Locus tag
SYNPCC7002_A0777,,15.11,0.12,7.85,0.008,0.521,63.81,hypothetical protein,Unknown function,General,,Periplasm,,SYNPCC7002_A0777,locus_tag: Locus tag
SYNPCC7002_A1767,,11.33,0.12,7.85,0.011,0.694,63.81,protein of unknown function DUF1493,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1767,locus_tag: Locus tag
SYNPCC7002_A2026,rfrF,8.09,0.12,7.85,0.015,0.971,63.81,pentapeptide repeat-containing protein RfrF,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2026,locus_tag: Locus tag
SYNPCC7002_A2087,,4.86,0.12,7.85,0.025,1.613,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2808,,8.63,0.12,7.85,0.014,0.909,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2808,locus_tag: Locus tag
SYNPCC7002_A2825,,1.62,0.12,7.85,0.076,4.762,63.81,YgiT-type zinc finger domain,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2825,locus_tag: Locus tag
SYNPCC7002_D0011,,1.62,0.12,7.85,0.076,4.762,63.81,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,unresolved
SYNPCC7002_F0049,,20.5,0.12,7.85,0.006,0.383,63.81,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_F0049,locus_tag: Locus tag
SYNPCC7002_G0084,,45.86,0.12,7.85,0.003,0.171,63.81,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_G0084,locus_tag: Locus tag
SYNPCC7002_A0742,,6.47,0.12,9.42,0.019,1.449,76.57,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0742,locus_tag: Locus tag
SYNPCC7002_A1339,,7.55,0.12,9.42,0.016,1.25,76.57,protein of unknown function DUF2288,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1339,locus_tag: Locus tag
SYNPCC7002_A1551,,7.55,0.12,9.42,0.016,1.25,76.57,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A1551,locus_tag: Locus tag
SYNPCC7002_D0014,,0.12,0.12,9.42,1.0,100.0,76.57,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_D0014,locus_tag: Locus tag
SYNPCC7002_E0004,,1.62,0.12,9.42,0.076,5.882,76.57,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0004,locus_tag: Locus tag
SYNPCC7002_A0036,,14.03,0.12,10.99,0.009,0.781,89.33,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0036,locus_tag: Locus tag
SYNPCC7002_A0248,,10.79,0.12,10.99,0.011,1.02,89.33,protein of unknown function DUF2237,Unknown function,General,,Cytoplasm,,SYNPCC7002_A0248,locus_tag: Locus tag
SYNPCC7002_A2657,,118.16,0.12,10.99,0.001,0.093,89.33,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A2657,locus_tag: Locus tag
SYNPCC7002_A2792,,17.8,0.12,10.99,0.007,0.617,89.33,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,SYNPCC7002_A2792,locus_tag: Locus tag
SYNPCC7002_A0111,,5.93,0.12,14.13,0.021,2.381,114.85,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A1476,,10.25,0.12,14.13,0.012,1.37,114.85,high light inducible protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,SYNPCC7002_A1476,locus_tag: Locus tag
SYNPCC7002_A2361,,9.17,0.12,14.13,0.013,1.538,114.85,methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A2361,locus_tag: Locus tag
SYNPCC7002_E0009,,1.08,0.12,14.13,0.114,12.5,114.85,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0009,locus_tag: Locus tag
SYNPCC7002_A0597,,24.28,0.12,15.7,0.005,0.645,127.62,pterin-binding enzyme,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,SYNPCC7002_A0597,locus_tag: Locus tag
SYNPCC7002_A1230,,34.53,0.12,15.7,0.004,0.455,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1230,locus_tag: Locus tag
SYNPCC7002_A1415,,14.03,0.12,15.7,0.009,1.124,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1415,locus_tag: Locus tag
SYNPCC7002_A1477,,8.09,0.12,15.7,0.015,1.923,127.62,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_A1477,locus_tag: Locus tag
SYNPCC7002_E0008,,0.54,0.12,15.7,0.228,33.333,127.62,protein of unknown function DUF1071,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0008,locus_tag: Locus tag
SYNPCC7002_E0024,,0.12,0.12,15.7,1.0,100.0,127.62,hypothetical protein,Unknown function,General,,Inner Membrane (4 transmembrane span),,,unresolved
SYNPCC7002_A2650,,25.36,0.12,20.41,0.005,0.806,165.9,hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2650,locus_tag: Locus tag
SYNPCC7002_E0013,,7.01,0.12,20.41,0.018,2.941,165.9,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0013,locus_tag: Locus tag
SYNPCC7002_C0016,,1.62,0.12,21.98,0.076,14.286,178.66,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_C0016,locus_tag: Locus tag
SYNPCC7002_D0002,,61.51,0.12,26.68,0.002,0.435,216.95,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_D0002,locus_tag: Locus tag
SYNPCC7002_E0007,,1.08,0.12,31.39,0.114,33.333,255.23,hypothetical protein,Unknown function,General,,Cytoplasm,,SYNPCC7002_E0007,locus_tag: Locus tag
SYNPCC7002_A2692,,29.67,0.12,42.38,0.004,1.429,344.56,hypothetical protein,Unknown function,General,,Cytoplasm,,,unresolved
SYNPCC7002_A2291,,51.79,0.12,61.22,0.002,1.176,497.7,uncharacterized conserved 2 transmembrane protein,Unknown function,General,,Inner Membrane (2 transmembrane span),,SYNPCC7002_A2291,locus_tag: Locus tag
,,,,,,,,,,,,,,,empty
"1 RPKM is defined as a number of reads per kilobase of transcript per million of mapped reads. If the number of reads that map to a given transcript t is Mt, the length of that transcript is Lt, and the total number of mapped reads is M, such that M= ΣMt, then RPKM = (109*Mt)/(Lt*M)",,,,,,,,,,,,,,SYNPCC7002_A1277,tier1: Locus tag
