gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
TX50_RS02935,2.88857364654541,5.6287738164266,3.43085474984416e-13,4.88553716377809e-10,Proteome,C5vsC1_prot
TX50_RS01985,4.67224407196045,-0.255776659647624,6.17757570242967e-12,4.39843390012992e-09,Proteome,C5vsC1_prot
TX50_RS06265,2.43586699167887,0.845371182759603,2.1557687807524798e-11,7.73086142216315e-09,Proteome,C5vsC1_prot
TX50_RS01365,2.28471151987712,5.18347199757894,2.1715902871244798e-11,7.73086142216315e-09,Proteome,C5vsC1_prot
TX50_RS02045,3.99805863698324,-0.747974332173665,3.7020371959531197e-11,1.05434019340745e-08,Proteome,C5vsC1_prot
TX50_RS07865,3.29939047495524,1.29842980702718,9.190435199542279e-11,2.18119662069137e-08,Proteome,C5vsC1_prot
TX50_RS04285,2.15851942698161,5.19382241566976,3.13193279381184e-10,6.37124614055436e-08,Proteome,C5vsC1_prot
TX50_RS08715,1.91078472137451,3.51129322052002,3.74817757647902e-10,6.52429075506334e-08,Proteome,C5vsC1_prot
TX50_RS01315,1.90393924713135,0.639845593770345,4.12349837047542e-10,6.52429075506334e-08,Proteome,C5vsC1_prot
TX50_RS07180,2.0211706161499,3.23523057301839,4.93114649743284e-10,7.02195261234436e-08,Proteome,C5vsC1_prot
TX50_RS07610,2.26798089345296,2.91997890472412,1.2351252379731802e-09,1.59892576261256e-07,Proteome,C5vsC1_prot
TX50_RS00515,2.50215880076091,1.81768105824789,1.4766921463518101e-09,1.62612471742555e-07,Proteome,C5vsC1_prot
TX50_RS06370,1.50630283355713,2.06182270050049,1.48452396955984e-09,1.62612471742555e-07,Proteome,C5vsC1_prot
TX50_RS09195,1.95827007293701,-1.65886631011963,3.9551457591557e-09,4.02294825788409e-07,Proteome,C5vsC1_prot
TX50_RS06635,-1.89716815948487,2.99758993784587,7.38923817026083e-09,7.01485010296762e-07,Proteome,C5vsC1_prot
TX50_RS00880,1.94946066538493,1.46256402333577,7.980017007468451e-09,7.10221513664692e-07,Proteome,C5vsC1_prot
TX50_RS02600,2.09312852223714,6.70309772491455,1.0982208428931e-08,9.19921458988099e-07,Proteome,C5vsC1_prot
TX50_RS06060,2.61325550079345,-0.0816806157430013,1.51357332424927e-08,1.19740467429498e-06,Proteome,C5vsC1_prot
TX50_RS02025,2.14016819000244,-0.688140805562337,1.72487426567451e-08,1.292747870695e-06,Proteome,C5vsC1_prot
TX50_RS00095,1.54644234975179,2.37242158253988,1.92376579369381e-08,1.36972124510999e-06,Proteome,C5vsC1_prot
TX50_RS05640,1.97576300303141,4.71931934356689,2.6474378795951e-08,1.79521501930639e-06,Proteome,C5vsC1_prot
TX50_RS04010,1.63500181833903,0.912552197774252,3.83895012629373e-08,2.48484771811012e-06,Proteome,C5vsC1_prot
TX50_RS01980,3.18824863433838,0.916715558369955,4.2543375369481e-08,2.63398984896265e-06,Proteome,C5vsC1_prot
TX50_RS07575,3.5817035039266,-1.65641740163167,4.75804457195543e-08,2.82310644602689e-06,Proteome,C5vsC1_prot
TX50_RS04755,-1.13360627492269,2.29909521738688,5.37982699959261e-08,3.06434945896795e-06,Proteome,C5vsC1_prot
TX50_RS00040,-1.46612707773845,1.58453591664632,6.88092687254055e-08,3.76863071788374e-06,Proteome,C5vsC1_prot
TX50_RS05015,2.19147332509359,1.39254779815674,7.84157213255613e-08,4.00462127203084e-06,Proteome,C5vsC1_prot
TX50_RS02940,1.52576224009196,6.34397195180257,7.874255310173e-08,4.00462127203084e-06,Proteome,C5vsC1_prot
TX50_RS07480,3.00041421254476,0.585858853658042,8.19579436978646e-08,4.02441764916411e-06,Proteome,C5vsC1_prot
TX50_RS02440,-1.46995512644449,2.18014087677002,9.44080998085531e-08,4.48123780424599e-06,Proteome,C5vsC1_prot
