gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS00005,-0.4118184072679016,4661.89608143276,0.1970959681284729,0.3494391742047182,RNA,C5vsC1_rna,ACZ81_00005,tier1:gene_id
ACZ81_RS00010,-0.4259920134224518,2059.3914137885563,0.1010897201816303,0.2134517853546315,RNA,C5vsC1_rna,ACZ81_00010,tier1:gene_id
ACZ81_RS00015,-0.2192339955349637,557.1271017274662,0.5107657915638157,0.671426066760822,RNA,C5vsC1_rna,ACZ81_00015,tier1:gene_id
ACZ81_RS00020,-0.6072164003943772,3109.651933699262,0.0740424896805323,0.1684960116836617,RNA,C5vsC1_rna,ACZ81_00020,tier1:gene_id
ACZ81_RS00025,-0.1105624528608667,160.5452115198893,0.6815750899221222,0.8047319778597865,RNA,C5vsC1_rna,ACZ81_00025,tier1:gene_id
ACZ81_RS00030,0.2981273411373881,2892.2392833721387,0.5007466259447796,0.663034806366487,RNA,C5vsC1_rna,ACZ81_00030,tier1:gene_id
ACZ81_RS00035,0.985339810154898,1662.4070368377895,0.0003078705852335,0.0023937534650332,RNA,C5vsC1_rna,ACZ81_00035,tier1:gene_id
ACZ81_RS00040,-0.2461363807359735,258.53012275560167,0.336343622174551,0.5027547818966758,RNA,C5vsC1_rna,ACZ81_00040,tier1:gene_id
ACZ81_RS00045,-0.877325829301909,892.2474602287139,0.0082744577246026,0.0327276904479622,RNA,C5vsC1_rna,ACZ81_00045,tier1:gene_id
ACZ81_RS00050,-0.3492464964467134,964.303048675474,0.2792277260955164,0.4411330708697422,RNA,C5vsC1_rna,ACZ81_00050,tier1:gene_id
ACZ81_RS00055,0.7040789279826619,424.2322444295289,0.0610166789884073,0.1463233210409384,RNA,C5vsC1_rna,ACZ81_00055,tier1:gene_id
ACZ81_RS00060,-0.2674354056546479,3386.553316232701,0.2453509194409899,0.4040070344500598,RNA,C5vsC1_rna,ACZ81_00060,tier1:gene_id
ACZ81_RS00065,-0.7231739568788463,984.317160815007,0.0006277631696927,0.0042760370743756,RNA,C5vsC1_rna,ACZ81_00065,tier1:gene_id
ACZ81_RS00070,1.0057988534333595,1441.6967365650412,0.0185532639018191,0.0601257631454752,RNA,C5vsC1_rna,ACZ81_00070,tier1:gene_id
ACZ81_RS00075,0.0399597319761248,696.7404360344724,0.8259472796527102,0.8979795472244743,RNA,C5vsC1_rna,ACZ81_00075,tier1:gene_id
ACZ81_RS00080,0.0722085761857197,466.4416786304536,0.7728570145691875,0.8653927832686521,RNA,C5vsC1_rna,ACZ81_00080,tier1:gene_id
ACZ81_RS00085,0.6519068641132916,462.5721350081219,0.0081256396263792,0.032330102643038,RNA,C5vsC1_rna,ACZ81_00085,tier1:gene_id
