gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
TX50_RS02935,2.7938404083252,5.6287738164266,5.63297785508155e-13,8.02136046563613e-10,Proteome,C4vsC1_prot
TX50_RS01365,2.33147939046224,5.18347199757894,1.6155362922932397e-11,1.15026184011279e-08,Proteome,C4vsC1_prot
TX50_RS06370,1.85049184163411,2.06182270050049,7.878655495538189e-11,3.73973514188213e-08,Proteome,C4vsC1_prot
TX50_RS01985,3.75956153869629,-0.255776659647624,1.45848775616794e-10,4.32926012138538e-08,Proteome,C4vsC1_prot
TX50_RS04285,2.27017974853516,5.19382241566976,1.52010537969992e-10,4.32926012138538e-08,Proteome,C4vsC1_prot
TX50_RS07865,2.99547640482585,1.29842980702718,3.67859791956657e-10,8.73053906243799e-08,Proteome,C4vsC1_prot
TX50_RS06265,1.97485478719075,0.845371182759603,4.44364385156671e-10,9.03964120661571e-08,Proteome,C4vsC1_prot
TX50_RS08715,1.79162788391113,3.51129322052002,9.35069882530289e-10,1.66442439090392e-07,Proteome,C4vsC1_prot
TX50_RS00515,2.54614893595378,1.81768105824789,1.15538745253487e-09,1.82807970267739e-07,Proteome,C4vsC1_prot
TX50_RS02045,3.06225331624349,-0.747974332173665,1.6787545798720601e-09,2.39054652173781e-07,Proteome,C4vsC1_prot
TX50_RS00880,2.1472651163737,1.46256402333577,2.0862481978940103e-09,2.70074312163733e-07,Proteome,C4vsC1_prot
TX50_RS07180,1.6896858215332,3.23523057301839,6.0838786941205e-09,7.21953605035633e-07,Proteome,C4vsC1_prot
TX50_RS04010,1.84819730122884,0.912552197774252,7.253048452288131e-09,7.94487768927561e-07,Proteome,C4vsC1_prot
TX50_RS01315,1.51603507995605,0.639845593770345,1.00015768824451e-08,1.01730324861441e-06,Proteome,C4vsC1_prot
TX50_RS09195,1.79804484049479,-1.65886631011963,1.28193071934808e-08,1.21697956290111e-06,Proteome,C4vsC1_prot
TX50_RS02025,2.06234995524088,-0.688140805562337,2.84762434365259e-08,2.53438566585081e-06,Proteome,C4vsC1_prot
TX50_RS01980,3.26577631632487,0.916715558369955,3.08182587890077e-08,2.58148238326747e-06,Proteome,C4vsC1_prot
TX50_RS00040,-1.5502872467041,1.58453591664632,3.26578614808165e-08,2.58359970826015e-06,Proteome,C4vsC1_prot
TX50_RS07610,1.77554829915365,2.91997890472412,3.59908139750454e-08,2.6974167947613e-06,Proteome,C4vsC1_prot
TX50_RS05640,1.86856206258138,4.71931934356689,5.59201706361476e-08,3.98151614929371e-06,Proteome,C4vsC1_prot
TX50_RS02600,1.82520675659179,6.70309772491455,6.95784359238535e-08,4.71808060740797e-06,Proteome,C4vsC1_prot
TX50_RS07645,1.88377698262533,1.14248714447022,1.27088968543907e-07,7.75580533266242e-06,Proteome,C4vsC1_prot
TX50_RS06060,2.22403081258138,-0.0816806157430013,1.30564401872338e-07,7.75580533266242e-06,Proteome,C4vsC1_prot
TX50_RS05130,2.8029047648112,0.227648735046386,1.32812048791881e-07,7.75580533266242e-06,Proteome,C4vsC1_prot
TX50_RS07480,2.88670285542806,0.585858853658042,1.36162312722304e-07,7.75580533266242e-06,Proteome,C4vsC1_prot
TX50_RS06635,-1.49263000488281,2.99758993784587,1.83681189484419e-07,9.64542972113309e-06,Proteome,C4vsC1_prot
TX50_RS05015,2.04444885253906,1.39254779815674,1.94675796445603e-07,9.64542972113309e-06,Proteome,C4vsC1_prot
TX50_RS04695,1.39000193277995,2.22548796335856,1.96118419795182e-07,9.64542972113309e-06,Proteome,C4vsC1_prot
TX50_RS00095,1.2981637318929,2.37242158253988,1.96430801905098e-07,9.64542972113309e-06,Proteome,C4vsC1_prot
TX50_RS06615,-1.97643852233887,2.22413679758708,2.28564445523935e-07,1.08491923475361e-05,Proteome,C4vsC1_prot
TX50_RS02940,1.39672025044759,6.34397195180257,2.4961948852821e-07,1.14663919891668e-05,Proteome,C4vsC1_prot
TX50_RS03290,-1.42647743225098,3.6093905766805,2.71828952153163e-07,1.20963883708158e-05,Proteome,C4vsC1_prot
TX50_RS01970,3.86244519551595,3.66575603485107,4.22780372922468e-07,1.82436136679271e-05,Proteome,C4vsC1_prot
TX50_RS06140,1.73275756835938,0.843854331970215,4.36560896248088e-07,1.82841975369787e-05,Proteome,C4vsC1_prot
TX50_RS01975,3.6510575612386,-2.5107385635376,4.78732606253011e-07,1.93750018709816e-05,Proteome,C4vsC1_prot
