gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS02770,2.35955174763997,-4.02568451563517,0.0001738172157533,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_02780,tier1:gene_id
ACZ81_RS18915,-1.42831993103027,1.46637964248657,0.0005445168015498,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_18910,tier1:gene_id
ACZ81_RS06760,1.38603655497233,-3.19488986333211,0.0007923445191054,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_06760,tier1:gene_id
ACZ81_RS06575,0.717553456624347,3.25269985198975,0.0008636963457184,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_06575,tier1:gene_id
ACZ81_RS12240,2.15428606669108,-3.57685724894206,0.0009262719270919,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_12230,tier1:gene_id
ACZ81_RS18650,0.747507095336914,2.97579304377238,0.0009747464778839,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_18645,tier1:gene_id
ACZ81_RS16690,1.07736841837565,2.17909876505534,0.0010363763275763,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_16685,tier1:gene_id
ACZ81_RS20300,0.907883961995444,4.60988966623942,0.0011013397963431,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_20305,tier1:gene_id
ACZ81_RS10205,-1.08544031778971,0.16498343149821,0.0012252499639109,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_10195,tier1:gene_id
ACZ81_RS01010,0.784970601399743,2.88589413960775,0.0015447545133094,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_01015,tier1:gene_id
ACZ81_RS10315,0.8564821879069,-1.61637322107951,0.0016772870358422,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_10305,tier1:gene_id
ACZ81_RS08075,1.10031382242838,-1.85734780629476,0.0016845965043153,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_08075,tier1:gene_id
ACZ81_RS12770,0.725193659464517,5.46107737223307,0.0017012546785882,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_12760,tier1:gene_id
ACZ81_RS05875,-1.0552323659261,1.00284687678019,0.0017913344095257,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_05875,tier1:gene_id
ACZ81_RS04555,-0.970621109008783,1.90223439534505,0.0020266468972631,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_04560,tier1:gene_id
ACZ81_RS05060,0.785830179850261,1.91932090123495,0.0022389573322613,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_05065,tier1:gene_id
ACZ81_RS05145,-0.847857793172201,0.751678625742594,0.0024048771720444,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_05150,tier1:gene_id
ACZ81_RS03180,0.655628840128577,4.19750102361043,0.0025438411706428,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_03190,tier1:gene_id
ACZ81_RS03770,0.781510670979819,1.33481709162394,0.0025619081433847,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_03780,tier1:gene_id
ACZ81_RS14905,0.770444869995123,4.06667709350586,0.002651956617216,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_14900,tier1:gene_id
ACZ81_RS03255,0.56703249613444,1.99622837702433,0.002692447805083,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_03265,tier1:gene_id
ACZ81_RS03835,0.99767812093099,0.815601030985515,0.002704146033166,0.273364580807332,Proteome,A2vsA1_prot,ACZ81_03845,tier1:gene_id
ACZ81_RS17085,-0.615675608317057,2.34392690658569,0.0032828884321177,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_17080,tier1:gene_id
ACZ81_RS16705,1.20103327433268,2.84639422098796,0.003421581798332,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_16700,tier1:gene_id
ACZ81_RS19455,0.970767339070639,0.188037713368734,0.003532641559222,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_19450,tier1:gene_id
ACZ81_RS11110,0.726421356201174,4.15176105499268,0.0036194303923802,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_11100,tier1:gene_id
ACZ81_RS05530,0.749133427937823,7.19380362828572,0.0036431169055852,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_05530,tier1:gene_id
ACZ81_RS16575,0.581558863321941,2.13109715779622,0.0039708083803324,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_16570,tier1:gene_id
ACZ81_RS00435,1.35740598042806,-6.22570935885112,0.0040413340535021,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_00435,tier1:gene_id
ACZ81_RS16745,0.623526891072594,4.69275871912638,0.0043143701129459,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_16740,tier1:gene_id
ACZ81_RS02450,0.752772013346355,0.999070167541504,0.004395637346331,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_02460,tier1:gene_id
ACZ81_RS03045,0.651604334513347,3.21876573562622,0.0044043084675239,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_03055,tier1:gene_id
ACZ81_RS11940,0.965040206909181,-1.11625130971273,0.0045173527029613,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_11930,tier1:gene_id
ACZ81_RS14815,1.0919443766276,-1.6511123975118,0.0046528477177205,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_14810,tier1:gene_id
ACZ81_RS12785,-0.593393325805663,1.23523648579915,0.004766160520868,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_12775,tier1:gene_id
ACZ81_RS18550,0.905446370442706,-2.91157674789429,0.0048706854753099,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_18550,tier1:gene_id
ACZ81_RS14895,0.72508430480957,3.76945336659749,0.0050361675121216,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_14890,tier1:gene_id
ACZ81_RS05475,-1.39661852518718,-0.829823335011801,0.0050479482116855,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_05480,tier1:gene_id
ACZ81_RS12365,1.05230840047201,-0.612339973449707,0.0050690009435473,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_12355,tier1:gene_id
ACZ81_RS11980,1.73845354715983,-3.84948348999023,0.0051094486369184,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_11970,tier1:gene_id
ACZ81_RS16700,0.628988901774088,2.50727383295695,0.0052153563909193,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_16695,tier1:gene_id
ACZ81_RS05575,0.84708404541016,2.30690399805705,0.0052592747455649,0.27849111986039,Proteome,A2vsA1_prot,ACZ81_05575,tier1:gene_id
ACZ81_RS07200,0.66491063435872,4.98166481653849,0.0056021025581352,0.279573178533523,Proteome,A2vsA1_prot,ACZ81_07200,tier1:gene_id
ACZ81_RS13790,-1.49895604451497,-2.28506294886271,0.0057248903864394,0.279573178533523,Proteome,A2vsA1_prot,ACZ81_13780,tier1:gene_id
ACZ81_RS15645,-2.68668111165365,-5.52205689748128,0.0057801273083617,0.279573178533523,Proteome,A2vsA1_prot,ACZ81_15640,tier1:gene_id
ACZ81_RS17895,0.784470240275066,1.41297705968221,0.0058796973606921,0.279573178533523,Proteome,A2vsA1_prot,ACZ81_17895,tier1:gene_id
ACZ81_RS16120,0.928821563720702,1.27765480677287,0.0059082461290807,0.279573178533523,Proteome,A2vsA1_prot,ACZ81_16115,tier1:gene_id
ACZ81_RS11680,0.603359858194987,2.06019798914591,0.0062158655194996,0.288001769070151,Proteome,A2vsA1_prot,ACZ81_11670,tier1:gene_id
ACZ81_RS17980,0.648104985555013,0.874302705128987,0.0065382366352318,0.292174548264122,Proteome,A2vsA1_prot,ACZ81_17980,tier1:gene_id
ACZ81_RS03685,2.05567995707194,-3.94177865982056,0.0068011706209447,0.292174548264122,Proteome,A2vsA1_prot,ACZ81_03695,tier1:gene_id
ACZ81_RS17105,0.622463862101237,0.184663295745849,0.0068310335538374,0.292174548264122,Proteome,A2vsA1_prot,ACZ81_17100,tier1:gene_id
ACZ81_RS05600,0.562224070231123,3.33155218760173,0.0068314192939453,0.292174548264122,Proteome,A2vsA1_prot,ACZ81_05600,tier1:gene_id
ACZ81_RS18370,0.589914957682291,5.93775129318237,0.0069660416388392,0.292310879335445,Proteome,A2vsA1_prot,ACZ81_18370,tier1:gene_id
ACZ81_RS04405,-0.478830337524414,-0.129960219065348,0.0072590537584708,0.298965473311837,Proteome,A2vsA1_prot,ACZ81_04410,tier1:gene_id
ACZ81_RS04235,0.929542541503909,-3.42975823084513,0.007782592306729,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_04240,tier1:gene_id
ACZ81_RS18865,0.789287567138673,-0.624296665191651,0.0081297280657037,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_18860,tier1:gene_id
ACZ81_RS16855,0.804277420043947,5.00323390960693,0.0082330199423709,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_16850,tier1:gene_id
ACZ81_RS03775,1.30480448404948,-0.733940283457439,0.0082649794346571,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_03785,tier1:gene_id
ACZ81_RS07975,0.59930419921875,2.82772286732992,0.0083713151446706,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_07975,tier1:gene_id
ACZ81_RS11175,0.540333429972329,0.751688003540038,0.0084596486326946,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_11165,tier1:gene_id
ACZ81_RS13935,0.816448211669922,0.988560994466146,0.0085991169842565,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_13925,tier1:gene_id
ACZ81_RS09005,0.480792999267578,1.64502573013306,0.0087229560802256,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_09005,tier1:gene_id
ACZ81_RS03895,0.599988937377934,3.0120735168457,0.0088552964408842,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_03900,tier1:gene_id
ACZ81_RS06285,-0.804798762003578,1.02469174067179,0.0089211886214568,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_06285,tier1:gene_id
ACZ81_RS02840,0.556580861409505,0.631075541178385,0.0089831912084082,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_02850,tier1:gene_id
ACZ81_RS10230,0.696455637613933,3.89556694030762,0.0090990710143987,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_10220,tier1:gene_id
ACZ81_RS00260,0.469308853149414,1.43833430608114,0.0091427760440696,0.303485580925535,Proteome,A2vsA1_prot,ACZ81_00260,tier1:gene_id
ACZ81_RS02980,-0.952971140543619,0.828586896260579,0.0093736816728101,0.306574530004849,Proteome,A2vsA1_prot,ACZ81_02990,tier1:gene_id
ACZ81_RS16155,0.582862218221033,3.46498187383016,0.0098459035777401,0.314974473801371,Proteome,A2vsA1_prot,ACZ81_16150,tier1:gene_id
ACZ81_RS18815,0.784301122029622,1.62758366266886,0.0099804207985338,0.314974473801371,Proteome,A2vsA1_prot,ACZ81_18810,tier1:gene_id
