gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
TX50_RS03580,-3.18140761057536,1.95086415608724,1.7542108628937702e-09,2.49799626876073e-06,Proteome,P2vsP1_prot
TX50_RS01970,2.09205468495687,3.11113850275675,4.46694440331205e-09,3.06387677674992e-06,Proteome,P2vsP1_prot
TX50_RS02240,-4.85077126820883,2.01566410064697,6.4547965802315805e-09,3.06387677674992e-06,Proteome,P2vsP1_prot
TX50_RS03595,-3.23987293243408,2.72757768630981,8.638926840757371e-09,3.07545795530962e-06,Proteome,P2vsP1_prot
TX50_RS02910,-3.81067371368408,1.98478984832764,2.33506011508556e-08,6.65025120776368e-06,Proteome,P2vsP1_prot
TX50_RS02580,-2.55031681060791,2.1368074417114302,3.92905427044406e-08,9.32495546852057e-06,Proteome,P2vsP1_prot
TX50_RS08365,2.11917718251546,4.43591896692912,5.42274762210563e-08,9.60033991997031e-06,Proteome,P2vsP1_prot
TX50_RS01370,-1.88743495941162,0.870627562204997,5.66803079823235e-08,9.60033991997031e-06,Proteome,P2vsP1_prot
TX50_RS08565,1.83734925587972,2.48416789372762,6.06763056739697e-08,9.60033991997031e-06,Proteome,P2vsP1_prot
TX50_RS00745,-2.71405506134034,1.88209199905396,1.23593778277237e-07,1.68827006900371e-05,Proteome,P2vsP1_prot
TX50_RS05865,-3.16231568654378,0.315304120381672,1.30414120498882e-07,1.68827006900371e-05,Proteome,P2vsP1_prot
TX50_RS02670,-2.01829179128011,1.90192715326945,1.70920001767417e-07,2.02825068764001e-05,Proteome,P2vsP1_prot
TX50_RS04450,-2.60866769154867,2.85773626963298,5.08030407479004e-07,5.28063065102243e-05,Proteome,P2vsP1_prot
TX50_RS09135,-2.28066539764405,1.25703859329224,5.19163125802767e-07,5.28063065102243e-05,Proteome,P2vsP1_prot
TX50_RS02150,-2.52524407704671,1.81725517908732,7.99448097900926e-07,7.5894272760728e-05,Proteome,P2vsP1_prot
TX50_RS08820,-3.85178025563558,2.127463499705,9.4756667597186e-07,8.16195020776567e-05,Proteome,P2vsP1_prot
TX50_RS05100,2.50650183359782,-3.13566970825195,9.74390123118093e-07,8.16195020776567e-05,Proteome,P2vsP1_prot
TX50_RS04910,2.12048435211182,4.07842365900676,1.12303667889922e-06,8.88446794862496e-05,Proteome,P2vsP1_prot
TX50_RS06110,3.57872327168781,-8.28359087308247,1.26564805980273e-06,9.48569914294256e-05,Proteome,P2vsP1_prot
TX50_RS04170,-1.52338314056396,6.56081692377726,1.49179912226931e-06,0.000103972802594057,Proteome,P2vsP1_prot
TX50_RS04905,-1.53564802805583,1.52347342173258,1.53330677982808e-06,0.000103972802594057,Proteome,P2vsP1_prot
TX50_RS05815,-1.54066562652588,-2.41147057215373,1.7272332471691e-06,0.000111799097453127,Proteome,P2vsP1_prot
TX50_RS06735,-2.32097148895264,-3.4063138961792,2.14220112271037e-06,0.000132630191249546,Proteome,P2vsP1_prot
TX50_RS04510,-1.32627964019776,1.23202959696452,2.37729525871666e-06,0.0001341339936992,Proteome,P2vsP1_prot
TX50_RS00385,-1.29570166269938,1.16551637649536,2.41676582704147e-06,0.0001341339936992,Proteome,P2vsP1_prot
TX50_RS09615,-3.43463102976481,-1.48325967788696,2.44907572765393e-06,0.0001341339936992,Proteome,P2vsP1_prot
TX50_RS03160,-1.72488117218018,1.65239842732747,2.95216727595123e-06,0.000155699488924242,Proteome,P2vsP1_prot
TX50_RS02905,-2.24783484141032,2.39808909098307,3.39731298745643e-06,0.000172777631933498,Proteome,P2vsP1_prot
TX50_RS05905,-1.3051773707072,1.77323849995931,3.68818076902979e-06,0.000181102393624083,Proteome,P2vsP1_prot
TX50_RS08845,-1.00455188751221,3.81577126185099,4.06264202399196e-06,0.000192840074738818,Proteome,P2vsP1_prot
TX50_RS05580,1.874192237854,-2.67588837941488,4.20614482407964e-06,0.000193211297725465,Proteome,P2vsP1_prot
TX50_RS05860,-1.62688477834066,0.169532934824625,4.87337516831634e-06,0.000216865194990077,Proteome,P2vsP1_prot
