gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS00005,0.7956819997848956,4661.89608143276,0.0127280860327024,0.1076823450594656,RNA,C1vsA1_rna,ACZ81_00005,tier1:gene_id
ACZ81_RS00010,0.2824042681904196,2059.3914137885563,0.2771314326610088,0.589579825691681,RNA,C1vsA1_rna,ACZ81_00010,tier1:gene_id
ACZ81_RS00015,0.1507788358157039,557.1271017274662,0.6512689630147332,0.8552167724204596,RNA,C1vsA1_rna,ACZ81_00015,tier1:gene_id
ACZ81_RS00020,0.733200611148496,3109.651933699262,0.0310520948871719,0.1876595255109684,RNA,C1vsA1_rna,ACZ81_00020,tier1:gene_id
ACZ81_RS00025,0.3522829294321365,160.5452115198893,0.1959675268549384,0.4983696828728474,RNA,C1vsA1_rna,ACZ81_00025,tier1:gene_id
ACZ81_RS00030,0.6893750473792333,2892.2392833721387,0.1197131086661225,0.3885737372050546,RNA,C1vsA1_rna,ACZ81_00030,tier1:gene_id
ACZ81_RS00035,0.1375753106420019,1662.4070368377895,0.6155040771881435,0.8371556773820202,RNA,C1vsA1_rna,ACZ81_00035,tier1:gene_id
ACZ81_RS00040,0.2053737150225279,258.53012275560167,0.423445174058764,0.7073602185762962,RNA,C1vsA1_rna,ACZ81_00040,tier1:gene_id
ACZ81_RS00045,0.1202365129086165,892.2474602287139,0.7170575211773732,0.8849540370319792,RNA,C1vsA1_rna,ACZ81_00045,tier1:gene_id
ACZ81_RS00050,0.2358034241082054,964.303048675474,0.4651650844002561,0.7414746523624828,RNA,C1vsA1_rna,ACZ81_00050,tier1:gene_id
ACZ81_RS00055,0.2310404694083072,424.2322444295289,0.5415878877886968,0.7902844030269782,RNA,C1vsA1_rna,ACZ81_00055,tier1:gene_id
ACZ81_RS00060,-0.0989032102805882,3386.553316232701,0.6673936404870648,0.8631031351500248,RNA,C1vsA1_rna,ACZ81_00060,tier1:gene_id
ACZ81_RS00065,0.4192194131953539,984.317160815007,0.0473372214136996,0.2345398350648541,RNA,C1vsA1_rna,ACZ81_00065,tier1:gene_id
ACZ81_RS00070,0.4441226672095472,1441.6967365650412,0.2996433827052213,0.6107670062183047,RNA,C1vsA1_rna,ACZ81_00070,tier1:gene_id
ACZ81_RS00075,0.3779375176943944,696.7404360344724,0.0388051257471799,0.2123217867724699,RNA,C1vsA1_rna,ACZ81_00075,tier1:gene_id
ACZ81_RS00080,0.3684849730661385,466.4416786304536,0.1432169029048673,0.4198268745853306,RNA,C1vsA1_rna,ACZ81_00080,tier1:gene_id
ACZ81_RS00085,-0.087718277845438,462.5721350081219,0.7235759424687584,0.8890264975014651,RNA,C1vsA1_rna,ACZ81_00085,tier1:gene_id
ACZ81_RS00090,-0.581282354169917,531.7858593561232,0.1426048960362465,0.4198268745853306,RNA,C1vsA1_rna,ACZ81_00090,tier1:gene_id
ACZ81_RS00095,-0.8309127903555567,1291.6300194768455,0.0051564011011777,0.0628027304397309,RNA,C1vsA1_rna,ACZ81_00095,tier1:gene_id
ACZ81_RS00100,-1.483292394603255,5101.493465766092,1.3527356292688284e-05,0.0012094686285326,RNA,C1vsA1_rna,ACZ81_00100,tier1:gene_id
ACZ81_RS00105,-1.006230658918355,1556.081876129771,0.0132518361145752,0.1102803146825142,RNA,C1vsA1_rna,ACZ81_00105,tier1:gene_id
ACZ81_RS00110,-0.1904622454492739,613.575593861557,0.5856811565736144,0.8161777080979806,RNA,C1vsA1_rna,ACZ81_00110,tier1:gene_id
ACZ81_RS00115,-0.1348326567365558,3014.3512628209605,0.5797847895314279,0.8134355784652773,RNA,C1vsA1_rna,ACZ81_00115,tier1:gene_id
ACZ81_RS00120,0.2450498453101661,255.4590279754597,0.4365012561318887,0.7187927758990583,RNA,C1vsA1_rna,ACZ81_00120,tier1:gene_id
ACZ81_RS00125,0.3803092568302789,196.9206399808533,0.2308956009424473,0.5442440348158104,RNA,C1vsA1_rna,ACZ81_00125,tier1:gene_id
ACZ81_RS00130,0.5304496188320611,158.70564873644452,0.1102682276712311,0.3701324297428528,RNA,C1vsA1_rna,ACZ81_00130,tier1:gene_id
ACZ81_RS00135,-3.317135424448923,287.94847033631896,0.0039240681942182,0.0525947232035927,RNA,C1vsA1_rna,ACZ81_00135,tier1:gene_id
ACZ81_RS00140,-0.161251536803543,87.95332994412374,0.5566741601422812,0.7993969073675724,RNA,C1vsA1_rna,ACZ81_00140,tier1:gene_id
ACZ81_RS00145,-0.558002021187789,214.7079769439887,0.0585815342602586,0.2639859745473741,RNA,C1vsA1_rna,ACZ81_00145,tier1:gene_id
ACZ81_RS00150,0.2288604772035445,475.3645439551685,0.2551954090673218,0.5717190998125535,RNA,C1vsA1_rna,ACZ81_00150,tier1:gene_id
ACZ81_RS00155,0.5673192900280919,388.5406480708241,0.0233446242263902,0.1567197128099303,RNA,C1vsA1_rna,ACZ81_00155,tier1:gene_id
ACZ81_RS00180,0.09401340627348,83.06394679967222,0.8832342861854351,0.9540851840710628,RNA,C1vsA1_rna,ACZ81_00180,tier1:gene_id
ACZ81_RS00185,-0.3002857357351001,146.32040671107194,0.3225714347300504,0.6326002114795706,RNA,C1vsA1_rna,ACZ81_00185,tier1:gene_id
