gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
TX50_RS00020,-0.145197866411395,1911.213421411726,0.656888494981823,0.7754468139103026,RNA,C4vsC1_rna,PMM0001,tier1:gene_id
TX50_RS00025,-0.9147095733503476,129.7267810834447,0.0042604156587321,0.0198141441816915,RNA,C4vsC1_rna,PMM0002,tier1:gene_id
TX50_RS00030,0.628975384281974,1008.790198462983,0.0581080799045093,0.1449569486566669,RNA,C4vsC1_rna,PMM0003,tier1:gene_id
TX50_RS00035,0.3242190053168525,436.5257304907816,0.1675906823175192,0.3188184511507996,RNA,C4vsC1_rna,PMM0004,tier1:gene_id
TX50_RS00040,-0.3995135811114723,836.8079504884151,0.1425749789571742,0.2828577556803103,RNA,C4vsC1_rna,PMM0005,tier1:gene_id
TX50_RS00045,-0.416465489292928,162.04778179795971,0.3222924851311303,0.4987988210516073,RNA,C4vsC1_rna,PMM0006,tier1:gene_id
TX50_RS00050,0.7221276920435613,364.4287619302709,0.0542548379523135,0.1381371458730843,RNA,C4vsC1_rna,PMM0007,tier1:gene_id
TX50_RS00055,0.03567652592387,1881.381554903057,0.917205970628624,0.9447680866074476,RNA,C4vsC1_rna,PMM0008,tier1:gene_id
TX50_RS00060,-1.1392698144010722,163.35588032998203,0.0020675466208023,0.011788596109326,RNA,C4vsC1_rna,PMM0009,tier1:gene_id
TX50_RS00065,0.3860272905213371,217.24777771246605,0.1271928158423142,0.2604357324381899,RNA,C4vsC1_rna,PMM0010,tier1:gene_id
TX50_RS00070,-0.1778951640027771,117.64445387691146,0.5142852701299427,0.6718010127103203,RNA,C4vsC1_rna,PMM0011,tier1:gene_id
TX50_RS00075,-0.3818818749326271,321.69076290321453,0.2278884744661456,0.3905434510512247,RNA,C4vsC1_rna,PMM0012,tier1:gene_id
TX50_RS00080,0.3728017001482521,3731.197555154917,0.1007478618154052,0.2192373265743079,RNA,C4vsC1_rna,PMM0013,tier1:gene_id
TX50_RS00085,0.625039216743318,152.214865749413,0.1275229967374371,0.2608232784099404,RNA,C4vsC1_rna,PMM0014,tier1:gene_id
TX50_RS00090,1.4029095893320516,484.4131595931976,1.4003119325702868e-07,3.987657518750154e-06,RNA,C4vsC1_rna,PMM0015,tier1:gene_id
TX50_RS00095,1.0428487243460018,2005.5983256409688,0.0006012763980858,0.0043475102064726,RNA,C4vsC1_rna,PMM0016,tier1:gene_id
TX50_RS00100,1.2213663152338192,797.2286011515466,8.577787508698904e-07,1.9362786193416672e-05,RNA,C4vsC1_rna,PMM0017,tier1:gene_id
TX50_RS00105,1.2111649536460247,122.61403320410712,6.4984162992749234e-06,0.0001093506233632,RNA,C4vsC1_rna,PMM0018,tier1:gene_id
TX50_RS00110,1.3887815374027912,118.48371371296324,0.0048968666975052,0.0222705166021676,RNA,C4vsC1_rna,PMM0019,tier1:gene_id
TX50_RS00115,-1.7865949035611834,1285.6215432364038,6.191239985281973e-14,6.031571164608912e-12,RNA,C4vsC1_rna,PMM0020,tier1:gene_id
TX50_RS00120,0.4959386219535242,42.339481703011565,0.2635838715013686,0.4340691691717379,RNA,C4vsC1_rna,PMM0021,tier1:gene_id
TX50_RS00125,0.5713775462616436,155.75629339921082,0.0615716728250981,0.1513534746338068,RNA,C4vsC1_rna,PMM0022,tier1:gene_id
TX50_RS00130,-1.814318690644365,4439.613777640853,3.200153013801991e-05,0.0004142295964019,RNA,C4vsC1_rna,PMM0023,tier1:gene_id
TX50_RS00135,0.0495177756419013,234.4198601386992,0.8171431768715978,0.888157381320803,RNA,C4vsC1_rna,PMM0024,tier1:gene_id
TX50_RS00140,-0.5193790522417817,1824.020450747372,0.1840806588885682,0.3373597025769702,RNA,C4vsC1_rna,PMM0025,tier1:gene_id
TX50_RS00145,-0.3826288356884208,820.0887505729042,0.2021183889138151,0.3580106582578678,RNA,C4vsC1_rna,PMM0026,tier1:gene_id
TX50_RS00150,-0.6696596422993392,996.0900424406376,0.00031283157757,0.0026201414030867,RNA,C4vsC1_rna,PMM0027,tier1:gene_id
TX50_RS00155,-0.3480856542075909,150.45836038586063,0.1967805996638102,0.3509064450652338,RNA,C4vsC1_rna,PMM0028,tier1:gene_id
TX50_RS00160,-0.8813923301781722,186.39220490896807,0.00903261517251,0.0353053127481956,RNA,C4vsC1_rna,PMM0029,tier1:gene_id
TX50_RS00165,-3.119936948962469,286.6472569467633,0.0031005919806954,0.0154695303403429,RNA,C4vsC1_rna,PMM0030,tier1:gene_id
TX50_RS00170,-0.1675720443562951,274.3746596381312,0.4715140656866977,0.6301606755134134,RNA,C4vsC1_rna,PMM0031,tier1:gene_id
TX50_RS00175,0.7525878350971933,126.50652751904808,0.0886159660859513,0.2005174968460408,RNA,C4vsC1_rna,PMM0032,tier1:gene_id
TX50_RS00180,-0.7161556097307248,476.5836844367778,0.1195470119686365,0.2489105952237866,RNA,C4vsC1_rna,PMM0033,tier1:gene_id
TX50_RS00185,0.3870086268845415,1087.254410304833,0.1725904909832039,0.3249898258493494,RNA,C4vsC1_rna,PMM0034,tier1:gene_id
TX50_RS00190,-0.9468791465497955,1366.6149771174128,0.007302824940971,0.0304444709578466,RNA,C4vsC1_rna,PMM0035,tier1:gene_id
TX50_RS00195,-0.2043255085158396,165.9775424972949,0.549313440910616,0.6964240952914726,RNA,C4vsC1_rna,PMM0036,tier1:gene_id
TX50_RS00200,-0.3906402596942614,760.4466399012803,0.1872718733335695,0.3405110388412939,RNA,C4vsC1_rna,PMM0037,tier1:gene_id
TX50_RS00205,-0.2544763155965259,72.88905629892997,0.4003247975945533,0.5775535466465459,RNA,C4vsC1_rna,PMM0038,tier1:gene_id
TX50_RS00210,0.006015053818199,299.6021107577577,0.9869780730151168,0.990724735982094,RNA,C4vsC1_rna,PMM0039,tier1:gene_id
TX50_RS00215,0.7834273150061171,172.53618513371424,0.0044977268230721,0.0207613275548792,RNA,C4vsC1_rna,PMM0040,tier1:gene_id
TX50_RS00220,-0.7335448148098963,223.2278772446376,0.1337631199329518,0.270300802397264,RNA,C4vsC1_rna,PMM0041,tier1:gene_id
TX50_RS00225,0.9928656779592768,345.71979205146306,0.0002720051798041,0.0023201916489282,RNA,C4vsC1_rna,PMM0042,tier1:gene_id
TX50_RS00230,1.8965715492054247,1509.4428467801056,5.801876745200993e-12,4.2957095421468156e-10,RNA,C4vsC1_rna,PMM0043,tier1:gene_id
TX50_RS00235,0.2412885494875943,869.845608418173,0.2827732205094449,0.4559348703510301,RNA,C4vsC1_rna,PMM0044,tier1:gene_id
TX50_RS00240,0.2523102148259598,296.96836552933166,0.5025342141434938,0.6611164395022082,RNA,C4vsC1_rna,PMM0045,tier1:gene_id
TX50_RS00245,0.292013424760708,317.90652351652795,0.4749317707578211,0.6338130552795436,RNA,C4vsC1_rna,PMM0046,tier1:gene_id
TX50_RS00250,0.6617990488275811,248.02044000703688,0.0183129086494318,0.0592765696777793,RNA,C4vsC1_rna,PMM0047,tier1:gene_id
TX50_RS00255,0.0020456914592152,879.1178313774976,0.9902066671222876,0.9923337889159862,RNA,C4vsC1_rna,PMM0048,tier1:gene_id
TX50_RS00260,-0.1873200907678663,34.75861689718212,0.7551453067523661,0.8461101469725362,RNA,C4vsC1_rna,PMM0049,tier1:gene_id
TX50_RS00265,0.4999274232197076,126.1532452068055,0.229781704239505,0.392729394780539,RNA,C4vsC1_rna,PMM0050,tier1:gene_id
TX50_RS00270,-1.1848714991589455,2135.7217225934787,0.0021213810614213,0.0118436057634676,RNA,C4vsC1_rna,PMM0051,tier1:gene_id
TX50_RS00275,-0.3994670555167784,58.301378333665824,0.1420794477703696,0.2821771006684059,RNA,C4vsC1_rna,PMM0052,tier1:gene_id
TX50_RS00280,-0.2397135616616173,146.46113330978926,0.4971237007799618,0.6552133395899938,RNA,C4vsC1_rna,PMM0053,tier1:gene_id
TX50_RS00285,0.3844955779101784,136.40335385384077,0.3478464332824712,0.5247463308931167,RNA,C4vsC1_rna,PMM0054,tier1:gene_id
TX50_RS00290,0.0787897405844684,540.6310380957149,0.8432505612283575,0.904196383190471,RNA,C4vsC1_rna,PMM0055,tier1:gene_id
TX50_RS00295,-1.08467515700948,500.1041838332091,0.0230204365186674,0.0710843866066878,RNA,C4vsC1_rna,PMM0056,tier1:gene_id
TX50_RS00300,0.198860694440923,246.14971578429464,0.3772913640270485,0.5546992174853589,RNA,C4vsC1_rna,PMM0057,tier1:gene_id
TX50_RS00305,0.4252806795536369,347.748571961912,0.2242320801462302,0.3860963538145787,RNA,C4vsC1_rna,PMM0058,tier1:gene_id
TX50_RS00310,0.4614576873920893,170.0733439282259,0.1587924031234868,0.3080972098339352,RNA,C4vsC1_rna,PMM0059,tier1:gene_id
TX50_RS00320,-1.028015127650331,567.1138391445782,0.0025172291711165,0.0132369068060703,RNA,C4vsC1_rna,PMM0060,tier1:gene_id
TX50_RS00325,-0.8648152377972662,222.37519199345368,0.0075562212967941,0.0310283314161625,RNA,C4vsC1_rna,PMM0061,tier1:gene_id
TX50_RS00330,-1.34998422838629,862.2870842263799,0.0002006927870671,0.0018121090188351,RNA,C4vsC1_rna,PMM0062,tier1:gene_id
TX50_RS00335,0.0222730181014152,4218.300495580355,0.929244508797164,0.9523984417406148,RNA,C4vsC1_rna,PMM0063,tier1:gene_id
TX50_RS00340,-0.6835518954847415,134.3095919737239,0.0352692831915786,0.0999746450040001,RNA,C4vsC1_rna,PMM0064,tier1:gene_id
TX50_RS00345,0.3618575057281974,832.9184824001401,0.0402538783741542,0.1096398534141019,RNA,C4vsC1_rna,PMM0065,tier1:gene_id
TX50_RS00350,1.0556595556652573,185.31861342097383,0.0001361736172378,0.0013127987786832,RNA,C4vsC1_rna,PMM0066,tier1:gene_id
TX50_RS00355,0.0455689559449147,227.67513107044647,0.8667258136476058,0.9167326020735048,RNA,C4vsC1_rna,PMM0067,tier1:gene_id
TX50_RS00360,0.7297884255627419,335.5426219660498,0.0161418273244222,0.0545661861848764,RNA,C4vsC1_rna,PMM0068,tier1:gene_id
TX50_RS00365,0.982183022533944,79.25893119221303,0.0056053624416997,0.0245865542170291,RNA,C4vsC1_rna,PMM0069,tier1:gene_id
TX50_RS00370,0.7076676687139735,229.678473687906,0.0313026314412459,0.0909374602012555,RNA,C4vsC1_rna,PMM0070,tier1:gene_id
TX50_RS00375,0.4121963319830201,85.00174314496873,0.2615517906985212,0.4314905210186834,RNA,C4vsC1_rna,PMM0071,tier1:gene_id
TX50_RS00380,0.5058657813187748,523.507182542516,0.0781973715251761,0.1811556128824794,RNA,C4vsC1_rna,PMM0072,tier1:gene_id
TX50_RS00385,0.6373705040657559,3127.660654591819,0.0003542553997779,0.0028886640748413,RNA,C4vsC1_rna,PMM0073,tier1:gene_id
TX50_RS00390,-0.8198792248406639,21.531033571151465,0.2925871797409018,0.4693057796364032,RNA,C4vsC1_rna,PMM0074,tier1:gene_id
TX50_RS00395,-1.6529327438715369,2142.7856048971844,3.238806885625435e-05,0.0004163216350897,RNA,C4vsC1_rna,PMM0075,tier1:gene_id
TX50_RS00405,-0.7813717139651197,475.7221412603148,0.0020926785287179,0.0118436057634676,RNA,C4vsC1_rna,PMM0076,tier1:gene_id
TX50_RS00410,-0.0975631832892024,149.69826693904457,0.675322356827221,0.7881599511268512,RNA,C4vsC1_rna,PMM0077,tier1:gene_id
TX50_RS00415,0.4302360422878828,114.89131568764422,0.1783392417960639,0.3300856713755719,RNA,C4vsC1_rna,PMM0078,tier1:gene_id
TX50_RS00420,-1.948946041940743,842.0402178679162,4.5212171689045985e-09,1.8597273288094248e-07,RNA,C4vsC1_rna,PMM0079,tier1:gene_id
TX50_RS00425,-0.2727736822952554,68.3314359628229,0.43327682732047,0.6040533836752864,RNA,C4vsC1_rna,PMM0080,tier1:gene_id
TX50_RS00430,-0.1322769129320529,293.182449827703,0.6793207795230783,0.7884334234009336,RNA,C4vsC1_rna,PMM0081,tier1:gene_id
TX50_RS00435,-0.0103379633156813,107.85796583608536,0.9707799243900508,0.9797674381293114,RNA,C4vsC1_rna,PMM0082,tier1:gene_id
TX50_RS00440,-1.0583011394064883,974.3289024094468,3.3110355401999686e-09,1.425285298816312e-07,RNA,C4vsC1_rna,PMM0083,tier1:gene_id
TX50_RS00445,0.0360159499885609,292.766551180999,0.8753549994153126,0.9224825455396474,RNA,C4vsC1_rna,PMM0084,tier1:gene_id
TX50_RS00450,0.5590810654661461,597.132413994273,0.0099388183276051,0.0379314489162826,RNA,C4vsC1_rna,PMM0085,tier1:gene_id
TX50_RS00455,1.2416335643241028,2044.2453977488133,0.0321426048655967,0.0928174128022147,RNA,C4vsC1_rna,PMM0086,tier1:gene_id
TX50_RS00460,0.1299634045309068,1443.5501672781254,0.7992041342128926,0.8774180619383537,RNA,C4vsC1_rna,PMM0087,tier1:gene_id
TX50_RS00465,-0.0670449826434783,1434.5709443724702,0.8779537897275825,0.9236288159800212,RNA,C4vsC1_rna,PMM0088,tier1:gene_id
