gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1,resolved_locus_tag,resolution_method
ACZ81_RS00005,-0.9436448938867792,4661.89608143276,0.0031232268098921,0.0148113309235072,RNA,C3vsC1_rna,ACZ81_00005,tier1:gene_id
ACZ81_RS00010,-0.5008273928848821,2059.3914137885563,0.0537880520546227,0.1343696543232543,RNA,C3vsC1_rna,ACZ81_00010,tier1:gene_id
ACZ81_RS00015,0.1354757234611328,557.1271017274662,0.683709532790815,0.7985568109335516,RNA,C3vsC1_rna,ACZ81_00015,tier1:gene_id
ACZ81_RS00020,-0.723447961000074,3109.651933699262,0.0332874144070117,0.095065751773736,RNA,C3vsC1_rna,ACZ81_00020,tier1:gene_id
ACZ81_RS00025,0.3092782817143106,160.5452115198893,0.2435569392340668,0.4049525239150751,RNA,C3vsC1_rna,ACZ81_00025,tier1:gene_id
ACZ81_RS00030,-0.0554481506844138,2892.2392833721387,0.9003427098463531,0.938111044703538,RNA,C3vsC1_rna,ACZ81_00030,tier1:gene_id
ACZ81_RS00035,0.8867394456778206,1662.4070368377895,0.0011598793593579,0.0064541414559557,RNA,C3vsC1_rna,ACZ81_00035,tier1:gene_id
ACZ81_RS00040,-0.1769029272559548,258.53012275560167,0.4871477319597126,0.6433300528710887,RNA,C3vsC1_rna,ACZ81_00040,tier1:gene_id
ACZ81_RS00045,-0.6783294116257066,892.2474602287139,0.0409025275588526,0.1109539828033244,RNA,C3vsC1_rna,ACZ81_00045,tier1:gene_id
ACZ81_RS00050,-0.3684886699311435,964.303048675474,0.2532018512008332,0.4137589530174273,RNA,C3vsC1_rna,ACZ81_00050,tier1:gene_id
ACZ81_RS00055,0.8367758783185444,424.2322444295289,0.0257331143095114,0.0775666826519607,RNA,C3vsC1_rna,ACZ81_00055,tier1:gene_id
ACZ81_RS00060,0.3563647458838434,3386.553316232701,0.1211791749451586,0.2467872334416123,RNA,C3vsC1_rna,ACZ81_00060,tier1:gene_id
ACZ81_RS00065,-0.930676715656234,984.317160815007,1.062889428688988e-05,0.0001288311899667,RNA,C3vsC1_rna,ACZ81_00065,tier1:gene_id
ACZ81_RS00070,0.7086194088063149,1441.6967365650412,0.0971547955979181,0.2090000214149316,RNA,C3vsC1_rna,ACZ81_00070,tier1:gene_id
ACZ81_RS00075,-0.3674984317543087,696.7404360344724,0.0432471137403049,0.1151343200571355,RNA,C3vsC1_rna,ACZ81_00075,tier1:gene_id
ACZ81_RS00080,0.1821807557782717,466.4416786304536,0.4650969252543938,0.6240698542209457,RNA,C3vsC1_rna,ACZ81_00080,tier1:gene_id
ACZ81_RS00085,0.3122213012844591,462.5721350081219,0.2048958199571179,0.3594412023034355,RNA,C3vsC1_rna,ACZ81_00085,tier1:gene_id
ACZ81_RS00090,0.1002296683021792,531.7858593561232,0.8003741040109094,0.8711613959011851,RNA,C3vsC1_rna,ACZ81_00090,tier1:gene_id
ACZ81_RS00095,-0.6986289937238253,1291.6300194768455,0.0188973871360228,0.0615392184981524,RNA,C3vsC1_rna,ACZ81_00095,tier1:gene_id
ACZ81_RS00100,-0.948548938104282,5101.493465766092,0.0054229587956281,0.0227344939269174,RNA,C3vsC1_rna,ACZ81_00100,tier1:gene_id
ACZ81_RS00105,-1.0946997116745063,1556.081876129771,0.0071334717542072,0.0283923498788488,RNA,C3vsC1_rna,ACZ81_00105,tier1:gene_id
ACZ81_RS00110,-0.8668760328284255,613.575593861557,0.0132189651385952,0.0464807082699773,RNA,C3vsC1_rna,ACZ81_00110,tier1:gene_id
