gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
TX50_RS00020,-0.0160602096525728,1911.213421411726,0.9608705723423604,0.9761643410569204,RNA,C5vsC1_rna
TX50_RS00025,-0.71654334960085,129.7267810834447,0.028318184215357,0.099652013274954,RNA,C5vsC1_rna
TX50_RS00030,0.6137147491321412,1008.790198462983,0.0653128545267401,0.1848533543256818,RNA,C5vsC1_rna
TX50_RS00035,0.1515493276283799,436.5257304907816,0.5260443776004196,0.7012757625064239,RNA,C5vsC1_rna
TX50_RS00040,-0.4847600273110571,836.8079504884151,0.0771362146926358,0.2042619934135463,RNA,C5vsC1_rna
TX50_RS00045,-0.670767714365729,162.04778179795971,0.1178723338015184,0.2710331551138021,RNA,C5vsC1_rna
TX50_RS00050,0.151758097211786,364.4287619302709,0.6891178946241873,0.8160954721365136,RNA,C5vsC1_rna
TX50_RS00055,-0.1350435062915868,1881.381554903057,0.694460337111025,0.820447749941809,RNA,C5vsC1_rna
TX50_RS00060,-0.6960702000880723,163.35588032998203,0.0617902632097065,0.1776806570776367,RNA,C5vsC1_rna
TX50_RS00065,-0.1193453169873681,217.24777771246605,0.6473013363731908,0.7851604021145322,RNA,C5vsC1_rna
TX50_RS00070,-0.1884550401549957,117.64445387691146,0.5040799859686185,0.6820555950496439,RNA,C5vsC1_rna
TX50_RS00075,-0.6903246627924225,321.69076290321453,0.0316422258868269,0.1094761871336759,RNA,C5vsC1_rna
TX50_RS00080,-0.0275192796470839,3731.197555154917,0.9038297972718262,0.9407189425627844,RNA,C5vsC1_rna
TX50_RS00085,1.5247289719633597,152.214865749413,0.00019692430775061727,0.0024966225592218,RNA,C5vsC1_rna
TX50_RS00090,1.464711906769614,484.4131595931976,4.645772905646665e-08,1.954392192807268e-06,RNA,C5vsC1_rna
TX50_RS00095,0.5496178605085386,2005.5983256409688,0.0712898822760522,0.1949151729586007,RNA,C5vsC1_rna
TX50_RS00100,1.3126734364390882,797.2286011515466,1.380266830375075e-07,5.214028373518905e-06,RNA,C5vsC1_rna
TX50_RS00105,1.5431795032061184,122.61403320410712,1.3905249016801876e-08,7.570181155911845e-07,RNA,C5vsC1_rna
TX50_RS00110,1.8220055673945588,118.48371371296324,0.000237047913306671,0.0028866821548068,RNA,C5vsC1_rna
