gene_id,logFC,AveExpr,pvalue,padj,Assay,contrast1
ACZ81_RS00005,0.424885741876522,4661.89608143276,0.1830432982186391,0.3697732691103627,RNA,A3vsA1_rna
ACZ81_RS00010,-0.0893105905496277,2059.3914137885563,0.7302108282791948,0.8531176013558909,RNA,A3vsA1_rna
ACZ81_RS00015,-0.1371244089610018,557.1271017274662,0.6782159042766793,0.819498050787153,RNA,A3vsA1_rna
ACZ81_RS00020,-0.3778619507942973,3109.651933699262,0.2660633617485086,0.4704457690363811,RNA,A3vsA1_rna
ACZ81_RS00025,0.8404175625968253,160.5452115198893,0.0009351091887916404,0.0104212724039779,RNA,A3vsA1_rna
ACZ81_RS00030,0.2398794204922581,2892.2392833721387,0.5878677185515122,0.757150974904869,RNA,A3vsA1_rna
ACZ81_RS00035,0.5461266495431804,1662.4070368377895,0.0444785066065575,0.148335634667921,RNA,A3vsA1_rna
ACZ81_RS00040,0.0159848167207428,258.53012275560167,0.9486824662153074,0.975840704744052,RNA,A3vsA1_rna
ACZ81_RS00045,-0.6211117796922592,892.2474602287139,0.0603193488012514,0.1832293101542413,RNA,A3vsA1_rna
ACZ81_RS00050,0.2891435245187396,964.303048675474,0.3677576481107318,0.5804221377823815,RNA,A3vsA1_rna
ACZ81_RS00055,1.7085655701545712,424.2322444295289,4.072380403659179e-06,0.00018998128115675148,RNA,A3vsA1_rna
ACZ81_RS00060,-0.1450897613857297,3386.553316232701,0.5269745449190659,0.7159572889316941,RNA,A3vsA1_rna
ACZ81_RS00065,-0.5835574743193562,984.317160815007,0.0054505730980102,0.0357900151705682,RNA,A3vsA1_rna
ACZ81_RS00070,1.0665363939000636,1441.6967365650412,0.0123753080946108,0.0630072792837291,RNA,A3vsA1_rna
ACZ81_RS00075,-0.0144340472149713,696.7404360344724,0.9357560997350208,0.970528209864452,RNA,A3vsA1_rna
ACZ81_RS00080,0.3403445975273256,466.4416786304536,0.1672877290961855,0.3471144133939129,RNA,A3vsA1_rna
ACZ81_RS00085,0.254016695990197,462.5721350081219,0.2909877051272002,0.4999288685856319,RNA,A3vsA1_rna
ACZ81_RS00090,-0.3443985795044323,531.7858593561232,0.3804374098052738,0.5920538743750035,RNA,A3vsA1_rna
ACZ81_RS00095,-1.006398394231087,1291.6300194768455,0.0006621138441736322,0.0082241509065777,RNA,A3vsA1_rna
ACZ81_RS00100,-2.273703628218357,5101.493465766092,2.4563395930869808e-11,6.605573023221295e-09,RNA,A3vsA1_rna
ACZ81_RS00105,-0.3124767400635694,1556.081876129771,0.4405110079826027,0.6488831275940482,RNA,A3vsA1_rna
ACZ81_RS00110,-0.6987920824873661,613.575593861557,0.0444621938762969,0.148335634667921,RNA,A3vsA1_rna
ACZ81_RS00115,-0.6956510978937916,3014.3512628209605,0.0041948574070165,0.0293713227171908,RNA,A3vsA1_rna
ACZ81_RS00120,0.0739040478241511,255.4590279754597,0.811048168115436,0.8986261393203892,RNA,A3vsA1_rna
ACZ81_RS00125,0.7074249883491329,196.9206399808533,0.0207157609893605,0.0893673474078648,RNA,A3vsA1_rna
ACZ81_RS00130,0.4249358140301166,158.70564873644452,0.1858279539952786,0.3730244077147109,RNA,A3vsA1_rna
ACZ81_RS00135,-2.3482716311204386,287.94847033631896,0.0403376142297023,0.1395125071461773,RNA,A3vsA1_rna
ACZ81_RS00140,-0.5388129737526939,87.95332994412374,0.0324559960990729,0.1209759435180724,RNA,A3vsA1_rna
ACZ81_RS00145,0.2017068260507649,214.7079769439887,0.4657748218047312,0.6695408760589686,RNA,A3vsA1_rna
ACZ81_RS00150,0.3459765822305138,475.3645439551685,0.0743904595755483,0.2101252799626492,RNA,A3vsA1_rna
ACZ81_RS00155,-0.1795845042168083,388.5406480708241,0.4666043009756464,0.6700746758814915,RNA,A3vsA1_rna
ACZ81_RS00180,-1.2845277272527376,83.06394679967222,0.043692396070379,0.1468916223385235,RNA,A3vsA1_rna
ACZ81_RS00185,0.0815149755006991,146.32040671107194,0.7744957756245252,0.879097923204759,RNA,A3vsA1_rna
ACZ81_RS00190,-1.0989799814772891,152.9795615675542,0.0008912179834069771,0.0102159044269394,RNA,A3vsA1_rna
ACZ81_RS00195,-0.1364788046638678,125.44152045513596,0.6248099644597375,0.7828662015654174,RNA,A3vsA1_rna
ACZ81_RS00200,0.6822115814167639,153.6092224492428,0.0670862052839846,0.1958878133910818,RNA,A3vsA1_rna
ACZ81_RS00205,0.5907772645149552,258.04984908791573,0.1580870514187126,0.3361130102235691,RNA,A3vsA1_rna
ACZ81_RS00210,-0.4351225886877976,131.17694763852066,0.1346071076583557,0.3047650767072929,RNA,A3vsA1_rna
ACZ81_RS00215,-0.1249775210805215,562.7279291514704,0.663368500596184,0.8111656276720177,RNA,A3vsA1_rna
ACZ81_RS00220,-0.3460814781664866,69.56860381538597,0.272808131203234,0.4779503154530022,RNA,A3vsA1_rna
ACZ81_RS00225,0.2395791582091345,1219.9736127505785,0.4508519748349109,0.6572169443569144,RNA,A3vsA1_rna
ACZ81_RS00230,-0.4049925771876413,656.8374852753045,0.159153148082344,0.3368193986527136,RNA,A3vsA1_rna
ACZ81_RS00235,-0.1373256485592316,1076.058944981807,0.5117879712246277,0.7055990861007582,RNA,A3vsA1_rna
ACZ81_RS00240,-0.0881965493361137,120.08726277533192,0.7131423374682804,0.843836046862566,RNA,A3vsA1_rna
ACZ81_RS00245,-0.2682870042117038,13866.363026558374,0.484497790255018,0.6839567679462112,RNA,A3vsA1_rna
ACZ81_RS00250,0.7894666179014221,251.94275716051257,0.0492306199473021,0.1583907355481766,RNA,A3vsA1_rna
ACZ81_RS00255,0.2588319400313532,112.06646700724454,0.5129855632859084,0.7070072414644674,RNA,A3vsA1_rna
ACZ81_RS00260,-0.1526179582206431,377.1285487408503,0.576488670693384,0.751664786097451,RNA,A3vsA1_rna
ACZ81_RS00265,0.8743311273339737,5242.482040030117,0.0764174814941286,0.2129311724349903,RNA,A3vsA1_rna
ACZ81_RS00270,0.7889539806054178,2516.352591078579,0.1349806848391742,0.3049225830939003,RNA,A3vsA1_rna
ACZ81_RS00275,-0.5859305221273666,345.68062363758327,0.0806479453743847,0.2200199427813682,RNA,A3vsA1_rna
ACZ81_RS00280,-0.5919477409267911,382.1429805793016,0.007891198916987,0.0461508601384141,RNA,A3vsA1_rna
ACZ81_RS00285,0.6918050307401338,275.99563765803885,0.0086353229463045,0.0491417243412397,RNA,A3vsA1_rna
ACZ81_RS00290,-0.719250450821028,219.6856865350664,0.0295259392830304,0.1123897731573161,RNA,A3vsA1_rna
ACZ81_RS00295,-0.3821328251357142,288.05231975857134,0.0896394404770439,0.2355046185904487,RNA,A3vsA1_rna
ACZ81_RS00300,-0.0094632023779308,612.4321337778085,0.968369294301994,0.9859983902026406,RNA,A3vsA1_rna
ACZ81_RS00305,0.3047360792647285,517.2613444994904,0.2832373084449274,0.4904393964096024,RNA,A3vsA1_rna
ACZ81_RS00310,0.3381373000671097,3845.429327987116,0.1830319054143186,0.3697732691103627,RNA,A3vsA1_rna
ACZ81_RS00315,0.5458769907624762,3128.9408886356264,0.0991492576521633,0.2504954796602514,RNA,A3vsA1_rna
ACZ81_RS00320,0.5869346093726032,796.266971982868,0.0225225633328457,0.0944206103358171,RNA,A3vsA1_rna
ACZ81_RS00325,0.920868069446138,246.067596261958,0.0012879827608266,0.0132158231110912,RNA,A3vsA1_rna
ACZ81_RS00330,-0.158934091716844,516.9041780137908,0.668951139672322,0.8142340116424219,RNA,A3vsA1_rna
ACZ81_RS00335,-0.3938101161137047,240.3320428142352,0.1047053164691708,0.258668552755119,RNA,A3vsA1_rna
ACZ81_RS00340,-0.3310339872191457,232.49788225746263,0.3571237085736414,0.5707109848100657,RNA,A3vsA1_rna
ACZ81_RS00345,0.204692352058277,175.72517122303077,0.7548466617211284,0.8678774439993032,RNA,A3vsA1_rna
ACZ81_RS00350,0.5861680451716412,461.0219458681487,0.0169421864823102,0.0775936668573387,RNA,A3vsA1_rna
ACZ81_RS00355,0.1676582873605595,3194.804882229915,0.3584636277777349,0.5719065600500143,RNA,A3vsA1_rna
ACZ81_RS00360,-0.3289932391312146,656.928307133229,0.4162449903214407,0.6255426022724476,RNA,A3vsA1_rna
ACZ81_RS00370,-0.1870068564570734,94.53129545700656,0.5912696274934375,0.7587227344776721,RNA,A3vsA1_rna
ACZ81_RS00375,-2.1715849229242274,13.756901065059974,0.0066050663022039,0.0406215081384983,RNA,A3vsA1_rna
ACZ81_RS00380,0.5336645386422446,93.42496569111594,0.1610050603979942,0.3387269545447052,RNA,A3vsA1_rna
ACZ81_RS00385,-0.565796177828554,131.5679646133276,0.1338946787106514,0.3034946050774766,RNA,A3vsA1_rna
ACZ81_RS00390,0.2913438440080229,82.78152585036624,0.3633022309418872,0.5760328892232924,RNA,A3vsA1_rna
ACZ81_RS00395,0.4872323033305591,60.29149226639222,0.3970351641037404,0.608429442789683,RNA,A3vsA1_rna
ACZ81_RS00400,0.1838720329132183,862.9442520704338,0.6122594642990555,0.7728143975272759,RNA,A3vsA1_rna
ACZ81_RS00405,0.585765321280354,514.3431252969833,0.0269006763185199,0.1058093268528451,RNA,A3vsA1_rna
ACZ81_RS00420,-0.8250945862031325,82.96760438220124,0.1643014534985598,0.3424298345123232,RNA,A3vsA1_rna
ACZ81_RS00425,0.3096100055419959,235.20834326608127,0.2092170669661767,0.4025797950447486,RNA,A3vsA1_rna
ACZ81_RS00430,-1.024260470803991,885.0669744192894,0.0651352123027431,0.1921488762930923,RNA,A3vsA1_rna
ACZ81_RS00435,1.1525437643502083,4038.217547675053,0.0573952576669262,0.1770166094662502,RNA,A3vsA1_rna
ACZ81_RS00440,1.432842213861251,4166.891534491862,0.0055994247297522,0.0364098736074004,RNA,A3vsA1_rna
ACZ81_RS00445,-1.5524711217851317,372.3222588411072,0.0009979674203071888,0.0109394680062088,RNA,A3vsA1_rna
ACZ81_RS00450,-0.7956943140225422,135.2230638906304,0.0039159216817683,0.0281049692079686,RNA,A3vsA1_rna
ACZ81_RS00455,-0.0586296690811232,433.19632844377054,0.8940515095818927,0.9487834835492672,RNA,A3vsA1_rna
ACZ81_RS00460,-0.4260453608970971,483.0030335055264,0.3004314588054026,0.5100850667487412,RNA,A3vsA1_rna
ACZ81_RS00465,-0.2472863450610253,287.27023141496863,0.6123571709220365,0.7728143975272759,RNA,A3vsA1_rna
ACZ81_RS00470,-0.709284150410839,304.0521602227928,0.1228253925712902,0.2876681114979664,RNA,A3vsA1_rna
ACZ81_RS00475,0.3334793572760965,52.14527333365326,0.4237564946224296,0.6329527388031226,RNA,A3vsA1_rna
ACZ81_RS00480,0.3850488118715739,18.41859924430889,0.554878327053046,0.7357575002693942,RNA,A3vsA1_rna
ACZ81_RS00485,1.078213088105485,1.519234663945611,0.6149357660699428,0.7743635572732613,RNA,A3vsA1_rna
ACZ81_RS00490,0.4660522901749187,16.790488087703125,0.5262294207272411,0.7151871395520634,RNA,A3vsA1_rna
ACZ81_RS00495,0.3157724075846417,81.92925587342182,0.5800198807932286,0.75269958962376,RNA,A3vsA1_rna
ACZ81_RS00500,0.1537362996867544,221.35822335840157,0.7161487504872275,0.8457985039176275,RNA,A3vsA1_rna
ACZ81_RS00505,-0.2619641050629285,1131.741578399235,0.2486599163004403,0.4505461264179805,RNA,A3vsA1_rna
ACZ81_RS00510,-0.5867675451004728,1960.8590665003237,0.0042144434749215,0.0294570509083368,RNA,A3vsA1_rna
ACZ81_RS00515,-0.5560449829055848,914.948277276994,0.0178100491830809,0.0804661231109467,RNA,A3vsA1_rna
ACZ81_RS00520,-0.1919143462141831,1007.313643334394,0.614255896682268,0.7740352282779045,RNA,A3vsA1_rna
ACZ81_RS00525,-1.2340996435970284,393.3929157611526,0.0008548896490665716,0.0099703990466717,RNA,A3vsA1_rna
ACZ81_RS00530,0.250282586358243,359.1632347163572,0.4148367729652102,0.6245122450793333,RNA,A3vsA1_rna
ACZ81_RS00535,-0.6639181391628081,1886.9415435254095,0.0155118840698935,0.0725334252778707,RNA,A3vsA1_rna
ACZ81_RS00540,0.4715299513946607,3013.5326890717483,0.2507933682256149,0.4533865075574522,RNA,A3vsA1_rna
ACZ81_RS00545,-0.2032440141649695,1901.1196369185625,0.4850180070261353,0.6842096498554342,RNA,A3vsA1_rna
ACZ81_RS00550,0.60118186547159,526.818635330733,0.061005691560366,0.1840261913836003,RNA,A3vsA1_rna
ACZ81_RS00555,0.4297833110663451,846.4198085843552,0.1650466815284207,0.3434477625995976,RNA,A3vsA1_rna
ACZ81_RS00560,0.3886501129715921,323.1190459401692,0.2323588251753056,0.4303894767328375,RNA,A3vsA1_rna
ACZ81_RS00565,-0.9344024162980136,994.3850689206204,0.0204412393704582,0.0889482129655949,RNA,A3vsA1_rna
ACZ81_RS00570,-0.6759587535186546,1254.3056211372102,0.0673590918237682,0.1965415828341513,RNA,A3vsA1_rna
ACZ81_RS00575,-1.6153534664031692,4391.230052207237,2.858405087825497e-05,0.0008076000853771757,RNA,A3vsA1_rna
ACZ81_RS00580,-1.1088268293883137,3319.9077352524823,0.0006784480287239391,0.0083239556307047,RNA,A3vsA1_rna
