baseMean,log2FoldChange (positive means more highly expressed in mitomycin C treatment),lfcSE,stat,pvalue,padj,gene,resolved_locus_tag,resolution_method
460.3329474,-0.116410925,0.130720098,-0.890535785,0.373178262,0.398901255,MIT0604_00469,EW14_0469,tier1:gene
1188.542216,1.11531843,0.102187108,10.91447304,9.83e-28,2.9700000000000004e-27,MIT0604_00470,EW14_0470,tier1:gene
306.6124508,-1.096648828,0.202196774,-5.423671238,5.84e-08,9.74e-08,MIT0604_00471,EW14_0471,tier1:gene
201.0922266,2.242156348,0.164136323,13.66033006,1.7499999999999998e-42,7.39e-42,MIT0604_00472,EW14_0472,tier1:gene
173.8528955,2.010298683,0.216426052,9.288616911,1.56e-20,3.95e-20,MIT0604_00473,EW14_0473,tier1:gene
335.4533665,3.297098522,0.208789257,15.79151425,3.5600000000000003e-56,1.92e-55,MIT0604_00474,EW14_0474,tier1:gene
1339.559215,-2.193941683,0.19520723,-11.23903906,2.62e-29,8.25e-29,MIT0604_00475,EW14_0475,tier1:gene
551.1412192,-3.51619184,0.193241025,-18.19588696,5.56e-74,3.71e-73,MIT0604_00476,EW14_0476,tier1:gene
2685.756068,4.960161908,0.096830665,51.22511458,0.0,0.0,MIT0604_00477,EW14_0477,tier1:gene
425.0484298,0.386311597,0.120440637,3.207485493,0.001339008,0.001763803,MIT0604_00478,EW14_0478,tier1:gene
2953.270387,-2.139454651,0.101609344,-21.05568797,2.03e-98,1.86e-97,MIT0604_00479,EW14_0479,tier1:gene
1034.917718,-2.88926865,0.122654961,-23.55606846,1.09e-122,1.33e-121,MIT0604_00480,EW14_0480,tier1:gene
470.189512,1.106474264,0.124048416,8.919696816,4.68e-19,1.14e-18,MIT0604_00481,EW14_0481,tier1:gene
151.6453354,1.823431303,0.189075994,9.643907018,5.22e-22,1.3700000000000002e-21,MIT0604_00482,EW14_0482,tier1:gene
229.3921047,-0.516443036,0.180661187,-2.858627495,0.004254781,0.005426503,MIT0604_00483,EW14_0483,tier1:gene
215.8081408,1.104777138,0.16846253,6.55799922,5.45e-11,1.05e-10,MIT0604_00484,EW14_0484,tier1:gene
843.1650246,4.2e-05,0.123044062,0.000341,0.999727747,0.999727747,MIT0604_00485,EW14_0485,tier1:gene
5861.200267,-0.773719632,0.137019837,-5.646770909,1.63e-08,2.82e-08,MIT0604_00486,EW14_0486,tier1:gene
3593.991633,-1.522648663,0.141486722,-10.7617778,5.22e-27,1.5500000000000002e-26,MIT0604_00487,EW14_0487,tier1:gene
75.82092716,-0.837479492,0.319837389,-2.618454001,0.00883292,0.011004861,MIT0604_00488,EW14_0488,tier1:gene
762.8581083,0.731855891,0.123594049,5.921449287,3.19e-09,5.68e-09,MIT0604_00489,EW14_0489,tier1:gene
468.3229934,2.125411368,0.136922871,15.52269064,2.4399999999999998e-54,1.28e-53,MIT0604_00490,EW14_0490,tier1:gene
340.7080306,1.261206409,0.163839734,7.697805529,1.38e-14,2.99e-14,MIT0604_00491,EW14_0491,tier1:gene
615.7365466,0.154815714,0.11606039,1.333923778,0.182228838,0.203614864,MIT0604_00492,EW14_0492,tier1:gene
401.9899833,-0.085700449,0.142895396,-0.59974255,0.548677826,0.575086283,MIT0604_00493,EW14_0493,tier1:gene
137.3893545,-0.619003794,0.174718888,-3.542855616,0.000396,0.000541,MIT0604_00494,EW14_0494,tier1:gene
515.6946704,-0.431418972,0.142960294,-3.017753813,0.002546557,0.003288834,MIT0604_00495,EW14_0495,tier1:gene
3295.822422,-0.44421367,0.156522199,-2.838023445,0.004539385,0.0057572,MIT0604_00496,EW14_0496,tier1:gene
904.1183893,0.578790883,0.140567001,4.117544503,3.83e-05,5.59e-05,MIT0604_00497,EW14_0497,tier1:gene
837.6085586,-1.000843016,0.098492016,-10.16166645,2.9399999999999998e-24,8.209999999999999e-24,MIT0604_00498,EW14_0498,tier1:gene
821.1062597,-1.101489651,0.148763552,-7.404297876,1.32e-13,2.76e-13,MIT0604_00499,EW14_0499,tier1:gene
822.3634424,-0.440439911,0.1158648,-3.801326311,0.000144,0.000202,MIT0604_00500,EW14_0500,tier1:gene
1439.005468,-0.112091721,0.085724569,-1.307579868,0.191015849,0.212867401,MIT0604_00501,EW14_0501,tier1:gene
346.7623918,-0.026925217,0.190267664,-0.141512313,0.887465234,0.89843785,MIT0604_00502,EW14_0502,tier1:gene
21665.0501,0.610564173,0.080384321,7.595562951,3.06e-14,6.55e-14,MIT0604_00503,EW14_0503,tier1:gene
265.4280012,-1.874359187,0.159178859,-11.77517667,5.24e-32,1.7800000000000001e-31,MIT0604_00504,EW14_0504,tier1:gene
1791.111846,-1.020618261,0.103570681,-9.854316375,6.57e-23,1.76e-22,MIT0604_00505,EW14_0505,tier1:gene
418.1069122,-0.045117685,0.151963782,-0.296897618,0.766544675,0.784558475,MIT0604_00506,EW14_0506,tier1:gene
1019.357848,2.610925372,0.133018077,19.62835004,8.85e-86,6.84e-85,MIT0604_00507,EW14_0507,tier1:gene
959.5235484,1.651937682,0.126238569,13.08583975,3.97e-39,1.58e-38,MIT0604_00508,EW14_0508,tier1:gene
578.7319378,0.225956483,0.164372659,1.374659776,0.169236947,0.189823578,MIT0604_00509,EW14_0509,tier1:gene
440.6021178,1.401820971,0.117380027,11.9425852,7.100000000000001e-33,2.4500000000000002e-32,MIT0604_00510,EW14_0510,tier1:gene
680.9246029,0.892665015,0.137225057,6.505116717,7.76e-11,1.48e-10,MIT0604_00511,EW14_0511,tier1:gene
1704.566403,-0.798773554,0.168110121,-4.751489962,2.02e-06,3.16e-06,MIT0604_00512,EW14_0512,tier1:gene
9350.075441,-1.413503458,0.117468423,-12.03305042,2.38e-33,8.33e-33,MIT0604_00513,EW14_0513,tier1:gene
1717.468804,-1.261855232,0.122595551,-10.29283055,7.59e-25,2.1499999999999998e-24,MIT0604_00514,EW14_0514,tier1:gene
73.77025064,1.647917256,0.229721246,7.173551793,7.31e-13,1.5e-12,MIT0604_00515,EW14_0515,tier1:gene
2560.372679,-0.396360174,0.143720793,-2.757848494,0.005818316,0.00732478,MIT0604_00516,EW14_0516,tier1:gene
2729.393459,-2.066008777,0.097609277,-21.16611082,1.96e-99,1.82e-98,MIT0604_00517,EW14_0517,tier1:gene
666.3608905,-0.9309741,0.140490206,-6.626612094,3.43e-11,6.66e-11,MIT0604_00518,EW14_0518,tier1:gene
448.6967417,1.643985252,0.166618,9.866792612,5.799999999999999e-23,1.56e-22,MIT0604_00519,EW14_0519,tier1:gene
8750.52953,-4.226985261,0.105599691,-40.02838683,0.0,0.0,MIT0604_00520,EW14_0520,tier1:gene
25274.40871,-4.590394344,0.11116032,-41.29526019,0.0,0.0,MIT0604_00521,EW14_0521,tier1:gene
781.8099386,-0.513306931,0.122856189,-4.178112111,2.94e-05,4.34e-05,MIT0604_00522,EW14_0522,tier1:gene
443.8186839,-2.378781541,0.165021536,-14.4149764,4.1700000000000002e-47,1.93e-46,MIT0604_00523,EW14_0523,tier1:gene
466.6799354,0.983850282,0.134867007,7.294966405,2.99e-13,6.21e-13,MIT0604_00524,EW14_0524,tier1:gene
1942.596822,0.235187878,0.130115137,1.807536651,0.070678646,0.082344444,MIT0604_00525,EW14_0525,tier1:gene
4070.046915,-3.432366868,0.149893202,-22.89874947,4.78e-116,5.32e-115,MIT0604_00527,EW14_0527,tier1:gene
5151.48609,-3.089949458,0.142991491,-21.60932407,1.4700000000000002e-103,1.45e-102,MIT0604_00529,EW14_0529,tier1:gene
296.1093799,0.1910166,0.154541629,1.236020359,0.216450996,0.239241463,MIT0604_00530,EW14_0530,tier1:gene
3216.092543,-1.150775723,0.098763542,-11.65182722,2.25e-31,7.45e-31,MIT0604_00531,EW14_0531,tier1:gene
184.2810798,-0.333643026,0.191404113,-1.743134048,0.081310202,0.094088177,MIT0604_00532,EW14_0532,tier1:gene
756.534861,0.309581943,0.117928961,2.625156193,0.008660923,0.010803723,MIT0604_00533,EW14_0533,tier1:gene
1080.846998,-1.558666462,0.205148238,-7.597757011,3.01e-14,6.44e-14,MIT0604_00534,EW14_0534,tier1:gene
706.8248513,-2.178830744,0.118357342,-18.40891915,1.11e-75,7.65e-75,MIT0604_00535,EW14_0535,tier1:gene
216.3603811,-1.506141253,0.177086909,-8.505096524,1.81e-17,4.18e-17,MIT0604_00536,EW14_0536,tier1:gene
8832.013295,-1.557774753,0.158640568,-9.819523315,9.28e-23,2.48e-22,MIT0604_00537,EW14_0537,tier1:gene
5064.262876,-0.216646652,0.137320831,-1.577667785,0.114641951,0.130663738,MIT0604_00538,EW14_0538,tier1:gene
457.9936757,-0.904917035,0.120917193,-7.483774763,7.22e-14,1.53e-13,MIT0604_00539,EW14_0539,tier1:gene
799.8909804,0.275784802,0.138867181,1.985960971,0.047037658,0.055528308,MIT0604_00540,EW14_0540,tier1:gene
1749.409955,1.886409336,0.216600186,8.709176911,3.06e-18,7.35e-18,MIT0604_00541,EW14_0541,tier1:gene
2237.658387,2.86510758,0.116908692,24.50722464,1.24e-132,1.77e-131,MIT0604_00542,EW14_0542,tier1:gene
598.1646392,3.527695798,0.125217399,28.17256894,1.27e-174,2.85e-173,MIT0604_00543,EW14_0543,tier1:gene
799.7261222,0.841908918,0.093945815,8.961643635,3.2e-19,7.83e-19,MIT0604_00544,EW14_0544,tier1:gene
925.1436513,0.100294328,0.094581997,1.060395538,0.288964691,0.314466094,MIT0604_00545,EW14_0545,tier1:gene
294.0741313,-1.698406096,0.227709366,-7.458657181,8.74e-14,1.84e-13,MIT0604_00546,EW14_0546,tier1:gene
158.7141655,-0.475707067,0.153902665,-3.090960566,0.001995101,0.002592524,MIT0604_00547,EW14_0547,tier1:gene
463.9150985,1.08922349,0.12559053,8.672815478,4.22e-18,1e-17,MIT0604_00548,EW14_0548,tier1:gene
2187.076245,-2.293806633,0.091201259,-25.15104119,1.3799999999999999e-139,2.15e-138,MIT0604_00549,EW14_0549,tier1:gene
2644.177235,-2.195473913,0.118737042,-18.49021898,2.48e-76,1.7100000000000001e-75,MIT0604_00550,EW14_0550,tier1:gene
12657.72497,-4.552788727,0.13707324,-33.21427824,6.6999999999999995e-242,2.59e-240,MIT0604_00551,EW14_0551,tier1:gene
387.0876306,0.871104961,0.150530601,5.786896189,7.17e-09,1.26e-08,MIT0604_00552,EW14_0552,tier1:gene
653.5180532,0.577837547,0.144825838,3.989878854,6.61e-05,9.55e-05,MIT0604_00553,EW14_0553,tier1:gene
672.0076104,0.173976985,0.133056762,1.307539602,0.191029514,0.212867401,MIT0604_00554,EW14_0554,tier1:gene
1232.288908,-1.308414225,0.14189723,-9.220858146,2.95e-20,7.41e-20,MIT0604_00555,EW14_0555,tier1:gene
155.0227058,-2.265795805,0.223312424,-10.14630428,3.44e-24,9.58e-24,MIT0604_00556,EW14_0556,tier1:gene
945.9971841,-1.398455651,0.127233447,-10.99125805,4.21e-28,1.2800000000000001e-27,MIT0604_00557,EW14_0557,tier1:gene
162.9605553,1.264143369,0.182700866,6.919197467,4.54e-12,9.11e-12,MIT0604_00558,EW14_0558,tier1:gene
92.45983564,0.009108329,0.263329201,0.034589135,0.972407365,0.973834577,MIT0604_00559,EW14_0559,tier1:gene
1423.557819,1.275673042,0.14952422,8.531547889,1.44e-17,3.34e-17,MIT0604_00560,EW14_0560,tier1:gene
4876.222308,0.145853216,0.07768699,1.877447118,0.060456839,0.07079814,MIT0604_00561,EW14_0561,tier1:gene
2948.629543,-2.766407151,0.104303954,-26.52255292,5.33e-155,9.82e-154,MIT0604_00562,EW14_0562,tier1:gene
1782.975236,2.029721876,0.132148117,15.35944609,3.06e-53,1.5599999999999999e-52,MIT0604_00563,EW14_0563,tier1:gene
320.3064702,-2.035655288,0.193214613,-10.53572115,5.91e-26,1.73e-25,MIT0604_00564,EW14_0564,tier1:gene
2160.056261,-2.723482816,0.110534453,-24.63922092,4.8e-134,6.9200000000000004e-133,MIT0604_00565,EW14_0565,tier1:gene
1738.472435,-1.686658241,0.116493899,-14.47851138,1.66e-47,7.69e-47,MIT0604_00566,EW14_0566,tier1:gene
217.3020219,0.902361845,0.234366687,3.850213758,0.000118,0.000167,MIT0604_00567,EW14_0567,tier1:gene
383.3591328,0.77725067,0.12242918,6.348573704,2.17e-10,4.06e-10,MIT0604_00568,EW14_0568,tier1:gene
1157.066435,-0.729302163,0.091296568,-7.988275806,1.37e-15,3.03e-15,MIT0604_00569,EW14_0569,tier1:gene
595.2949142,1.971974686,0.219706595,8.975491542,2.82e-19,6.92e-19,MIT0604_00570,EW14_0570,tier1:gene
62.73976509,1.852882111,0.259011402,7.153670066,8.45e-13,1.73e-12,MIT0604_00571,EW14_0571,tier1:gene
661.1093964,1.716058621,0.1455034,11.79394169,4.19e-32,1.4300000000000001e-31,MIT0604_00572,EW14_0572,tier1:gene
13452.33375,-2.409250614,0.112915202,-21.33681351,5.17e-101,4.95e-100,MIT0604_00573,EW14_0573,tier1:gene
657.0054153,-0.192513568,0.092433658,-2.082721508,0.037276616,0.044415153,MIT0604_00574,EW14_0574,tier1:gene
1093.076054,-1.847761998,0.090238842,-20.47634862,3.5e-93,2.96e-92,MIT0604_00575,EW14_0575,tier1:gene
1439.742613,-1.416586002,0.103845092,-13.64133805,2.2699999999999998e-42,9.58e-42,MIT0604_00576,EW14_0576,tier1:gene
168.7938738,0.18376795,0.161203634,1.139973987,0.254297139,0.278665012,MIT0604_00577,EW14_0577,tier1:gene
458.226094,0.436226828,0.154166201,2.829587971,0.004660798,0.005900219,MIT0604_00578,EW14_0578,tier1:gene
1339.298162,-0.528840301,0.185211831,-2.85532678,0.004299257,0.005472997,MIT0604_00579,EW14_0579,tier1:gene
5671.008492,-1.112749156,0.129192631,-8.61310082,7.11e-18,1.66e-17,MIT0604_00580,EW14_0580,tier1:gene
307.4290685,-0.533935859,0.152816975,-3.493956462,0.000476,0.000647,MIT0604_00581,EW14_0581,tier1:gene
182.052298,1.073187691,0.175317013,6.121412122,9.27e-10,1.69e-09,MIT0604_00582,EW14_0582,tier1:gene
1169.668468,-1.25236926,0.108592061,-11.53278834,9.020000000000001e-31,2.94e-30,MIT0604_00583,EW14_0583,tier1:gene
1996.332674,-2.130727928,0.114584039,-18.5953292,3.51e-77,2.44e-76,MIT0604_00584,EW14_0584,tier1:gene
953.0656285,0.200351843,0.118547195,1.690059755,0.091016523,0.104845708,MIT0604_00585,EW14_0585,tier1:gene
6135.410701,-2.063817144,0.114541794,-18.01802707,1.4100000000000002e-72,9.2e-72,MIT0604_00586,EW14_0586,tier1:gene
3245.110113,-0.040780693,0.101055935,-0.403545748,0.686546787,0.709062197,MIT0604_00587,EW14_0587,tier1:gene
1494.688117,0.028944076,0.132447808,0.218531935,0.827014679,0.841819517,MIT0604_00588,EW14_0588,tier1:gene
670.1301833,0.593180479,0.19046589,3.114365927,0.001843407,0.002405006,MIT0604_00589,EW14_0589,tier1:gene
3651.599312,-0.174366065,0.086000889,-2.027491436,0.042612179,0.050507893,MIT0604_00590,EW14_0590,tier1:gene
208.4231492,0.594807045,0.164428341,3.617424104,0.000298,0.00041,MIT0604_00591,EW14_0591,tier1:gene
1164.960257,2.910669703,0.232555285,12.51603333,6.1e-36,2.2800000000000002e-35,MIT0604_00592,EW14_0592,tier1:gene
341.7291065,-0.931156968,0.132537803,-7.025595336,2.13e-12,4.32e-12,MIT0604_00593,EW14_0593,tier1:gene
2011.619066,-3.884679712,0.126203887,-30.78098317,4.71e-208,1.34e-206,MIT0604_00594,EW14_0594,tier1:gene
2077.956089,-2.205447889,0.15374881,-14.34448757,1.15e-46,5.28e-46,MIT0604_00595,EW14_0595,tier1:gene
3300.596279,-0.518231367,0.107197194,-4.83437438,1.34e-06,2.11e-06,MIT0604_00596,EW14_0596,tier1:gene
7905.144048,-4.209385822,0.100755731,-41.77812794,0.0,0.0,MIT0604_00597,EW14_0597,tier1:gene
5248.295931,-1.053510227,0.121167341,-8.694671521,3.48e-18,8.31e-18,MIT0604_00598,EW14_0598,tier1:gene
10149.47855,-2.632803342,0.104912806,-25.09515712,5.6199999999999996e-139,8.579999999999999e-138,MIT0604_00599,EW14_0599,tier1:gene
2321.439224,-1.777780183,0.116164726,-15.30395885,7.19e-53,3.63e-52,MIT0604_00600,EW14_0600,tier1:gene
438.9465722,-1.365967856,0.156923121,-8.704694662,3.18e-18,7.61e-18,MIT0604_00601,EW14_0601,tier1:gene
710.3530984,1.030349215,0.159990783,6.440053573,1.19e-10,2.26e-10,MIT0604_00602,EW14_0602,tier1:gene
11559.24698,-4.11702672,0.172749262,-23.8323839,1.5400000000000002e-125,2.0200000000000003e-124,MIT0604_00603,EW14_0603,tier1:gene
50909.2273,-2.688500435,0.175747231,-15.29754076,7.94e-53,3.9899999999999995e-52,MIT0604_00604,EW14_0604,tier1:gene
18077.65536,-2.297891546,0.158545459,-14.49358157,1.33e-47,6.2200000000000005e-47,MIT0604_00605,EW14_0605,tier1:gene
11329.73795,-3.599632703,0.126432349,-28.47082049,2.69e-178,6.12e-177,MIT0604_00606,EW14_0606,tier1:gene
1159.428879,-2.47434647,0.125727301,-19.68026398,3.18e-86,2.5e-85,MIT0604_00607,EW14_0607,tier1:gene
607.7817323,-2.218261591,0.109372587,-20.28169633,1.87e-91,1.5499999999999999e-90,MIT0604_00608,EW14_0608,tier1:gene
490.7898057,-2.358191192,0.128770536,-18.31312709,6.5e-75,4.39e-74,MIT0604_00609,EW14_0609,tier1:gene
306.8187873,-1.710315224,0.238055986,-7.184508358,6.74e-13,1.39e-12,MIT0604_00610,EW14_0610,tier1:gene
581.9879259,-3.1249013,0.172830661,-18.08071138,4.5200000000000006e-73,2.9700000000000003e-72,MIT0604_00611,EW14_0611,tier1:gene
450.9634943,-2.067417254,0.196886217,-10.50056872,8.59e-26,2.49e-25,MIT0604_00612,EW14_0612,tier1:gene
258.6001839,0.473324721,0.157016408,3.014492097,0.002574099,0.003322308,MIT0604_00613,EW14_0613,tier1:gene
456.3565021,0.202122168,0.151115127,1.337537627,0.181047209,0.202405044,MIT0604_00614,EW14_0614,tier1:gene
1387.179618,0.459986124,0.118480622,3.882374328,0.000103,0.000147,MIT0604_00615,EW14_0615,tier1:gene
250.9545933,0.143148376,0.152749754,0.937143083,0.348684962,0.374283229,MIT0604_00616,EW14_0616,tier1:gene
81.13098885,1.08028217,0.252982612,4.270183479,1.95e-05,2.91e-05,MIT0604_00617,EW14_0617,tier1:gene
121.3482811,0.01404284,0.238069394,0.058986332,0.952962994,0.956232965,MIT0604_00618,EW14_0618,tier1:gene
2389.247779,-3.033839939,0.1574319,-19.27080809,9.44e-83,7.03e-82,MIT0604_00619,EW14_0619,tier1:gene
424.1033128,-0.531254128,0.207845169,-2.556009023,0.010588037,0.013095899,MIT0604_00620,EW14_0620,tier1:gene
370.8393682,-0.332108487,0.148319456,-2.239143109,0.025146606,0.030261671,MIT0604_00621,EW14_0621,tier1:gene
807.1670992,-0.837229679,0.093817938,-8.92398296,4.5e-19,1.1e-18,MIT0604_00622,EW14_0622,tier1:gene
394.6255884,2.080278134,0.134286126,15.4913854,3.9699999999999997e-54,2.04e-53,MIT0604_00623,EW14_0623,tier1:gene
873.7579755,-2.244225116,0.144804767,-15.498282,3.5599999999999996e-54,1.84e-53,MIT0604_00625,EW14_0625,tier1:gene
467.6267597,0.149524585,0.267460183,0.559053625,0.576125123,0.60292849,MIT0604_00626,,unresolved
1267.86645,0.3722814,0.12467669,2.98597435,0.002826764,0.003630103,MIT0604_00627,EW14_0627,tier1:gene
1497.17438,-1.589305224,0.177380267,-8.959876131,3.25e-19,7.95e-19,MIT0604_00628,EW14_0628,tier1:gene
203.9974674,-0.200078524,0.152096479,-1.315471109,0.188351621,0.210112135,MIT0604_00629,EW14_0629,tier1:gene
397.3379055,-0.471187697,0.137181571,-3.434774024,0.000593,0.000802,MIT0604_00630,EW14_0630,tier1:gene
915.5164269,-0.826600416,0.131292425,-6.295872849,3.06e-10,5.68e-10,MIT0604_00631,EW14_0631,tier1:gene
2967.988751,-1.694751673,0.152056623,-11.14553012,7.53e-29,2.34e-28,MIT0604_00632,EW14_0632,tier1:gene
1819.294641,0.401791778,0.088464127,4.541861122,5.58e-06,8.56e-06,MIT0604_00633,EW14_0633,tier1:gene
355.0977295,-0.90178501,0.201969772,-4.464950384,8.01e-06,1.22e-05,MIT0604_00634,EW14_0634,tier1:gene
5313.649697,3.357444228,0.082401393,40.74499358,0.0,0.0,MIT0604_00635,EW14_0635,tier1:gene
1525.440875,-5.043932017,0.130079375,-38.77580148,0.0,0.0,MIT0604_00636,EW14_0636,tier1:gene
18632.86998,-3.96078236,0.134852681,-29.37117987,1.2799999999999998e-189,3.1999999999999996e-188,MIT0604_00637,EW14_0637,tier1:gene
1104.319919,-0.418708797,0.095092881,-4.403156082,1.07e-05,1.61e-05,MIT0604_00638,EW14_0638,tier1:gene
3128.475741,-1.603327996,0.134848984,-11.88980406,1.34e-32,4.6200000000000004e-32,MIT0604_00639,EW14_0639,tier1:gene
4212.429606,0.020836079,0.123625758,0.168541566,0.866157247,0.879040101,MIT0604_00640,EW14_0640,tier1:gene
2146.291655,1.815048499,0.150731022,12.04163864,2.15e-33,7.52e-33,MIT0604_00641,EW14_0641,tier1:gene
860.1677585,0.242413174,0.197470728,1.227590419,0.21960076,0.242461033,MIT0604_00642,EW14_0642,tier1:gene
136.2087223,-1.628512075,0.203977207,-7.983794369,1.42e-15,3.14e-15,MIT0604_00643,EW14_0643,tier1:gene
339.5771248,-1.426077374,0.140754187,-10.13168708,4e-24,1.1099999999999999e-23,MIT0604_00644,,unresolved
860.7807667,0.976957479,0.168889201,5.784605952,7.27e-09,1.27e-08,MIT0604_00645,EW14_0645,tier1:gene
2833.198557,0.685025153,0.085748179,7.988801134,1.36e-15,3.03e-15,MIT0604_00646,EW14_0646,tier1:gene
280.9660007,0.547896347,0.174454402,3.140627816,0.001685861,0.002207907,MIT0604_00647,EW14_0647,tier1:gene
288.5023892,2.374651985,0.159034193,14.93170709,2.05e-50,9.97e-50,MIT0604_00648,EW14_0648,tier1:gene
1661.276317,-0.472368058,0.183818137,-2.569757612,0.010176969,0.012610325,MIT0604_00649,EW14_0649,tier1:gene
1602.11442,-0.320354944,0.220512396,-1.452775219,0.146286174,0.16534942,MIT0604_00650,EW14_0650,tier1:gene
598.2315177,0.693573091,0.146615288,4.730564593,2.24e-06,3.49e-06,MIT0604_00651,EW14_0651,tier1:gene
749.4481044,1.339726644,0.097376166,13.75826042,4.540000000000001e-43,1.94e-42,MIT0604_00652,EW14_0652,tier1:gene
1502.858339,-0.801120686,0.106091326,-7.551236393,4.31e-14,9.17e-14,MIT0604_00653,EW14_0653,tier1:gene
1929.180858,-0.760469322,0.118248214,-6.431127319,1.27e-10,2.39e-10,MIT0604_00654,EW14_0654,tier1:gene
1044.599804,-1.350541837,0.14839376,-9.101068895,8.94e-20,2.22e-19,MIT0604_00655,EW14_0655,tier1:gene
4514.380882,-1.900054336,0.118005199,-16.10144592,2.4900000000000003e-58,1.3900000000000002e-57,MIT0604_00656,EW14_0656,tier1:gene
1990.722661,-1.144867798,0.095359126,-12.00585454,3.31e-33,1.15e-32,MIT0604_00657,EW14_0657,tier1:gene
1197.154013,-1.325119136,0.106754926,-12.41272124,2.23e-35,8.24e-35,MIT0604_00658,EW14_0658,tier1:gene
880.7269177,-0.267682342,0.088933451,-3.009917405,0.002613187,0.003370633,MIT0604_00659,EW14_0659,tier1:gene
310.0396059,0.094054963,0.133986964,0.701970995,0.482697252,0.509845859,MIT0604_00660,EW14_0660,tier1:gene
1604.52981,0.163141756,0.12080388,1.350467851,0.176865959,0.197838589,MIT0604_00661,EW14_0661,tier1:gene
324.4783786,-0.391180888,0.133674725,-2.926363881,0.003429495,0.004387611,MIT0604_00662,EW14_0662,tier1:gene
736.5037653,1.260371296,0.110432682,11.41302801,3.5999999999999996e-30,1.1500000000000001e-29,MIT0604_00663,EW14_0663,tier1:gene
1110.956764,-0.534330441,0.134765163,-3.964900333,7.34e-05,0.000106,MIT0604_00664,EW14_0664,tier1:gene
3316.619189,-0.970049237,0.136763554,-7.092892881,1.31e-12,2.67e-12,MIT0604_00665,EW14_0665,tier1:gene
329.8396451,0.489896635,0.19888458,2.463220804,0.013769509,0.016857766,MIT0604_00666,EW14_0666,tier1:gene
1884.603668,-1.566483005,0.084066518,-18.63385138,1.7100000000000001e-77,1.19e-76,MIT0604_00667,EW14_0667,tier1:gene
210.7700694,-0.573932734,0.153122032,-3.748204799,0.000178,0.000249,MIT0604_00668,EW14_0668,tier1:gene
969.6071452,-1.55864971,0.117781898,-13.23335533,5.63e-40,2.27e-39,MIT0604_00669,EW14_0669,tier1:gene
987.976701,-0.215211285,0.116339935,-1.849848765,0.06433535,0.075125192,MIT0604_00670,EW14_0670,tier1:gene
1341.809048,-0.815650421,0.121437135,-6.716647453,1.86e-11,3.64e-11,MIT0604_00671,EW14_0671,tier1:gene
485.5373006,0.128796617,0.104276028,1.235150779,0.216774394,0.239469609,MIT0604_00672,EW14_0672,tier1:gene
200.3259494,0.919638182,0.182971222,5.026135665,5e-07,8.05e-07,MIT0604_00673,EW14_0673,tier1:gene
1527.851525,-0.437523819,0.17453347,-2.506819008,0.012182307,0.014986288,MIT0604_00674,EW14_0674,tier1:gene
3706.577622,-1.89307614,0.086749257,-21.82239018,1.4200000000000001e-105,1.4499999999999997e-104,MIT0604_00675,EW14_0675,tier1:gene
150.1896314,1.788475272,0.216252882,8.270295657,1.34e-16,3.03e-16,MIT0604_00676,EW14_0676,tier1:gene
790.5489961,-1.743084042,0.128476445,-13.56734335,6.25e-42,2.61e-41,MIT0604_00677,EW14_0677,tier1:gene
1173.149913,-3.163114907,0.150019502,-21.08469148,1.1e-98,1.02e-97,MIT0604_00678,EW14_0678,tier1:gene
871.5560357,-0.780990246,0.127733241,-6.114228667,9.7e-10,1.77e-09,MIT0604_00679,EW14_0679,tier1:gene
52.7650148,0.039659893,0.366815088,0.108119579,0.913900837,0.920194301,MIT0604_00680,EW14_0680,tier1:gene
96.50078595,1.779947915,0.37481214,4.748906781,2.05e-06,3.19e-06,MIT0604_00681,EW14_0681,tier1:gene
231.3470404,-2.303349411,0.189641017,-12.14583977,6.04e-34,2.15e-33,MIT0604_00682,EW14_0682,tier1:gene
184.6245724,-4.936693445,0.507142014,-9.734341285,2.15e-22,5.72e-22,MIT0604_00683,EW14_0683,tier1:gene
217476.2793,-3.217679734,0.13055643,-24.64589251,4.0699999999999996e-134,5.9600000000000006e-133,MIT0604_00684,EW14_0684,tier1:gene
231.4481494,-0.904210808,0.193773582,-4.66632653,3.07e-06,4.76e-06,MIT0604_00685,EW14_0685,tier1:gene
288.7306885,-2.171502177,0.196592682,-11.04569182,2.3e-28,7.06e-28,MIT0604_00686,EW14_0686,tier1:gene
133.2460286,1.460198548,0.342535969,4.262905742,2.02e-05,3e-05,MIT0604_00687,EW14_0687,tier1:gene
1152.414902,-2.456186427,0.14705176,-16.70287,1.25e-62,7.2e-62,MIT0604_00688,EW14_0688,tier1:gene
326.6361651,0.452219242,0.15383731,2.93959405,0.003286425,0.004209832,MIT0604_00689,EW14_0689,tier1:gene
985.6918581,-0.365814191,0.123100916,-2.97166101,0.002961935,0.003796544,MIT0604_00690,EW14_0690,tier1:gene
58.94878831,1.067360024,0.284017621,3.758076767,0.000171,0.00024,MIT0604_00691,EW14_0691,tier1:gene
766.106198,0.644047675,0.109486472,5.882440643,4.04e-09,7.17e-09,MIT0604_00692,EW14_0692,tier1:gene
229.8283471,0.623790647,0.17311825,3.603263366,0.000314,0.000432,MIT0604_00693,,unresolved
893.0193178,-2.458106019,0.10871689,-22.61015764,3.44e-113,3.75e-112,MIT0604_00694,EW14_0694,tier1:gene
