mit0604_id,locus_tag
MIT0604_00882,EW14_0882
MIT0604_00883,EW14_0883
MIT0604_00884,EW14_0884
MIT0604_00885,EW14_0885
MIT0604_00886,EW14_0886
MIT0604_00887,EW14_0887
MIT0604_00888,EW14_0888
MIT0604_00889,EW14_0889
MIT0604_00890,EW14_0890
MIT0604_00891,EW14_0891
MIT0604_00892,EW14_0892
MIT0604_00893,EW14_0893
MIT0604_00894,EW14_0894
MIT0604_00895,EW14_0895
MIT0604_00896,EW14_0896
MIT0604_00897,EW14_0897
MIT0604_00898,EW14_0898
MIT0604_00899,EW14_0899
MIT0604_00900,EW14_0900
MIT0604_00901,EW14_0901
MIT0604_00902,EW14_0902
MIT0604_00903,EW14_0903
MIT0604_00904,EW14_0904
MIT0604_00905,EW14_0905
MIT0604_00906,EW14_0906
MIT0604_00907,EW14_0907
MIT0604_00908,EW14_0908
MIT0604_00909,EW14_0909
MIT0604_00910,EW14_0910
MIT0604_00911,EW14_0911
MIT0604_00912,EW14_0912
MIT0604_00913,EW14_0913
MIT0604_00914,EW14_0914
MIT0604_00915,EW14_0915
MIT0604_00916,EW14_0916
MIT0604_00917,EW14_0917
MIT0604_00918,EW14_0918
MIT0604_00919,EW14_0919
MIT0604_00920,EW14_0920
MIT0604_00921,EW14_0921
MIT0604_00922,EW14_0922
MIT0604_00923,EW14_0923
MIT0604_00924,EW14_0924
MIT0604_00925,EW14_0925
MIT0604_00926,EW14_0926
MIT0604_00927,EW14_0927
MIT0604_00928,EW14_0928
MIT0604_00929,EW14_0929
MIT0604_00930,EW14_0930
MIT0604_00931,EW14_0931
MIT0604_00932,EW14_0932
MIT0604_00933,EW14_0933
MIT0604_00934,EW14_0934
MIT0604_00935,EW14_0935
MIT0604_00936,EW14_0936
MIT0604_00937,EW14_0937
MIT0604_00938,EW14_0938
MIT0604_00939,EW14_0939
MIT0604_00940,EW14_0940
MIT0604_00941,EW14_0941
MIT0604_00942,EW14_0942
MIT0604_00943,EW14_0943
MIT0604_00944,EW14_0944
MIT0604_00945,EW14_0945
MIT0604_00946,EW14_0946
MIT0604_00947,EW14_0947
MIT0604_00948,EW14_0948
MIT0604_00949,EW14_0949
MIT0604_00950,EW14_0950
MIT0604_00951,EW14_0951
MIT0604_00952,EW14_0952
MIT0604_00953,EW14_0953
MIT0604_00954,EW14_0954
MIT0604_00955,EW14_0955
MIT0604_00956,EW14_0956
MIT0604_00957,EW14_0957
MIT0604_00958,EW14_0958
MIT0604_00959,EW14_0959
MIT0604_00960,EW14_0960
MIT0604_00961,EW14_0961
MIT0604_00962,EW14_0962
MIT0604_00963,EW14_0963
MIT0604_00964,EW14_0964
MIT0604_00965,EW14_0965
MIT0604_00966,EW14_0966
MIT0604_00967,EW14_0967
MIT0604_00968,EW14_0968
MIT0604_00969,EW14_0969
MIT0604_00970,EW14_0970
MIT0604_00971,EW14_0971
MIT0604_00972,EW14_0972
MIT0604_00973,EW14_0973
MIT0604_00974,EW14_0974
MIT0604_00975,EW14_0975
MIT0604_00976,EW14_0976
MIT0604_00977,EW14_0977
MIT0604_00978,EW14_0978
MIT0604_00979,EW14_0979
MIT0604_00980,EW14_0980
MIT0604_00981,EW14_0981
MIT0604_00982,EW14_0982
MIT0604_00983,EW14_0983
MIT0604_00984,EW14_0984
MIT0604_00985,EW14_0985
MIT0604_00986,EW14_0986
MIT0604_00987,EW14_0987
MIT0604_00988,EW14_0988
MIT0604_00989,EW14_0989
MIT0604_00990,EW14_0990
MIT0604_00991,EW14_0991
MIT0604_00992,EW14_0992
MIT0604_00993,EW14_0993
MIT0604_00994,EW14_0994
MIT0604_00995,EW14_0995
MIT0604_00996,EW14_0996
MIT0604_00997,EW14_0997
MIT0604_00998,EW14_0998
MIT0604_00999,EW14_0999
MIT0604_01000,EW14_1000
MIT0604_01001,EW14_1001
MIT0604_01002,EW14_1002
MIT0604_01003,EW14_1003
MIT0604_01004,EW14_1004
MIT0604_01005,EW14_1005
MIT0604_01006,EW14_1006
MIT0604_01007,EW14_1007
MIT0604_01008,EW14_1008
MIT0604_01009,EW14_1009
MIT0604_01010,EW14_1010
MIT0604_01011,EW14_1011
MIT0604_01012,EW14_1012
MIT0604_01013,EW14_1013
MIT0604_01014,EW14_1014
MIT0604_01015,EW14_1015
MIT0604_01016,EW14_1016
MIT0604_01017,EW14_1017
MIT0604_01018,EW14_1018
MIT0604_01019,EW14_1019
MIT0604_01020,EW14_1020
MIT0604_01021,EW14_1021
MIT0604_01022,EW14_1022
MIT0604_01023,EW14_1023
MIT0604_01024,EW14_1024
MIT0604_01025,EW14_1025
MIT0604_01026,EW14_1026
MIT0604_01027,EW14_1027
MIT0604_01028,EW14_1028
MIT0604_01029,EW14_1029
MIT0604_01030,EW14_1030
MIT0604_01031,EW14_1031
MIT0604_01032,EW14_1032
MIT0604_01033,EW14_1033
MIT0604_01034,EW14_1034
MIT0604_01035,EW14_1035
MIT0604_01036,EW14_1036
MIT0604_01037,EW14_1037
MIT0604_01038,EW14_1038
MIT0604_01039,EW14_1039
MIT0604_01040,EW14_1040
MIT0604_01041,EW14_1041
MIT0604_01042,EW14_1042
MIT0604_01043,EW14_1043
MIT0604_01044,EW14_1044
MIT0604_01045,EW14_1045
MIT0604_01046,EW14_1046
MIT0604_01047,EW14_1047
MIT0604_01048,EW14_1048
MIT0604_01049,EW14_1049
MIT0604_01050,EW14_1050
MIT0604_01051,EW14_1051
MIT0604_01052,EW14_1052
MIT0604_01053,EW14_1053
MIT0604_01054,EW14_1054
MIT0604_01055,EW14_1055
MIT0604_01056,EW14_1056
MIT0604_01057,EW14_1057
MIT0604_01058,EW14_1058
MIT0604_01059,EW14_1059
MIT0604_01060,EW14_1060
MIT0604_01061,EW14_1061
MIT0604_01063,EW14_1063
MIT0604_01064,EW14_1064
MIT0604_01065,EW14_1065
MIT0604_01066,EW14_1066
MIT0604_01067,EW14_1067
MIT0604_01068,EW14_1068
MIT0604_01069,EW14_1069
MIT0604_01070,EW14_1070
MIT0604_01071,EW14_1071
MIT0604_01072,EW14_1072
MIT0604_01073,EW14_1073
MIT0604_01074,EW14_1074
MIT0604_01075,EW14_1075
MIT0604_01076,EW14_1076
MIT0604_01077,EW14_1077
MIT0604_01078,EW14_1078
MIT0604_01079,EW14_1079
MIT0604_01080,EW14_1080
MIT0604_01081,EW14_1081
MIT0604_01082,EW14_1082
MIT0604_01083,EW14_1083
MIT0604_01084,EW14_1084
MIT0604_01085,EW14_1085
MIT0604_01086,EW14_1086
MIT0604_01087,EW14_1087
MIT0604_01089,EW14_1089
MIT0604_01090,EW14_1090
MIT0604_01091,EW14_1091
MIT0604_01092,EW14_1092
MIT0604_01093,EW14_1093
MIT0604_01094,EW14_1094
MIT0604_01095,EW14_1095
MIT0604_01096,EW14_1096
MIT0604_01097,EW14_1097
MIT0604_01098,EW14_1098
MIT0604_01099,EW14_1099
MIT0604_01100,EW14_1100
MIT0604_01102,EW14_1102
MIT0604_01103,EW14_1103
MIT0604_01104,EW14_1104
MIT0604_01105,EW14_1105
MIT0604_01106,EW14_1106
MIT0604_01107,EW14_1107
MIT0604_01108,EW14_1108
MIT0604_01109,EW14_1109
MIT0604_01110,EW14_1110
MIT0604_01111,EW14_1111
MIT0604_01112,EW14_1112
MIT0604_01113,EW14_1113
MIT0604_01114,EW14_1114
MIT0604_01115,EW14_1115
MIT0604_01116,EW14_1116
MIT0604_01117,EW14_1117
MIT0604_01118,EW14_1118
MIT0604_01119,EW14_1119
MIT0604_01120,EW14_1120
MIT0604_01122,EW14_1122
MIT0604_01123,EW14_1123
MIT0604_01124,EW14_1124
MIT0604_01125,EW14_1125
MIT0604_01126,EW14_1126
MIT0604_01127,EW14_1127
MIT0604_01128,EW14_1128
MIT0604_01129,EW14_1129
MIT0604_01130,EW14_1130
MIT0604_01131,EW14_1131
MIT0604_01132,EW14_1132
MIT0604_01133,EW14_1133
MIT0604_01134,EW14_1134
MIT0604_01135,EW14_1135
MIT0604_01136,EW14_1136
MIT0604_01137,EW14_1137
MIT0604_01138,EW14_1138
MIT0604_01139,EW14_1139
MIT0604_01140,EW14_1140
MIT0604_01141,EW14_1141
MIT0604_01142,EW14_1142
MIT0604_01143,EW14_1143
MIT0604_01144,EW14_1144
MIT0604_01145,EW14_1145
MIT0604_01146,EW14_1146
MIT0604_01147,EW14_1147
MIT0604_01148,EW14_1148
MIT0604_01149,EW14_1149
MIT0604_01150,EW14_1150
MIT0604_01151,EW14_1151
MIT0604_01152,EW14_1152
MIT0604_01153,EW14_1153
MIT0604_01154,EW14_1154
MIT0604_01155,EW14_1155
MIT0604_01156,EW14_1156
MIT0604_01157,EW14_1157
MIT0604_01158,EW14_1158
MIT0604_01159,EW14_1159
MIT0604_01160,EW14_1160
MIT0604_01161,EW14_1161
MIT0604_01162,EW14_1162
MIT0604_01163,EW14_1163
MIT0604_01164,EW14_1164
MIT0604_01165,EW14_1165
MIT0604_01166,EW14_1166
MIT0604_01167,EW14_1167
MIT0604_01168,EW14_1168
MIT0604_01169,EW14_1169
MIT0604_01170,EW14_1170
MIT0604_01171,EW14_1171
MIT0604_01172,EW14_1172
MIT0604_01173,EW14_1173
MIT0604_01174,EW14_1174
MIT0604_01175,EW14_1175
MIT0604_01176,EW14_1176
MIT0604_01177,EW14_1177
MIT0604_01178,EW14_1178
MIT0604_01179,EW14_1179
MIT0604_01181,EW14_1181
MIT0604_01182,EW14_1182
MIT0604_01183,EW14_1183
MIT0604_01185,EW14_1185
MIT0604_01186,EW14_1186
MIT0604_01187,EW14_1187
MIT0604_01188,EW14_1188
MIT0604_01189,EW14_1189
MIT0604_01190,EW14_1190
MIT0604_01191,EW14_1191
MIT0604_01192,EW14_1192
MIT0604_01193,EW14_1193
MIT0604_01194,EW14_1194
MIT0604_01195,EW14_1195
MIT0604_01196,EW14_1196
MIT0604_01197,EW14_1197
MIT0604_01198,EW14_1198
MIT0604_01199,EW14_1199
MIT0604_01200,EW14_1200
MIT0604_01201,EW14_1201
MIT0604_01202,EW14_1202
MIT0604_01203,EW14_1203
MIT0604_01204,EW14_1204
MIT0604_01205,EW14_1205
MIT0604_01206,EW14_1206
MIT0604_01207,EW14_1207
MIT0604_01208,EW14_1208
MIT0604_01209,EW14_1209
MIT0604_01210,EW14_1210
MIT0604_01211,EW14_1211
MIT0604_01212,EW14_1212
MIT0604_01213,EW14_1213
MIT0604_01214,EW14_1214
MIT0604_01215,EW14_1215
MIT0604_01216,EW14_1216
MIT0604_01217,EW14_1217
MIT0604_01218,EW14_1218
MIT0604_01219,EW14_1219
MIT0604_01220,EW14_1220
MIT0604_01221,EW14_1221
MIT0604_01222,EW14_1222
MIT0604_01223,EW14_1223
MIT0604_01224,EW14_1224
MIT0604_01225,EW14_1225
MIT0604_01226,EW14_1226
MIT0604_01227,EW14_1227
MIT0604_01228,EW14_1228
MIT0604_01229,EW14_1229
MIT0604_01230,EW14_1230
MIT0604_01231,EW14_1231
MIT0604_01232,EW14_1232
MIT0604_01233,EW14_1233
MIT0604_01234,EW14_1234
MIT0604_01235,EW14_1235
MIT0604_01236,EW14_1236
MIT0604_01237,EW14_1237
MIT0604_01238,EW14_1238
MIT0604_01239,EW14_1239
MIT0604_01240,EW14_1240
MIT0604_01241,EW14_1241
MIT0604_01242,EW14_1242
MIT0604_01243,EW14_1243
MIT0604_01244,EW14_1244
MIT0604_01245,EW14_1245
MIT0604_01246,EW14_1246
MIT0604_01247,EW14_1247
MIT0604_01248,EW14_1248
MIT0604_01249,EW14_1249
MIT0604_01250,EW14_1250
MIT0604_01251,EW14_1251
MIT0604_01252,EW14_1252
MIT0604_01253,EW14_1253
MIT0604_01254,EW14_1254
MIT0604_01255,EW14_1255
MIT0604_01256,EW14_1256
MIT0604_01257,EW14_1257
MIT0604_01258,EW14_1258
MIT0604_01259,EW14_1259
MIT0604_01260,EW14_1260
MIT0604_01261,EW14_1261
MIT0604_01262,EW14_1262
MIT0604_01263,EW14_1263
MIT0604_01264,EW14_1264
MIT0604_01265,EW14_1265
MIT0604_01266,EW14_1266
MIT0604_01267,EW14_1267
MIT0604_01268,EW14_1268
MIT0604_01269,EW14_1269
MIT0604_01270,EW14_1270
MIT0604_01271,EW14_1271
MIT0604_01272,EW14_1272
MIT0604_01273,EW14_1273
MIT0604_01274,EW14_1274
MIT0604_01275,EW14_1275
MIT0604_01276,EW14_1276
MIT0604_01277,EW14_1277
MIT0604_01278,EW14_1278
MIT0604_01279,EW14_1279
MIT0604_01280,EW14_1280
MIT0604_01281,EW14_1281
MIT0604_01282,EW14_1282
MIT0604_01283,EW14_1283
MIT0604_01284,EW14_1284
MIT0604_01285,EW14_1285
MIT0604_01286,EW14_1286
MIT0604_01287,EW14_1287
MIT0604_01288,EW14_1288
MIT0604_01289,EW14_1289
MIT0604_01290,EW14_1290
MIT0604_01291,EW14_1291
MIT0604_01292,EW14_1292
MIT0604_01293,EW14_1293
MIT0604_01294,EW14_1294
MIT0604_01295,EW14_1295
MIT0604_01296,EW14_1296
MIT0604_01297,EW14_1297
MIT0604_01298,EW14_1298
MIT0604_01299,EW14_1299
MIT0604_01300,EW14_1300
MIT0604_01301,EW14_1301
MIT0604_01302,EW14_1302
MIT0604_01303,EW14_1303
MIT0604_01304,EW14_1304
MIT0604_01305,EW14_1305
MIT0604_01306,EW14_1306
MIT0604_01307,EW14_1307
MIT0604_01308,EW14_1308
MIT0604_01309,EW14_1309
MIT0604_01310,EW14_1310
MIT0604_01311,EW14_1311
MIT0604_01312,EW14_1312
MIT0604_01313,EW14_1313
MIT0604_01314,EW14_1314
MIT0604_01315,EW14_1315
MIT0604_01316,EW14_1316
MIT0604_01317,EW14_1317
MIT0604_01318,EW14_1318
MIT0604_01319,EW14_1319
MIT0604_01320,EW14_1320
MIT0604_01321,EW14_1321
MIT0604_01322,EW14_1322
MIT0604_01323,EW14_1323
MIT0604_01324,EW14_1324
MIT0604_01325,EW14_1325
MIT0604_01326,EW14_1326
MIT0604_01327,EW14_1327
MIT0604_01328,EW14_1328
MIT0604_01329,EW14_1329
MIT0604_01330,EW14_1330
MIT0604_01331,EW14_1331
MIT0604_01332,EW14_1332
MIT0604_01333,EW14_1333
MIT0604_01334,EW14_1334
MIT0604_01335,EW14_1335
MIT0604_01336,EW14_1336
MIT0604_01337,EW14_1337
MIT0604_01338,EW14_1338
MIT0604_01339,EW14_1339
MIT0604_01340,EW14_1340
MIT0604_01341,EW14_1341
MIT0604_01342,EW14_1342
MIT0604_01343,EW14_1343
MIT0604_01344,EW14_1344
MIT0604_01345,EW14_1345
MIT0604_01346,EW14_1346
MIT0604_01347,EW14_1347
MIT0604_01348,EW14_1348
MIT0604_01349,EW14_1349
MIT0604_01350,EW14_1350
MIT0604_01351,EW14_1351
MIT0604_01352,EW14_1352
MIT0604_01353,EW14_1353
MIT0604_01354,EW14_1354
MIT0604_01355,EW14_1355
MIT0604_01356,EW14_1356
MIT0604_01357,EW14_1357
MIT0604_01358,EW14_1358
MIT0604_01359,EW14_1359
MIT0604_01360,EW14_1360
MIT0604_01361,EW14_1361
MIT0604_01362,EW14_1362
MIT0604_01363,EW14_1363
MIT0604_01364,EW14_1364
MIT0604_01365,EW14_1365
MIT0604_01366,EW14_1366
MIT0604_01367,EW14_1367
MIT0604_01368,EW14_1368
MIT0604_01369,EW14_1369
MIT0604_01370,EW14_1370
MIT0604_01371,EW14_1371
MIT0604_01372,EW14_1372
MIT0604_01373,EW14_1373
MIT0604_01374,EW14_1374
MIT0604_01375,EW14_1375
MIT0604_01376,EW14_1376
MIT0604_01377,EW14_1377
MIT0604_01378,EW14_1378
MIT0604_01379,EW14_1379
MIT0604_01380,EW14_1380
MIT0604_01381,EW14_1381
MIT0604_01382,EW14_1382
MIT0604_01383,EW14_1383
MIT0604_01384,EW14_1384
MIT0604_01385,EW14_1385
MIT0604_01386,EW14_1386
MIT0604_01387,EW14_1387
MIT0604_01388,EW14_1388
MIT0604_01389,EW14_1389
MIT0604_01390,EW14_1390
MIT0604_01391,EW14_1391
MIT0604_01392,EW14_1392
MIT0604_01393,EW14_1393
MIT0604_01394,EW14_1394
MIT0604_01395,EW14_1395
MIT0604_01396,EW14_1396
MIT0604_01397,EW14_1397
MIT0604_01399,EW14_1399
MIT0604_01400,EW14_1400
MIT0604_01401,EW14_1401
MIT0604_01402,EW14_1402
MIT0604_01403,EW14_1403
MIT0604_01404,EW14_1404
MIT0604_01405,EW14_1405
MIT0604_01406,EW14_1406
MIT0604_01407,EW14_1407
MIT0604_01408,EW14_1408
MIT0604_01409,EW14_1409
MIT0604_01410,EW14_1410
MIT0604_01411,EW14_1411
MIT0604_01412,EW14_1412
MIT0604_01413,EW14_1413
MIT0604_01414,EW14_1414
MIT0604_01415,EW14_1415
MIT0604_01416,EW14_1416
MIT0604_01417,EW14_1417
MIT0604_01418,EW14_1418
MIT0604_01419,EW14_1419
MIT0604_01420,EW14_1420
MIT0604_01421,EW14_1421
MIT0604_01422,EW14_1422
MIT0604_01423,EW14_1423
MIT0604_01424,EW14_1424
MIT0604_01425,EW14_1425
MIT0604_01426,EW14_1426
MIT0604_01427,EW14_1427
MIT0604_01428,EW14_1428
MIT0604_01429,EW14_1429
MIT0604_01430,EW14_1430
MIT0604_01431,EW14_1431
MIT0604_01432,EW14_1432
MIT0604_01433,EW14_1433
MIT0604_01434,EW14_1434
MIT0604_01435,EW14_1435
MIT0604_01436,EW14_1436
MIT0604_01437,EW14_1437
MIT0604_01438,EW14_1438
MIT0604_01439,EW14_1439
MIT0604_01440,EW14_1440
MIT0604_01441,EW14_1441
MIT0604_01442,EW14_1442
MIT0604_01443,EW14_1443
MIT0604_01444,EW14_1444
MIT0604_01445,EW14_1445
MIT0604_01446,EW14_1446
MIT0604_01448,EW14_1448
MIT0604_01449,EW14_1449
MIT0604_01450,EW14_1450
MIT0604_01451,EW14_1451
MIT0604_01452,EW14_1452
MIT0604_01453,EW14_1453
MIT0604_01454,EW14_1454
MIT0604_01455,EW14_1455
MIT0604_01456,EW14_1456
MIT0604_01457,EW14_1457
MIT0604_01458,EW14_1458
MIT0604_01459,EW14_1459
MIT0604_01460,EW14_1460
MIT0604_01461,EW14_1461
MIT0604_01462,EW14_1462
MIT0604_01463,EW14_1463
MIT0604_01464,EW14_1464
MIT0604_01465,EW14_1465
MIT0604_01466,EW14_1466
MIT0604_01467,EW14_1467
MIT0604_01468,EW14_1468
MIT0604_01469,EW14_1469
MIT0604_01470,EW14_1470
MIT0604_01471,EW14_1471
MIT0604_01472,EW14_1472
MIT0604_01473,EW14_1473
MIT0604_01474,EW14_1474
MIT0604_01475,EW14_1475
MIT0604_01476,EW14_1476
MIT0604_01477,EW14_1477
MIT0604_01478,EW14_1478
MIT0604_01479,EW14_1479
MIT0604_01480,EW14_1480
MIT0604_01481,EW14_1481
MIT0604_01482,EW14_1482
MIT0604_01483,EW14_1483
MIT0604_01484,EW14_1484
MIT0604_01485,EW14_1485
MIT0604_01486,EW14_1486
MIT0604_01487,EW14_1487
MIT0604_01488,EW14_1488
MIT0604_01489,EW14_1489
MIT0604_01490,EW14_1490
MIT0604_01491,EW14_1491
MIT0604_01492,EW14_1492
MIT0604_01493,EW14_1493
MIT0604_01494,EW14_1494
MIT0604_01495,EW14_1495
MIT0604_01496,EW14_1496
MIT0604_01497,EW14_1497
MIT0604_01498,EW14_1498
MIT0604_01499,EW14_1499
MIT0604_01500,EW14_1500
MIT0604_01501,EW14_1501
MIT0604_01502,EW14_1502
MIT0604_01503,EW14_1503
MIT0604_01504,EW14_1504
MIT0604_01505,EW14_1505
MIT0604_01506,EW14_1506
MIT0604_01507,EW14_1507
MIT0604_01508,EW14_1508
MIT0604_01509,EW14_1509
MIT0604_01510,EW14_1510
MIT0604_01511,EW14_1511
MIT0604_01512,EW14_1512
MIT0604_01513,EW14_1513
MIT0604_01514,EW14_1514
MIT0604_01515,EW14_1515
MIT0604_01516,EW14_1516
MIT0604_01517,EW14_1517
MIT0604_01518,EW14_1518
MIT0604_01519,EW14_1519
MIT0604_01520,EW14_1520
MIT0604_01521,EW14_1521
MIT0604_01522,EW14_1522
MIT0604_01523,EW14_1523
MIT0604_01524,EW14_1524
MIT0604_01525,EW14_1525
MIT0604_01526,EW14_1526
MIT0604_01527,EW14_1527
MIT0604_01528,EW14_1528
MIT0604_01529,EW14_1529
MIT0604_01531,EW14_1531
MIT0604_01532,EW14_1532
MIT0604_01533,EW14_1533
MIT0604_01534,EW14_1534
MIT0604_01535,EW14_1535
MIT0604_01536,EW14_1536
MIT0604_01537,EW14_1537
MIT0604_01538,EW14_1538
MIT0604_01539,EW14_1539
MIT0604_01540,EW14_1540
MIT0604_01541,EW14_1541
MIT0604_01542,EW14_1542
MIT0604_01543,EW14_1543
MIT0604_01544,EW14_1544
MIT0604_01545,EW14_1545
MIT0604_01546,EW14_1546
MIT0604_01547,EW14_1547
MIT0604_01548,EW14_1548
MIT0604_01549,EW14_1549
MIT0604_01550,EW14_1550
MIT0604_01551,EW14_1551
MIT0604_01552,EW14_1552
MIT0604_01553,EW14_1553
MIT0604_01554,EW14_1554
MIT0604_01555,EW14_1555
MIT0604_01556,EW14_1556
MIT0604_01557,EW14_1557
MIT0604_01558,EW14_1558
MIT0604_01559,EW14_1559
MIT0604_01560,EW14_1560
MIT0604_01561,EW14_1561
MIT0604_01562,EW14_1562
MIT0604_01563,EW14_1563
MIT0604_01564,EW14_1564
MIT0604_01565,EW14_1565
MIT0604_01567,EW14_1567
MIT0604_01568,EW14_1568
MIT0604_01569,EW14_1569
MIT0604_01570,EW14_1570
MIT0604_01571,EW14_1571
MIT0604_01572,EW14_1572
MIT0604_01573,EW14_1573
MIT0604_01574,EW14_1574
MIT0604_01575,EW14_1575
MIT0604_01576,EW14_1576
MIT0604_01577,EW14_1577
MIT0604_01578,EW14_1578
MIT0604_01579,EW14_1579
MIT0604_01580,EW14_1580
MIT0604_01581,EW14_1581
MIT0604_01582,EW14_1582
MIT0604_01583,EW14_1583
MIT0604_01584,EW14_1584
MIT0604_01585,EW14_1585
MIT0604_01586,EW14_1586
MIT0604_01587,EW14_1587
MIT0604_01588,EW14_1588
MIT0604_01589,EW14_1589
MIT0604_01590,EW14_1590
MIT0604_01591,EW14_1591
MIT0604_01592,EW14_1592
MIT0604_01593,EW14_1593
MIT0604_01594,EW14_1594
MIT0604_01595,EW14_1595
MIT0604_01596,EW14_1596
MIT0604_01597,EW14_1597
MIT0604_01598,EW14_1598
MIT0604_01599,EW14_1599
MIT0604_01600,EW14_1600
MIT0604_01601,EW14_1601
MIT0604_01602,EW14_1602
MIT0604_01603,EW14_1603
MIT0604_01604,EW14_1604
MIT0604_01605,EW14_1605
MIT0604_01606,EW14_1606
MIT0604_01607,EW14_1607
MIT0604_01608,EW14_1608
MIT0604_01609,EW14_1609
MIT0604_01610,EW14_1610
MIT0604_01611,EW14_1611
MIT0604_01612,EW14_1612
MIT0604_01613,EW14_1613
MIT0604_01614,EW14_1614
MIT0604_01615,EW14_1615
MIT0604_01616,EW14_1616
MIT0604_01617,EW14_1617
MIT0604_01618,EW14_1618
MIT0604_01619,EW14_1619
MIT0604_01620,EW14_1620
MIT0604_01621,EW14_1621
MIT0604_01622,EW14_1622
MIT0604_01623,EW14_1623
MIT0604_01624,EW14_1624
MIT0604_01625,EW14_1625
MIT0604_01626,EW14_1626
MIT0604_01627,EW14_1627
MIT0604_01628,EW14_1628
MIT0604_01629,EW14_1629
MIT0604_01630,EW14_1630
MIT0604_01631,EW14_1631
MIT0604_01632,EW14_1632
MIT0604_01633,EW14_1633
MIT0604_01634,EW14_1634
MIT0604_01635,EW14_1635
MIT0604_01636,EW14_1636
MIT0604_01637,EW14_1637
MIT0604_01638,EW14_1638
MIT0604_01639,EW14_1639
MIT0604_01640,EW14_1640
MIT0604_01641,EW14_1641
MIT0604_01642,EW14_1642
MIT0604_01643,EW14_1643
MIT0604_01644,EW14_1644
MIT0604_01645,EW14_1645
MIT0604_01646,EW14_1646
MIT0604_01647,EW14_1647
MIT0604_01648,EW14_1648
MIT0604_01649,EW14_1649
MIT0604_01650,EW14_1650
MIT0604_01651,EW14_1651
MIT0604_01652,EW14_1652
MIT0604_01653,EW14_1653
MIT0604_01654,EW14_1654
MIT0604_01655,EW14_1655
MIT0604_01656,EW14_1656
MIT0604_01657,EW14_1657
MIT0604_01658,EW14_1658
MIT0604_01659,EW14_1659
MIT0604_01660,EW14_1660
MIT0604_01661,EW14_1661
MIT0604_01662,EW14_1662
MIT0604_01663,EW14_1663
MIT0604_01664,EW14_1664
MIT0604_01665,EW14_1665
MIT0604_01666,EW14_1666
MIT0604_01667,EW14_1667
MIT0604_01668,EW14_1668
MIT0604_01669,EW14_1669
MIT0604_01670,EW14_1670
MIT0604_01671,EW14_1671
MIT0604_01672,EW14_1672
MIT0604_01673,EW14_1673
MIT0604_01674,EW14_1674
MIT0604_01675,EW14_1675
MIT0604_01676,EW14_1676
MIT0604_01677,EW14_1677
MIT0604_01678,EW14_1678
MIT0604_01679,EW14_1679
MIT0604_01680,EW14_1680
MIT0604_01681,EW14_1681
MIT0604_01682,EW14_1682
MIT0604_01683,EW14_1683
MIT0604_01684,EW14_1684
MIT0604_01685,EW14_1685
MIT0604_01686,EW14_1686
MIT0604_01687,EW14_1687
MIT0604_01688,EW14_1688
MIT0604_01689,EW14_1689
MIT0604_01690,EW14_1690
MIT0604_01691,EW14_1691
MIT0604_01692,EW14_1692
MIT0604_01693,EW14_1693
MIT0604_01694,EW14_1694
MIT0604_01695,EW14_1695
MIT0604_01696,EW14_1696
MIT0604_01697,EW14_1697
MIT0604_01698,EW14_1698
MIT0604_01699,EW14_1699
MIT0604_01700,EW14_1700
MIT0604_01701,EW14_1701
MIT0604_01702,EW14_1702
MIT0604_01703,EW14_1703
MIT0604_01704,EW14_1704
MIT0604_01705,EW14_1705
MIT0604_01706,EW14_1706
MIT0604_01707,EW14_1707
MIT0604_01708,EW14_1708
MIT0604_01709,EW14_1709
MIT0604_01710,EW14_1710
MIT0604_01711,EW14_1711
MIT0604_01712,EW14_1712
MIT0604_01713,EW14_1713
MIT0604_01714,EW14_1714
MIT0604_01715,EW14_1715
MIT0604_01716,EW14_1716
MIT0604_01717,EW14_1717
MIT0604_01718,EW14_1718
MIT0604_01719,EW14_1719
MIT0604_01720,EW14_1720
MIT0604_01721,EW14_1721
MIT0604_01722,EW14_1722
MIT0604_01723,EW14_1723
MIT0604_01724,EW14_1724
MIT0604_01725,EW14_1725
MIT0604_01726,EW14_1726
MIT0604_01727,EW14_1727
MIT0604_01728,EW14_1728
MIT0604_01729,EW14_1729
MIT0604_01730,EW14_1730
MIT0604_01731,EW14_1731
MIT0604_01732,EW14_1732
MIT0604_01733,EW14_1733
MIT0604_01734,EW14_1734
MIT0604_01735,EW14_1735
MIT0604_01736,EW14_1736
MIT0604_01737,EW14_1737
MIT0604_01738,EW14_1738
MIT0604_01739,EW14_1739
MIT0604_01740,EW14_1740
MIT0604_01741,EW14_1741
MIT0604_01742,EW14_1742
MIT0604_01743,EW14_1743
MIT0604_01744,EW14_1744
MIT0604_01745,EW14_1745
MIT0604_01746,EW14_1746
MIT0604_01747,EW14_1747
MIT0604_01748,EW14_1748
MIT0604_01749,EW14_1749
MIT0604_01750,EW14_1750
MIT0604_01751,EW14_1751
MIT0604_01752,EW14_1752
MIT0604_01753,EW14_1753
MIT0604_01754,EW14_1754
MIT0604_01755,EW14_1755
MIT0604_01756,EW14_1756
MIT0604_01757,EW14_1757
MIT0604_01758,EW14_1758
MIT0604_01759,EW14_1759
MIT0604_01760,EW14_1760
MIT0604_01761,EW14_1761
MIT0604_01762,EW14_1762
MIT0604_01763,EW14_1763
MIT0604_01764,EW14_1764
MIT0604_01765,EW14_1765
