gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2785712897	147	2	147	1.9e-47	146.9	TIGR01419	PTS IIA-like nitrogen-regulatory protein PtsN
2785712898	95	1	95	9.8e-38	115	TIGR00741	ribosomal subunit interface protein
2785712899	493	9	490	0.0e+00	517	TIGR02395	RNA polymerase sigma-54 factor
2785712900	241	3	241	1.0e-127	410.3	TIGR04406	LPS export ABC transporter ATP-binding protein
2785712901	184	23	166	3.6e-45	139.5	TIGR03002	lipopolysaccharide transport periplasmic protein LptA
2785712902	192	12	188	2.5e-50	156.5	TIGR04409	LPS export ABC transporter periplasmic protein LptC
2785712903	182	20	173	1.9e-51	160.2	TIGR01670	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
2785712904	326	47	316	2.9e-113	363.9	TIGR00393	KpsF/GutQ family protein
2785712905	318	1	312	9.7e-84	268.1	TIGR00367	K+-dependent Na+/Ca+ exchanger related-protein
2785712907	258	1	257	2.8e-98	314.7	TIGR00056	ABC transport permease subunit
2785712908	157	2	151	6.6e-57	177.5	TIGR04430	outer membrane lipid asymmetry maintenance protein MlaD
2785712910	102	3	102	8.9e-12	31.1	TIGR00377	anti-anti-sigma factor
2785712912	420	1	417	0.0e+00	594	TIGR01072	UDP-N-acetylglucosamine 1-carboxyvinyltransferase
2785712913	356	7	354	1.7e-107	345.5	TIGR02038	periplasmic serine pepetdase DegS
2785712914	455	3	362	2.1e-92	296.9	TIGR02038	periplasmic serine pepetdase DegS
2785712914	455	40	453	0.0e+00	516.3	TIGR02037	periplasmic serine protease, Do/DeqQ family
2785712917	240	1	237	2.5e-66	209.8	TIGR01033	DNA-binding regulatory protein, YebC/PmpR family
2785712927	855	270	500	2.4e-78	250.5	TIGR00916	protein-export membrane protein, SecD/SecF family
2785712927	855	46	507	0.0e+00	435.8	TIGR01129	protein-export membrane protein SecD
2785712927	855	572	821	2.5e-68	218.1	TIGR00966	protein-export membrane protein SecF
2785712934	959	436	563	5.8e-22	64.3	TIGR00229	PAS domain S-box
2785712938	381	5	381	0.0e+00	647.4	TIGR01034	S-adenosylmethionine synthetase
2785712939	663	5	663	0.0e+00	1011.2	TIGR00232	transketolase, bacterial and yeast
2785712940	336	3	327	0.0e+00	552.7	TIGR01532	erythrose-4-phosphate dehydrogenase
2785712940	336	3	327	1.5e-113	366.3	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2785712944	361	35	345	1.2e-64	204.3	TIGR01730	RND family efflux transporter, MFP subunit
2785712945	1061	1	1049	0.0e+00	973.5	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2785712946	492	16	489	8.1e-75	238.3	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2785712949	520	18	315	7.2e-103	329.9	TIGR03706	exopolyphosphatase
2785712950	690	6	682	0.0e+00	827.5	TIGR03705	polyphosphate kinase 1
2785712953	519	242	514	7.2e-77	244.2	TIGR00974	phosphate ABC transporter, permease protein PstA
2785712954	268	21	268	1.4e-120	387.3	TIGR00972	phosphate ABC transporter, ATP-binding protein
2785712955	238	12	222	5.8e-64	201.6	TIGR02135	phosphate transport system regulatory protein PhoU
2785712959	176	19	175	8.4e-36	109.2	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785712963	224	26	223	1.1e-65	207	TIGR01065	channel protein, hemolysin III family
2785712966	142	8	141	3.4e-59	185.1	TIGR03561	peroxiredoxin, Ohr subfamily
2785712967	648	64	644	0.0e+00	565.4	TIGR02411	leukotriene A-4 hydrolase/aminopeptidase
2785712970	462	53	397	4.7e-124	400	TIGR04416	group II intron reverse transcriptase/maturase
2785712972	202	1	202	5.3e-60	188.4	TIGR00257	uncharacterized protein, YigZ family
2785712974	432	146	262	2.0e-13	36.8	TIGR00229	PAS domain S-box
2785712983	536	16	286	2.0e-71	226.7	TIGR00619	exonuclease SbcD
2785712984	1245	1	330	3.6e-77	246.1	TIGR00618	exonuclease SbcC
2785712987	322	4	316	2.3e-95	305.3	TIGR01227	formimidoylglutamase
2785712988	419	27	418	0.0e+00	439.7	TIGR01224	imidazolonepropionase
2785712989	274	3	220	1.9e-76	242.4	TIGR02018	histidine utilization repressor, proteobacterial
2785712990	579	8	552	0.0e+00	971.8	TIGR01228	urocanate hydratase
2785712991	527	16	526	0.0e+00	705.3	TIGR01225	histidine ammonia-lyase
2785712996	380	1	375	2.2e-83	266.2	TIGR00221	N-acetylglucosamine-6-phosphate deacetylase
2785713015	71	8	57	9.1e-10	25.1	TIGR01764	DNA binding domain, excisionase family
2785713024	917	159	546	0.0e+00	450.4	TIGR04312	choice-of-anchor B domain
2785713025	269	65	261	3.7e-47	146.7	TIGR04052	AZL_007920/MXAN_0976 family protein
2785713026	376	53	375	0.0e+00	466.3	TIGR04039	di-heme enzyme, MXAN_0977 family
2785713038	379	6	371	0.0e+00	427.3	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2785713039	200	6	196	7.1e-68	213.7	TIGR00042	non-canonical purine NTP pyrophosphatase, RdgB/HAM1 family
2785713047	201	1	190	5.2e-84	266.8	TIGR00171	3-isopropylmalate dehydratase, small subunit
2785713048	466	1	464	0.0e+00	814.8	TIGR00170	3-isopropylmalate dehydratase, large subunit
2785713049	365	5	357	0.0e+00	510.5	TIGR00169	3-isopropylmalate dehydrogenase
2785713050	519	4	498	0.0e+00	774.9	TIGR00973	2-isopropylmalate synthase, bacterial type
2785713052	430	4	430	0.0e+00	686.1	TIGR01060	phosphopyruvate hydratase
2785713053	543	1	534	0.0e+00	852.6	TIGR00337	CTP synthase
2785713054	879	4	875	0.0e+00	1200.2	TIGR01070	DNA mismatch repair protein MutS
2785713055	179	29	176	2.1e-51	160.1	TIGR00199	amidohydrolase, PncC family
2785713056	348	4	324	0.0e+00	577.2	TIGR02012	protein RecA
2785713061	207	2	203	2.8e-72	228.6	TIGR01189	heme ABC exporter, ATP-binding protein CcmA
2785713062	221	7	217	1.1e-78	249.7	TIGR01190	heme exporter protein CcmB
2785713063	262	45	228	6.2e-83	263.3	TIGR01191	heme exporter protein CcmC
2785713064	69	10	56	2.8e-20	58.5	TIGR03141	heme exporter protein CcmD
2785713066	685	53	647	0.0e+00	799.2	TIGR00353	c-type cytochrome biogenesis protein CcmF
2785713067	233	6	187	4.1e-36	110.2	TIGR00385	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily
2785713069	443	5	115	5.5e-18	51.6	TIGR03142	cytochrome c-type biogenesis protein CcmI
2785713071	340	3	337	0.0e+00	470.8	TIGR01179	UDP-glucose-4-epimerase GalE
2785713073	506	5	495	2.4e-117	378.8	TIGR00924	amino acid/peptide transporter (Peptide:H+ symporter), bacterial
2785713074	372	10	372	6.9e-88	281.1	TIGR01010	polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
2785713079	353	7	351	2.1e-112	361.6	TIGR02380	undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphatetransferase
2785713082	297	4	273	1.8e-114	367.7	TIGR01099	UTP--glucose-1-phosphate uridylyltransferase
2785713083	104	2	103	5.0e-25	75	TIGR01259	comEA protein
2785713083	104	34	103	2.7e-23	69.1	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
2785713084	335	1	335	7.0e-116	374.5	TIGR00175	isocitrate dehydrogenase, NAD-dependent, mitochondrial type
2785713084	335	6	332	6.0e-115	371.4	TIGR02088	isopropylmalate/isohomocitrate dehydrogenases
2785713088	518	349	513	5.5e-50	155.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713089	286	13	286	2.7e-126	407.7	TIGR03138	7-cyano-7-deazaguanine reductase
2785713094	457	14	388	0.0e+00	443.1	TIGR02091	glucose-1-phosphate adenylyltransferase
2785713100	271	3	267	4.4e-54	169.7	TIGR00005	pseudouridine synthase, RluA family
2785713102	274	3	273	0.0e+00	477.3	TIGR00965	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
2785713103	883	32	875	0.0e+00	886.9	TIGR01693	[Protein-PII] uridylyltransferase
2785713104	264	3	252	4.1e-103	330.2	TIGR00500	methionine aminopeptidase, type I
2785713106	243	3	227	3.9e-112	359	TIGR01011	ribosomal protein S2, bacterial type
2785713107	290	1	287	4.4e-116	373.1	TIGR00116	translation elongation factor Ts
2785713108	245	9	240	8.6e-106	338.8	TIGR02075	uridylate kinase
2785713109	185	10	185	2.1e-76	241.5	TIGR00496	ribosome recycling factor
2785713110	260	22	249	9.3e-104	331.8	TIGR00055	undecaprenyl diphosphate synthase
2785713112	395	1	392	0.0e+00	511.5	TIGR00243	1-deoxy-D-xylulose 5-phosphate reductoisomerase
2785713113	450	2	450	0.0e+00	453.5	TIGR00054	RIP metalloprotease RseP
2785713114	825	28	825	0.0e+00	866.4	TIGR03303	outer membrane protein assembly complex, YaeT protein
2785713116	149	8	145	4.6e-63	197.4	TIGR01750	beta-hydroxyacyl-[acyl carrier protein] dehydratase FabZ
2785713117	256	2	255	1.9e-105	337.7	TIGR01852	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase
2785713118	382	1	379	3.2e-122	394	TIGR00215	lipid-A-disaccharide synthase
2785713120	1154	5	1025	0.0e+00	1379.3	TIGR00594	DNA-directed DNA polymerase III (polc)
2785713121	318	1	318	0.0e+00	532.1	TIGR00513	acetyl-CoA carboxylase, carboxyl transferase, alpha subunit
2785713122	441	30	213	7.6e-57	178.3	TIGR02432	tRNA(Ile)-lysidine synthetase, N-terminal domain
2785713123	359	198	359	3.2e-47	146.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713124	655	12	284	7.3e-68	215	TIGR00932	transporter, monovalent cation:proton antiporter-2 (CPA2) family
2785713129	1295	3	1294	0.0e+00	2048.1	TIGR01735	phosphoribosylformylglycinamidine synthase, single chain form
2785713137	109	1	103	4.4e-23	68.2	TIGR03824	flagellar biosynthesis anti-sigma factor FlgM
2785713138	239	105	238	4.5e-39	119.7	TIGR03170	flagella basal body P-ring formation protein FlgA
2785713141	144	5	140	4.6e-36	110.1	TIGR01396	flagellar basal-body rod protein FlgB
2785713142	140	4	138	2.5e-50	156.4	TIGR01395	flagellar basal-body rod protein FlgC
2785713144	461	1	443	4.0e-97	313	TIGR03506	flagellar hook-basal body protein
2785713145	291	47	172	3.0e-35	108.5	TIGR03506	flagellar hook-basal body protein
2785713146	262	3	149	3.7e-43	135.5	TIGR03506	flagellar hook-basal body protein
2785713146	262	4	262	9.5e-113	363	TIGR02488	flagellar basal-body rod protein FlgG, Gram-negative bacteria
2785713149	316	15	310	7.3e-93	297.6	TIGR02541	flagellar rod assembly protein/muramidase FlgJ
2785713150	680	5	396	1.9e-55	174.9	TIGR02492	flagellar hook-associated protein FlgK
2785713151	407	2	407	2.2e-88	283.1	TIGR02550	flagellar hook-associated protein 3
2785713158	142	1	127	1.1e-31	95.8	TIGR00208	flagellar biosynthetic protein FliS
2785713167	111	3	111	2.0e-21	62.7	TIGR00205	flagellar hook-basal body complex protein FliE
2785713168	564	23	564	6.2e-80	255.6	TIGR00206	flagellar basal-body M-ring protein/flagellar hook-basal body protein (fliF)
2785713169	346	1	346	9.4e-104	333.3	TIGR00207	flagellar motor switch protein FliG
2785713171	444	2	439	0.0e+00	571.9	TIGR01026	ATPase, FliI/YscN family
2785713171	444	25	437	0.0e+00	644.3	TIGR03496	flagellar protein export ATPase FliI
2785713172	148	2	142	8.1e-29	87	TIGR02473	flagellar export protein FliJ
2785713175	352	3	320	1.9e-118	381.2	TIGR01397	flagellar motor switch protein FliM
2785713176	135	52	128	9.3e-37	111.1	TIGR02480	flagellar motor switch protein FliN
2785713177	150	31	97	1.8e-24	71.9	TIGR03500	flagellar biosynthetic protein FliO
2785713178	251	47	243	2.7e-62	197.2	TIGR01102	type III secretion apparatus protein, YscR/HrcR family
2785713178	251	50	247	4.7e-86	274.6	TIGR01103	flagellar biosynthetic protein FliP
2785713179	89	1	88	4.6e-31	93.1	TIGR01402	flagellar biosynthetic protein FliQ
2785713180	259	12	255	6.2e-72	228.1	TIGR01400	flagellar biosynthetic protein FliR
2785713181	374	5	352	2.9e-123	397.4	TIGR00328	flagellar biosynthetic protein FlhB
2785713184	699	19	697	0.0e+00	859.1	TIGR01398	flagellar biosynthesis protein FlhA
2785713185	469	1	345	1.6e-83	267	TIGR03499	flagellar biosynthetic protein FlhF
2785713187	243	13	235	1.8e-36	112.3	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785713187	243	17	236	1.7e-85	273.3	TIGR02479	RNA polymerase sigma factor, FliA/WhiG family
2785713196	312	1	302	0.0e+00	446.5	TIGR01001	homoserine O-succinyltransferase
2785713197	355	17	355	0.0e+00	535.2	TIGR02082	5-methyltetrahydrofolate--homocysteine methyltransferase
2785713198	874	2	842	0.0e+00	1294.9	TIGR02082	5-methyltetrahydrofolate--homocysteine methyltransferase
2785713207	191	2	186	2.6e-67	212.3	TIGR03384	transcriptional repressor BetI
2785713211	865	7	844	0.0e+00	1106.8	TIGR00344	alanine--tRNA ligase
2785713212	63	1	60	5.3e-33	99.3	TIGR00202	carbon storage regulator (csrA)
2785713218	95	7	94	1.3e-17	50.4	TIGR01195	sodium pump decarboxylases, gamma subunit
2785713219	606	7	602	0.0e+00	858.5	TIGR01108	oxaloacetate decarboxylase alpha subunit
2785713220	372	15	366	0.0e+00	559.6	TIGR01109	sodium ion-translocating decarboxylase, beta subunit
2785713222	331	237	324	3.1e-23	67.9	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2785713226	373	10	361	0.0e+00	547.4	TIGR02974	psp operon transcriptional activator PspF
2785713227	227	1	218	1.3e-97	311.8	TIGR02977	phage shock protein A
2785713228	79	4	78	2.1e-34	103.9	TIGR02976	phage shock protein B
2785713229	148	4	148	9.4e-47	144	TIGR02978	phage shock protein C
2785713230	266	10	257	2.8e-107	343.6	TIGR01267	phenylalanine-4-hydroxylase, monomeric form
2785713231	518	465	513	6.1e-32	95.7	TIGR04381	TyrR family helix-turn-helix domain
2785713233	217	4	217	3.5e-90	287.3	TIGR01262	maleylacetoacetate isomerase
2785713244	606	411	602	2.2e-16	46.3	TIGR02466	conserved hypothetical protein
2785713250	201	122	200	8.2e-22	63.6	TIGR01352	TonB family C-terminal domain
2785713256	214	15	202	5.6e-18	51.6	TIGR01528	nicotinamide mononucleotide transporter PnuC
2785713260	166	14	141	4.9e-36	109.9	TIGR01575	ribosomal-protein-alanine acetyltransferase
2785713274	529	11	187	1.1e-21	64.4	TIGR00231	small GTP-binding protein domain
2785713274	529	3	529	0.0e+00	984.6	TIGR00503	peptide chain release factor 3
2785713275	576	3	576	0.0e+00	579.2	TIGR00456	arginyl-tRNA synthetase
2785713279	616	25	577	0.0e+00	739.3	TIGR03075	PQQ-dependent dehydrogenase, methanol/ethanol family
2785713284	961	796	961	2.6e-48	150	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713295	305	1	305	0.0e+00	508.3	TIGR00020	peptide chain release factor 2
2785713296	522	7	511	0.0e+00	656	TIGR00499	lysyl-tRNA synthetase, eukaryotic and non-spirochete bacterial
2785713297	313	3	313	1.9e-63	200.5	TIGR00745	2-dehydropantoate 2-reductase
2785713299	250	3	230	2.7e-67	212.2	TIGR01621	pseudouridine synthase Rlu family protein, TIGR01621
2785713302	532	9	522	0.0e+00	619.8	TIGR01434	glutamate--cysteine ligase
2785713308	311	14	300	1.5e-130	422.2	TIGR03533	protein-(glutamine-N5) methyltransferase, ribosomal protein L3-specific
2785713308	311	15	310	5.6e-90	288.8	TIGR00536	HemK family putative methylases
2785713308	311	61	279	1.1e-62	199.3	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2785713309	365	10	351	0.0e+00	471.7	TIGR00033	chorismate synthase
2785713317	116	9	107	2.1e-49	152	TIGR00365	monothiol glutaredoxin, Grx4 family
2785713319	210	29	187	2.0e-23	68.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785713324	211	8	207	1.3e-100	321.2	TIGR01298	ribonuclease T
2785713327	131	1	131	7.4e-66	206.3	TIGR00068	lactoylglutathione lyase
2785713333	240	14	203	2.0e-66	209.3	TIGR01083	endonuclease III
2785713334	230	5	209	1.7e-88	281.4	TIGR01948	electron transport complex, RnfABCDGE type, E subunit
2785713335	294	10	122	5.7e-28	84.3	TIGR01947	electron transport complex, RnfABCDGE type, G subunit
2785713336	360	8	352	0.0e+00	422.2	TIGR01946	electron transport complex, RnfABCDGE type, D subunit
2785713337	963	17	453	0.0e+00	603.2	TIGR01945	electron transport complex, RnfABCDGE type, C subunit
2785713338	193	4	191	7.0e-91	289	TIGR01944	electron transport complex, RnfABCDGE type, B subunit
2785713339	193	2	191	2.3e-90	288.2	TIGR01943	electron transport complex, RnfABCDGE type, A subunit
2785713342	460	28	427	8.3e-60	188.7	TIGR00797	putative efflux protein, MATE family
2785713343	671	4	664	0.0e+00	1090.6	TIGR00631	excinuclease ABC, B subunit
2785713345	218	5	202	3.0e-68	215.4	TIGR00364	queuosine biosynthesis protein QueC
2785713346	224	10	224	3.7e-116	372.1	TIGR04322	putative 7-cyano-7-deazaguanosine (preQ0) biosynthesis protein QueE
2785713349	556	2	381	1.8e-121	392.6	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2785713355	471	25	430	0.0e+00	657.2	TIGR02034	sulfate adenylyltransferase, large subunit
2785713355	471	26	215	5.8e-17	49	TIGR00231	small GTP-binding protein domain
2785713356	263	8	263	3.8e-91	291.1	TIGR01331	3'(2'),5'-bisphosphate nucleotidase, bacterial
2785713357	198	8	192	7.3e-86	272.6	TIGR00455	adenylyl-sulfate kinase
2785713358	304	11	304	0.0e+00	516.3	TIGR02039	sulfate adenylyltransferase, small subunit
2785713359	501	3	499	0.0e+00	688.2	TIGR02121	sodium/proline symporter
2785713359	501	34	437	3.4e-92	296.6	TIGR00813	transporter, SSS family
2785713360	655	493	653	2.3e-41	127.4	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713362	185	21	173	2.3e-25	75.2	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785713371	436	17	434	8.3e-129	416.8	TIGR01930	acetyl-CoA acetyltransferases
2785713371	436	7	436	0.0e+00	827.6	TIGR02446	fatty oxidation complex, beta subunit FadI
2785713372	719	17	718	0.0e+00	1124.7	TIGR02440	fatty oxidation complex, alpha subunit FadJ
2785713375	462	53	397	4.7e-124	400	TIGR04416	group II intron reverse transcriptase/maturase
2785713378	1517	1080	1242	5.1e-38	117.5	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713378	1517	958	1080	3.8e-18	53	TIGR00229	PAS domain S-box
2785713380	175	14	173	2.3e-31	94.8	TIGR00249	phosphohistidine phosphatase SixA
2785713384	479	2	429	0.0e+00	585.2	TIGR00959	signal recognition particle protein
2785713391	1038	13	1034	0.0e+00	617.5	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2785713392	352	42	344	2.0e-63	200.3	TIGR01730	RND family efflux transporter, MFP subunit
2785713393	604	9	602	0.0e+00	725.3	TIGR02204	ABC transporter, permease/ATP-binding protein
2785713396	83	2	81	1.2e-31	94.8	TIGR00002	ribosomal protein S16
2785713397	173	7	173	4.1e-52	162	TIGR02273	16S rRNA processing protein RimM
2785713398	253	5	239	4.2e-106	339.4	TIGR00088	tRNA (guanine-N1)-methyltransferase
2785713399	120	7	119	9.0e-55	169.9	TIGR01024	ribosomal protein L19, bacterial type
2785713400	423	14	357	1.0e-127	412.1	TIGR04416	group II intron reverse transcriptase/maturase
2785713403	362	4	351	0.0e+00	501	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
2785713404	384	11	93	1.2e-36	111	TIGR01799	chorismate mutase domain of T-protein
2785713409	587	404	570	4.5e-48	149.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713410	417	30	112	2.9e-28	85.1	TIGR01797	chorismate mutase domain of proteobacterial P-protein, clade 1
2785713410	417	36	130	1.2e-18	54.5	TIGR01806	chorismate mutase, putative
2785713412	110	9	110	2.3e-39	119.8	TIGR01158	translation initation factor SUI1, putative, prokaryotic
2785713413	101	1	101	1.6e-18	52.8	TIGR00377	anti-anti-sigma factor
2785713416	690	255	421	4.1e-42	129.8	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713423	586	1	584	0.0e+00	850.2	TIGR00459	aspartyl-tRNA synthetase, bacterial type
2785713425	172	3	158	4.0e-70	220.8	TIGR00228	crossover junction endodeoxyribonuclease RuvC
2785713426	206	1	206	4.2e-62	195.1	TIGR00084	Holliday junction DNA helicase, RuvA subunit
2785713427	334	26	330	0.0e+00	490.9	TIGR00635	Holliday junction DNA helicase, RuvB subunit
2785713428	132	2	127	1.2e-52	164.6	TIGR02799	tol-pal system-associated acyl-CoA thioesterase
2785713428	132	5	121	5.8e-41	126.7	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2785713429	229	6	218	2.4e-95	304.4	TIGR02796	TolQ protein
2785713430	139	9	136	2.2e-49	153.5	TIGR02801	TolR protein
2785713431	297	88	297	7.9e-42	129.7	TIGR02794	TolA protein
2785713432	451	13	447	0.0e+00	523.6	TIGR02800	tol-pal system beta propeller repeat protein TolB
2785713433	188	84	187	2.7e-47	145.4	TIGR02802	peptidoglycan-associated lipoprotein
2785713434	264	143	261	3.1e-45	139.8	TIGR02795	tol-pal system protein YbgF
2785713438	351	24	342	6.5e-120	385.9	TIGR00550	quinolinate synthetase complex, A subunit
2785713447	338	2	324	2.4e-71	226.5	TIGR00745	2-dehydropantoate 2-reductase
2785713451	374	4	371	0.0e+00	632.7	TIGR01745	aspartate-semialdehyde dehydrogenase, gamma-proteobacterial
2785713453	532	233	357	1.0e-11	32.2	TIGR00229	PAS domain S-box
2785713453	532	357	517	3.0e-41	128	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713459	362	40	358	1.0e-57	181.5	TIGR01730	RND family efflux transporter, MFP subunit
2785713461	693	52	693	2.1e-85	273.5	TIGR01783	TonB-dependent siderophore receptor
2785713464	410	70	398	4.2e-43	133.5	TIGR01730	RND family efflux transporter, MFP subunit
2785713465	371	196	360	1.8e-49	153.8	TIGR00254	diguanylate cyclase (GGDEF) domain
2785713482	626	238	626	1.6e-76	243.7	TIGR01941	NADH:ubiquinone oxidoreductase, Na(+)-translocating, F subunit
2785713485	465	3	465	0.0e+00	662	TIGR00457	asparaginyl-tRNA synthetase
2785713487	322	1	312	2.3e-74	237.3	TIGR00367	K+-dependent Na+/Ca+ exchanger related-protein
2785713487	322	25	322	1.2e-13	37.9	TIGR00378	calcium/proton exchanger (cax)
2785713492	421	11	421	0.0e+00	606.6	TIGR00508	adenosylmethionine-8-amino-7-oxononanoate transaminase
2785713493	374	24	322	4.4e-129	415.9	TIGR00433	biotin synthase
2785713494	453	18	421	2.6e-121	390.7	TIGR00858	8-amino-7-oxononanoate synthase
2785713495	360	117	359	9.1e-49	152.4	TIGR02072	malonyl-acyl carrier protein O-methyltransferase BioC
2785713496	256	5	209	7.0e-45	139.2	TIGR00347	dethiobiotin synthase
2785713501	447	4	447	0.0e+00	714.3	TIGR01358	3-deoxy-7-phosphoheptulonate synthase, class II
2785713505	454	43	426	4.9e-111	357.5	TIGR00933	potassium uptake protein, TrkH family
2785713509	322	2	322	1.9e-102	328.6	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
2785713516	469	2	465	0.0e+00	627.1	TIGR00464	glutamyl-tRNA synthetase, bacterial family
2785713531	298	3	292	7.4e-112	359.6	TIGR01777	TIGR01777 family protein
2785713532	122	5	122	1.8e-37	115.4	TIGR00526	FolB domain
2785713532	122	6	117	2.5e-24	73.2	TIGR00525	dihydroneopterin aldolase
2785713539	269	8	263	8.0e-100	318.9	TIGR00262	tryptophan synthase, alpha subunit
2785713540	393	6	389	0.0e+00	624	TIGR00263	tryptophan synthase, beta subunit
2785713542	343	8	335	5.8e-124	399.6	TIGR01245	anthranilate phosphoribosyltransferase
2785713543	210	7	201	6.8e-54	168.6	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2785713544	578	240	562	0.0e+00	523.9	TIGR00565	anthranilate synthase component I, proteobacterial subset
2785713546	206	7	205	5.9e-73	230.4	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2785713548	197	8	186	7.1e-37	112.9	TIGR00281	segregation and condensation protein B
2785713549	298	70	237	6.5e-59	184.4	TIGR00093	pseudouridine synthase
2785713553	164	2	114	4.4e-27	81.1	TIGR00014	arsenate reductase (glutaredoxin)
2785713555	217	4	215	1.2e-74	236.4	TIGR03840	thiopurine S-methyltransferase, Se/Te detoxification family
2785713557	561	1	557	0.0e+00	552.1	TIGR00634	DNA repair protein RecN
2785713562	255	3	255	4.9e-105	336.4	TIGR01963	3-hydroxybutyrate dehydrogenase
2785713564	473	106	466	1.2e-77	247.3	TIGR01392	homoserine O-acetyltransferase
2785713572	642	3	604	0.0e+00	955.6	TIGR02350	chaperone protein DnaK
2785713573	376	5	349	0.0e+00	469.1	TIGR02349	chaperone protein DnaJ
2785713577	862	293	417	1.1e-15	44	TIGR00229	PAS domain S-box
2785713580	267	1	264	3.9e-90	288	TIGR00036	4-hydroxy-tetrahydrodipicolinate reductase
2785713581	421	50	418	0.0e+00	485.1	TIGR01368	carbamoyl-phosphate synthase, small subunit
2785713582	1073	2	1053	0.0e+00	1582	TIGR01369	carbamoyl-phosphate synthase, large subunit
2785713583	158	5	156	3.1e-63	198.5	TIGR01462	transcription elongation factor GreA
2785713589	393	1	393	0.0e+00	471.3	TIGR00016	acetate kinase
2785713590	713	406	706	1.2e-129	418.1	TIGR00651	phosphate acetyltransferase
2785713592	504	59	452	1.9e-90	289.8	TIGR00546	apolipoprotein N-acyltransferase
2785713594	158	43	149	1.4e-41	127.3	TIGR00043	rRNA maturation RNase YbeY
2785713596	477	4	437	0.0e+00	506.6	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2785713596	477	4	440	0.0e+00	670.9	TIGR01574	tRNA-N(6)-(isopentenyl)adenosine-37 thiotransferase enzyme MiaB
2785713597	399	3	397	3.6e-108	347.8	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2785713607	185	10	106	7.3e-13	34.8	TIGR00369	uncharacterized domain 1
2785713612	468	17	439	0.0e+00	468.1	TIGR00835	amino acid carrier protein
2785713622	363	1	363	0.0e+00	556.5	TIGR00092	GTP-binding protein YchF
2785713623	193	4	190	6.6e-67	210.9	TIGR00447	aminoacyl-tRNA hydrolase
2785713624	210	8	191	2.2e-50	156.9	TIGR00731	ribosomal protein bL25, Ctc-form
2785713627	315	4	314	2.6e-127	410	TIGR01251	ribose-phosphate pyrophosphokinase
2785713629	288	8	286	4.8e-90	288	TIGR00154	4-diphosphocytidyl-2C-methyl-D-erythritol kinase
2785713630	208	1	208	1.2e-34	105.7	TIGR00548	outer membrane lipoprotein LolB
2785713631	424	3	415	0.0e+00	447.6	TIGR01035	glutamyl-tRNA reductase
2785713632	361	1	361	0.0e+00	577.5	TIGR00019	peptide chain release factor 1
2785713633	279	1	279	1.3e-84	270.6	TIGR00536	HemK family putative methylases
2785713633	279	23	275	3.2e-95	305.4	TIGR03534	protein-(glutamine-N5) methyltransferase, release factor-specific
2785713636	284	19	275	6.2e-118	378.6	TIGR01362	3-deoxy-8-phosphooctulonate synthase
2785713642	695	1	690	0.0e+00	980.8	TIGR00484	translation elongation factor EF-G
2785713642	695	5	178	1.1e-28	87.1	TIGR00231	small GTP-binding protein domain
