gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2785714519	252	4	252	2.1e-106	340.9	TIGR01832	2-deoxy-D-gluconate 3-dehydrogenase
2785714521	327	34	290	2.5e-73	232.6	TIGR00787	tripartite ATP-independent periplasmic transporter solute receptor, DctP family
2785714523	431	19	426	0.0e+00	434.4	TIGR00786	TRAP transporter, DctM subunit
2785714528	212	4	207	4.2e-66	208.2	TIGR01182	Entner-Doudoroff aldolase
2785714532	899	39	899	0.0e+00	653.9	TIGR01782	TonB-dependent receptor
2785714538	205	180	204	5.2e-07	16.7	TIGR02595	PEP-CTERM protein-sorting domain
2785714548	627	195	361	3.2e-42	130.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714555	149	31	81	8.8e-14	37.1	TIGR00778	alkylhydroperoxidase AhpD family core domain
2785714571	478	41	477	1.8e-78	250.1	TIGR00785	anion transporter
2785714572	197	2	190	1.5e-71	225.8	TIGR02274	deoxycytidine triphosphate deaminase
2785714574	675	538	675	1.9e-47	147.7	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2785714574	675	7	533	0.0e+00	605.6	TIGR00398	methionine--tRNA ligase
2785714578	263	12	263	3.4e-107	343.4	TIGR03413	hydroxyacylglutathione hydrolase
2785714583	668	332	668	5.0e-108	346.9	TIGR03243	arginine and ornithine succinyltransferase subunits
2785714584	460	2	460	0.0e+00	602.7	TIGR00435	cysteinyl-tRNA synthetase
2785714586	241	4	233	1.0e-98	315.3	TIGR01854	UDP-2,3-diacylglucosamine diphosphatase
2785714592	498	5	483	0.0e+00	429	TIGR03852	sucrose phosphorylase
2785714594	331	5	329	0.0e+00	459.7	TIGR02823	putative quinone oxidoreductase, YhdH/YhfP family
2785714596	338	3	338	0.0e+00	516.6	TIGR02817	zinc-binding alcohol dehydrogenase family protein
2785714599	418	394	418	2.6e-06	14.5	TIGR02595	PEP-CTERM protein-sorting domain
2785714604	507	2	465	0.0e+00	520.8	TIGR01134	amidophosphoribosyltransferase
2785714607	466	47	442	2.5e-99	319.3	TIGR01499	folylpolyglutamate synthase/dihydrofolate synthase
2785714608	281	1	281	0.0e+00	439.8	TIGR00515	acetyl-CoA carboxylase, carboxyl transferase, beta subunit
2785714609	263	2	239	4.6e-74	235	TIGR00071	tRNA pseudouridine(38-40) synthase
2785714610	1541	1497	1540	5.0e-20	58.5	TIGR03504	FimV C-terminal domain
2785714610	1541	53	126	1.6e-30	92	TIGR03505	FimV N-terminal domain
2785714611	338	6	336	0.0e+00	444.2	TIGR01296	aspartate-semialdehyde dehydrogenase (peptidoglycan organisms)
2785714622	686	272	684	2.8e-102	328.7	TIGR03197	tRNA U-34 5-methylaminomethyl-2-thiouridine biosynthesis protein MnmC, C-terminal domain
2785714637	435	4	423	0.0e+00	495.4	TIGR00366	TIGR00366 family protein
2785714644	149	19	135	9.6e-13	34.7	TIGR00051	acyl-CoA thioester hydrolase, YbgC/YbaW family
2785714645	411	286	409	1.0e-17	50.6	TIGR02281	clan AA aspartic protease, TIGR02281 family
2785714651	550	9	538	0.0e+00	571.1	TIGR01810	choline dehydrogenase
2785714653	479	5	454	7.7e-79	251.6	TIGR02946	acyltransferase, WS/DGAT/MGAT
2785714662	236	2	236	5.1e-116	372.3	TIGR02812	fatty acid metabolism transcriptional regulator FadR
2785714663	524	1	512	0.0e+00	833.3	TIGR00774	Na+/H+ antiporter NhaB
2785714668	360	62	358	2.1e-112	361.2	TIGR02283	lytic murein transglycosylase
2785714670	385	5	381	6.9e-117	376.7	TIGR01388	ribonuclease D
2785714673	217	2	183	5.3e-33	100	TIGR00752	outer membrane lipoprotein, Slp family
2785714675	238	3	226	3.4e-64	202.7	TIGR03725	tRNA threonylcarbamoyl adenosine modification protein YeaZ
2785714679	306	10	293	1.3e-27	82.8	TIGR01297	cation diffusion facilitator family transporter
2785714693	300	199	299	6.4e-31	93.7	TIGR03455	ATP phosphoribosyltransferase, C-terminal domain
2785714693	300	7	197	3.2e-58	183.7	TIGR00070	ATP phosphoribosyltransferase
2785714694	434	31	425	0.0e+00	531.7	TIGR00069	histidinol dehydrogenase
2785714695	359	10	352	1.0e-110	355.9	TIGR01141	histidinol-phosphate aminotransferase
2785714696	356	4	164	2.5e-81	258.5	TIGR01261	histidinol-phosphatase
2785714696	356	5	152	1.7e-50	158.4	TIGR01656	histidinol-phosphate phosphatase family domain
2785714696	356	5	152	6.5e-30	91.8	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2785714697	213	12	213	3.4e-69	218.7	TIGR01855	imidazole glycerol phosphate synthase, glutamine amidotransferase subunit
2785714698	245	2	238	1.4e-82	262.8	TIGR00007	phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
2785714699	270	1	256	2.1e-110	354	TIGR00735	imidazoleglycerol phosphate synthase, cyclase subunit
2785714700	205	117	200	4.4e-33	99.6	TIGR03188	phosphoribosyl-ATP pyrophosphohydrolase
2785714701	275	250	271	7.1e-06	13.1	TIGR02595	PEP-CTERM protein-sorting domain
2785714705	212	10	195	2.1e-49	153.6	TIGR02227	signal peptidase I, bacterial type
2785714711	214	2	214	9.5e-79	249.9	TIGR01351	adenylate kinase
2785714714	199	1	197	3.6e-80	254.1	TIGR00615	recombination protein RecR
2785714718	108	1	104	2.5e-39	119.8	TIGR00103	DNA-binding protein, YbaB/EbfC family
2785714719	1013	25	217	6.0e-54	169.5	TIGR00678	DNA polymerase III, delta' subunit
2785714719	1013	3	356	0.0e+00	452.5	TIGR02397	DNA polymerase III, subunit gamma and tau
2785714720	178	6	175	3.3e-72	228.1	TIGR01090	adenine phosphoribosyltransferase
2785714731	267	17	180	7.0e-40	122.7	TIGR00473	CDP-diacylglycerol--serine O-phosphatidyltransferase
2785714732	311	287	310	1.9e-06	14.9	TIGR02595	PEP-CTERM protein-sorting domain
2785714733	288	264	287	1.1e-08	22	TIGR02595	PEP-CTERM protein-sorting domain
2785714734	937	10	919	1.5e-118	384.4	TIGR02917	putative PEP-CTERM system TPR-repeat lipoprotein
2785714737	569	4	557	1.9e-109	352.8	TIGR00795	L-lactate transport
2785714741	858	6	856	0.0e+00	1447	TIGR03346	ATP-dependent chaperone ClpB
2785714742	251	37	250	6.8e-59	184.9	TIGR00726	YfiH family protein
2785714743	327	16	316	2.4e-109	351.2	TIGR00005	pseudouridine synthase, RluA family
2785714744	254	5	253	8.0e-93	296.3	TIGR03302	outer membrane assembly lipoprotein YfiO
2785714745	247	4	244	1.4e-50	158.1	TIGR02451	anti-sigma factor, putative, ChrR family
2785714746	203	37	199	1.4e-28	85.6	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785714755	103	32	88	1.4e-25	75.4	TIGR01280	exodeoxyribonuclease VII, small subunit
2785714757	626	11	623	0.0e+00	947.3	TIGR00204	1-deoxy-D-xylulose-5-phosphate synthase
2785714759	321	2	320	2.3e-114	367.7	TIGR01379	thiamine-phosphate kinase
2785714760	140	5	134	1.7e-45	140.7	TIGR01951	transcription antitermination factor NusB
2785714761	157	13	151	5.0e-59	184.5	TIGR00114	6,7-dimethyl-8-ribityllumazine synthase
2785714762	366	2	199	1.4e-82	262.2	TIGR00506	3,4-dihydroxy-2-butanone 4-phosphate synthase
2785714763	220	1	205	1.0e-71	226.3	TIGR00187	riboflavin synthase, alpha subunit
2785714764	379	13	369	3.4e-118	381.7	TIGR00326	riboflavin biosynthesis protein RibD
2785714764	379	156	372	4.8e-60	189.8	TIGR00227	riboflavin-specific deaminase C-terminal domain
2785714765	149	1	147	9.3e-74	232.5	TIGR00244	transcriptional regulator NrdR
2785714767	343	14	336	1.3e-113	365.2	TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
2785714768	555	2	553	0.0e+00	974.6	TIGR03719	ATP-binding cassette protein, ChvD family
2785714770	455	1	451	0.0e+00	726.6	TIGR00416	DNA repair protein RadA
2785714772	337	117	335	5.6e-82	261.6	TIGR00338	phosphoserine phosphatase SerB
2785714772	337	132	303	3.6e-31	95.5	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2785714774	273	1	267	1.4e-51	161.3	TIGR00010	hydrolase, TatD family
2785714775	212	1	212	4.7e-88	280.4	TIGR00558	pyridoxamine-phosphate oxidase
2785714776	314	17	182	1.7e-37	115.8	TIGR00231	small GTP-binding protein domain
2785714776	314	20	291	2.7e-107	345.1	TIGR00436	GTP-binding protein Era
2785714777	228	10	224	2.5e-77	245.3	TIGR02191	ribonuclease III, bacterial
2785714778	300	58	274	1.9e-50	157	TIGR02227	signal peptidase I, bacterial type
2785714779	598	4	180	3.7e-22	65.9	TIGR00231	small GTP-binding protein domain
2785714779	598	4	597	0.0e+00	1000.2	TIGR01393	elongation factor 4
2785714783	192	1	190	1.4e-101	325.3	TIGR02939	RNA polymerase sigma factor RpoE
2785714783	192	20	186	1.1e-36	113	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785714784	561	17	526	0.0e+00	686.2	TIGR00551	L-aspartate oxidase
2785714788	348	199	265	1.2e-24	72.3	TIGR03317	folate-binding protein YgfZ
2785714791	278	14	278	3.5e-72	228.6	TIGR00552	NAD+ synthetase
2785714792	181	4	27	2.1e-10	26.5	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785714793	130	14	37	2.0e-08	20.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785714794	184	20	42	1.4e-11	30.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785714798	154	7	30	7.3e-13	34.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785714801	285	9	32	7.2e-09	21.6	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785714802	209	12	177	2.3e-17	49.9	TIGR02523	type IV pilus modification protein PilV
2785714803	314	2	285	9.2e-103	329.2	TIGR00216	(E)-4-hydroxy-3-methyl-but-2-enyl pyrophosphate reductase (IPP and DMAPP forming)
2785714805	182	1	165	7.4e-52	161.6	TIGR00077	lipoprotein signal peptidase
2785714806	939	14	846	0.0e+00	956.6	TIGR00392	isoleucyl-tRNA synthetase
2785714807	306	18	306	3.1e-103	331.2	TIGR00083	riboflavin kinase/FMN adenylyltransferase
2785714808	519	4	514	0.0e+00	464.5	TIGR01695	murein biosynthesis integral membrane protein MurJ
2785714809	87	1	87	1.1e-35	108.2	TIGR00029	ribosomal protein S20
2785714817	391	14	388	6.4e-123	396.3	TIGR01246	succinyl-diaminopimelate desuccinylase, proteobacterial clade
2785714821	783	12	771	0.0e+00	1030	TIGR00763	endopeptidase La
2785714822	424	5	413	0.0e+00	701.9	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
2785714823	209	10	201	5.5e-111	354.8	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2785714824	434	11	414	0.0e+00	489.2	TIGR00115	trigger factor
2785714835	239	4	152	1.9e-44	137.5	TIGR00104	tRNA-Thr(GGU) m(6)t(6)A37 methyltransferase TsaA
2785714836	572	1	572	0.0e+00	771.3	TIGR00409	prolyl-tRNA synthetase, family II
2785714841	525	10	205	1.4e-85	272.5	TIGR00888	GMP synthase (glutamine-hydrolyzing), N-terminal domain or A subunit
2785714841	525	212	525	0.0e+00	512.8	TIGR00884	GMP synthase (glutamine-hydrolyzing), C-terminal domain or B subunit
2785714842	489	8	457	0.0e+00	629	TIGR01302	inosine-5'-monophosphate dehydrogenase
2785714843	450	14	363	0.0e+00	431.1	TIGR00237	exodeoxyribonuclease VII, large subunit
2785714846	481	2	159	2.2e-24	74.1	TIGR00231	small GTP-binding protein domain
2785714846	481	3	449	0.0e+00	598.1	TIGR03594	ribosome-associated GTPase EngA
2785714847	419	14	416	8.0e-124	399	TIGR03300	outer membrane assembly lipoprotein YfgL
2785714849	427	6	413	0.0e+00	520.3	TIGR00442	histidyl-tRNA synthetase
2785714850	372	9	354	0.0e+00	433.8	TIGR00612	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase
2785714852	396	12	245	1.4e-67	213.7	TIGR02521	type IV pilus biogenesis/stability protein PilW
2785714853	372	1	357	0.0e+00	516.1	TIGR00048	23S rRNA (adenine(2503)-C(2))-methyltransferase
2785714856	177	6	175	1.1e-79	252.3	TIGR03406	probable FeS assembly SUF system protein SufT
2785714857	118	13	117	1.2e-27	82.5	TIGR00049	Iron-sulfur cluster assembly accessory protein
2785714858	405	6	405	0.0e+00	548.3	TIGR01979	cysteine desulfurases, SufSfamily
2785714859	418	132	404	5.7e-71	225	TIGR01981	FeS assembly protein SufD
2785714860	253	2	244	1.7e-111	357.5	TIGR01978	FeS assembly ATPase SufC
2785714861	478	11	469	0.0e+00	648	TIGR01980	FeS assembly protein SufB
2785714862	388	3	387	0.0e+00	633	TIGR02006	cysteine desulfurase IscS
2785714862	388	7	388	0.0e+00	450.5	TIGR03402	cysteine desulfurase NifS
2785714863	161	1	131	1.2e-49	154.7	TIGR00738	Rrf2 family protein
2785714863	161	1	135	2.9e-69	218.2	TIGR02010	iron-sulfur cluster assembly transcription factor IscR
2785714866	274	5	166	1.7e-81	258.1	TIGR01172	serine O-acetyltransferase
2785714867	254	1	237	6.5e-89	283.8	TIGR00050	RNA methyltransferase, TrmH family, group 1
2785714871	313	38	283	1.1e-87	280.9	TIGR00966	protein-export membrane protein SecF
2785714871	313	66	280	6.8e-58	183	TIGR00916	protein-export membrane protein, SecD/SecF family
2785714872	614	123	600	0.0e+00	497.5	TIGR01129	protein-export membrane protein SecD
2785714872	614	344	593	2.5e-86	276	TIGR00916	protein-export membrane protein, SecD/SecF family
2785714873	111	19	104	6.9e-34	102.1	TIGR00739	preprotein translocase, YajC subunit
2785714874	370	3	368	0.0e+00	557	TIGR00449	tRNA-guanine family transglycosylase
2785714874	370	3	368	0.0e+00	581.3	TIGR00430	tRNA-guanine transglycosylase
2785714875	348	1	346	0.0e+00	500.6	TIGR00113	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
2785714889	306	9	306	1.4e-128	414.2	TIGR03814	glutaminase A
2785714894	731	3	728	0.0e+00	1125.8	TIGR01345	malate synthase G
2785714899	279	42	277	8.6e-77	243.8	TIGR03694	N-acyl amino acid synthase, PEP-CTERM/exosortase system-associated
2785714901	320	294	320	2.4e-06	14.6	TIGR02595	PEP-CTERM protein-sorting domain
2785714906	403	4	403	4.7e-104	334.6	TIGR03087	sugar transferase, PEP-CTERM/EpsH1 system associated
2785714911	357	18	356	1.0e-77	247.3	TIGR03019	FemAB-related protein, PEP-CTERM system-associated
2785714912	633	2	557	0.0e+00	533.9	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2785714923	432	3	421	5.5e-55	172.8	TIGR03097	probable O-glycosylation ligase, exosortase A-associated
2785714925	497	192	288	2.8e-21	63.4	TIGR04178	exosortase/archaeosortase family protein
2785714925	497	22	288	4.0e-81	259.8	TIGR03109	exosortase A
2785714925	497	50	287	1.7e-62	198.7	TIGR02602	exosortase
2785714926	279	8	277	7.6e-126	404.7	TIGR03006	polysaccharide deacetylase family protein, PEP-CTERM locus subfamily
2785714927	311	1	311	0.0e+00	465.6	TIGR03013	sugar transferase, PEP-CTERM system associated
2785714927	311	2	311	7.3e-97	312.3	TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
2785714929	210	46	210	7.7e-74	233.1	TIGR03027	putative polysaccharide export protein, PEP-CTERM sytem-associated
2785714930	522	9	512	0.0e+00	523.5	TIGR03007	polysaccharide chain length determinant protein, PEP-CTERM locus subfamily
2785714931	316	105	311	2.5e-36	112.2	TIGR01007	capsular exopolysaccharide family
2785714931	316	86	294	1.1e-81	260.2	TIGR03018	exopolysaccharide/PEP-CTERM locus tyrosine autokinase
2785714932	558	44	557	1.2e-29	89.6	TIGR03016	uncharacterized protein, PEP-CTERM system associated
2785714933	354	1	268	6.5e-114	365.9	TIGR03015	putative secretion ATPase, PEP-CTERM locus subfamily
2785714938	311	8	308	7.5e-103	330	TIGR02207	lipid A biosynthesis lauroyl (or palmitoleoyl) acyltransferase
2785714946	653	230	394	4.0e-41	126.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714948	967	36	966	0.0e+00	486.9	TIGR01782	TonB-dependent receptor
2785714951	209	2	209	9.6e-89	282.5	TIGR01091	uracil phosphoribosyltransferase
2785714954	170	7	139	7.5e-55	170.6	TIGR04366	cupin fold metalloprotein, WbuC family
2785714956	334	3	272	1.8e-104	336	TIGR03596	ribosome biogenesis GTP-binding protein YlqF
2785714966	488	9	475	0.0e+00	668.3	TIGR01804	betaine-aldehyde dehydrogenase
2785714967	550	5	532	0.0e+00	779.8	TIGR01810	choline dehydrogenase
2785714969	240	1	238	1.5e-56	177.7	TIGR02001	conserved hypothetical protein, proteobacterial
2785714971	158	6	147	1.8e-53	166.3	TIGR01950	redox-sensitive transcriptional activator SoxR
2785714976	641	463	631	1.9e-51	160.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2785714986	413	308	385	7.2e-19	54.2	TIGR01352	TonB family C-terminal domain
2785714989	182	7	177	1.2e-51	160.3	TIGR00068	lactoylglutathione lyase
2785715009	184	11	183	2.0e-52	163.2	TIGR01382	intracellular protease, PfpI family
2785715011	317	22	286	3.7e-35	108	TIGR00765	YihY family inner membrane protein
2785715019	727	77	720	0.0e+00	731.6	TIGR03788	marine proteobacterial sortase target protein
2785715020	189	10	181	5.5e-63	198.8	TIGR03784	sortase, marine proteobacterial type
2785715020	189	62	185	1.8e-14	40.8	TIGR01076	LPXTG-site transpeptidase (sortase) family protein
2785715021	1045	1	1045	0.0e+00	1015.6	TIGR00914	heavy metal efflux pump, CzcA family
2785715022	410	89	400	1.1e-32	99.3	TIGR01730	RND family efflux transporter, MFP subunit
2785715025	331	6	330	5.0e-107	343.6	TIGR01430	adenosine deaminase
2785715038	140	19	127	9.8e-38	115.2	TIGR02420	RNA polymerase-binding protein DksA
2785715040	273	1	271	4.3e-38	117.2	TIGR00577	DNA-formamidopyrimidine glycosylase
2785715044	663	6	361	1.7e-114	369.1	TIGR00614	ATP-dependent DNA helicase, RecQ family
2785715052	294	55	279	1.0e-20	60.1	TIGR02285	conserved hypothetical protein
2785715064	283	203	283	7.6e-10	25.3	TIGR01352	TonB family C-terminal domain
2785715066	965	20	956	0.0e+00	1589.3	TIGR00461	glycine dehydrogenase (decarboxylating)
2785715067	129	3	129	1.1e-58	183	TIGR00527	glycine cleavage system H protein
2785715068	359	2	354	0.0e+00	486.8	TIGR00528	glycine cleavage system T protein
2785715070	383	1	376	7.3e-92	294.1	TIGR00221	N-acetylglucosamine-6-phosphate deacetylase
2785715074	908	39	908	0.0e+00	641.9	TIGR01782	TonB-dependent receptor
2785715083	390	5	389	0.0e+00	438.6	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2785715084	448	8	433	1.6e-110	356.4	TIGR01984	2-polyprenyl-6-methoxyphenol 4-hydroxylase
2785715084	448	8	433	1.5e-100	323.7	TIGR01988	Ubiquinone biosynthesis hydroxylase, UbiH/UbiF/VisC/COQ6 family
2785715086	188	6	168	3.7e-20	58.3	TIGR02292	yecA family protein
2785715088	298	3	291	5.1e-79	251.6	TIGR02152	ribokinase
2785715091	257	55	248	2.5e-47	147.2	TIGR02727	5,10-methenyltetrahydrofolate synthetase
2785715092	218	6	215	4.9e-74	234.4	TIGR00021	ribose 5-phosphate isomerase
2785715093	409	12	338	2.4e-87	279.8	TIGR01327	D-3-phosphoglycerate dehydrogenase
2785715099	1040	3	1039	0.0e+00	1132.1	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
2785715100	425	41	373	3.8e-83	265.1	TIGR01730	RND family efflux transporter, MFP subunit
2785715102	473	5	462	0.0e+00	501.6	TIGR01350	dihydrolipoamide dehydrogenase
2785715103	682	206	682	0.0e+00	613.8	TIGR01348	pyruvate dehydrogenase complex dihydrolipoamide acetyltransferase, long form
2785715104	891	4	891	0.0e+00	1495.8	TIGR00759	pyruvate dehydrogenase E1 component, homodimeric type
2785715108	172	55	171	3.7e-33	100.5	TIGR02281	clan AA aspartic protease, TIGR02281 family
2785715109	286	14	283	2.5e-97	311.3	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2785715110	140	9	32	1.3e-14	39.7	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2785715113	203	8	192	1.0e-65	207.2	TIGR00152	dephospho-CoA kinase
2785715127	635	49	76	4.0e-07	16.5	TIGR03057	X-X-X-Leu-X-X-Gly heptad repeats
2785715128	126	1	126	1.9e-40	124	TIGR00586	mutator mutT protein
2785715129	902	28	818	0.0e+00	1151.8	TIGR00963	preprotein translocase, SecA subunit
2785715131	303	2	301	4.7e-130	419.2	TIGR00325	UDP-3-0-acyl N-acetylglucosamine deacetylase
2785715132	388	2	348	0.0e+00	446.9	TIGR00065	cell division protein FtsZ
2785715133	409	9	378	0.0e+00	510.3	TIGR01174	cell division protein FtsA
2785715135	327	21	320	5.0e-105	336.9	TIGR01205	D-alanine--D-alanine ligase
2785715136	481	17	467	0.0e+00	582.7	TIGR01082	UDP-N-acetylmuramate--L-alanine ligase
2785715137	372	1	364	4.5e-104	334.2	TIGR01133	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase
2785715138	473	27	383	0.0e+00	422.6	TIGR02614	cell division protein FtsW
2785715139	513	9	498	1.7e-118	382.4	TIGR01087	UDP-N-acetylmuramoylalanine--D-glutamate ligase
2785715140	360	37	360	0.0e+00	483.3	TIGR00445	phospho-N-acetylmuramoyl-pentapeptide-transferase
2785715141	469	31	452	0.0e+00	454.7	TIGR01143	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
2785715142	521	23	517	0.0e+00	492.6	TIGR01085	UDP-N-acetylmuramyl-tripeptide synthetase
2785715144	111	25	109	1.6e-22	65.5	TIGR02209	cell division protein FtsL
2785715145	313	3	313	1.4e-128	414.6	TIGR00006	16S rRNA (cytosine(1402)-N(4))-methyltransferase
2785715146	152	1	152	9.1e-59	183.6	TIGR00242	division/cell wall cluster transcriptional repressor MraZ
2785715150	1091	1	449	0.0e+00	522.9	TIGR00914	heavy metal efflux pump, CzcA family
2785715151	581	221	424	3.9e-34	104	TIGR01730	RND family efflux transporter, MFP subunit
2785715156	246	168	246	3.3e-40	122.2	TIGR02190	Glutaredoxin-family domain
2785715159	710	486	667	1.7e-42	131	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715161	453	5	447	0.0e+00	701.1	TIGR02915	PEP-CTERM-box response regulator transcription factor
2785715162	690	5	688	0.0e+00	561.9	TIGR02916	putative PEP-CTERM system histidine kinase
2785715167	242	2	242	8.9e-75	237.1	TIGR00046	RNA methyltransferase, RsmE family
2785715168	317	3	314	1.2e-128	414.4	TIGR01380	glutathione synthetase, prokaryotic
2785715170	143	10	139	2.6e-54	168.9	TIGR00250	putative transcription antitermination factor YqgF
2785715172	370	1	343	0.0e+00	428.2	TIGR01420	pilus retraction protein PilT
2785715173	347	2	343	0.0e+00	510.7	TIGR01420	pilus retraction protein PilT
2785715174	228	1	227	8.4e-87	276.6	TIGR00044	pyridoxal phosphate enzyme, YggS family
2785715175	273	6	269	5.4e-77	245	TIGR00112	pyrroline-5-carboxylate reductase
2785715185	144	4	139	2.0e-61	192.2	TIGR03562	peroxiredoxin, OsmC subfamily
2785715186	203	26	178	5.2e-42	129.9	TIGR00401	methionine-S-sulfoxide reductase
2785715188	240	10	231	3.0e-30	92	TIGR00346	4-azaleucine resistance probable transporter AzlC
2785715197	670	4	450	0.0e+00	589	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2785715202	319	3	317	0.0e+00	519.1	TIGR00874	transaldolase
2785715205	223	5	216	6.5e-92	293.2	TIGR00628	uracil-DNA glycosylase
2785715206	427	50	396	5.9e-114	366.7	TIGR00260	threonine synthase
2785715207	314	4	314	4.1e-91	290.9	TIGR00191	homoserine kinase
2785715208	821	1	461	1.5e-125	405.7	TIGR00657	aspartate kinase
2785715210	385	16	383	0.0e+00	750.7	TIGR02818	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase
2785715211	216	192	215	2.0e-05	11.7	TIGR02595	PEP-CTERM protein-sorting domain
2785715218	255	24	241	2.5e-121	388.7	TIGR02690	arsenical resistance protein ArsH
2785715219	342	1	334	0.0e+00	423.4	TIGR00832	arsenical-resistance protein
2785715229	337	8	327	1.1e-108	349.1	TIGR01430	adenosine deaminase
2785715235	376	10	375	0.0e+00	524.9	TIGR01047	carboxynorspermidine decarboxylase
2785715238	278	6	277	2.3e-89	285.4	TIGR00096	16S rRNA (cytidine(1402)-2'-O)-methyltransferase
2785715240	113	1	112	4.6e-25	74.1	TIGR00252	TIGR00252 family protein
2785715242	198	31	187	8.8e-67	210.1	TIGR00441	phosphoheptose isomerase
2785715244	453	1	440	1.6e-65	207.7	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2785715254	291	3	288	0.0e+00	429.7	TIGR02317	methylisocitrate lyase
2785715255	374	8	373	0.0e+00	519.7	TIGR01800	2-methylcitrate synthase/citrate synthase II
2785715256	863	15	858	0.0e+00	929.1	TIGR01341	aconitate hydratase 1
2785715256	863	2	859	0.0e+00	1778.7	TIGR02333	2-methylisocitrate dehydratase, Fe/S-dependent
2785715257	393	5	393	0.0e+00	720.7	TIGR02334	probable AcnD-accessory protein PrpF
2785715258	418	251	410	9.6e-40	122.1	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715259	525	32	440	2.9e-68	216.7	TIGR00813	transporter, SSS family
2785715262	784	154	279	1.3e-20	60	TIGR00229	PAS domain S-box
2785715265	471	6	471	0.0e+00	814	TIGR01318	glutamate synthase small subunit family protein, proteobacterial
2785715269	233	3	231	3.9e-84	267.7	TIGR01704	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
2785715278	175	5	171	6.6e-24	70.5	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2785715280	399	1	399	0.0e+00	422.6	TIGR00234	tyrosyl-tRNA synthetase
2785715284	445	12	416	0.0e+00	442.4	TIGR00885	L-fucose:H+ symporter permease
2785715291	114	9	114	1.4e-41	127.2	TIGR00049	Iron-sulfur cluster assembly accessory protein
2785715292	277	15	262	4.9e-77	244.7	TIGR03709	polyphosphate:nucleotide phosphotransferase, PPK2 family
2785715293	86	1	83	1.6e-32	97.7	TIGR01215	cell division topological specificity factor MinE
2785715294	269	2	268	2.1e-116	373.8	TIGR01968	septum site-determining protein MinD
2785715295	260	5	259	1.7e-62	197.2	TIGR01222	septum site-determining protein MinC
2785715298	149	23	147	3.5e-63	197.7	TIGR02695	azurin
2785715302	142	2	142	3.7e-43	133.2	TIGR00701	TIGR00701 family protein
2785715305	398	5	364	4.1e-34	104.4	TIGR01197	NRAMP (natural resistance-associated macrophage protein) metal ion transporters
2785715306	391	5	391	8.3e-107	343.3	TIGR04350	putative C-S lyase
2785715308	610	7	164	2.1e-29	89.5	TIGR00231	small GTP-binding protein domain
2785715308	610	9	603	0.0e+00	966.5	TIGR01394	GTP-binding protein TypA/BipA
2785715310	469	4	468	0.0e+00	695	TIGR00653	glutamine synthetase, type I
2785715313	469	6	466	0.0e+00	757.7	TIGR01818	nitrogen regulation protein NR(I)
2785715315	241	50	180	3.8e-42	129.3	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2785715318	363	130	262	3.4e-16	46.6	TIGR00229	PAS domain S-box
2785715318	363	294	363	9.2e-22	64.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2785715324	924	1	905	0.0e+00	1231	TIGR00422	valyl-tRNA synthetase
