refseq_locus,log2fc_2h,padj_2h,log2fc_4h,padj_4h,resolved_locus_tag,resolution_method
TX50_RS09845,1.45978591,0.00063559,2.88827608,2.88553883752838e-22,PMM2077,tier1:refseq_locus
TX50_RS09850,0.44358889,0.27292461,0.26599421,0.44937584,PMM1441,tier1:refseq_locus
TX50_RS09855,0.22297202,0.68261596,-0.1765435,0.73029181,PMM1680,tier1:refseq_locus
TX50_RS09860,0.79344241,0.27039503,1.95549237,0.00063346,TX50_RS09860,locus_tag:refseq_locus
TX50_RS09870,0.61236889,0.01846783,0.74912073,4.7428618143763e-05,PMM1932,tier1:refseq_locus
TX50_RS09875,-0.3659865,0.37163736,-0.6467946,0.042849,PMM1956,tier1:refseq_locus
TX50_RS09885,-1.0106455,0.00031324,-0.8008102,0.00253783,PMM1972,tier1:refseq_locus
TX50_RS09890,-0.4690786,0.12871253,-0.7294203,0.00058261,,unresolved
TX50_RS09895,1.33984133,0.014123,1.59013604,7.40419363833445e-07,PMM1801,tier1:refseq_locus
TX50_RS09900,0.41332175,0.56519169,-0.3354263,0.42200788,PMM1809,tier1:refseq_locus
TX50_RS09905,1.26359292,8.96897247912962e-11,1.60245869,3.6950382101129904e-19,PMM1833,tier1:refseq_locus
TX50_RS09910,0.33989768,0.60573001,-0.1560752,0.82164815,PMM1838,tier1:refseq_locus
TX50_RS09915,0.30667197,0.93169458,0.98388987,0.85923141,TX50_RS09915,locus_tag:refseq_locus
TX50_RS09920,3.58927409,3.01473903641402e-22,4.35777439,8.36415577342574e-163,PMM1861,tier1:refseq_locus
TX50_RS09925,0.89074228,0.00055326,1.21741084,1.6736867775079e-09,PMM1877,tier1:refseq_locus
TX50_RS09930,-2.2902245,1.75157982891599e-06,-1.0606132,0.00025079,TX50_RS09930,locus_tag:refseq_locus
TX50_RS09935,-0.1275784,0.69976524,-0.442296,0.00108504,PMM1918,tier1:refseq_locus
TX50_RS09940,2.00607524,1.88779015584055e-05,1.7873617,4.95381195313734e-07,PMM1940,tier1:refseq_locus
TX50_RS09945,1.14137928,0.0017853,1.11630056,0.0012816,PMM1967,tier1:refseq_locus
TX50_RS09950,-0.2749859,0.55107966,-0.0072544,0.98656207,PMM1969,tier1:refseq_locus
TX50_RS09955,0.70951999,0.3219386,-0.0374963,0.95428388,PMM1277,tier1:refseq_locus
TX50_RS09960,2.96048719,1.6401203831601e-53,3.18323792,3.1768427106533e-173,PMM1980,tier1:refseq_locus
TX50_RS09965,2.28065318,1.8874737215107e-11,1.91314655,1.58348989155978e-23,PMM2065,tier1:refseq_locus
TX50_RS09970,2.56440351,2.81599403853022e-31,3.38730481,1.08645760220563e-81,TX50_RS09970,locus_tag:refseq_locus
TX50_RS09975,1.41475083,0.13516865,1.23739839,0.15437295,PMM2074,tier1:refseq_locus
TX50_RS09980,0.20856722,0.58460456,-0.0282673,0.93584685,PMM2018,tier1:refseq_locus
TX50_RS09985,-1.6454066,0.45680137,-1.2594482,0.39706153,PMM1976,tier1:refseq_locus
